patternType,pattern,toolType,examples,reasoning,pmid
term,SPSS\s+(PC\+\s+)?[Vv]ersion\s+\d+\.\d+,computational_tool,['SPSS PC+ Version 23.0'],SPSS statistical software with version information,PMID:29200117
context_phrase,analyzed using|data were analyzed using|statistical analysis.*using,computational_tool,['analyzed using the SPSS PC+ Version 23.0 program'],Context phrases that indicate active use of statistical software,PMID:29200117
context_phrase,to examine|to measure|utilized.*to measure|adopted.*to measure,clinical_assessment_tool,"[""utilized Weiss and Piacentine's Post-Discharge Coping Difficulty Scale to measure""]",Context phrases indicating active use of clinical assessment instruments,PMID:29200117
naming_convention,\b[A-Z][a-z0-9]+Cre\b,animal_model,"['K14Cre', 'TyrCre', 'Krox20Cre', 'DhhCre', 'PLPCre', 'CMVCre']",Cre recombinase driver lines follow standard nomenclature with gene/promoter name followed by 'Cre',PMID:28465357
naming_convention,\bR26-[A-Za-z0-9]+\b,animal_model,"['R26-rtTA', 'R26-LacZ', 'R26-YFP']",Rosa26 locus reporter and effector lines use R26- prefix,PMID:28465357
naming_convention,\b[A-Za-z0-9]+\^(flox|gfp|ERT|ERT2)\b,animal_model,"['Scf^flox/gfp', 'K14Cre^ERT', 'TyrCre^ERT2']","Genetic modifications indicated by superscript notation (flox, reporter genes, inducible systems)",PMID:28465357
naming_convention,\btetO-[A-Z]+\b,animal_model,['tetO-DTA'],Tetracycline-inducible transgenic constructs use tetO- prefix,PMID:28465357
context_phrase,"\b([A-Za-z0-9-]+)\s*\([^)]*,\s*[A-Za-z0-9-]+\)",antibody,"['P-cadherin (R&D Systems, AF761)', 'LacZ (Abcam, ab9361)', 'KIT (Cell Signaling, 3074)']",Antibodies typically listed with vendor and catalog number in parentheses,PMID:28465357
context_phrase,performed with\s+([A-Za-z0-9]+)\s+software,computational_tool,['performed with ImageJ software'],Software usage often indicated by 'performed with [software] software' phrase,PMID:28465357
context_phrase,"analyses were performed by.*\(([A-Za-z0-9]+),\s*([A-Za-z]+)\)",computational_tool,"[""analyses were performed by unpaired two-tailed Student's t-test (Prism7, GraphPad)""]",Statistical software often mentioned in analysis context with software name and vendor,PMID:28465357
naming_convention,\b[A-Z][a-z0-9]+-[A-Za-z0-9]+\s+(transgenic\s+)?mice\b,genetic_reagent,['K14-Scf transgenic mice'],Transgenic mouse lines with promoter-gene constructs,PMID:28465357
vendor_indicator,purchased from the Jackson Laboratory,animal_model,['tetO-DTA mice were purchased from the Jackson Laboratory'],Jackson Laboratory is major supplier of research mouse strains,PMID:28465357
context_phrase,gift from Dr\.,antibody,['DCT (PEP8h; gift from Dr. Vincent Hearing)'],"Research reagents often shared between labs, indicated by 'gift from Dr.' phrase",PMID:28465357
term,PedsQL [A-Za-z0-9\s]+ (Module|Scale|Scales),clinical_assessment_tool,"['PedsQL Neurofibromatosis Type 1 Module', 'PedsQL 4.0 Generic Core Scales', 'PedsQL Multidimensional Fatigue Scale']",PedsQL is a widely used family of pediatric quality of life assessment tools with disease-specific modules,PMID:32847704
term,IBM SPSS Statistics( \d+)?,computational_tool,['IBM SPSS Statistics 29'],Statistical software with optional version number commonly used in clinical research,PMID:32847704
term,PROCESS macro,computational_tool,['PROCESS macro for IBM SPSS Statistics'],Specialized statistical analysis tool for mediation/moderation analysis,PMID:32847704
context_phrase,"(completed|administered|using|utilized|measured with|assessed using) .{0,50}(Scale|Module|Questionnaire|Instrument|Assessment)",clinical_assessment_tool,"['completed in a multi-site national study by 323 patients', 'assessed using the PedsQL']",Context phrases indicating administration or use of clinical assessment tools,PMID:32847704
context_phrase,"(analyses were conducted using|analyzed using|statistical analysis.{0,30}using)",computational_tool,"['analyses were conducted using IBM SPSS Statistics', 'analyzed using the PROCESS macro']",Context phrases indicating use of computational tools for statistical analysis,PMID:32847704
term,PedsQL.*Module,clinical_assessment_tool,['PedsQL NF1 Module'],Disease-specific PedsQL modules are validated clinical assessment tools that should be captured,PMID:31081992
term,PedsQL.*Core Scales,clinical_assessment_tool,['PedsQL 4.0 Generic Core Scales'],PedsQL core scales are widely used generic quality of life assessment tools,PMID:31081992
context_phrase,Scales from the.*were completed,clinical_assessment_tool,['Scales from the Pediatric Quality of Life Inventory (PedsQL) NF1 Module...were completed'],This phrase pattern indicates administration of clinical assessment scales to patients,PMID:31081992
naming_convention,.*Scale.*\(PedsQL.*\),clinical_assessment_tool,"['Speech Scale (PedsQL NF1 Module)', 'Pain Scale (PedsQL NF1 Module)']",Individual subscales within validated instruments are separate assessment tools,PMID:31081992
context_phrase,Pediatric Quality of Life Inventory,clinical_assessment_tool,['Pediatric Quality of Life Inventory (PedsQL) NF1 Module'],Full name of PedsQL should be recognized as clinical assessment tool,PMID:31081992
term,PedsQL,clinical_assessment_tool,"['PedsQL NF1 Module', 'PedsQL Generic Core Scales']",PedsQL is a well-established pediatric quality of life assessment system with multiple modules and scales,PMID:29273891
term,BASC-2,clinical_assessment_tool,"['BASC-2-SRP', 'BASC-2-PRS']",BASC-2 (Behavioral Assessment System for Children) is a standardized behavioral assessment with multiple forms,PMID:29273891
context_phrase,diagnostic criteria,clinical_assessment_tool,['National Institutes of Health diagnostic criteria'],Standardized diagnostic criteria are clinical assessment tools used for disease diagnosis,PMID:29273891
naming_convention,\b[A-Z][a-zA-Z]*QL\b,clinical_assessment_tool,"['PedsQL', 'HRQoL']",Quality of Life (QL) instruments often follow this naming pattern and are clinical assessment tools,PMID:29273891
context_phrase,completed.*study,clinical_assessment_tool,['The 104-item PedsQL NF1 Module and 23-item PedsQL Generic Core Scales were completed in a multi-site national study'],Phrases indicating questionnaires or scales were completed by study participants,PMID:29273891
context_phrase,standardized measures,clinical_assessment_tool,['Children with NF1 and cognitive impairments and their parents completed standardized measures'],Standardized measures in clinical studies typically refer to validated assessment instruments,PMID:29273891
term,PedsQL™?,clinical_assessment_tool,"['PedsQL™ Neurofibromatosis Type 1 Module', 'PedsQL™ Generic Core Scales']","PedsQL is a widely used pediatric quality of life assessment tool, often with trademark symbol",PMID:30465317
term,BASC-2-(SRP|PRS),clinical_assessment_tool,"['BASC-2-SRP', 'BASC-2-PRS']",Behavioral Assessment System for Children abbreviated forms are commonly used clinical assessment tools,PMID:30465317
naming_convention,"\b[A-Z]{3,}-\d+(-[A-Z]{2,3})?\b",clinical_assessment_tool,"['BASC-2-SRP', 'BASC-2-PRS']",Many clinical assessment tools use abbreviated naming with numbers and sub-scales,PMID:30465317
context_phrase,(completed|administered|assessed using|measured with).*?(questionnaire|scale|inventory|assessment),clinical_assessment_tool,"['completed standardized measures', 'assessed using questionnaires']",Context phrases indicating administration of clinical assessment instruments,PMID:30465317
term,Pediatric Quality of Life Inventory,clinical_assessment_tool,['Pediatric Quality of Life Inventory'],Full name of PedsQL should be captured as it's a validated clinical assessment tool,PMID:30465317
term,\b[A-Z][a-zA-Z0-9]+\s+v?\d+\.\d+(\.\d+)?,computational_tool,"['Novoalign tool v3.02.06', 'GATK v3.6-0', 'Mutect v1.1.4']","Captures software names with version numbers, which are strong indicators of computational tools",PMID:32642734
context_phrase,antibody.*\([^)]*\d+-\d+[^)]*\),antibody,"['TRIM23 (ThermoFisher, PA5-34624, 1:150, rabbit polyclonal)', 'Ki67 (790-4286; Ventana)']","Captures antibodies with catalog numbers in parentheses, which is standard format",PMID:32642734
naming_convention,sh[A-Z][a-zA-Z0-9]+,genetic_reagent,"['shTrim23', 'shLacZ']",Captures shRNA constructs following standard naming convention,PMID:32642734
vendor_indicator,\([^)]*TRCN\d+[^)]*\),genetic_reagent,"['(Sigma; TRCN0000308323, TRCN0000308321, TRCN0000308320)']",TRCN numbers are specific identifiers for shRNA constructs from commercial vendors,PMID:32642734
naming_convention,[A-Z]\d+[A-Z]?-[A-Z][a-z]+[a-z]*-[A-Z][a-z]+/[A-Z][a-z]+[A-Z][a-z]+,animal_model,['B6N-Tyrc-Brd/BrdCrCrl'],Captures mouse strain nomenclature with specific naming patterns,PMID:32642734
context_phrase,using\s+([A-Z][a-zA-Z0-9]+)\s+\(,computational_tool,"['using GATK (', 'using CNVkit (', 'using GISTIC (']",Captures software usage context with parenthetical vendor/version info,PMID:32642734
term,"\b[A-Z]{2,}[a-z]*\d*\s+(antibody|antibodies)",antibody,"['TRIM23 antibody', 'H3K27me3 antibodies']",Captures antibody names with explicit 'antibody' keyword,PMID:32642734
naming_convention,[A-Z][a-z0-9]+\+?/?-?;[A-Z][a-z0-9]+\+?/?-?,animal_model,['Nf1+/−;Trp53+/−'],Captures genetically modified mouse genotype notation,PMID:32642734
context_phrase,we performed qPCR,computational_tool,"['To summarize purinergic receptor expression in SCs, we performed qPCR']","Indicates actual experimental usage of qPCR technique, not just citation",PMID:33507559
term,cultured.*cells,cell_line,"['cultured mouse Schwann cells', 'cultured mouse SCs']",Pattern to capture primary cell culture systems that are research tools,PMID:33507559
naming_convention,embryonic day.*derived.*cells,cell_line,['embryonic day (E12.5)-derived cultured mouse SCs'],Captures developmentally-staged primary cell cultures with specific derivation,PMID:33507559
context_phrase,co-cultures,cell_line,['neuron/Schwann cell co-cultures'],Co-culture systems are specialized cell culture tools used in research,PMID:33507559
context_phrase,cellular models,cell_line,['NF2-deficient meningioma cellular models'],The phrase 'cellular models' in titles often indicates use of specific cell lines that should be captured,PMID:33461953
context_phrase,kinase inhibition,genetic_reagent,['mTOR kinase inhibition'],Kinase inhibition studies typically use specific chemical inhibitors that are research tools,PMID:33461953
context_phrase,[GENE/PROTEIN] inhibition,genetic_reagent,"['IGF1R inhibition', 'mTOR kinase inhibition']",Protein/pathway inhibition studies often use specific chemical or genetic inhibitors,PMID:33461953
term,FSL version [0-9]+\.[0-9]+\.[0-9]+,computational_tool,['FSL version 5.0.7'],"FSL is a major neuroimaging software suite, version numbers indicate actual usage",PMID:32642741
term,PROBTRACKX,computational_tool,['Probabilistic streamline fiber tracking (PROBTRACKX)'],Specific FSL tractography tool commonly used in DTI studies,PMID:32642741
term,TBSS|Tract-Based Spatial Statistics,computational_tool,['Tract-Based Spatial Statistics (TBSS)'],Standard neuroimaging analysis method for DTI data,PMID:32642741
term,Siemens (Trio|Verio|Skyra|Prisma|Avanto|Sonata),computational_tool,"['Siemens Trio', 'Siemens Verio', 'Siemens Skyra', 'Siemens Prisma']",Specific MRI scanner models are research tools for data acquisition,PMID:32642741
term,logMAR,clinical_assessment_tool,"['logMAR < 0.2', 'logMAR ≥ 0.4']",Standard logarithmic visual acuity measurement scale used in clinical research,PMID:32642741
context_phrase,analyzed using|processed with|obtained on|acquired with,general,"['analyzed using FSL', 'obtained on Siemens scanners']",These phrases often precede tool names and indicate actual usage,PMID:32642741
naming_convention,"[A-Z]{2,}[0-9]*X?\b",computational_tool,"['PROBTRACKX', 'TBSS']",Many neuroimaging tools use all-caps naming conventions,PMID:32642741
context_phrase,exclude review articles from tool mining,general,"['Here, we review', 'This review summarizes', 'We reviewed']",Review articles synthesize existing literature and rarely contain original research tools. Adding filters to exclude review articles would reduce false positives.,PMID:32599735
term,Brief Symptom Inventory|BSI-18|BSI 18,clinical_assessment_tool,['Brief Symptom Inventory 18 (BSI-18)'],Specific validated psychological assessment instrument commonly used in clinical research,PMID:32572180
term,Behavior Problem Index|BPI,clinical_assessment_tool,['Behavior Problem Index (BPI)'],Validated behavioral assessment scale for adolescents,PMID:32572180
term,CCSS Neurocognitive Questionnaire,clinical_assessment_tool,['CCSS Neurocognitive Questionnaire'],Validated neurocognitive assessment tool developed specifically for childhood cancer survivors,PMID:32572180
term,Common Terminology Criteria for Adverse Events|CTCAE,clinical_assessment_tool,"['Common Terminology Criteria for Adverse Events, version 4.0 (CTCAE v4.0)']",Standardized classification system for adverse events in clinical research,PMID:32572180
term,Activities of Daily Living|ADL|Instrumental Activities of Daily Living|IADL,clinical_assessment_tool,"['Activities of daily living (ADL)', 'instrumental activities of daily living (IADL)']",Functional assessment scales commonly used in clinical outcomes research,PMID:32572180
context_phrase,Statistical analyses were conducted using|analyzed using|processed with,computational_tool,['Statistical analyses were conducted using SAS version 9.4'],Context phrases that reliably indicate computational tool usage in data analysis,PMID:32572180
naming_convention,(SAS|R|SPSS|Stata|Python|MATLAB)\s+version\s+[0-9]+\.[0-9]+,computational_tool,"['SAS version 9.4', 'R version 3.5.0']",Software names with version numbers indicate specific computational tools used,PMID:32572180
term,National Death Index|NDI,clinical_assessment_tool,['National Death Index (NDI)'],Standardized mortality surveillance database used in epidemiological research,PMID:32572180
term,International Classification of Diseases|ICD-9|ICD-10,clinical_assessment_tool,"['International Classification of Diseases, 9th and 10th Revisions (ICD-9 and ICD-10)']",Standardized disease classification systems used in clinical research,PMID:32572180
context_phrase,diagnostic criteria,clinical_assessment_tool,"['Currently, the diagnosis of NF1 requires two or more of the following criteria']","Clinical diagnostic criteria could be considered assessment tools, though they may be standard practice rather than research tools",PMID:32439933
naming_convention,[A-Z][a-z0-9]+-Cre,animal_model,"['Krox20-Cre', 'Dhh-Cre', 'P0A-Cre', 'Plp-Cre']","Cre recombinase mouse lines are important research tools, but need to distinguish between actual usage vs literature citations in reviews",PMID:32439933
term,\b[A-Z0-9]+\s+cells?\b,cell_line,"['HeLa cells', '4T1 cells', 'CT26 cells', 'MEC1 cells']",Many cell lines follow alphanumeric naming conventions that weren't captured,PMID:32383545
term,\b[A-Z]+[\s\-]?\d+(\.\d+)?\s+cells?\b,cell_line,"['RAW 264.7 cells', 'COLO 741 cells', 'PN 04.4 cells']",Cell lines with numbers and decimal points need specific pattern recognition,PMID:32383545
context_phrase,were cultured in|cultured in DMEM|cultured in RPMI,cell_line,"['HeLa cells...were cultured in DMEM medium', 'COLO 741 cells...were cultured in RPMI 1640 medium']",Cell culture context phrases strongly indicate cell line usage,PMID:32383545
term,anti[\-‐]?[A-Z0-9]+\s*\([^)]+\),antibody,"['anti‐HK2 (sc‐6521, Santa Cruz)', 'anti‐GAPDH (#2118, Cell Signaling)']",Antibodies with catalog numbers and vendors need better pattern matching,PMID:32383545
term,"[A-Z0-9]+\s*\(ab\d+,\s*Abcam\)",antibody,"['ATP5A (ab14748, Abcam)', 'anti‐UQCRC2 (ab14745, Abcam)']",Abcam antibodies have specific catalog number format,PMID:32383545
term,\b[A-Z][a-z]*/?[a-z]\s+mice\b,animal_model,['Balb/c mice'],Mouse strain nomenclature follows specific patterns,PMID:32383545
context_phrase,analyzed with|using.*software|processed with,computational_tool,"['analyzed with FACSDiva software', 'using CellR software']",Software usage context phrases indicate computational tools,PMID:32383545
term,ImageJ|CellR|LAS\s+AF|FACSDiva|VevoLAB,computational_tool,"['ImageJ', 'CellR software', 'LAS AF software', 'FACSDiva software', 'VevoLAB software']",Common research software names need explicit recognition,PMID:32383545
context_phrase,transfected with|encoding|plasmids encoding,genetic_reagent,"['cells were transfected with the ER‐targeted D4ER', 'The plasmids encoding mt‐YFP']",Transfection and plasmid context indicates genetic reagents,PMID:32383545
term,shRNA|siRNA|plasmid|construct|vector,genetic_reagent,"['shRNAs (Sigma)', 'plasmids encoding', 'cDNA encoding']",Molecular biology reagent terms need better coverage,PMID:32383545
context_phrase,analyzed using|processed with|detected using|performed on|utilized to|queried for|created with|normalized by|run via,computational_tool,"['detected using VarScan2', 'analyzed using BWA-MEM', 'created with GenVisR']",These phrases consistently indicate active tool usage in bioinformatics workflows,PMID:32369930
naming_convention,\b[A-Z][a-zA-Z0-9]*[0-9]+\b,computational_tool,"['VarScan2', 'Strelka2', 'MuTect2']",Many bioinformatics tools follow CamelCase with version numbers pattern,PMID:32369930
vendor_indicator,kit|reagent|® |™ ,genetic_reagent,"['TrueSeq stranded total RNA library kit', 'IDT exome reagent', 'Partek® Flow®']",Commercial reagents and kits often include these identifiers,PMID:32369930
term,R package|python package|software|pipeline|algorithm|database,computational_tool,"['edgeR [42] package', 'gplots [43] R package']",These terms explicitly identify computational tools and software,PMID:32369930
context_phrase,prepared with|captured with|sequenced on|libraries were,genetic_reagent,"['prepared with a TrueSeq', 'captured with an IDT exome reagent']",These phrases indicate usage of molecular biology reagents and kits,PMID:32369930
context_phrase,Reagents and tools table,general,['Reagents and tools table Reagent/resource Reference or source Identifier or catalog number'],This publication has a comprehensive reagents table that lists tools systematically - mining should specifically target such structured tool listings,PMID:33585982
vendor_indicator,Thermo Fisher #[A-Z0-9]+,general,"['Thermo Fisher # R78007', 'Thermofisher #21126']",Vendor names with catalog numbers are strong indicators of research tools,PMID:33585982
vendor_indicator,Addgene #[0-9]+,genetic_reagent,['Addgene #48138'],Addgene catalog numbers specifically indicate plasmids and genetic reagents,PMID:33585982
vendor_indicator,Cell Signaling Technology #[0-9]+,antibody,"['Cell Signaling Technology #52928', 'CST #5690']",CST is a major antibody vendor - catalog numbers indicate antibodies,PMID:33585982
naming_convention,Anti-[A-Z0-9]+\s+[A-Za-z]+\s+#[A-Z0-9]+,antibody,"['Anti-FLAG Merck #F3165', 'Anti-FGFR1 Abcam #ab76464']",Standard antibody naming pattern with vendor and catalog number,PMID:33585982
naming_convention,p[A-Z0-9-]+\s+vector,genetic_reagent,"['pDONR-223 vector', 'PX458 vector']",Standard plasmid naming convention with 'vector' keyword,PMID:33585982
term,v[0-9]+\.[0-9]+\.[0-9]+,computational_tool,"['R software v4.3.3', 'SAINTexpress v3.6.1', 'STAR v2.7.0a']",Version numbers are strong indicators of software tools,PMID:33585982
context_phrase,purchased from|obtained from|generous gifts from,general,"['purchased from Thermo Fisher Scientific', 'generous gifts from Dr. Lopez Guerrero']",These phrases indicate tool acquisition and usage,PMID:33585982
term,\b(ADOS-2|ADOS-II|Autism Diagnostic Observation Schedule)\b,clinical_assessment_tool,"['ADOS-2', 'Autism Diagnostic Observation Schedule–second edition']",ADOS is a gold-standard autism diagnostic tool frequently used in research,PMID:33519543
term,\b(ADI-R|Autism Diagnostic Interview-Revised)\b,clinical_assessment_tool,"['ADI-R', 'Autism Diagnostic Interview-Revised']",ADI-R is a standard parent interview tool for autism diagnosis,PMID:33519543
term,\b(WASI-II|Wechsler Abbreviated Scale of Intelligence)\b,clinical_assessment_tool,"['WASI-II', 'Wechsler Abbreviated Scale of Intelligence-II']",Wechsler scales are widely used intelligence assessment tools,PMID:33519543
term,\bConners\s+(Parent\s+)?Rating\s+Scale\b,clinical_assessment_tool,"['Conners Parent Rating Scale (3rd edition, short form)']",Conners scales are standard ADHD assessment tools,PMID:33519543
context_phrase,\b(was used to measure|measured|assessed using|administered)\b.*\b(scale|questionnaire|inventory|assessment|diagnostic)\b,clinical_assessment_tool,"['was used to measure current autism clinical profile', 'measured ADHD symptomatology']",Context phrases indicating clinical tool administration,PMID:33519543
term,\bSPSS\s+version\s+\d+,computational_tool,['SPSS version 25'],Statistical software with version numbers commonly used in clinical research,PMID:33519543
naming_convention,"\b[A-Z]{2,}-[A-Z0-9]+\b|\b[A-Z]{2,}\s*-\s*[A-Z0-9]+\b",clinical_assessment_tool,"['ADOS-2', 'ADI-R', 'WASI-II']",Clinical assessment tools often use abbreviated names with version indicators,PMID:33519543
context_phrase,heavily reliant on the,general,['NF1 mouse models are heavily reliant on the Cre-Lox system'],"This phrase often indicates discussion of tools/methods used in other studies, but in review context rather than active usage",PMID:33669386
context_phrase,advances in.*technologies.*like,general,['advances in gene editing and reproductive technologies like CRISPR/Cas9'],"This pattern identifies general technology discussions in reviews, which are typically not active tool usage",PMID:33669386
naming_convention,gene-edited.*carrying.*mutation,animal_model,['gene-edited pig carrying a germline heterozygous loss of function mutation'],"This pattern could identify engineered animal models, but context analysis needed to distinguish between tools used vs. models being reviewed",PMID:33669386
naming_convention,Tg\([^)]+\)[A-Z]+ mouse,animal_model,['Tg(Thy1-eGFP)M mouse'],Standard transgenic mouse nomenclature pattern,PMID:33816648
vendor_indicator,\([A-Za-z]+ [#]?[A-Z0-9]+\),general,"['(Abcam ab194213)', '(AddGene #115796)', '(Thermo Fisher)']",Vendor and catalog number patterns in parentheses,PMID:33816648
term,retinal organoid[s]?,advanced_cellular_model,"['3D retinal organoids', 'retinal organoids']",Specific organoid type terminology,PMID:33816648
context_phrase,antibody \([^)]+\),antibody,"['RBPMS antibody (Abcam ab194213)', 'L1cam antibody (Biolegend 826701)']",Antibody mentions with vendor/catalog information,PMID:33816648
term,[A-Z][a-z]+[A-Z][a-z]+ [Cc]ell [Ss]orting,computational_tool,['Cytomation MoFlo Cell Sorting'],Cell sorting instrument naming pattern,PMID:33816648
context_phrase,performed using [A-Za-z]+ software,computational_tool,['performed using EdgeR software'],Software usage context phrase,PMID:33816648
term,C57BL/6[A-Za-z]* mice,animal_model,['C57BL/6 mice'],Standard inbred mouse strain nomenclature,PMID:33816648
naming_convention,p[A-Z0-9]+-[A-Za-z0-9-]+,genetic_reagent,['pCF525-EF1a-Hygro-P2A-mCherry-lenti'],Plasmid naming convention starting with 'p',PMID:33816648
context_phrase,immunolabeled for.*markers?,antibody,"['immunolabeled for the mast cell markers CD117, tryptase, and chymase']",Immunolabeling context strongly indicates antibody usage but current patterns may not capture this phrasing,PMID:34237737
context_phrase,incubation with.*antibody,antibody,['12-min incubation with the CONFIRM anti-Ki67 (clone 30-9) rabbit monoclonal primary antibody'],Direct antibody usage context that should be captured,PMID:34237737
naming_convention,anti-[A-Z0-9]+.*\(clone [^)]+\),antibody,['CONFIRM anti-Ki67 (clone 30-9)'],Antibodies with clone information are highly specific research tools,PMID:34237737
vendor_indicator,software.*version [0-9]+\.[0-9]+,computational_tool,"['R software for statistical computing, version 4.0.0', 'Thermo Xcalibur 4.1 software']",Software with version numbers are specific computational tools,PMID:34237737
context_phrase,performed using.*system,computational_tool,['performed using the BenchMark Ultra system'],Laboratory systems and instruments used for analysis,PMID:34237737
naming_convention,[A-Z][a-zA-Z]+ [A-Z0-9]+ (digital )?slide scanner,computational_tool,"['NanoZoomer S60 digital slide scanner', 'Pannoramic Midi FL slide scanner']",Digital imaging systems are computational tools for data acquisition,PMID:34237737
context_phrase,acquired.*using.*software,computational_tool,['data were acquired automatically using Thermo Xcalibur 4.1 software'],Data acquisition software context,PMID:34237737
context_phrase,processed with.*software,computational_tool,['processed with the Spectronaut Pulsar software'],Data processing software context,PMID:34237737
term,\b(deep interactive networks?|DINs?)\b,computational_tool,"['deep interactive networks (DINs)', 'DINs']",Novel deep learning architectures and their abbreviations should be captured as computational tools when they represent the main methodological contribution,PMID:34106871
term,\b(convolutional neural networks?|CNNs?)\b,computational_tool,"['convolutional neural networks (CNNs)', 'CNNs']","CNN architectures are fundamental computational tools in deep learning, even when mentioned generically",PMID:34106871
term,\b(exponential distance transform|ExpDT)\b,computational_tool,"['Exponential Distance Transform (ExpDT)', 'ExpDT']",Distance transform algorithms are computational tools used in image processing and computer vision,PMID:34106871
term,\b(DSC|dice similarity coefficient|dice coefficient)\b,computational_tool,"['DSC', 'Dice Similarity Coefficient']",Evaluation metrics like DSC are computational tools used for assessing segmentation performance,PMID:34106871
context_phrase,we (propose|introduce|develop|design)\s+([A-Z][a-zA-Z\s]+)\s*\([A-Z]+\),computational_tool,"['we propose deep interactive networks (DINs)', 'We introduce a simple but effective Exponential Distance Transform (ExpDT)']",Phrases indicating novel method development often introduce new computational tools with abbreviations,PMID:34106871
vendor_indicator,\(Cat\. #[A-Z0-9-]+\),general,"['(Cat. #1700)', '(Cat. #1701)', '(Cat #0413)']",Catalog numbers in parentheses strongly indicate commercial research reagents and should be captured,PMID:34065204
vendor_indicator,\(no\. [A-Z0-9-]+\),antibody,"['(no. 8516)', '(no. 9309)', '(sc-1207)']",Antibody catalog numbers with 'no.' prefix are common vendor identifiers,PMID:34065204
context_phrase,purchased from [A-Za-z\s]+ \(Cat\.,general,['purchased from ScienCell Research Laboratories (Cat. #1700)'],Purchase context with catalog number clearly indicates commercial research tool,PMID:34065204
context_phrase,antibodies included those specific for,antibody,['Antibodies included those specific for p-RB1-S807/811'],Common phrase introducing antibody lists in methods sections,PMID:34065204
naming_convention,[A-Z0-9]+T cells,cell_line,['HEK293T cells'],Standard cell line naming convention with alphanumeric identifier followed by 'T cells',PMID:34065204
context_phrase,analyzed using [A-Za-z\s]+ software,computational_tool,['analyzed using MOD Fit LT software'],Clear software usage context for computational analysis,PMID:34065204
context_phrase,quantification was performed using,computational_tool,['Densitometry quantification was performed using ImageJ'],Indicates computational tool usage for data analysis,PMID:34065204
naming_convention,[A-Z][a-z0-9]+[m/m]+ mice,animal_model,['Rabl6m/m C57Bl/6N mice'],Genetically modified mouse nomenclature with mutation notation,PMID:34065204
naming_convention,[A-Z][a-z]+ minipig.*model|minipig model of [A-Z]+,animal_model,"['minipig model of NF1', 'NF1 minipig model']",Genetically modified minipig models are important research tools but may not be caught by standard animal model patterns,PMID:33978635
term,TALENs?|transcription activator-like effector nucleases?,genetic_reagent,"['TALENs', 'transcription activator-like effector nucleases']",Gene editing tools like TALENs are critical genetic reagents that should be captured,PMID:33978635
context_phrase,antibodies? against [A-Za-z0-9/-]+.*\([A-Za-z ]+\s+#[0-9A-Z]+\),antibody,['antibodies against Phospho-p44/42 ERK1/2 (p-ERK) (Cell Signaling Technologies #4370S)'],Antibodies with vendor and catalog numbers should be reliably detected,PMID:33978635
vendor_indicator,Cell Signaling Technolog(y|ies)\s+(Catalog\s+)?#[0-9A-Z]+,antibody,"['Cell Signaling Technologies #4370S', 'Cell Signaling Technology Catalog #4370']",Cell Signaling Technology is a major antibody vendor and catalog numbers indicate research tools,PMID:33978635
term,R\s+\(version\s+[0-9.]+\)|R\s+Studio|GraphPad\s+software,computational_tool,"['R (version 3.6)', 'R Studio', 'GraphPad software']",Statistical software with version numbers or brand names should be captured,PMID:33978635
context_phrase,performed using.*platform|analyzed using.*software|data acquisition.*with.*software,computational_tool,"['performed using the Fluidigm platform', 'data acquisition was performed with analyst 1.4.1 software']",Analysis platforms and software usage contexts indicate computational tools,PMID:33978635
term,fetal\s+[A-Za-z]+\s+fibroblasts?|primary\s+[A-Za-z]+\s+fibroblasts?,cell_line,['fetal Ossabaw minipig fibroblasts'],Primary and fetal fibroblast cell lines are important research tools,PMID:33978635
term,Tg\([^)]+\),animal_model,"['Tg(4xhre-tata:eGFP)', 'Tg(ptf1a:Gal4)']",Transgenic zebrafish line nomenclature follows Tg(promoter:gene) format,PMID:33934112
context_phrase,cell line|cells were|cells are,cell_line,"['U87 and U251 glioblastoma cells', 'MiaPaCa-2 and PANC1']",Cell lines are often mentioned with 'cells' context,PMID:33934112
vendor_indicator,\(Cat\. #[^)]+\)|\(#[^)]+\),antibody,"['(Cat. #612344)', '(Cat. #sc-73604)']",Antibodies frequently listed with catalog numbers in parentheses,PMID:33934112
naming_convention,anti-[A-Za-z0-9α-ω/]+\s+.*\(.*#.*\),antibody,['anti-TRAP1 was from Becton Dickinson (Cat. #612344)'],Antibody naming follows anti-target pattern with vendor and catalog info,PMID:33934112
term,Addgene\s+#\d+,genetic_reagent,"['Addgene #12260', 'Addgene #12259']",Plasmids from Addgene repository have specific ID format,PMID:33934112
context_phrase,using\s+[A-Za-z]+\s+software|analyzed\s+using\s+[A-Za-z]+,computational_tool,"['using ImageJ software', 'analyzed using Ethovision 11 software']",Software tools often mentioned with 'using' or 'analyzed using' context,PMID:33934112
term,"https?://[^\s)]+\.[a-z]{2,}",computational_tool,"['https://chopchop.cbu.uib.no/', 'https://string-db.org/']",Web-based tools and databases identified by URLs,PMID:33934112
context_phrase,conducted by using|performed using|analyzed by using|using the .+ apparatus,general,"['conducted by using R version 3.6.1', 'using the NucliSens easyMAG apparatus']",These phrases reliably indicate active tool usage in experimental context,PMID:29219400
vendor_indicator,"\([^)]+,\s*[^)]+,\s*[^)]+\)",general,"[""(bioMérieux, Marcy l'Etoile, France)"", '(Copan, Brescia, Italy)']",Parenthetical vendor information pattern indicates commercial research tools,PMID:29219400
term,R version \d+\.\d+\.\d+,computational_tool,['R version 3.6.1'],Specific R version pattern for statistical software identification,PMID:29219400
