doi,pmid,publicationTitle,abstract,journal,publicationDate,authors
10.1001/jama.300.3.287,PMID:18632543,Effect of simvastatin on cognitive functioning in children with neurofibromatosis type 1: a randomized controlled trial.,"CONTEXT: Neurofibromatosis type 1 (NF1) is among the most common genetic disorders that cause learning disabilities. Recently, it was shown that statin-mediated inhibition of 3-hydroxy-3-methylglutaryl coenzyme A reductase restores the cognitive deficits in an NF1 mouse model. OBJECTIVE: To determine the effect of simvastatin on neuropsychological, neurophysiological, and neuroradiological outcome measures in children with NF1. DESIGN, SETTING, AND PARTICIPANTS: Sixty-two of 114 eligible children (54%) with NF1 participated in a randomized, double-blind, placebo-controlled trial conducted between January 20, 2006, and February 8, 2007, at an NF1 referral center at a Dutch university hospital. INTERVENTION: Simvastatin or placebo treatment once daily for 12 weeks. MAIN OUTCOME MEASURES: Primary outcomes were scores on a Rey complex figure test (delayed recall), cancellation test (speed), prism adaptation, and the mean brain apparent diffusion coefficient based on magnetic resonance imaging. Secondary outcome measures were scores on the cancellation test (standard deviation), Stroop color word test, block design, object assembly, Rey complex figure test (copy), Beery developmental test of visual-motor integration, and judgment of line orientation. Scores were corrected for baseline performance, age, and sex. RESULTS: No significant differences were observed between the simvastatin and placebo groups on any primary outcome measure: Rey complex figure test (beta = 0.10; 95% confidence interval [CI], -0.36 to 0.56); cancellation test (beta = -0.19; 95% CI, -0.67 to 0.29); prism adaptation (odds ratio = 2.0; 95% CI, 0.55 to 7.37); and mean brain apparent diffusion coefficient (beta = 0.06; 95% CI, -0.07 to 0.20). In the secondary outcome measures, we found a significant improvement in the simvastatin group in object assembly scores (beta = 0.54; 95% CI, 0.08 to 1.01), which was specifically observed in children with poor baseline performance (beta = 0.80; 95% CI, 0.29 to 1.30). Other secondary outcome measures revealed no significant effect of simvastatin treatment. CONCLUSION: In this 12-week trial, simvastatin did not improve cognitive function in children with NF1. Trial Registration isrctn.org Identifier: ISRCTN14965707.",JAMA,2008-07-16,Lianne C Krab; Arja de Goede-Bolder; Femke K Aarsen; Saskia M F Pluijm; Marlies J Bouman; Jos N van der Geest; Maarten Lequin; Coriene E Catsman; Willem Frans M Arts; Steven A Kushner; Alcino J Silva; Chris I de Zeeuw; Henriëtte A Moll; Ype Elgersma
10.1097/MAO.0b013e31817f7398,PMID:18636037,The ErbB inhibitors trastuzumab and erlotinib inhibit growth of vestibular schwannoma xenografts in nude mice: a preliminary study.,"OBJECTIVE: To analyze the ability of ErbB inhibitors to reduce the growth of vestibular schwannoma (VS) xenografts. METHODS: Vestibular schwannoma xenografts were established in the interscapular fat pad in nude mice for 4 weeks. Initially, a small cohort of animals was treated with the ErbB2 inhibitor trastuzumab or saline for 2 weeks. Animals also received bromodeoxyuridine injections to label proliferating cells. In a longer-term experiment, animals were randomized to receive trastuzumab, erlotinib (an ErbB kinase inhibitor), or placebo for 12 weeks. Tumor growth was monitored by magnetic resonance imaging during the treatment period. Cell death was analyzed by terminal deoxynucleotidyl transferase-mediated dUTP-biotin end labeling of fragmented DNA. RESULTS: Tumors can be distinguished with T2-weighted magnetic resonance imaging sequences. Trastuzumab significantly reduced the proliferation of VS cells compared with control (p < 0.01) as analyzed by bromodeoxyuridine uptake. Control tumors demonstrated slight growth during the 12-week treatment period. Both trastuzumab and erlotinib significantly reduced the growth of VS xenografts (p < 0.05). Erlotinib, but not trastuzumab, resulted in a significant increase in the percentage of terminal deoxynucleotidyl transferase-mediated dUTP-biotin end labeling of fragmented DNA-positive VS cells (p < 0.01). CONCLUSION: In this preliminary study, the ErbB inhibitors trastuzumab and erlotinib decreased growth of VS xenografts in nude mice, raising the possibility of using ErbB inhibitors in the management of patients with schwannomas, particularly those with neurofibromatosis Type 2.","Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2008-09,J Jason Clark; Matthew Provenzano; Henry R Diggelmann; Ningyong Xu; Skylar S Hansen; Marlan R Hansen
10.1097/MLG.0b013e318177e20b,PMID:18670322,Vestibular schwannoma quantitative polymerase chain reaction expression of estrogen and progesterone receptors.,"OBJECTIVES/HYPOTHESIS: Determine the role of estrogen receptor (ER) and progesterone receptor (PR) expression in sporadic and neurofibromatosis 2 (NF2)-related vestibular schwannomas (VS). Growth and proliferation signaling in human VS tumorigenesis may play a key role in molecular therapeutic targeting. VS carry mutations of the NF2 gene encoding the tumor suppressor, merlin, which interacts with ErbB2 in Schwann cells, implicating ErbB receptors in VS tumorigenesis. ErbB receptor family members are overexpressed or constitutively activated in many human tumors, and are effective therapeutic targets in some human cancers. VS occur more frequently in women and are larger, more vascular, and demonstrate increased growth rates during pregnancy. ER and PR may play a role in ErbB pathway activation and VS progression. STUDY DESIGN: Quantitative real-time polymerase chain reaction (qRT-PCR) for ER and PR messenger RNA was performed using greater auricular and vestibular nerve controls (n = 8), sporadic VS (n = 23), and NF2-related VS (n = 16) tissues. METHODS: The qRT-PCR data were normalized with standardization to a single constitutively expressed control gene, human cyclophylin. RESULTS: Reverse transcription of messenger RNA from control and tumor specimens followed by RT Q-PCR demonstrated differences in ER and PR gene expression between sporadic and NF2-related VS. CONCLUSIONS: ER and PR expression in VS might have implications for development of a VS-specific drug delivery system using antihormone and ErbB pathway small molecule inhibitors, due to crosstalk between these receptors. These signals may be critical for re-establishing ErbB-mediated cell density dependent growth inhibition.",The Laryngoscope,2008-08,Andrew K Patel; Thomas H Alexander; Ali Andalibi; Allen F Ryan; Joni K Doherty
10.1007/s11060-008-9721-3,PMID:18974932,A role for the p53 pathway in the pathology of meningiomas with NF2 loss.,"The neurofibromatosis 2 locus (NF2) is inactivated through mutation and loss of heterozygosity (LOH) in 40-65% of all sporadic meningiomas, while the role of the p53 tumor suppression pathway in meningioma initiation and progression is still unclear. This study aims to determine if a p53 codon 72 arginine-to-proline polymorphism, found to be correlated with cancer development and cancer patient survival in other tumors, is associated with sporadic meningioma initiation or progression. We investigated Pro72 incidence in a cohort of 92 sporadic meningiomas and analyzed its association with histological grade (WHO classification) and with NF2 LOH (determined using polymorphic microsatellite markers on 22q). The Pro72 allele was not found to be selected for in the cohort. However, in the subgroup of meningiomas with NF2 LOH and carrying Pro72, 50.0% had high grade tumors (WHO grades II and III) compared to only 14.3% of those without NF2 LOH (OR = 6.0, CI = 1.56-23.11, P = 0.012). The significant association occurred only when considering subgroups of meningiomas with or without NF2 LOH, suggesting that not including NF2 status when analyzing study cohorts may explain the variability seen in the literature where all meningiomas were grouped together. Our data suggests a role for the p53 pathway in the progression of meningiomas in which NF2 is inactivated, and highlights the importance of accounting for NF2 LOH in future studies of meningiomas and the p53 pathway.",Journal of neuro-oncology,2009-02,ZeNan Chang; Chin-Lin Guo; Iris Ahronowitz; Anat O Stemmer-Rachamimov; Mia MacCollin; Fabio P Nunes
10.3181/0809-RM-275,PMID:19144871,Identification of erythrocyte p55/MPP1 as a binding partner of NF2 tumor suppressor protein/Merlin.,"Neurofibromatosis type 2 is an inherited disorder characterized by the development of benign and malignant tumors on the auditory nerves and central nervous system with symptoms including hearing loss, poor balance, skin lesions, and cataracts. Here, we report a novel protein-protein interaction between NF2 protein (merlin or schwannomin) and erythrocyte p55, also designated as MPP1. The p55 is a conserved scaffolding protein with postulated functions in cell shape, hair cell development, and neural patterning of the retina. The FERM domain of NF2 protein binds directly to p55, and surface plasmon resonance analysis indicates a specific interaction with a kD value of 3.7 nM. We developed a specific monoclonal antibody against human erythrocyte p55, and found that both p55 and NF2 proteins are colocalized in the non-myelin-forming Schwann cells. This finding suggests that the p55-NF2 protein interaction may play a functional role in the regulation of apico-basal polarity and tumor suppression pathways in non-erythroid cells.","Experimental biology and medicine (Maywood, N.J.)",2009-03,Pil-Soo Seo; Brendan J Quinn; Anwar A Khan; Lixiao Zeng; Christos G Takoudis; Toshihiko Hanada; Annalisa Bolis; Alessandra Bolino; Athar H Chishti
10.1002/glia.20845,PMID:19191334,Microarray analyses reveal regional astrocyte heterogeneity with implications for neurofibromatosis type 1 (NF1)-regulated glial proliferation.,"Numerous studies have suggested that astrocytes in the central nervous system (CNS) exhibit molecular and functional heterogeneity. In this regard, astroglia from different CNS locations express distinct immune system, and neurotransmitter proteins, have varying levels of gap junction coupling and respond differently to injury. However, the relevance of these differences to human disease is unclear. As brain tumors in children arise in specific CNS locations, we hypothesized that regional astroglial cell heterogeneity might partly underlie the propensity for gliomas to arise in these areas. In this study, we performed high-density RNA microarray profiling on astrocytes from postnatal day 1 optic nerve, cerebellum, brainstem, and neocortex. We showed that astroglia from each region are molecularly distinct, and we were able to develop gene expression patterns that distinguish astroglia, but not neural stem cells, from these different brain regions. We next used these microarray data to determine whether brain tumor suppressor genes were differentially expressed in these distinct populations of astroglia. Interestingly, neurofibromatosis type 1 (NF1) gene expression was decreased at both the RNA and protein levels in neocortical astroglia relative to astroglia from the other brain regions. To determine the functional significance of this finding, we found increased astroglial cell proliferation in optic nerve, brainstem, and cerebellum, but not neocortex, following Nf1 inactivation in vitro and in vivo. These findings provide molecular evidence for CNS astroglial cell heterogeneity, and suggest that differences in tumor suppressor gene expression might contribute to the regional localization of human brain tumors.",Glia,2009-08-15,Tu-Hsueh Yeh; Da Yong Lee; Scott M Gianino; David H Gutmann
10.1002/emmm.200900027,PMID:20049725,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,"Understanding the biological pathways critical for common neurofibromatosis type 1 (NF1) peripheral nerve tumours is essential, as there is a lack of tumour biomarkers, prognostic factors and therapeutics. We used gene expression profiling to define transcriptional changes between primary normal Schwann cells (n = 10), NF1-derived primary benign neurofibroma Schwann cells (NFSCs) (n = 22), malignant peripheral nerve sheath tumour (MPNST) cell lines (n = 13), benign neurofibromas (NF) (n = 26) and MPNST (n = 6). Dermal and plexiform NFs were indistinguishable. A prominent theme in the analysis was aberrant differentiation. NFs repressed gene programs normally active in Schwann cell precursors and immature Schwann cells. MPNST signatures strongly differed; genes up-regulated in sarcomas were significantly enriched for genes activated in neural crest cells. We validated the differential expression of 82 genes including the neural crest transcription factor SOX9 and SOX9 predicted targets. SOX9 immunoreactivity was robust in NF and MPSNT tissue sections and targeting SOX9 - strongly expressed in NF1-related tumours - caused MPNST cell death. SOX9 is a biomarker of NF and MPNST, and possibly a therapeutic target in NF1.",EMBO molecular medicine,2009-07,Shyra J Miller; Walter J Jessen; Tapan Mehta; Atira Hardiman; Emily Sites; Sergio Kaiser; Anil G Jegga; Hua Li; Meena Upadhyaya; Marco Giovannini; David Muir; Margaret R Wallace; Eva Lopez; Eduard Serra; G Petur Nielsen; Conxi Lazaro; Anat Stemmer-Rachamimov; Grier Page; Bruce J Aronow; Nancy Ratner
10.1097/MAO.0b013e3181d2777f,PMID:20195187,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,"HYPOTHESIS: To investigate the early events in molecular progression toward schwannoma tumorigenesis, we developed an in vitro model of human Schwann cell tumorigenesis by merlin knockdown. BACKGROUND: Neurofibromatosis 2 (NF2)-related and sporadic vestibular schwannoma (VS) exhibit loss of functional merlin (schwannomin). After loss of merlin expression in the Schwann cell, the initial steps toward VS tumorigenesis are unknown. Merlin, a putative tumor suppressor protein, interacts with many cellular proteins, regulating their function. Among these are receptor tyrosine kinases, including the epidermal growth factor receptor family B (ErbB) family receptors epidermal growth factor receptor and ErbB2. Functional merlin interacts with and internalizes these growth factor receptors, silencing their proliferation and survival signaling. Deregulation of CD44, the cell adhesion/signaling molecule and cancer stem cell marker, has also been implicated in VS tumorigenesis. METHODS: Merlin knockdown was performed using small interfering RNA transfection into human Schwann cell primary cultures. Knockdown was confirmed by real-time quantitative PCR, immunofluorescence, and Western analysis. Expression profiles of ErbB, merlin, and the stem cell markers nestin and CD44 were examined in knockdowns. Proliferation rate was assessed with bromodeoxyuridine incorporation, and radiation sensitivity was assessed using the Annexin assay in knockdowns versus controls. RESULTS: Merlin knockdowns demonstrated increased proliferation rate, upregulation of epidermal growth factor receptor, ErbB2, and ErbB3, CD44, and nestin. Short-term merlin depletion had no effect on gamma irradiation sensitivity compared with controls. CONCLUSION: Merlin depletion results in deregulation of ErbB receptor signaling, promotes a dedifferentiated state, and increases Schwann cell proliferation, suggesting critical steps toward schwannoma tumorigenesis.","Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2010-04,Zana Ahmad; Carrie Maiorana Brown; Andrew K Patel; Allen F Ryan; Rutherford Ongkeko; Joni K Doherty
10.1002/jbmr.42,PMID:20200958,Local low-dose lovastatin delivery improves the bone-healing defect caused by Nf1 loss of function in osteoblasts.,"Postfracture tibial nonunion (pseudoarthrosis) leads to lifelong disability in patients with neurofibromatosis type I (NF1), a disorder caused by mutations in the NF1 gene. To determine the contribution of NF1 in bone healing, we assessed bone healing in the Nf1(ob) (-/-) conditional mouse model lacking Nf1 specifically in osteoblasts. A closed distal tibia fracture protocol and a longitudinal study design were used. During the 21- to 28-day postfracture period, callus volume, as expected, decreased in wild-type but not in Nf1(ob) (-/-) mice, suggesting delayed healing. At these two time points, bone volume (BV/TV) and volumetric bone mineral density (vBMD) measured by 3D micro-computed tomography were decreased in Nf1(ob) (-/-) callus-bridging cortices and trabecular compartments compared with wild-type controls. Histomorphometric analyses revealed the presence of cartilaginous remnants, a high amount of osteoid, and increased osteoclast surfaces in Nf1(ob) (-/-) calluses 21 days after fracture, which was accompanied by increased expression of osteopontin, Rankl, and Tgfbeta. Callus strength measured by three-point bending 28 days after fracture was reduced in Nf1(ob) (-/-) versus wild-type calluses. Importantly, from a clinical point of view, this defect of callus maturation and strength could be ameliorated by local delivery of low-dose lovastatin microparticles, which successfully decreased osteoid volume and cartilaginous remnant number and increased callus BV/TV and strength in mutant mice. These results thus indicate that the dysfunctions caused by loss of Nf1 in osteoblasts impair callus maturation and weaken callus mechanical properties and suggest that local delivery of low-dose lovastatin may improve bone healing in NF1 patients.",Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2010-07,Weixi Wang; Jeffry S Nyman; Heather E Moss; Gloria Gutierrez; Gregory R Mundy; Xiangli Yang; Florent Elefteriou
10.1158/0008-5472.CAN-09-3769,PMID:20551058,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,"Current models of oncogenesis incorporate the contributions of chronic inflammation and aging to the patterns of tumor formation. These oncogenic pathways, involving leukocytes and fibroblasts, are not readily applicable to brain tumors (glioma), and other mechanisms must account for microenvironmental influences on central nervous system tumorigenesis. Previous studies from our laboratories have used neurofibromatosis-1 (NF1) genetically engineered mouse (GEM) models to understand the spatial restriction of glioma formation to the optic pathway of young children. Based on our initial findings, we hypothesize that brain region-specific differences in cAMP levels account for the pattern of NF1 gliomagenesis. To provide evidence that low levels of cAMP promote glioma formation in NF1, we generated foci of decreased cAMP in brain regions where gliomas rarely form in children with NF1. Focal cAMP reduction was achieved by forced expression of phosphodiesterase 4A1 (PDE4A1) in the cortex of Nf1 GEM strains. Ectopic PDE4A1 expression produced hypercellular lesions with features of human NF1-associated glioma. Conversely, pharmacologic elevation of cAMP with the PDE4 inhibitor rolipram dramatically inhibited optic glioma growth and tumor size in Nf1 GEM in vivo. Together, these results indicate that low levels of cAMP in a susceptible Nf1 mouse strain are sufficient to promote gliomagenesis, and justify the implementation of cAMP-based stroma-targeted therapies for glioma.",Cancer research,2010-07-15,Nicole M Warrington; Scott M Gianino; Erin Jackson; Patricia Goldhoff; Joel R Garbow; David Piwnica-Worms; David H Gutmann; Joshua B Rubin
10.1016/j.jneuroim.2010.05.002,PMID:20554030,CXCL12 alone is insufficient for gliomagenesis in Nf1 mutant mice.,"Tumorigenesis requires interactions between tumor progenitors and their microenvironment. We found that low cAMP levels were sufficient for tumorigenesis in a mouse model of Neurofibromatosis-1 (NF1)-associated optic pathway glioma (OPG). We hypothesized that the distinct pattern of glioma in NF1 reflected spatiotemporal differences in CXCL12 effects on cAMP levels. Thus, we sought to alter the pattern of gliomagenesis through manipulation of CXCL12-CXCR4 pathway activation in Nf1 OPG mice. Forced CXCL12 expression induced glioma at a low frequency. Further, treatment of Nf1 OPG mice with AMD3100, a CXCR4 antagonist, did not attenuate glioma growth. Thus, it appears, CXCL12 alone cannot promote gliomagenesis in NF1 mice.",Journal of neuroimmunology,2010-07-27,Tao Sun; Scott M Gianino; Erin Jackson; David Piwnica-Worms; David H Gutmann; Joshua B Rubin
10.1371/journal.pone.0013791,PMID:21072183,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,"BACKGROUND: NF2 is an autosomal dominant disease characterized by development of bilateral vestibular schwannomas and other benign tumors in central nervous system. Loss of the NF2 gene product, Merlin, leads to aberrant Schwann cell proliferation, motility, and survival, but the mechanisms by which this tumor suppressor functions remain unclear. One well-defined target of Merlin is the group I family of p21-activated kinases, which are allosterically inhibited by Merlin and which, when activated, stimulate cell cycle progression, motility, and increased survival. Here, we examine the effect of Pak inhibition on cells with diminished Merlin function. METHODOLOGY/PRINCIPAL FINDINGS: Using a specific peptide inhibitor of group I Paks, we show that loss of Pak activity restores normal cell movement in cells lacking Merlin function. In addition, xenografts of such cells form fewer and smaller tumors than do cells without Pak inhibition. However, in tumors, loss of Pak activity does not reduce Erk or Akt activity, two signaling proteins that are thought to mediate Pak function in growth factor pathways. CONCLUSIONS/SIGNIFICANCE: These results suggest that Pak functions in novel signaling pathways in NF2, and may serve as a useful therapeutic target in this disease.",PloS one,2010-11-02,Hoi Yee Chow; Dina Stepanova; Jennifer Koch; Jonathan Chernoff
10.1016/j.jneumeth.2010.10.021,PMID:21111000,A novel imaging-compatible sciatic nerve schwannoma model.,"Benign schwannomas are common tumors of the cranial and peripheral nerves, causing pain and loss of function. The development of effective therapy for these tumors has been hampered by the lack of relevant experimental in vivo models for convenient testing. Here, we describe a novel schwannoma model in which an immortalized human schwannoma cell line, HEI-193, established from an neurofibromatosis type 2 patient, has been stably transduced with fluorescent protein and luciferase reporters and implanted within the sciatic nerve of nude mice. These cells reliably formed a tumor within several weeks which had pathologic characteristics of schwannoma tumors. This model system will be useful for investigation of schwannoma biology and for preclinical assessment of therapeutic agents.",Journal of neuroscience methods,2011-01-30,Okay Saydam; Gokhan Baris Ozdener; Ozlem Senol; Arda Mizrak; Shilpa Prabhakar; Anat O Stemmer-Rachamimov; Xandra O Breakefield; Gary J Brenner
10.1158/0008-5472.CAN-10-2732,PMID:21199799,Dose-dependent effects of focal fractionated irradiation on secondary malignant neoplasms in Nf1 mutant mice.,"Secondary malignant neoplasms (SMN) are increasingly common complications of cancer therapy that have proven difficult to model in mice. Clinical observations suggest that the development of SMN correlates with radiation dose; however, this relationship has not been investigated systematically. We developed a novel procedure for administering fractionated cranial irradiation (CI) and investigated the incidence and spectrum of cancer in control and heterozygous Nf1 mutant mice irradiated to a moderate (15 Gy) or high dose (30 Gy). Heterozygous Nf1 inactivation cooperated with CI to induce solid tumors and myeloid malignancies, with mice developing many of the most common SMNs found in human patients. CI-induced malignancies segregated according to radiation dose as Nf1(+/-) mice developed predominately hematologic abnormalities after 15 Gy, whereas solid tumors predominated at 30 Gy, suggesting that radiation dose thresholds exist for hematologic and nonhematologic cancers. Genetic and biochemical studies revealed discrete patterns of somatic Nf1 and Trp53 inactivation and we observed hyperactive Ras signaling in many radiation-induced solid tumors. This technique for administering focal fractionated irradiation will facilitate mechanistic and translational studies of SMNs.",Cancer research,2011-01-01,Jean L Nakamura; Connie Phong; Emile Pinarbasi; Scott C Kogan; Scott Vandenberg; Andrew E Horvai; Bruce A Faddegon; Dorothea Fiedler; Kevan Shokat; Benjamin T Houseman; Richard Chao; Russell O Pieper; Kevin Shannon
10.1158/1535-7163.MCT-10-0654,PMID:21216928,Interpreting mammalian target of rapamycin and cell growth inhibition in a genetically engineered mouse model of Nf1-deficient astrocytes.,"The identification of mammalian target of rapamycin (mTOR) as a major mediator of neurofibromatosis-1 (NF1) tumor growth has led to the initiation of clinical trials using rapamycin analogs. Previous studies from our laboratory have shown that durable responses to rapamycin treatment in a genetically engineered mouse model of Nf1 optic glioma require 20 mg/kg/day, whereas only transient tumor growth suppression was observed with 5 mg/kg/day rapamycin despite complete silencing of ribosomal S6 activity. To gain clinically relevant insights into the mechanism underlying this dose-dependent effect, we used Nf1-deficient glial cells in vitro and in vivo. First, there was an exponential relationship between blood and brain rapamycin levels. Second, we show that currently used biomarkers of mTOR pathway inhibition (phospho-S6, phospho-4EBP1, phospho-STAT3, and Jagged-1 levels) and tumor proliferation (Ki67) do not accurately reflect mTOR target inhibition or Nf1-deficient glial growth suppression. Third, the incomplete suppression of Nf1-deficient glial cell proliferation in vivo following 5 mg/kg/day rapamycin treatment reflects mTOR-mediated AKT activation, such that combined 5 mg/kg/day rapamycin and PI3-kinase (PI3K) inhibition or dual PI3K/mTOR inhibition recapitulates the growth suppressive effects of 20 mg/kg/day rapamycin. These new findings argue for the identification of more accurate biomarkers for rapamycin treatment response and provide reference preclinical data for comparing human rapamycin levels with target effects in the brain.",Molecular cancer therapeutics,2011-02,Sutapa Banerjee; Scott M Gianino; Feng Gao; Uwe Christians; David H Gutmann
10.1016/j.bone.2011.03.760,PMID:21439418,Primary osteopathy of vertebrae in a neurofibromatosis type 1 murine model.,"Neurofibromatosis type 1 (NF1) is a common autosomal dominant genetic disorder caused by mutation of the NF1 tumor suppressor gene. Spinal deformities are common skeletal manifestations in patients with NF1. To date, the mechanism of vertebral abnormalities remains unclear because of the lack of appropriate animal models for the skeletal manifestations of NF1. In the present study, we report a novel murine NF1 model, Nf1(flox/-);Col2.3Cre(+) mice. These mice display short vertebral segments. In addition, a significant reduction in cortical and trabecular bone mass of the vertebrae was observed in Nf1(flox/-);Col2.3Cre(+) mice as measured by dual-energy X-ray absorptiometry (DEXA) and peripheral quantitative computed tomography (pQCT). Peak stress and peak load were also significantly reduced in Nf1(flox/-);Col2.3Cre(+) mice as compared to controls. Furthermore, the lumbar vertebrae showed enlargement of the inter-vertebral canal, a characteristic feature of lumbar vertebrae in NF1 patients. Finally, histologic analysis demonstrated increased numbers of osteoclasts and decreased numbers of osteoblasts in the vertebrae of Nf1(flox/-);Col2.3Cre(+) mice in comparison to controls. In summary, Nf1(flox/-);Col2.3Cre(+) mice demonstrate multiple structural and functional abnormalities in the lumbar vertebrae which recapitulate the dystrophic vertebral changes in NF1 patients. This novel murine model provides a platform to understand the cellular and molecular mechanisms underlying the pathogenesis of spinal deficits in NF1 patients.",Bone,2011-06-01,Wei Zhang; Steven D Rhodes; Liming Zhao; Yongzheng He; Yingze Zhang; Yong Shen; Dalong Yang; Xiaohua Wu; Xiaohong Li; Xianlin Yang; Su-Jung Park; Shi Chen; Charles Turner; Feng-Chun Yang
