_pmid,_doi,_publicationTitle,_year,_toolName,_toolType,_usageType,usageId,publicationId,resourceId
PMID:39269317 | PMID:35789380,10.1158/1078-0432.CCR-24-1750 | 10.1158/2159-8290.CD-21-1671,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor. | PRC2-Inactivating Mutations in Cancer Enhance Cytotoxic Response to DNMT1-Targeted Therapy via Enhanced Viral Mimicry.,,M4,cell_lines,Experimental Usage,86c3a4a3-451e-503c-b576-de5a23f7024c,22d07f30-bf9c-5a85-8a38-bb244a7e8920,05ae7018-8e02-56bf-9b5e-d339b1e441a0
PMID:39269317,10.1158/1078-0432.CCR-24-1750,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor.,,M5,cell_lines,Experimental Usage,73e593f0-6a98-5455-97da-c04e6a3e5247,e68a9879-208f-5644-9385-650c8f87ffaa,cd2834e1-9e2b-5a0b-9a96-6836b5a86c8d
PMID:39269317 | PMID:35789380,10.1158/1078-0432.CCR-24-1750 | 10.1158/2159-8290.CD-21-1671,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor. | PRC2-Inactivating Mutations in Cancer Enhance Cytotoxic Response to DNMT1-Targeted Therapy via Enhanced Viral Mimicry.,,M6,cell_lines,Experimental Usage,af94aae3-ae53-5479-95e1-1a739d18d376,22d07f30-bf9c-5a85-8a38-bb244a7e8920,d81d9712-f258-51b8-8278-78cc50900055
PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,Drosophila Schneider (S2R+) cells,cell_lines,Experimental Usage,90d4653a-6211-5b79-ab22-f9e0342f3f7b,0d572b03-b1ed-5e1d-9f5a-0a036c3924ff,8b24ba11-5bb2-5389-843f-6aec45ed87f5
PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,dNF1‐KO,cell_lines,Development,a5b09873-7787-59e0-ae69-f074a1eeda63,0d572b03-b1ed-5e1d-9f5a-0a036c3924ff,ecc9f50b-8516-53ee-af1b-d0c996ab387f
PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,hTERT ipn02.3 2λ CRL‐3392,cell_lines,Experimental Usage,6ef88ab4-ebfe-56f6-b52d-01360d8151ec,0d572b03-b1ed-5e1d-9f5a-0a036c3924ff,0d3202e9-a216-508d-bbd3-eff818fc855b
PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,"ipnNF09.4 (hTERT NF1 ipnNF09.4, RRID: CVCL_UI73)",cell_lines,Experimental Usage,33327528-e79b-5cb5-b329-98b0b62a7ca5,0d572b03-b1ed-5e1d-9f5a-0a036c3924ff,db404bea-0054-592e-8ee9-2d9a343749eb
PMID:39129390 | PMID:40862755 | PMID:39061138 | PMID:33658640,10.1002/1878-0261.13704 | 10.3390/cells14161276 | 10.3390/cancers16142498 | 10.1038/s41416-021-01270-8,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors. | Fibroblasts Attenuate Anti-Tumor Drug Efficacy in Tumor Cells via Paracrine Interactions with Tumor Cells in 3D Plexiform Neurofibroma Cultures. | A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids. | Exploring transcriptional regulators Ref-1 and STAT3 as therapeutic targets in malignant peripheral nerve sheath tumours.,,"ipNF05.5 (hTERT NF1 ipNF05.5, RRID: CVCL_UI71)",cell_lines,Experimental Usage,1a003de7-05cf-59b0-b787-fe5420236865,d5c8487e-38ac-5451-8059-2e1061fdf107,96120edc-55b3-55fb-a2e0-dd892ef8b39f
PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,U2OS,cell_lines,Experimental Usage,b60781ee-616e-5b62-977b-fa06138d80ec,9093c9f0-5b58-57fe-9204-919ae6dfd180,13cfbf4b-7b85-5529-81fd-0799e3d00ab7
PMID:28126595,10.1016/j.ebiom.2017.01.020,Global Proteome and Phospho-proteome Analysis of Merlin-deficient Meningioma and Schwannoma Identifies PDLIM2 as a Novel Therapeutic Target.,,Human meningeal cells (HMC),cell_lines,Experimental Usage,8b496089-4255-5d2e-8136-b65df7e7cf18,2d046a17-b787-5b4d-8881-41e4cff9bce0,19940322-7115-5e2f-94be-ecc5c28ab7b1
PMID:25329635,10.1371/journal.pgen.1004575,Genetic modifiers of neurofibromatosis type 1-associated café-au-lait macule count identified using multi-platform analysis.,,lymphoblastoid cell lines,cell_lines,Experimental Usage,5f55b800-890d-5fde-b285-56fb799c33c0,11a0f60f-6dd4-52ae-a20d-8e246bf36c6d,6e020ba9-4b89-51e0-9869-af3bb72e39da
PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,OLN93 mouse oligodendrocyte cell line,cell_lines,Experimental Usage,ce4e0ae5-9589-5c8e-a28f-35bf8cfae081,b50c1286-4736-5b9c-8789-27260a2c74d4,aaed50c9-2844-5c59-bfc5-5c78ade18117
PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,SC4-immortalized Nf2-/- primary Schwann cells,cell_lines,Experimental Usage,8bd161e7-18cb-5023-9e05-7e0aa5cc80f2,b50c1286-4736-5b9c-8789-27260a2c74d4,3a050b9b-f50a-50e0-82be-af5580a2bcc1
PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,RT4-D6PT2 schwannoma cell line,cell_lines,Experimental Usage,d3d3f51d-6a17-57a1-adc2-62412b482f13,b50c1286-4736-5b9c-8789-27260a2c74d4,df57cf04-e722-55e4-9965-40dee2f876d6
PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,TC620 human oligodendroglioma cell line,cell_lines,Experimental Usage,8b325c8f-a42e-5e79-ba57-e871daa0d6c1,b50c1286-4736-5b9c-8789-27260a2c74d4,520833a7-34e9-5a8b-aa08-c19e79dc0612
PMID:24509877,10.1038/onc.2013.506,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,,Normal human Schwann cells (NHSC),cell_lines,Experimental Usage,23d904d8-da65-5ade-bb4d-51aab1204ab8,53016f74-b535-58ed-81db-9e75ae05610f,6793aaa0-c35a-5164-83b3-10692471e87a
PMID:24509877 | PMID:18413802,10.1038/onc.2013.506 | 10.1158/1535-7163.MCT-07-0518,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1. | Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,,MPNST cell lines,cell_lines,Experimental Usage,574102c5-ddad-58a7-834b-05487b124c83,9c629486-8cd2-500c-b3de-9327ec882a45,5512de2b-3b60-5754-9efc-425090e750d2
PMID:24509877,10.1038/onc.2013.506,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,,MPNST 88-14 cells,cell_lines,Experimental Usage,52cf5c88-3ad1-52d1-aa12-79bba90b3225,53016f74-b535-58ed-81db-9e75ae05610f,0bb4db3d-95b6-5372-808a-c6704a2625bd
PMID:24509877,10.1038/onc.2013.506,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,,MPNST S462-TY cells,cell_lines,Experimental Usage,4b028900-fb28-562f-b1cc-8dbf50d2f8b5,53016f74-b535-58ed-81db-9e75ae05610f,73a99a79-c7e0-561a-b064-359aed15bc81
PMID:23328114,10.18632/oncotarget.793,Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition.,,2884 cell line,cell_lines,Experimental Usage,71cff6c1-8ec9-5099-89a3-397085049661,054493fd-b855-50ad-84fe-6e16e382d49a,30a3a0f4-30d6-5d2c-a8cb-3f231d2fe2a3
PMID:23328114,10.18632/oncotarget.793,Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition.,,2885 cell line,cell_lines,Experimental Usage,bc2664c0-7bf0-520c-96e7-8429fac9a701,054493fd-b855-50ad-84fe-6e16e382d49a,3047a0ba-ac89-58cf-800e-4e7c1680e207
PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,hTERT NF1 ipn02.3 2λ,cell_lines,Experimental Usage,6abba05c-adb9-5b1f-ac73-f48b67967410,dedce255-85c0-5393-a506-95313062ed5a,9f3e8e84-4dae-5b7e-a500-10d297c4a08e
PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,ipn95.11bC,cell_lines,Experimental Usage,b966c9ce-eaf2-57c8-92f0-22976fbc3761,dedce255-85c0-5393-a506-95313062ed5a,3a974d02-5dd6-52a3-b71c-918c878d314a
PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,MPNST642,cell_lines,Experimental Usage,474fa9fc-c25a-50b3-bb6a-0b301afbeb18,dedce255-85c0-5393-a506-95313062ed5a,64ee8b55-8367-5ff0-acb6-49e2897955e6
PMID:36322658 | PMID:37164978 | PMID:24681606 | PMID:23685747 | PMID:30055648 | PMID:41001593 | PMID:38203448 | PMID:32948135 | PMID:23535903,10.1126/sciadv.abo5442 | 10.1038/s41467-023-38432-6 | 10.18632/oncotarget.1609 | 10.1038/ng.2641 | 10.1186/s13104-018-3630-0 | 10.1080/23723556.2025.2561292 | 10.3390/ijms25010277 | 10.1186/s12885-020-07397-w | 10.1158/2159-8290.CD-13-0081,"Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy. | Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities. | Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity. | Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts. | Loss of Schwann cell's normal rhythmic core clock gene expression and gain of rhythmic expression of oncogenic driver genes in malignant NF1-associated peripheral nerve sheath tumor. | FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells. | Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",,T265,cell_lines,Experimental Usage,05749c41-a723-5edf-89e2-edc2f16df3e6,900138c9-969b-5daa-a7fb-60a1496be5a0,33995551-b2f8-566f-bbba-cb638a12ba6b
PMID:36322658 | PMID:37164978 | PMID:24681606 | PMID:23685747 | PMID:20049725 | PMID:32642733 | PMID:18483311 | PMID:38203448 | PMID:37410426 | PMID:23535903 | PMID:35511749 | PMID:33032988,10.1126/sciadv.abo5442 | 10.1038/s41467-023-38432-6 | 10.18632/oncotarget.1609 | 10.1038/ng.2641 | 10.1002/emmm.200900027 | 10.1093/noajnl/vdz061 | 10.1158/1535-7163.MCT-07-2335 | 10.3390/ijms25010277 | 10.1158/1078-0432.CCR-23-0749 | 10.1158/2159-8290.CD-13-0081 | 10.1158/1535-7163.MCT-21-0947 | 10.1158/0008-5472.CAN-20-1365,"Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy. | Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities. | Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity. | Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene. | KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors. | Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors. | FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells. | CDK4/6-MEK Inhibition in MPNSTs Causes Plasma Cell Infiltration, Sensitization to PD-L1 Blockade, and Tumor Regression. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance. | A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.",,STS26T,cell_lines,Experimental Usage,6ad48975-f47f-5437-9a64-fc771304425e,282907f0-4989-535e-909b-75c5db524d89,857f7dbe-27ac-5f60-80de-aa12f7080a95
PMID:39890807,10.1038/s41598-024-84493-y,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,,ipn97.4 immortalized human Schwann cells,cell_lines,Experimental Usage,fa6cae54-e24f-56ce-9f83-5927539d57f6,32570180-ce07-5150-89a3-8d34b6c92f2f,1a438aef-29b2-56c9-bf41-08b8b51329fa
PMID:37520682,10.1016/j.omtn.2023.06.018,Combining nonsense mutation suppression therapy with nonsense-mediated decay inhibition in neurofibromatosis type 1.,,Schwann cells,cell_lines,Experimental Usage,d82f52f1-76a0-5fc2-bdc9-fdc6f8ad5c0d,d2f07474-f43f-50f7-abc1-ecf76627be65,45e82643-6f9d-5f5a-842e-b288e3703d7f
PMID:34040258,10.1038/s41586-021-03580-6,NF1 mutation drives neuronal activity-dependent initiation of optic glioma.,,optic glioma cells,cell_lines,Experimental Usage,f4cd1219-2dab-52c8-8fad-72ab650392b9,9a3e4289-b548-5076-830c-a47d7c0f1c37,6d101a5b-0f0e-5148-91f6-8e033fd471ce
PMID:37164978,10.1038/s41467-023-38432-6,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities.,,HSC1λ,cell_lines,Experimental Usage,2d143e87-aa13-5a92-a338-e171a80d4359,7600a9af-bd48-5236-8d3f-c9d27c202e7e,16b9df1e-b09c-5691-af15-0464246c2942
PMID:37164978 | PMID:38136356,10.1038/s41467-023-38432-6 | 10.3390/cancers15245811,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities. | Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,ipNF06.2A,cell_lines,Experimental Usage,3c9cc836-9756-5f2f-a1fc-a8939038e7bf,5b423b36-927d-5301-a30b-a9903960b9a1,57fd30a0-521e-59f8-80f1-ddfe31e9c772
PMID:40590220 | PMID:36420221 | PMID:32383545,10.1172/JCI188932 | 10.1016/j.omtn.2022.10.026 | 10.15252/embr.201949117,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice. | Antisense oligonucleotides targeting exon 11 are able to partially rescue the NF2-related schwannomatosis phenotype | Hexokinase 2 displacement from mitochondria-associated membranes prompts Ca,,HeLa cells,cell_lines,Experimental Usage,cdea1d65-c600-5ecf-964f-7529ce90f799,3ce555a1-bd49-5897-9394-b33a20baae5a,db3db0ae-5a93-506d-bef3-17718bbb4158
PMID:32383545 | PMID:37446790,10.15252/embr.201949117 | 10.3390/molecules28135128,Hexokinase 2 displacement from mitochondria-associated membranes prompts Ca | Icariin Promotes Osteogenic Differentiation in a Cell Model with NF1 Gene Knockout by Activating the cAMP/PKA/CREB Pathway.,,C2C12 cells,cell_lines,Experimental Usage,903c378d-610f-5996-9dcb-d7155a487957,5ac74644-2813-50eb-bedc-5cf17b0e311c,ae2135e1-4d74-5f96-b026-ec9873d49eb2
PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,NF1-1 hiPSC line,cell_lines,Experimental Usage,bd752905-90af-5cd3-9b6e-12eca094bf7f,e76ccf41-1253-5aa7-9908-903cb8bf2fcb,1760a885-37db-59e7-a79d-b0749772a6d8
PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,NF1-2 hiPSC line,cell_lines,Experimental Usage,dd74c6b9-b466-535a-8640-9350064228c5,e76ccf41-1253-5aa7-9908-903cb8bf2fcb,f06517b7-580b-5060-8de6-1918e745f09d
PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,WT-1 hiPSC line,cell_lines,Experimental Usage,f1183dca-e9aa-5e92-a239-dd366aba74ed,e76ccf41-1253-5aa7-9908-903cb8bf2fcb,00a4afb5-a6d7-5227-9041-942a7781cddc
PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,WT-2 hiPSC line,cell_lines,Experimental Usage,d5df9926-2129-5646-ae18-421c4385ecf8,e76ccf41-1253-5aa7-9908-903cb8bf2fcb,6ea53b58-c0ec-519b-8b9d-eff75a906795
PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,LUVA cells,cell_lines,Experimental Usage,81e526a4-e31c-5afd-ab73-f7b56c3af2dc,91102d9b-3d20-56e0-90c2-ca7bd11b41fc,b55bee8c-2e29-594b-8678-d3325c18143b
PMID:38216587,10.1038/s41467-023-40408-5,Epigenetic reprogramming shapes the cellular landscape of schwannoma.,,"Human Schwann Cells (HSC, ScienCell Research Laboratories #1700)",cell_lines,Experimental Usage,90a06c35-50fe-513d-bf0e-89731418b211,71ed2e14-be02-54de-84ca-c74fd4e77090,0db1eb5c-a4d2-5c75-bee1-c3f9e4c42cef
PMID:38216587,10.1038/s41467-023-40408-5,Epigenetic reprogramming shapes the cellular landscape of schwannoma.,,"Mouse Schwann Cells (MSC, ScienCell Research Laboratories #M1700-57)",cell_lines,Experimental Usage,2a2f302d-fa9c-56a5-a88e-7f1113b66fab,71ed2e14-be02-54de-84ca-c74fd4e77090,318750a4-ea8b-515a-bd7a-76c3784c36c3
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,NF37,cell_lines,Experimental Usage,0a136c29-aeca-5697-959a-f03a9edc0be5,9a35cdd4-3f58-5586-be89-dc1a46137c1f,9fad9960-2016-5753-9866-0c939222bcd5
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,NF87,cell_lines,Experimental Usage,0191b298-fe4f-59ff-99f8-c7afc9036f2c,9a35cdd4-3f58-5586-be89-dc1a46137c1f,9e1f94af-229c-5c37-aabe-d5db89723c2e
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,CT10,cell_lines,Experimental Usage,9483b3c1-8264-5a9e-8b66-4f722d18f2e2,9a35cdd4-3f58-5586-be89-dc1a46137c1f,5b5c5912-0cf3-5631-8ba2-1c2e4a45c1ea
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,CT11,cell_lines,Experimental Usage,cc700350-6291-574f-9b7e-c1cbb36e9b41,9a35cdd4-3f58-5586-be89-dc1a46137c1f,d408830f-dc82-574d-b204-559ba820d989
PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,CT12,cell_lines,Experimental Usage,49c07d0e-82da-5059-bb6a-ba0193fcfba8,9a35cdd4-3f58-5586-be89-dc1a46137c1f,9af1d3b0-91b2-5461-af1d-209ef38629f4
PMID:29438698 | PMID:38216572,10.1016/j.ccell.2018.01.005 | 10.1038/s41467-024-44755-9,Programming of Schwann Cells by Lats1/2-TAZ/YAP Signaling Drives Malignant Peripheral Nerve Sheath Tumorigenesis. | Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance.,,SNF02.2,cell_lines,Experimental Usage,955dfcd3-2698-59b4-b5b3-5f6944cad6b7,c20ac4b3-1261-5b05-a468-6dc50cd917b5,7d07e1d2-fe8d-57ac-9d87-7f4040b54729
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,TM-31,cell_lines,Experimental Usage,62dac117-64d1-551c-abf2-4c6de8de1240,10088f76-3416-594d-a08b-efff5ad7f29f,274be0a0-e9df-5860-8892-72cb9887d099
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,LN319,cell_lines,Experimental Usage,86f678c3-e3af-5f70-883d-15bcfe629591,10088f76-3416-594d-a08b-efff5ad7f29f,299a9e12-545a-533a-9848-39f085721fd1
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,17,cell_lines,Experimental Usage,4baa364e-35e8-54d7-88a4-e29544f403bf,10088f76-3416-594d-a08b-efff5ad7f29f,35158f01-4e4f-5a4c-93cc-058b269bf7ce
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,5653,cell_lines,Experimental Usage,2568cdcd-2131-5622-a698-90fc2124729a,10088f76-3416-594d-a08b-efff5ad7f29f,9b0a4c5f-a9d1-5418-96cc-961164037e28
PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,5746,cell_lines,Experimental Usage,5fac1d87-4ef8-57e0-b99c-250849f13bec,10088f76-3416-594d-a08b-efff5ad7f29f,7ab1a9a6-fbdd-5c18-8942-e94bfdf6ef28
PMID:20195187,10.1097/MAO.0b013e3181d2777f,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,,"Human Schwann cells (HSC; ScienCell, Carlsbad, CA)",cell_lines,Experimental Usage,a875a7ad-cb70-5316-bb8c-94133f1ebe4b,2f4c6836-84ea-5091-b651-3c23a073ed61,02846028-6445-5e63-bba0-8ac632254763
PMID:18413802,10.1158/1535-7163.MCT-07-0518,Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,,LS141,cell_lines,Experimental Usage,2885cd49-000f-5f44-8b43-138db683a407,9d2773ac-d446-5d7b-897e-26b3f4b5ff33,66c70328-85a9-5e0d-8042-37528bd5f087
PMID:18413802,10.1158/1535-7163.MCT-07-0518,Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,,DDLS,cell_lines,Experimental Usage,257d5d35-a7e3-5fa4-8237-f80a3d6fed3c,9d2773ac-d446-5d7b-897e-26b3f4b5ff33,064964d4-f8ec-5add-a40c-3abad4aa78d1
PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,Human Schwann cells (HSCs),cell_lines,Experimental Usage,0f02810e-f2d4-5945-b624-8e79905f6e29,abf6a2b1-3b0c-5df8-a16e-d264bd0469bc,12895209-2ffe-54b9-99eb-02d7c91ae8e6
PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,RT4-D6P2T schwannoma cells,cell_lines,Experimental Usage,fe53f850-ce21-5f1d-99aa-78fb8d3d2241,abf6a2b1-3b0c-5df8-a16e-d264bd0469bc,7f248fad-3eba-5240-9e11-aae2a861d9c8
PMID:20554030,10.1016/j.jneuroim.2010.05.002,CXCL12 alone is insufficient for gliomagenesis in Nf1 mutant mice.,,LN428 human glioblastoma multiforme (GBM) cell line,cell_lines,Experimental Usage,3947e66e-3f77-5966-9de5-c3a2679d65dc,d58c9faf-ef15-514d-8927-2bf7edb94535,7381a36e-0cd3-5b7d-9b6e-553506c81e7b
PMID:28831766,10.1007/s12104-017-9768-1,NMR resonance assignments of the EVH1 domain of neurofibromin's recruitment factor Spred1.,,BL21(DE3) Star,cell_lines,Experimental Usage,33627f84-10fc-5866-b81d-2d2e9c3e3677,0cdefd2a-bf11-5ffc-a43b-0f263626c7a8,d1c9b566-0c52-5b23-9fce-761eed670430
PMID:36689660,10.1073/pnas.2208960120,Destabilizing NF1 variants act in a dominant negative manner through neurofibromin dimerization.,,NF1-null 293T cells,cell_lines,Experimental Usage,27965ae8-205d-5c47-8335-3c19581af2a5,432d2a83-2b14-554a-9a0f-b50e512ce189,bc896f98-e6ed-578c-b02e-d5c68001d49d
PMID:28392281 | PMID:34065204,10.1016/j.expneurol.2017.04.001 | 10.3390/ijms22105367,Human stem cell modeling in neurofibromatosis type 1 (NF1). | RABL6A Regulates Schwann Cell Senescence in an RB1-Dependent Manner.,,mouse embryonic fibroblasts (MEFs),cell_lines,Experimental Usage,5857a30c-ed43-5921-a5c7-fab7a70ff98f,f5107a91-c336-5f89-9f92-2d40d67baf62,441c9238-67d2-506c-a607-419d96a3b689
PMID:38000020 | PMID:38127282 | PMID:33032988,10.1126/sciadv.adg8876 | 10.1158/1078-0432.CCR-23-2548 | 10.1158/0008-5472.CAN-20-1365,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors. | Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,JH-2-002,cell_lines,Experimental Usage,ef89c35f-e139-504b-b2e8-5b90cca54508,5b16d8ef-06e1-59a4-880c-583355142089,0e1ef12a-918c-5632-b5ca-6a8d3bff1105
PMID:38000020 | PMID:33032988,10.1126/sciadv.adg8876 | 10.1158/0008-5472.CAN-20-1365,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,JH-2-031,cell_lines,Experimental Usage,743f6c15-2aa4-5567-bc86-3e68d3830435,172c6658-7071-5a13-b5d5-c1aa73f94225,abf9906f-e801-5772-98d1-23f1ab670210
