pmid,doi,title,journal,year,pmc_id,publication_types
PMID:24926472,10.14791/btrt.2014.2.1.43,Oculomotor nerve schwannoma: a case report.,Brain tumor research and treatment,2014,PMC4049556,Journal Article
PMID:24926470,10.14791/btrt.2014.2.1.36,Glioblastoma in a patient with neurofibromatosis type 1: a case report and review of the literature.,Brain tumor research and treatment,2014,PMC4049554,Journal Article
PMID:24920981,,Endovascular treatment of basilar artery stenosis due to cerebral vasculopathy related to neurofibromatosis (NF1).,Journal of vascular and interventional neurology,2014,PMC4051906,Journal Article
PMID:24891857,10.14245/kjs.2013.10.4.246,Ventrally located cervical dumbbell ganglioneuroma producing spinal cord compression.,Korean Journal of Spine,2013,PMC4040646,Journal Article
PMID:24885974,10.1186/1471-2342-14-19,"The more you look, the more you find: challenging results on FDG-PET CT in a patient with neurofibromatosis type I.",BMC medical imaging,2014,PMC4071334,Journal Article
PMID:24876981,10.1155/2014/719061,Oral metastasis of metaplastic breast carcinoma in a patient with neurofibromatosis 1.,Case reports in oncological medicine,2014,PMC4021739,Journal Article
PMID:24873794,10.1097/RLU.0000000000000446,Liver standardized uptake value corrected for lean body mass at FDG PET/CT: effect of FDG uptake time.,Clinical nuclear medicine,2015,PMC5413863,Journal Article
PMID:24860683,10.1155/2014/898505,Neurofibroma of the palate.,Case reports in dentistry,2014,PMC4016852,Journal Article
PMID:24843842,10.4161/tisb.28127,The role of angiomotin phosphorylation in the Hippo pathway during preimplantation mouse development.,Tissue barriers,2014,PMC4022607,Journal Article
PMID:24839501,10.5489/cuaj.1823,Intrascrotal extratesticular schwannoma: A first pediatric case.,Canadian Urological Association journal = Journal de l'Association des urologues du Canada,2014,PMC4001662,Journal Article
PMID:24789688,10.3892/ijmm.2014.1756,Fifty-four novel mutations in the NF1 gene and integrated analyses of the mutations that modulate splicing.,International journal of molecular medicine,2014,PMC4072343,Journal Article
PMID:24789516,10.1177/0883073814531823,A pilot study for evaluation of hypotonia in children with neurofibromatosis type 1.,Journal of child neurology,2015,PMC4893773,Journal Article
PMID:24778560,10.2478/bjmg-2013-0028,Molecular Cytogenetic Study of the NF2 Gene Deletion in Meningioma in Sudanese Patients.,Balkan journal of medical genetics : BJMG,2013,PMC4001412,Journal Article
PMID:24764718,10.3747/co.21.1803,fdg-pet in two cases of neurofibromatosis type 1 and atypical malignancies.,"Current oncology (Toronto, Ont.)",2014,PMC3997466,Journal Article
PMID:24759095,10.2176/nmc.oa.2013-0311,Is Simpson grade I removal necessary in all cases of spinal meningioma? Assessment of postoperative recurrence during long-term follow-up.,Neurologia medico-chirurgica,2014,PMC4533350,Journal Article
PMID:24711935,10.1155/2014/423071,Neurofibromatosis Type 1: A Novel NF1 Mutation Associated with Mitochondrial Complex I Deficiency.,Case reports in genetics,2014,PMC3965950,Journal Article
PMID:24711885,10.12659/AJCR.890181,Combination chemotherapy regimen in a patient with metastatic malignant pheochromocytoma and neurofibromatosis type 1.,The American journal of case reports,2014,PMC3976214,Journal Article
PMID:24710307,10.1634/theoncologist.2013-0377,A targeted next-generation sequencing assay detects a high frequency of therapeutically targetable alterations in primary and metastatic breast cancers: implications for clinical practice.,The oncologist,2014,PMC4012963,Journal Article
PMID:24686726,10.1038/oncsis.2014.10,Activation of Sonic hedgehog signaling in neural progenitor cells promotes glioma development in the zebrafish optic pathway.,Oncogenesis,2014,PMC4038393,Journal Article
PMID:24672167,10.4103/0974-1208.126303,Anesthetic management for oocyte retrieval: An exploratory analysis comparing outcome in in vitro fertilization cycles with and without pre-implantation genetic diagnosis.,Journal of human reproductive sciences,2013,PMC3963311,Journal Article
PMID:24634382,10.1158/1078-0432.CCR-13-3047,Integrated next-generation sequencing and avatar mouse models for personalized cancer treatment.,Clinical cancer research : an official journal of the American Association for Cancer Research,2014,PMC4322867,Journal Article
PMID:24587854,10.12659/AJCR.889726,Neurofibromatosis induced hip arthritis. An unusual presentation.,The American journal of case reports,2014,PMC3936915,Journal Article
PMID:24559228,10.1186/1866-1955-6-4,Abnormal late visual responses and alpha oscillations in neurofibromatosis type 1: a link to visual and attention deficits.,Journal of neurodevelopmental disorders,2014,PMC3944002,Journal Article
PMID:24551709,10.7860/JCDR/2013/6881.3828,Anaesthetic management of a child with neurofibromatosis type 2 for multiple tumour decompressions.,Journal of clinical and diagnostic research : JCDR,2013,PMC3919336,Journal Article
PMID:24523625,10.3747/co.21.1579,Pheochromocytoma and paraganglioma syndromes: genetics and management update.,"Current oncology (Toronto, Ont.)",2014,PMC3921052,Journal Article
PMID:24501699,10.1016/j.nicl.2013.12.010,Incidental parenchymal magnetic resonance imaging findings in the brains of patients with neurofibromatosis type 2.,NeuroImage. Clinical,2014,PMC3913834,Journal Article
PMID:24499535,10.1186/1752-1947-8-39,Ruptured subscapular artery aneurysm and subclavian artery occlusion in a patient with type 1 neurofibromatosis: a case report.,Journal of medical case reports,2014,PMC3923555,Journal Article
PMID:24489471,10.2147/NDT.S55518,Pediatric neurofibromatosis 1 and parental stress: a multicenter study.,Neuropsychiatric disease and treatment,2014,PMC3904813,Journal Article
PMID:24473510,10.6061/clinics/2013(12)08,Posterior-only spinal fusion without rib head resection for treating type I neurofibromatosis with intra-canal rib head dislocation.,"Clinics (Sao Paulo, Brazil)",2013,PMC3840374,Journal Article
PMID:24465112,10.1007/s12262-013-0953-x,Would a Massive Intra-abdominal Malignant Peripheral Nerve Sheath Tumor with Growth into the Inguinal Canal and Scrotum Preclude Surgical Option? A Case Report and Review of Literature.,The Indian journal of surgery,2013,PMC3900742,Journal Article
PMID:24463561,10.1016/j.ijscr.2013.12.023,Aneurysmal rupture of the costo-cervical trunk in a patient with neurofibromatosis type 1: A case report.,International journal of surgery case reports,2014,PMC3921660,Journal Article
PMID:24443661,10.1016/j.phytol.2013.09.007,Compounds from ,Phytochemistry letters,2014,PMC3891785,Journal Article
PMID:24436903,10.1055/s-0033-1338262,Antiangiogenic agents for nonmalignant brain tumors.,"Journal of neurological surgery. Part B, Skull base",2013,PMC3709924,Journal Article
PMID:24432086,10.1007/s11832-013-0499-2,Congenital pseudarthrosis of the tibia: the results of an evolving protocol of management.,Journal of children's orthopaedics,2013,PMC3799925,Journal Article
PMID:24426634,10.1007/s12262-012-0746-7,Small Bowel Obstruction in a Neurofibromatosis Patient-A Rare Presentation of Gastro-Intestinal Stromal Tumors (GISTs): Case Report and Literature Review.,The Indian journal of surgery,2013,PMC3693244,Journal Article
PMID:24426628,10.1007/s12262-012-0572-y,Unusual presentation of gastrointestinal stromal tumor of stomach in neurofibromatosis type 1: a case report.,The Indian journal of surgery,2013,PMC3693257,Journal Article
PMID:24426617,10.1007/s12262-012-0710-6,Malignant triton tumor: a rare case.,The Indian journal of surgery,2013,PMC3693303,Journal Article
PMID:24426533,10.1007/s12262-012-0513-9,Obstructive jaundice secondary to ampullary adenocarcinoma in neurofibromatosis type 1.,The Indian journal of surgery,2013,PMC3693330,Journal Article
PMID:24426502,10.1007/s12262-011-0302-x,Sporadic Multifocal Malignant Peripheral Nerve Sheath Tumor-A Rare Presentation: Multifocal MPNST.,The Indian journal of surgery,2013,PMC3693340,Journal Article
PMID:24426497,10.1007/s12262-011-0300-z,Retroperitoneal peripheral nerve sheath tumour of triton type-a case report.,The Indian journal of surgery,2013,PMC3693317,Journal Article
PMID:24426488,10.1007/s12262-012-0501-0,Localized neurofibromas in the bilateral orbits.,The Indian journal of surgery,2013,PMC3824779,Journal Article
PMID:24403820,10.2147/OPTH.S56327,"Correlations between choroidal abnormalities, Lisch nodules, and age in patients with neurofibromatosis type 1.","Clinical ophthalmology (Auckland, N.Z.)",2014,PMC3883548,Journal Article
PMID:25852768,10.1186/1748-7161-9-15,Multidetector CT with 3-dimensional volume rendering in the evaluation of the spine in patients with Neurofibromatosis type 1: a retrospective review in 73 patients.,Scoliosis,2014,PMC4387850,Journal Article
PMID:24357459,10.1093/neuonc/not165,A deletion causing NF2 exon 9 skipping is associated with familial autosomal dominant intramedullary ependymoma.,Neuro-oncology,2014,PMC3895380,Journal Article
PMID:24348581,10.1155/2013/690432,Adaptive behavior in young children with neurofibromatosis type 1.,International journal of pediatrics,2013,PMC3852810,Journal Article
PMID:24298539,10.7860/JCDR/2013/5952.3534,Notching in the posterior border of the ramus of mandible in a patient with neurofibromatosis type I - a case report.,Journal of clinical and diagnostic research : JCDR,2013,PMC3843395,Journal Article
PMID:24286013,10.1155/2013/689107,Neurofibromatosis type 1 and diabetes mellitus: an unusual association.,Case reports in endocrinology,2013,PMC3830793,Journal Article
PMID:24249910,10.4103/0019-5154.119971,Zosteriform palisaded encapsulated neuroma: an unusual presentation.,Indian journal of dermatology,2013,PMC3827530,Journal Article
PMID:24200148,10.1186/1752-1947-7-249,Spontaneous rupture of a dissecting aneurysm in the superior rectal artery of a patient with neurofibromatosis type 1: a case report.,Journal of medical case reports,2013,PMC3879218,Journal Article
PMID:24189137,10.1210/en.2013-1549,Succinate-to-fumarate ratio as a new metabolic marker to detect the presence of SDHB/D-related paraganglioma: initial experimental and ex vivo findings.,Endocrinology,2014,PMC5398636,Journal Article
PMID:24179954,10.7860/JCDR/2013/6535.3416,Solitary plexiform neurofibroma of the gingiva: unique presentation in the oral cavity.,Journal of clinical and diagnostic research : JCDR,2013,PMC3809693,Journal Article
PMID:24179922,10.7860/JCDR/2013/5788.3384,Chronic Constipation Caused by Neurofibromatous Proliferation in A Case of Von Recklinghausen's Disease - A Case Report.,Journal of clinical and diagnostic research : JCDR,2013,PMC3809661,Journal Article
PMID:24167749,10.1155/2013/217924,Vulvar malignancy in neurofibromatosis syndrome.,Case reports in obstetrics and gynecology,2013,PMC3792537,Journal Article
PMID:24137429,10.3892/ol.2013.1490,Cutaneous squamous cell carcinoma in a patient with neurofibromatosis type 1: A case report.,Oncology letters,2013,PMC3796415,Journal Article
PMID:24133387,10.2478/raon-2013-0047,Intrathoracic malignant peripheral nerve sheath tumors: imaging features and implications for management.,Radiology and oncology,2013,PMC3794878,Journal Article
PMID:24082600,10.1007/s12262-012-0463-2,"Synchronous tricompartmental benign CNS tumors with tonsillar herniation, cervicodorsal syringomyelia and hydrocephalus.",The Indian journal of surgery,2012,PMC3477420,Journal Article
PMID:26046028,,Necrotic melanocytoma associated with polycystic liver disease and cutaneous neurofribomata.,Journal of the West African College of Surgeons,2013,PMC4437235,Journal Article
PMID:24069543,10.1155/2013/131962,Multiple intracranial meningiomas: a review of the literature and a case report.,Case reports in surgery,2013,PMC3773437,Journal Article
PMID:24065580,10.1177/0883073813500849,Prevalence of Sleep Disturbances in Children With Neurofibromatosis Type 1.,Journal of child neurology,2013,PMC3805763,Journal Article
PMID:24062961,10.1155/2013/950106,Schwannoma of the median nerve at the wrist and palmar regions of the hand: a rare case report.,Case reports in orthopedics,2013,PMC3766574,Journal Article
PMID:24044003,,"Chordoid meningioma, part of a multiple intracranial meningioma: a case report & review.",The Malaysian journal of medical sciences : MJMS,2013,PMC3773359,Journal Article
PMID:23995478,10.1016/j.ijscr.2013.07.013,Malignant peripheral nerve sheath tumor of kidney-A case report.,International journal of surgery case reports,2013,PMC3785930,Journal Article
PMID:23984171,10.1155/2013/145076,Neurofibromatosis type 1 with bladder involvement.,Case reports in urology,2013,PMC3745892,Journal Article
PMID:23984157,10.1155/2013/526421,Rupture of the Left External Iliac Artery and Right Groin Pseudoaneurysm Formation following Angioplasty in a Patient with Neurofibromatosis Type 1 and Undiagnosed Bilateral Phaeochromocytoma.,Case reports in radiology,2013,PMC3741700,Journal Article
PMID:23972085,10.1186/1750-1172-8-127,Chemotherapy for the treatment of malignant peripheral nerve sheath tumors in neurofibromatosis 1: a 10-year institutional review.,Orphanet journal of rare diseases,2013,PMC3766199,Journal Article
PMID:23970990,10.1155/2013/517879,Malignant Peripheral Nerve Sheath Tumour: CT and MRI Findings.,Case reports in radiology,2013,PMC3732584,Journal Article
PMID:23970029,10.1038/eye.2013.186,Functional changes after treatment of optic pathway paediatric low-grade gliomas.,"Eye (London, England)",2013,PMC3831140,Journal Article
PMID:23947441,10.1186/1479-7364-7-18,Screening in silico predicted remotely acting NF1 gene regulatory elements for mutations in patients with neurofibromatosis type 1.,Human genomics,2013,PMC3750751,Journal Article
PMID:23946817,10.3892/ol.2013.1363,Gene expression analysis of aberrant signaling pathways in meningiomas.,Oncology letters,2013,PMC3742750,Journal Article
PMID:23936759,10.5306/wjco.v4.i3.70,Behavior of advanced gastrointestinal stromal tumor in a patient with von-Recklinghausen disease: Case report.,World journal of clinical oncology,2013,PMC3708065,Journal Article
PMID:23936704,10.1155/2013/782106,Secondary Knee Osteoarthritis due to Neurofibromatosis Type 1 Treated with above the Knee Amputation: A Case Report.,Case reports in orthopedics,2013,PMC3722969,Journal Article
PMID:23935382,10.2147/TACG.S35605,Reduced life expectancy seen in hereditary diseases which predispose to early-onset tumors.,The application of clinical genetics,2013,PMC3735038,Journal Article
PMID:23934881,10.1534/genetics.113.155341,Rare variants in hypermutable genes underlie common morphology and growth traits in wild Saccharomyces paradoxus.,Genetics,2013,PMC3781977,Journal Article
PMID:23905127,10.7860/JCDR/2013/5511.3082,Giant Sporadic Low Grade Malignant Peripheral Nerve Sheath (MPNST) of Left Thigh.,Journal of clinical and diagnostic research : JCDR,2013,PMC3708222,Journal Article
PMID:23904896,10.1007/s11832-012-0421-3,Masquelet's procedure and bone morphogenetic protein in congenital pseudarthrosis of the tibia in children: a case series and meta-analysis.,Journal of children's orthopaedics,2012,PMC3425695,Journal Article
PMID:23890233,10.1186/1752-1947-7-189,"The riddle of multinucleated ""floret-like"" giant cells and their detection in an extensive gluteal neurofibroma: a case report.",Journal of medical case reports,2013,PMC3751089,Journal Article
PMID:23885229,10.1159/000350686,Noonan syndrome: comparing mutation-positive with mutation-negative dutch patients.,Molecular syndromology,2013,PMC3711482,Journal Article
PMID:23862132,10.3393/ac.2013.29.3.130,Mucosal schwann-cell hamartoma diagnosed by using an endoscopic snare polypectomy.,Annals of coloproctology,2013,PMC3710775,Journal Article
PMID:23819079,10.1155/2013/970678,Surgical Site Infection by Corynebacterium macginleyi in a Patient with Neurofibromatosis Type 1.,Case reports in infectious diseases,2013,PMC3683466,Journal Article
PMID:23805377,10.1093/ckj/sft010,Focal segmental glomerulosclerosis in association with neurofibromatosis type 1: a case report and proposed molecular pathways.,Clinical kidney journal,2013,PMC3693487,Journal Article
PMID:23781366,10.1155/2013/604191,Retinal microvascular abnormalities in neurofibromatosis type 1 associated with congenital retinal macrovessels.,Case reports in ophthalmological medicine,2013,PMC3676991,Journal Article
PMID:23781326,10.1530/EC-13-0009,Next-generation sequencing in the clinical genetic screening of patients with pheochromocytoma and paraganglioma.,Endocrine connections,2013,PMC3682230,Journal Article
PMID:23776757,10.4103/2152-7806.112617,Natural history of multiple meningiomas.,Surgical neurology international,2013,PMC3683641,Journal Article
PMID:23764727,10.3174/ajnr.A3649,Reduced cerebral arterial spin-labeled perfusion in children with neurofibromatosis type 1.,AJNR. American journal of neuroradiology,2013,PMC7965645,Journal Article
PMID:23728386,10.1016/j.ijscr.2013.03.036,Solitary intestinal neurofibroma with no associated systemic syndromes causing intussusception: Case report and literature review.,International journal of surgery case reports,2013,PMC3679427,Journal Article
PMID:23710396,10.1155/2013/292981,Optical coherence tomography imaging of choroidal abnormalities in neurofibromatosis type 1.,Case reports in ophthalmological medicine,2013,PMC3654718,Journal Article
PMID:23691413,10.1155/2013/493752,Plexiform neurofibroma of the wrist: imaging features and when to suspect malignancy.,Case reports in radiology,2013,PMC3638521,Journal Article
PMID:23691379,10.1155/2013/910656,Neurofibromatosis Type 1 Associated with Hashimoto's Thyroiditis: Coincidence or Possible Link.,Case reports in neurological medicine,2013,PMC3652086,Journal Article
PMID:23682341,10.4103/2152-7806.110663,The impact of stereotactic radiosurgery in the management of neurofibromatosis type 2-related vestibular schwannomas.,Surgical neurology international,2013,PMC3654776,Journal Article
PMID:23667313,10.2147/OTT.S41397,Updates on the diagnosis and treatment of intracranial nerve malignant peripheral nerve sheath tumors.,OncoTargets and therapy,2013,PMC3650571,Journal Article
PMID:23661963,10.4103/0972-2327.107702,Globus pallidus high-signal lesions: A predominant MRI finding in children with neurofibromatosis type 1.,Annals of Indian Academy of Neurology,2013,PMC3644782,Journal Article
PMID:23607010,10.1155/2013/987623,Multidisciplinary management of a giant plexiform neurofibroma by double sequential preoperative embolization and surgical resection.,Case reports in neurological medicine,2013,PMC3625550,Journal Article
PMID:23598837,10.3174/ajnr.A3534,Neurofibromatosis: types 1 and 2.,AJNR. American journal of neuroradiology,2013,PMC7965224,Journal Article
PMID:23567558,10.1038/cr.2013.50,The FBW7-KLF2 axis regulates endothelial functions.,Cell research,2013,PMC3674388,Journal Article
PMID:23556055,10.4251/wjgo.v5.i2.34,Diffuse intestinal ganglioneuromatosis an uncommon manifestation of Cowden syndrome.,World journal of gastrointestinal oncology,2013,PMC3613769,Journal Article
PMID:23543835,10.1055/s-0032-1301396,The NFTI-QOL: A Disease-Specific Quality of Life Questionnaire for Neurofibromatosis 2.,"Journal of neurological surgery. Part B, Skull base",2012,PMC3424623,Journal Article
PMID:23543817,10.1055/s-0032-1301394,Clinicopathologic assay of 15 tumor resections in a family with neurofibromatosis type 2.,"Journal of neurological surgery. Part B, Skull base",2012,PMC3424622,Journal Article
PMID:23533906,10.1155/2013/869793,Lung cancer associated with neurofibromatosis type I.,Case reports in radiology,2013,PMC3600287,Journal Article
PMID:23533898,10.1155/2013/458543,Neurofibromatosis type 1 complicated by atypical coarctation of the thoracic aorta.,Case reports in pediatrics,2013,PMC3603612,Journal Article
PMID:23533858,10.1155/2013/735419,Coexistence of Neurofibromatosis Type-1 and MTHFR C677T Gene Mutation in a Young Stroke Patient: A Case Report.,Case reports in neurological medicine,2013,PMC3600223,Journal Article
PMID:23467626,10.1111/eva.12003,Association mapping of genetic risk factors for chronic wasting disease in wild deer.,Evolutionary applications,2013,PMC3586622,Journal Article
PMID:23450503,10.4103/0970-1591.105748,Proteus: Mythology to modern times.,Indian journal of urology : IJU : journal of the Urological Society of India,2012,PMC3579116,Journal Article
PMID:23424688,10.1155/2013/764152,Duplication of 17q11.2 and Features of Albright Hereditary Osteodystrophy Secondary to Methylation Defects within the GNAS Cluster: Coincidence or Causal?,Case reports in genetics,2013,PMC3574658,Journal Article
PMID:23406822,10.1186/1866-1955-5-3,"Gyrification, cortical and subcortical morphometry in neurofibromatosis type 1: an uneven profile of developmental abnormalities.",Journal of neurodevelopmental disorders,2013,PMC3599251,Journal Article
PMID:23362481,10.5999/aps.2013.40.1.57,Radiofrequency ablation and excision of multiple cutaneous lesions in neurofibromatosis type 1.,Archives of plastic surgery,2013,PMC3556535,Journal Article
PMID:23325962,10.4103/0019-5413.104184,Congenital pseudarthrosis of the tibia: Management and complications.,Indian journal of orthopaedics,2012,PMC3543877,Journal Article
PMID:23319880,10.1155/2012/620834,Conditional Inactivation of Pten with EGFR Overexpression in Schwann Cells Models Sporadic MPNST.,Sarcoma,2012,PMC3539440,Journal Article
PMID:23305487,10.1186/1752-1947-7-15,Synchronous plexiform neurofibroma in the arytenoids and neurofibroma in the parapharynx in a patient with non-neurofibromatosis: a case report.,Journal of medical case reports,2013,PMC3551692,Journal Article
PMID:23304574,10.1155/2012/185730,Goblet cell carcinoid in a patient with neurofibromatosis type 1: a rare combination.,Case reports in gastrointestinal medicine,2012,PMC3529421,Journal Article
PMID:23287063,10.1016/j.ijscr.2012.10.024,Multiple gastrointestinal stromal tumors and pheochromocytoma in a patient with von Recklinghausen's disease.,International journal of surgery case reports,2013,PMC3540221,Journal Article
PMID:24967287,10.5402/2013/627932,Whole Body MRI at 3T with Quantitative Diffusion Weighted Imaging and Contrast-Enhanced Sequences for the Characterization of Peripheral Lesions in Patients with Neurofibromatosis Type 2 and Schwannomatosis.,ISRN radiology,2013,PMC4045550,Journal Article
PMID:23259112,10.1155/2012/173921,Secondary Hip Osteoarthritis due to Neurofibroma Treated with Total Hip Replacement.,Case reports in orthopedics,2012,PMC3505911,Journal Article
PMID:23244495,10.1186/1479-7364-6-12,Genotype-phenotype associations in neurofibromatosis type 1 (NF1): an increased risk of tumor complications in patients with NF1 splice-site mutations?,Human genomics,2012,PMC3528442,Journal Article
PMID:23239959,10.1159/000342698,Partial Blindness to Submicron Topography in NF1 Haploinsufficient Cultured Fibroblasts Indicates a New Function of Neurofibromin in Regulation of Mechanosensoric.,Molecular syndromology,2012,PMC3507271,Journal Article
PMID:23239957,10.1159/000342251,LEOPARD Syndrome: Clinical Features and Gene Mutations.,Molecular syndromology,2012,PMC3507272,Journal Article
PMID:23227900,10.1186/1471-2199-13-35,Alternative splicing of the neurofibromatosis type 1 pre-mRNA is regulated by the muscleblind-like proteins and the CUG-BP and ELAV-like factors.,BMC molecular biology,2012,PMC3558374,Journal Article
PMID:23213372,10.1242/bio.20122121,Stability of the tumor suppressor merlin depends on its ability to bind paxillin LD3 and associate with β1 integrin and actin at the plasma membrane.,Biology open,2012,PMC3507182,Journal Article
PMID:23209358,,Ancient schwannoma-a rare case.,Ethiopian journal of health sciences,2012,PMC3511902,Journal Article
PMID:23205330,10.1007/s13555-012-0007-5,Carbon dioxide laser treatment of cutaneous neurofibromas.,Dermatology and therapy,2012,PMC3510397,Journal Article
PMID:23198228,10.1155/2012/936735,A case report of a malignant peripheral nerve sheath tumor of the oral cavity in neurofibromatosis type 1.,Case reports in otolaryngology,2012,PMC3502806,Journal Article
PMID:23091673,10.3340/jkns.2012.52.2.138,Brachial plexus tumors in a consecutive series of twenty one patients.,Journal of Korean Neurosurgical Society,2012,PMC3467372,Journal Article
PMID:23056937,10.1155/2012/975364,"Physical, cognitive, and psychosocial predictors of functional disability and health-related quality of life in adolescents with neurofibromatosis-1.",Pain research and treatment,2012,PMC3463937,Journal Article
PMID:23049566,10.1155/2012/498518,Neurofibromatosis type 1 presenting with plexiform neurofibromas in two patients: MRI features.,Case reports in medicine,2012,PMC3461302,Journal Article
PMID:23045694,10.1073/pnas.1215899109,Transposon mutagenesis identifies genes that transform neural stem cells into glioma-initiating cells.,Proceedings of the National Academy of Sciences of the United States of America,2012,PMC3497753,Journal Article
PMID:23036231,10.1186/2045-3329-2-17,Malignant peripheral nerve sheath tumours in inherited disease.,Clinical sarcoma research,2012,PMC3499223,Journal Article
PMID:23024548,10.1007/s12262-011-0276-8,Ileal ganglioneuromatosis with adenocarcinoma in a patient with multiple neurofibromatosis.,The Indian journal of surgery,2011,PMC3208700,Journal Article
PMID:22991664,10.1155/2012/431029,Usefulness of whole-body fluorine-18-fluorodeoxyglucose positron emission tomography in patients with neurofibromatosis type 1: a systematic review.,Radiology research and practice,2012,PMC3443985,Journal Article
PMID:22980241,10.5539/gjhs.v4n3p148,"Pattern of skin diseases at university of Benin teaching hospital, Benin city, Edo State, South-South Nigeria: a 12 month prospective study.",Global journal of health science,2012,PMC4776906,Journal Article
PMID:22958540,10.1186/2049-6958-7-17,Analysis of two cases with bronchopulmonary neurofibromatosis.,Multidisciplinary respiratory medicine,2012,PMC3436637,Journal Article
PMID:22943010,10.3978/j.issn.2078-6891.2012.018,Molecular pathology of pancreatic neuroendocrine tumors.,Journal of gastrointestinal oncology,2012,PMC3418536,Journal Article
PMID:22837767,10.4103/1817-1745.97608,Pediatric spinal schwannomas: An institutional study.,Journal of pediatric neurosciences,2012,PMC3401644,Journal Article
PMID:22821631,10.1007/s12307-012-0115-x,The plexiform neurofibroma microenvironment.,Cancer microenvironment : official journal of the International Cancer Microenvironment Society,2012,PMC3460056,Journal Article
PMID:22811580,10.1158/1078-0432.CCR-12-1072,Ras-driven transcriptome analysis identifies aurora kinase A as a potential malignant peripheral nerve sheath tumor therapeutic target.,Clinical cancer research : an official journal of the American Association for Cancer Research,2012,PMC3902639,Journal Article
PMID:22787492,10.3988/jcn.2012.8.2.100,"Clinical features, prothrombotic risk factors, and long-term follow-up of eight pediatric Moyamoya patients.","Journal of clinical neurology (Seoul, Korea)",2012,PMC3391613,Journal Article
PMID:22778675,,Perioperative management of neurofibromatosis type 1.,Ochsner journal,2012,PMC3387836,Journal Article
PMID:22747746,10.1186/1752-1947-6-179,Neurofibromatosis type 1 associated with papillary thyroid carcinoma incidentally detected by thyroid ultrasonography: a case report.,Journal of medical case reports,2012,PMC3427039,Journal Article
PMID:22740983,10.3892/ol.2012.550,Primary dumbbell-shaped Ewing's sarcoma of the cervical vertebra in adults: Four case reports and literature review.,Oncology letters,2012,PMC3362441,Journal Article
PMID:22737269,10.1177/1947601912443127,Increased wild-type N-ras activation by neurofibromin down-regulation increases human neuroblastoma stem cell malignancy.,Genes & cancer,2011,PMC3379567,Journal Article
PMID:24936445,10.1016/j.jccw.2013.06.001,Role of Hyaluronic Acid Treatment in the Prevention of Keloid Scarring.,The journal of the American College of Clinical Wound Specialists,2012,PMC4054787,Journal Article
PMID:22645095,10.1002/pbc.24212,18-fluorodeoxyglucose-positron emission tomography (FDG-PET) evaluation of nodular lesions in patients with Neurofibromatosis type 1 and plexiform neurofibromas (PN) or malignant peripheral nerve sheath tumors (MPNST).,Pediatric blood & cancer,2013,PMC6626667,Journal Article
PMID:22644438,10.1007/s00586-012-2379-8,"H3S2 (3 hooks, 2 screws) construct: a simple growing rod technique for early onset scoliosis.","European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",2013,PMC3616462,Journal Article
PMID:22629489,10.4103/2152-7806.96075,Delay in diagnosis of primary intradural spinal cord tumors.,Surgical neurology international,2012,PMC3356987,Journal Article
PMID:22550514,10.1155/2012/646725,Skin-derived precursor cells as an in vitro modelling tool for the study of type 1 neurofibromatosis.,Stem cells international,2012,PMC3329859,Journal Article
PMID:22543431,10.1007/s00381-012-1759-z,Pediatric meningiomas in The Netherlands 1974-2010: a descriptive epidemiological case study.,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,2012,PMC3376254,Journal Article
PMID:22530081,10.4240/wjgs.v4.i3.73,Primary hepatic benign schwannoma.,World journal of gastrointestinal surgery,2012,PMC3332224,Journal Article
PMID:22523517,10.3988/jcn.2012.8.1.75,Malignant nerve sheath tumor of the spinal accessory nerve: a unique presentation of a rare tumor.,"Journal of clinical neurology (Seoul, Korea)",2012,PMC3325436,Journal Article
PMID:22518152,10.1155/2012/157497,Cochlear implantation in patients with neurofibromatosis type 2 and patients with vestibular schwannoma in the only hearing ear.,International journal of otolaryngology,2012,PMC3299335,Journal Article
PMID:22493760,10.4174/jkss.2012.82.4.205,Oncologic manifestations of neurofibromatosis type 1 in Korea.,Journal of the Korean Surgical Society,2012,PMC3319773,Journal Article
PMID:23960997,10.1016/j.sjopt.2012.03.005,Familial bilateral combined hamartoma of retina and retinal pigment epithelium associated with neurofibromatosis 1.,Saudi journal of ophthalmology : official journal of the Saudi Ophthalmological Society,2012,PMC3729831,Journal Article
PMID:22384355,10.1534/g3.111.000687,The SPRED1 Variants Repository for Legius Syndrome.,"G3 (Bethesda, Md.)",2011,PMC3276167,Journal Article
PMID:27625798,10.3233/PGE-2012-006,"Fused teeth, macrodontia and increased caries are characteristic features of neurofibromatosis type 1 patients with NF1 gene microdeletion.",Journal of pediatric genetics,2012,PMC5020916,Journal Article
PMID:22346343,10.4137/TOG.S8830,Oncogene Mutation Survey in MPNST Cell Lines Enhances the Dominant Role of Hyperactive Ras in NF1 Associated Pro-Survival and Malignancy.,Translational oncogenomics,2012,PMC3273949,Journal Article
PMID:22300766,10.1101/gr.129684.111,VarScan 2: somatic mutation and copy number alteration discovery in cancer by exome sequencing.,Genome research,2012,PMC3290792,Journal Article
PMID:22236362,10.1186/1752-1947-6-8,Diffuse large B cell lymphoma presenting as Horner's syndrome in a patient diagnosed with neurofibromatosis type 1: a case report and review of the literature.,Journal of medical case reports,2012,PMC3314538,Journal Article
