_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType,assessmentName
PMID:33085177,10.1002/mgg3.1530,The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas.,,"the Short Form‐36 (SF‐36; Ware & Sherbourne, 1992) was used in the US. These are generic measures of subjective health status",0.9,Accept,Experimental Usage,Short Form-36 (SF-36)
PMID:33085177,10.1002/mgg3.1530,The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas.,,patients were recruited through the Children's Tumor Foundation Patient Registry (https://nfregistry.patientcrossroads.org),0.8,Accept,Experimental Usage,Children's Tumor Foundation Patient Registry
PMID:24753394,10.1002/pbc.25041,Phase II trial of pirfenidone in children and young adults with neurofibromatosis type 1 and progressive plexiform neurofibromas.,,QOL was assessed using the Impact of Pediatric Illness (IPI) Scale for children 6–18 years of age. The child's primary caregiver completed the proxy Parent Form and children answered either the self-report Child (ages 6–10 years) or Adolescent (ages 11–18 years) Form,0.95,Accept,Experimental Usage,Impact of Pediatric Illness (IPI) Scale
PMID:24753394,10.1002/pbc.25041,Phase II trial of pirfenidone in children and young adults with neurofibromatosis type 1 and progressive plexiform neurofibromas.,,Adverse events were graded according to the NCI Common Terminology Criteria for Adverse Events (CTCAE) version 3,0.9,Accept,Experimental Usage,NCI Common Terminology Criteria for Adverse Events (CTCAE) version 3
PMID:24753394,10.1002/pbc.25041,Phase II trial of pirfenidone in children and young adults with neurofibromatosis type 1 and progressive plexiform neurofibromas.,,"STIR MRI of up to three clinically relevant index PN was performed for volumetric analysis as previously described prior to the start of cycles 1, 4, 7, 10, and then after every six cycles",0.85,Accept,Experimental Usage,STIR MRI
PMID:36604703,10.1186/s13023-022-02607-z,The German version of the neurofibromatosis 2 impact on quality of life questionnaire correlates with severity of depression and physician-reported disease severity.,,The NFTI-QOL questionnaire has produced useful results in English-speaking cohorts. The aim of this study was to produce and validate a German version of the NFTI-QOL,0.95,Accept,Experimental Usage,NFTI-QOL
PMID:36604703,10.1186/s13023-022-02607-z,The German version of the neurofibromatosis 2 impact on quality of life questionnaire correlates with severity of depression and physician-reported disease severity.,,A link to an online survey encompassing the NFTI-QOL-D and the PHQ-9 depression questionnaire was then sent to 97 patients with NF2 by email,0.95,Accept,Development,NFTI-QOL-D
PMID:36604703,10.1186/s13023-022-02607-z,The German version of the neurofibromatosis 2 impact on quality of life questionnaire correlates with severity of depression and physician-reported disease severity.,,"An online survey was created including the NFTI-QOL-D and the German version of the PHQ-9 questionnaire (9-item patient health questionnaire, a tool for the assessment of depression)",0.9,Accept,Experimental Usage,PHQ-9
PMID:38170419,10.1007/s11136-023-03574-z,Development of the PROMIS pediatric stigma and extension to the PROMIS pediatric stigma: skin item banks.,,...we re-named this instrument the PROMIS Pediatric Stigma Measure (PPS). Sample and data sources Data obtained from 860 children aged 8–17 years were analyzed...,0.95,Accept,Development,PROMIS Pediatric Stigma Measure (PPS)
PMID:38170419,10.1007/s11136-023-03574-z,Development of the PROMIS pediatric stigma and extension to the PROMIS pediatric stigma: skin item banks.,,...To develop the PROMIS Pediatric Stigma (PPS) and Skin (PPS-Skin) by constructing a common metric for measuring stigma in children with various conditions...,0.95,Accept,Development,PROMIS Pediatric Stigma: Skin (PPS-Skin)
PMID:38170419,10.1007/s11136-023-03574-z,Development of the PROMIS pediatric stigma and extension to the PROMIS pediatric stigma: skin item banks.,,"...Children with epilepsy, pNF and MD (sample-1) completed the original 18-item Neuro-QoL Stigma, while children with cancer and skin conditions...",0.9,Accept,Experimental Usage,Neuro-QoL Pediatric Stigma
PMID:34604751,10.1093/noajnl/vdab116,Feasibility of magnetic resonance-guided high-intensity focused ultrasound treatment targeting distinct nodular lesions in neurofibromatosis type 1.,,"we will be basing criteria for treatment on the clinical MR-HIFU system available at CNH (Profound Sonalleve V2; Profound Medical Inc., Mississauga, Ontario, Canada)",0.85,Accept,Experimental Usage,"Profound Sonalleve V2 (Profound Medical Inc., Mississauga, Ontario, Canada)"
PMID:34604751,10.1093/noajnl/vdab116,Feasibility of magnetic resonance-guided high-intensity focused ultrasound treatment targeting distinct nodular lesions in neurofibromatosis type 1.,,Patients from CNH were enrolled on clinical trial NCT03820778 evaluating the use of whole-body MRI for identifying ANNUBP in patients with NF1.,0.8,Accept,Experimental Usage,NCT03820778
PMID:34604751,10.1093/noajnl/vdab116,Feasibility of magnetic resonance-guided high-intensity focused ultrasound treatment targeting distinct nodular lesions in neurofibromatosis type 1.,,"Patients from NCI were enrolled on clinical trial NCT00924196, a natural history study of patients with NF1.",0.8,Accept,Experimental Usage,NCT00924196
PMID:32193437,10.1038/s41598-020-61251-4,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,,"A non-contrast enhanced, full body screening CT was acquired at TP1 and TP3 using a Siemens SOMATOM Force CT scanner (Siemens Healthcare, Forcheim, Germany)...",0.8,Accept,Experimental Usage,Siemens SOMATOM Force CT scanner
PMID:32193437,10.1038/s41598-020-61251-4,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,,"...using a Siemens SOMATOM Force CT scanner (Siemens Healthcare, Forcheim, Germany) or a GE Discovery MI PET/CT (GE Healthcare, Waukesha, WI)...",0.8,Accept,Experimental Usage,GE Discovery MI PET/CT
PMID:32193437,10.1038/s41598-020-61251-4,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,,MR imaging was performed at all timepoints using a 3.0 T General Electric Discovery MR750w...,0.8,Accept,Experimental Usage,General Electric Discovery MR750w
PMID:32193437,10.1038/s41598-020-61251-4,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,,...mechanically ventilated using a Primer SP MRI-Compatible Veterinary Anesthesia Ventilator (DRE Veterinary)...,0.75,Accept,Experimental Usage,Primer SP MRI-Compatible Veterinary Anesthesia Ventilator
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,"bone mineral density (BMD) of the tibial diaphysis was evaluated in vivo using pDEXA (PIXImus II; GE-Lunar Corp., Madison, WI)",0.85,Accept,Experimental Usage,PIXImus II
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,"high-resolution desktop microcomputed tomography imaging system (μCT-20; Scanco Medical AG, Basserdorf, Switzerland)",0.85,Accept,Experimental Usage,μCT-20
PMID:25475340,10.1186/s13023-014-0202-9,Validity and interexaminer reliability of a new method to quantify skin neurofibromas of neurofibromatosis 1 using paper frames.,,"...two photographs were taken from each paper frame, using a digital camera (Sony Cyber-shot DSC-W30, Tokyo, Japan)...",0.85,Accept,Experimental Usage,Sony Cyber-shot DSC-W30
PMID:25475340,10.1186/s13023-014-0202-9,Validity and interexaminer reliability of a new method to quantify skin neurofibromas of neurofibromatosis 1 using paper frames.,,"...a new methodology for skin neurofibromas quantification using paper frames...paper frames, with a central square measuring 100 cm2...",0.95,Accept,Development,paper frames method
PMID:19430883,10.1007/s11060-009-9867-7,Suggested response criteria for phase II antitumor drug studies for neurofibromatosis type 2 related vestibular schwannoma.,,Word recognition is measured using 50-item CID-W22 (Central Institute for the Deaf; Ira Hirsh recording) monosyllable wordlists and ranges from 0% to 100%.,0.9,Accept,Experimental Usage,CID-W22 (Central Institute for the Deaf; Ira Hirsh recording) monosyllable wordlists
PMID:19430883,10.1007/s11060-009-9867-7,Suggested response criteria for phase II antitumor drug studies for neurofibromatosis type 2 related vestibular schwannoma.,,"Other standardized monosyllable recorded lists may be used including NU#6, CNC and others as long as similar performance-to-intensity functions can be shown for the recording used.",0.8,Accept,Experimental Usage,NU#6
PMID:19430883,10.1007/s11060-009-9867-7,Suggested response criteria for phase II antitumor drug studies for neurofibromatosis type 2 related vestibular schwannoma.,,"Other standardized monosyllable recorded lists may be used including NU#6, CNC and others as long as similar performance-to-intensity functions can be shown for the recording used.",0.8,Accept,Experimental Usage,CNC
PMID:31033921,10.1097/MAO.0000000000002272,[18F]fluorothymidine and [18F]fluorodeoxyglucose PET Imaging Demonstrates Uptake and Differentiates Growth in Neurofibromatosis 2 Related Vestibular Schwannoma.,,"...were scanned with FLT and FDG using a high-resolution research tomograph (HRRT, Siemens) and a Siemens Biograph TrueV PET-CT...",0.85,Accept,Experimental Usage,"high-resolution research tomograph (HRRT, Siemens)"
PMID:31033921,10.1097/MAO.0000000000002272,[18F]fluorothymidine and [18F]fluorodeoxyglucose PET Imaging Demonstrates Uptake and Differentiates Growth in Neurofibromatosis 2 Related Vestibular Schwannoma.,,"...using a high-resolution research tomograph (HRRT, Siemens) and a Siemens Biograph TrueV PET-CT, with and without resolution modeling...",0.85,Accept,Experimental Usage,Siemens Biograph TrueV PET-CT
PMID:37440099,10.1007/s11060-023-04389-1,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,,We measured resilience factors via the Measure of Current Status-A (adaptive coping)...It is comprised of 13 items with four subscales,0.95,Accept,Experimental Usage,Measure of Current Status-A (MOCS-A)
PMID:37440099,10.1007/s11060-023-04389-1,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,,Cognitive and Affective Mindfulness Scale-Revised (mindfulness)...It is comprised of 12-items rated on a scale from 1 to 4,0.95,Accept,Experimental Usage,Cognitive and Affective Mindfulness Scale-Revised (CAMS-R)
PMID:37440099,10.1007/s11060-023-04389-1,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,,Gratitude Questionnaire-6 (gratitude)...It is a 6-item measure rated on a scale from 1 to 7,0.95,Accept,Experimental Usage,Gratitude Questionnaire-6 (GQ-6)
PMID:37440099,10.1007/s11060-023-04389-1,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,,Life Orientation Test Optimism Scale (optimism)...It is an 8-item measure rated on a scale from 0 to 4,0.95,Accept,Experimental Usage,Life Orientation Test Optimism Scale (LOT)
PMID:37440099,10.1007/s11060-023-04389-1,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,,Medical Outcomes Study Social Support Survey (perceived social support)...It is a 19-item measure with four domains,0.95,Accept,Experimental Usage,Medical Outcomes Study Social Support Survey (MOS)
PMID:37440099,10.1007/s11060-023-04389-1,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,,score of 6 or higher on the Patient Stress Scale-4 items,0.9,Accept,Experimental Usage,Patient Stress Scale-4 items
PMID:37440099,10.1007/s11060-023-04389-1,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,,"Relaxation Response Resiliency Program - Neurofibromatosis (3RP-NF), a mind-body resilience program for people with NF",0.9,Accept,Development,3RP-NF
PMID:37440099,10.1007/s11060-023-04389-1,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,,health education control (HEP-NF)...The HEP-NF program was adapted from the original HEP and NF-specific materials,0.9,Accept,Development,HEP-NF
PMID:32443592,10.3390/ijms21103569,C-Fiber Loss as a Possible Cause of Neuropathic Pain in Schwannomatosis.,,The Hospital Depression and Anxiety Score (HADS) was used to screen for anxiety and depression,0.95,Accept,Experimental Usage,Hospital Depression and Anxiety Score (HADS)
PMID:32443592,10.3390/ijms21103569,C-Fiber Loss as a Possible Cause of Neuropathic Pain in Schwannomatosis.,,"Pain perception was assessed by the PainDETECT questionnaire, which provides high sensitivity, specificity, and positive predictive value to detect neuropathic pain",0.95,Accept,Experimental Usage,PainDETECT questionnaire
PMID:32443592,10.3390/ijms21103569,C-Fiber Loss as a Possible Cause of Neuropathic Pain in Schwannomatosis.,,"In order to examine stable traits of patients' personality the multidimensional ""Freiburger Persönlichkeitsinventar"" (FPI) was used",0.9,Accept,Experimental Usage,Freiburger Persönlichkeitsinventar (FPI)
PMID:32443592,10.3390/ijms21103569,C-Fiber Loss as a Possible Cause of Neuropathic Pain in Schwannomatosis.,,"By means of the Symptom Checklist-90-R (SCL-90-R), the patients' subjective strain through physical and psychological disorders were measured",0.95,Accept,Experimental Usage,Symptom Checklist-90-R (SCL-90-R)
PMID:32443592,10.3390/ijms21103569,C-Fiber Loss as a Possible Cause of Neuropathic Pain in Schwannomatosis.,,The German Version of the SF-36 health survey was utilized to assess health-related quality of life,0.95,Accept,Experimental Usage,SF-36 health survey
PMID:32443592,10.3390/ijms21103569,C-Fiber Loss as a Possible Cause of Neuropathic Pain in Schwannomatosis.,,"Conventional electrodiagnostic testing...was performed in the neurophysiology laboratory...using a Nihon Kohden Neuropack X1 (Rosbach v.d.H., Germany)",0.85,Accept,Experimental Usage,Nihon Kohden Neuropack X1
PMID:32443592,10.3390/ijms21103569,C-Fiber Loss as a Possible Cause of Neuropathic Pain in Schwannomatosis.,,"We delivered brief infrared laser stimuli...using a thulium YAG laser (wavelength 2 μm, StarMedTec, Starnberg, Germany)",0.85,Accept,Experimental Usage,thulium YAG laser
PMID:32443592,10.3390/ijms21103569,C-Fiber Loss as a Possible Cause of Neuropathic Pain in Schwannomatosis.,,"Additional high-resolution microstructural MR neurography was performed...at 3.0 Tesla (Magnetom Verio, Siemens, Erlangen, Germany)",0.85,Accept,Experimental Usage,Magnetom Verio
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,,The FACE-Q Craniofacial Module-Appearance Distress scale was the top-rated measure for potential use in neurofibromatosis 1 clinical trials.,0.95,Accept,Experimental Usage,FACE-Q Craniofacial Module-Appearance Distress scale
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,,Our revised Patient-Reported Outcome Rating and Acceptance Tool for Endpoints then was used to evaluate each published patient-reported outcome measures,0.9,Accept,Experimental Usage,Patient-Reported Outcomes Rating and Acceptance Tool for Endpoints
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,,"yielded 49 manuscripts describing seven instruments: the Perceived Stigma Questionnaire, Social Comfort Questionnaire, Body Esteem Scale",0.85,Accept,Experimental Usage,Perceived Stigma Questionnaire
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,,"the Perceived Stigma Questionnaire, Social Comfort Questionnaire, Body Esteem Scale for Adolescents and Adults",0.85,Accept,Experimental Usage,Social Comfort Questionnaire
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,,"Social Comfort Questionnaire, Body Esteem Scale for Adolescents and Adults, Subjective Happiness Scale",0.85,Accept,Experimental Usage,Body Esteem Scale for Adolescents and Adults
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,,"Body Esteem Scale for Adolescents and Adults, Subjective Happiness Scale, Derriford Appearance Scale",0.85,Accept,Experimental Usage,Subjective Happiness Scale
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,,"Subjective Happiness Scale, Derriford Appearance Scale, The Self-Description Questionnaire I and Skindex",0.85,Accept,Experimental Usage,Derriford Appearance Scale
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,,"Derriford Appearance Scale, The Self-Description Questionnaire I and Skindex",0.85,Accept,Experimental Usage,Self-Description Questionnaire I
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,,The Self-Description Questionnaire I and Skindex. In reviewing the measures retrieved,0.85,Accept,Experimental Usage,Skindex
PMID:29566645,10.1186/s11689-018-9230-4,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",,All the participants but one were right-handed as assessed by the Edinburgh Handedness Inventory [29],0.85,Accept,Experimental Usage,Edinburgh Handedness Inventory
PMID:29566645,10.1186/s11689-018-9230-4,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",,Intellectual function was assessed by using the Portuguese-adapted version of the Wechsler Adult Intelligence Scale-3rd edition (WAIS-III) [30],0.9,Accept,Experimental Usage,Wechsler Adult Intelligence Scale-3rd edition (WAIS-III)
PMID:29566645,10.1186/s11689-018-9230-4,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",,All the participants performed the standard Stroop Colour and Word Test [31] composed by two congruent conditions [word (W) and colour (C)] and one incongruent,0.85,Accept,Experimental Usage,Stroop Colour and Word Test
PMID:29566645,10.1186/s11689-018-9230-4,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",,"Behavioural data (tapping timings) were recorded using the MRI-compatible response box Lumina LP-400 (Cedrus Corporation, San Pedro, CA, USA)",0.85,Accept,Experimental Usage,Lumina LP-400
PMID:29566645,10.1186/s11689-018-9230-4,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",,"Electroencephalographic signals were recorded using a 64 electrodes cap (QuickCap, NeuroScan, USA) with electrodes placed according to the extended 10/20 system",0.8,Accept,Experimental Usage,QuickCap
PMID:29566645,10.1186/s11689-018-9230-4,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",,"The continuous signal was amplified and recorded at a sampling rate of 1 kHz, low pass filter at 200 Hz, through a SynAmps2/RT amplifier",0.85,Accept,Experimental Usage,SynAmps2/RT amplifier
PMID:28644838,10.1371/journal.pone.0178639,"Characterization and utilization of an international neurofibromatosis web-based, patient-entered registry: An observational study.",,"In 2012, the Children's Tumor Foundation created a web-based patient-entered database, the NF Registry, to inform patients of research opportunities",0.95,Accept,Development,NF Registry
PMID:41616055,10.1126/sciadv.ady8382,Inhibition of focal adhesion kinase impairs tumor formation and preserves hearing in a murine model of NF2-related schwannomatosis.,,"The Tucker-Davis Technologies (TDT) BioSigRZ system, with an RZ6 digital/analog converter (TDT), was used to produce and record responses",0.85,Accept,Experimental Usage,Tucker-Davis Technologies BioSigRZ system
PMID:41695895,10.22603/ssrr.2025-0061,Outcomes of Surgical Intervention of Dystrophic Cervical Kyphosis in Patients with Neurofibromatosis Type 1: A Systematic Review.,,"...functional improvements, as reflected by increased Japanese Orthopaedic Association/modified Japanese Orthopaedic Association scores...",0.85,Accept,Experimental Usage,Japanese Orthopaedic Association
PMID:41695895,10.22603/ssrr.2025-0061,Outcomes of Surgical Intervention of Dystrophic Cervical Kyphosis in Patients with Neurofibromatosis Type 1: A Systematic Review.,,"...functional improvements, as reflected by increased Japanese Orthopaedic Association/modified Japanese Orthopaedic Association scores...",0.85,Accept,Experimental Usage,modified Japanese Orthopaedic Association
PMID:41695895,10.22603/ssrr.2025-0061,Outcomes of Surgical Intervention of Dystrophic Cervical Kyphosis in Patients with Neurofibromatosis Type 1: A Systematic Review.,,"...decreased Visual Analog Scale scores, and reduced Neck Disability Index scores...",0.9,Accept,Experimental Usage,Visual Analog Scale
PMID:41695895,10.22603/ssrr.2025-0061,Outcomes of Surgical Intervention of Dystrophic Cervical Kyphosis in Patients with Neurofibromatosis Type 1: A Systematic Review.,,"...decreased Visual Analog Scale scores, and reduced Neck Disability Index scores...",0.9,Accept,Experimental Usage,Neck Disability Index
PMID:41695895,10.22603/ssrr.2025-0061,Outcomes of Surgical Intervention of Dystrophic Cervical Kyphosis in Patients with Neurofibromatosis Type 1: A Systematic Review.,,"...assessed the methodological quality of the full text using the Joanna Briggs Institute critical appraisal tool, which evaluates the quality of observational studies...",0.8,Accept,Experimental Usage,Joanna Briggs Institute critical appraisal tool
PMID:27760236,10.1001/jamapsychiatry.2016.2600,Disease Burden and Symptom Structure of Autism in Neurofibromatosis Type 1: A Study of the International NF1-ASD Consortium Team (INFACT).,,"The Social Responsiveness Scale, second edition (SRS-2) is an extensively validated, 65-item quantitative trait measure designed to ascertain the presence and severity of social communicative and repetitive behaviors that characterize ASD.",0.95,Accept,Experimental Usage,"Social Responsiveness Scale, second edition (SRS-2)"
PMID:27760236,10.1001/jamapsychiatry.2016.2600,Disease Burden and Symptom Structure of Autism in Neurofibromatosis Type 1: A Study of the International NF1-ASD Consortium Team (INFACT).,,"Four versions of the Conners ADHD rating scales were used across sites: Conners, third edition, Conners Adult ADHD Rating Scale, Conners Parent Rating Scale–Revised, and Conners ADHD/DSM-IV Scales.",0.9,Accept,Experimental Usage,"Conners, third edition"
PMID:27760236,10.1001/jamapsychiatry.2016.2600,Disease Burden and Symptom Structure of Autism in Neurofibromatosis Type 1: A Study of the International NF1-ASD Consortium Team (INFACT).,,"Four versions of the Conners ADHD rating scales were used across sites: Conners, third edition, Conners Adult ADHD Rating Scale, Conners Parent Rating Scale–Revised, and Conners ADHD/DSM-IV Scales.",0.9,Accept,Experimental Usage,Conners Adult ADHD Rating Scale
PMID:27760236,10.1001/jamapsychiatry.2016.2600,Disease Burden and Symptom Structure of Autism in Neurofibromatosis Type 1: A Study of the International NF1-ASD Consortium Team (INFACT).,,"Four versions of the Conners ADHD rating scales were used across sites: Conners, third edition, Conners Adult ADHD Rating Scale, Conners Parent Rating Scale–Revised, and Conners ADHD/DSM-IV Scales.",0.9,Accept,Experimental Usage,Conners Parent Rating Scale–Revised
PMID:27760236,10.1001/jamapsychiatry.2016.2600,Disease Burden and Symptom Structure of Autism in Neurofibromatosis Type 1: A Study of the International NF1-ASD Consortium Team (INFACT).,,"Four versions of the Conners ADHD rating scales were used across sites: Conners, third edition, Conners Adult ADHD Rating Scale, Conners Parent Rating Scale–Revised, and Conners ADHD/DSM-IV Scales.",0.9,Accept,Experimental Usage,Conners ADHD/DSM-IV Scales
