_pmid,_doi,_publicationTitle,resourceName,resourceType,observationType,details,foundIn,contextSnippet,confidence
PMID:24848258,10.1126/scitranslmed.3008639,Merlin deficiency predicts FAK inhibitor sensitivity: a synthetic lethal relationship.,pMXs-NF2-IRES-GFP,genetic_reagent,Efficacy,"Ectopic expression decreased sensitivity of MM87 and MDA-MB-231 cells to VS-4718, with MM87 EC50 increased approximately 3-fold",Results,"Cell growth inhibition analysis demonstrated decreased sensitivity of MM87 MPM cells and MDA-MB-231 breast cancer cells expressing NF2-GFP to VS-4718...The VS-4718 EC 50 in control MM87/GFP cells was ~300 nM, while in MM87/NF2-GFP cells the EC 50 was increased by approximately 3-fold",0.95
PMID:24848258,10.1126/scitranslmed.3008639,Merlin deficiency predicts FAK inhibitor sensitivity: a synthetic lethal relationship.,ON-TARGETplus PTK2 siRNA,genetic_reagent,Efficacy,Resulted in 89-93% reduction of FAK mRNA levels and approximately 3.5-fold reduction in Ki67 staining in Merlin-negative Mero-41 cells,Results,Treatment of MPM cell lines with FAK siRNA resulted in reduction of FAK mRNA levels by 89–93%...Ki67 staining was reduced approximately 3.5-fold in Merlin-negative Mero-41 cells,0.95
PMID:33279959,10.1093/brain/awaa404,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",AB strain,animal_model,Other,Used as background strain for generating transgenic zebrafish lines with tissue-specific gene knockouts,Results,"Transgenic fish lines were generated by microinjecting the CRISPR vector and Tol2 transposase mRNA, which can be translated into active transposase in embryonic cells",0.8
PMID:33279959,10.1093/brain/awaa404,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",Tg(gfap:GFP),animal_model,Mechanistic,"Successfully co-localized with mCherry-labelled Cas9 in brain and spinal cord at 60 hpf, confirming tissue-specific expression pattern",Results,The results indicated that the expression patterning of mCherry-labelled Cas9 and GFP-labelled endogenous Gfap was exactly co-localized in either brain or spinal cord in their 60 hpf offspring,0.9
PMID:33279959,10.1093/brain/awaa404,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.","gfap:Cas9-T2A-mCherry,U6:gRNA(nf1a)",genetic_reagent,Efficacy,"Generated frameshift mutations in >60% of fish and induced 11% tumor incidence at 3 months, 19% at 6 months",Results,The results showed that the frameshift mutations were detected in >60% fish...lower tumour incidences in 3- and 6-month-old nf1 KO fish (11% and 19%),0.95
PMID:33279959,10.1093/brain/awaa404,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.","gfap:Cas9-T2A-mCherry,U6:gRNA(tp53)",genetic_reagent,Efficacy,Generated frameshift mutations in >60% of fish but did not induce tumor formation as single mutation within 6 months,Results,The results showed that the frameshift mutations were detected in >60% fish...we did not observe any tumour formation in the brain tissues from rb1 KO (n = 41) and tp53 KO (n = 37) fish until 6 months of age,0.9
PMID:33279959,10.1093/brain/awaa404,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.","gfap:Cas9-T2A-mCherry,U6:gRNA(rb1)",genetic_reagent,Efficacy,Generated frameshift mutations in >60% of fish but did not induce tumor formation as single mutation within 6 months,Results,The results showed that the frameshift mutations were detected in >60% fish...we did not observe any tumour formation in the brain tissues from rb1 KO (n = 41) and tp53 KO (n = 37) fish until 6 months of age,0.9
PMID:33279959,10.1093/brain/awaa404,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",DanioVision software,computational_tool,Behavioral,Successfully detected significant differences in travelling distances and trajectories in larvae at 7 dpf between different mutant lines,Results,"the behaviour tests of gfap WT, nf1 KO, nf1;tp53, and triple cKO larvae indicated significant differences in the travelling distances and trajectories at 7 dpf",0.85
PMID:33279959,10.1093/brain/awaa404,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",GSEA,computational_tool,Mechanistic,"Successfully identified significant enrichment of proneural, proliferative, and mesenchymal gene signatures in zebrafish gliomas matching human glioma subgroups",Results,"genes recognized in the proneural, proliferative, and mesenchymal subgroups were significantly enriched in our gene sets, which were also altered among the expression signatures in our HC1–3 zebrafish subgroups",0.9
PMID:33279959,10.1093/brain/awaa404,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",Noldus behavioural tracking system,computational_tool,Behavioral,Enabled detection of behavioral differences that correlated with tumor incidence and malignancy rates in zebrafish with various mutations,Results,"which may partially reflect the defective features resulting from the various mutations, and might be positively correlated with the tumour incidence and malignancy rates in zebrafish with these mutations",0.8
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,Dhh-Cre; Nf1(flox/flox),animal_model,Biomarker,Macrophages constitute almost half the cells in neurofibromas formed in this model,Results,"Iba1 immunohistochemistry demonstrated large numbers of macrophages in peripheral nerves from Dhh-Cre; Nf1 mice, constituting almost half the cells in the neurofibromas that had formed",0.95
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,PLX3397,genetic_reagent,Safety,50 mg/kg daily oral gavage for 5 days showed no evidence of toxicity in adult mice,Results,nine adult Dhh-Cre; Nf1 mice were treated daily with 50 mg/kg of PLX3397 by oral gavage. No evidence of toxicity was observed,0.95
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,PLX3397,genetic_reagent,Efficacy,Early treatment (1-4 months) significantly increased neurofibroma size compared to controls (p < 0.0004),Results,Dhh-Cre; Nf1 treated with PLX3397 (n = 14) had larger benign neurofibromas compared to controls (n = 12). A Mann-Whitney test confirmed significant difference between treated and untreated neurofibromas,0.95
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,PLX3397,genetic_reagent,Biomarker,Increased cell proliferation in treated group (16.1 ± 5.5% Ki67+ nuclei vs. 6 ± 2.5% in controls),Results,Cell proliferation (% Ki67+ nuclei) was increased in the treated group with increased neurofibroma volume compared to controls (16.1 ± 5.5 vs. 6 ± 2.5 %),0.95
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,PLX3397,genetic_reagent,Efficacy,"Late treatment reduced neurofibroma size in 4 of 14 animals, but difference was not significant (p < 0.3)",Results,"PLX3397 treatment reduced neurofibroma size in 4 of 14 animals compared to controls, although the difference between treated and untreated groups was not significant (p < 0.3)",0.95
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,PLX3397,genetic_reagent,Safety,Well tolerated in 5-month-old mice; no animals showed weight loss or morbidity,Results,PLX3397 was well tolerated; no animals showed weight loss or morbidity,0.9
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,PLX3397,genetic_reagent,Biomarker,"All tumors contained >30 ng/g (80 uM) drug levels, excluding variable drug levels as explanation for different responses",Results,"Pharmacokinetic measurement showed that all tumors contained >30 ng/g (80 uM) PLX3397, excluding the possibility that variable drug levels explained the different responses",0.95
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,rabbit anti-Ki67 (Novocastra),antibody,Biomarker,Successfully detected increased cell proliferation in PLX3397-treated neurofibromas (16.1 ± 5.5% vs. 6 ± 2.5%),Results,Cell proliferation (% Ki67+ nuclei) was increased in the treated group with increased neurofibroma volume compared to controls (16.1 ± 5.5 vs. 6 ± 2.5 %),0.9
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,rabbit anti-Iba1 (Wako Chemicals),antibody,Biomarker,Successfully identified macrophages constituting almost half the cells in neurofibromas and demonstrated significant reduction with PLX3397 treatment,Results,"Iba1 immunohistochemistry demonstrated large numbers of macrophages in peripheral nerves from Dhh-Cre; Nf1 mice, constituting almost half the cells in the neurofibromas",0.95
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,goat anti-CD163 (Santa Cruz SC18796),antibody,Biomarker,"Showed vast majority of nerve and neurofibroma macrophages were CD163-negative, with MPNST showing less than 10% CD163+:Iba1+ cells",Results,Staining with anti-CD163 showed that the vast majority of nerve and neurofibroma macrophages were CD163-negative. MPNST showed less than 10 % CD163+:Iba1+ cells,0.95
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,rabbit anti-cleaved caspase 3 (cell signaling),antibody,Biomarker,Detected tumor cell apoptosis associated with tumor response to PLX3397 treatment,Results,tumor cell apoptosis assessed by Tunel and cleaved caspase-3 assays was associated with tumor response to PLX3397,0.9
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,mouse anti-CNPase (Millipore MAB226),antibody,Biomarker,Successfully identified Schwann cells and confirmed apoptosis in Schwann cells through double staining with cleaved caspase-3,Results,Double staining with CNPase (a Schwann cell marker) and cleaved caspase-3 confirmed apoptosis in Schwann cells,0.9
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,"mouse anti-human CD11b (8G12/HPCA-2, Becton–Dickinson)",antibody,Biomarker,Detected average of 8.3% (range 1.5–14.1%) CD11b+ tumor macrophages in flow-sorted human neurofibromas after 4-day culture,Results,"followed by flow sorting, an average of 8.3 % (range 1.5–14.1 %) CD11b+ tumor macrophages was detected",0.95
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,pKit antibody (Cell Signaling),antibody,Biomarker,Showed reduction of p-Kit in subset of neurofibromas that responded to PLX3397,Results,We observed a reduction of p-Kit and total Kit in the subset of neurofibromas that responded to PLX3397,0.9
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,Kit antibody (Cell Signaling),antibody,Biomarker,Showed reduction of total Kit in subset of neurofibromas that responded to PLX3397,Results,We observed a reduction of p-Kit and total Kit in the subset of neurofibromas that responded to PLX3397,0.9
PMID:23099891,10.1007/s00401-012-1056-7,Neurofibroma-associated macrophages play roles in tumor growth and response to pharmacological inhibition.,Roche In Situ Cell Death detection Fluorescein kit (Cat # 11 684 795 910),genetic_reagent,Biomarker,TUNEL staining revealed no cell death in PLX3397-treated early neurofibromas but detected apoptosis associated with tumor response in late treatment,Results,Cleaved caspase 3 and Tunel staining revealed no cell death in PLX3397-treated Dhh-Cre; Nf1 neurofibromas... tumor cell apoptosis assessed by Tunel and cleaved caspase-3 assays was associated with tumor response to PLX3397,0.9
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,FACE-Q Craniofacial Module-Appearance Distress scale,clinical_assessment_tool,Behavioral,"High reliability with Pearson Separation Index values ≥0.83 with and without extremes, and Cronbach alpha values ≥0.87 with and without extremes",Results,"The reliability of the health-related quality of life scales, including Appearance Distress, was high with Pearson Separation Index values ≥0.83 with and without extremes, and Cronbach alpha values ≥0.87 with and without extremes.",0.95
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,FACE-Q Craniofacial Module-Appearance Distress scale,clinical_assessment_tool,Behavioral,Validity supported by moderate correlations (r = .37–.59) with specific facial appearance ratings and higher correlations between scales within domains,Results,The validity of the Appearance Distress scores was supported by moderate correlations (r = .37–.59) with the specific facial appearance ratings and higher correlations between scales within domains,0.95
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,FACE-Q Craniofacial Module-Appearance Distress scale,clinical_assessment_tool,Other,"Developed and validated in large sample of 1,495 participants, including 31 with NF1 (2.9%)",Results,"The authors conducted rigorous qualitative research to develop the content of the scales followed by Rasch measurement theory analysis to evaluate its psychometric properties in a large sample of 1,495 participants, including 31 with NF1 (2.9%).",0.95
PMID:38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,FACE-Q Craniofacial Module-Appearance Distress scale,clinical_assessment_tool,Other,"8 items rated on 4-point scale (1=always to 4=never), scores converted to 0-100 metric with higher scores indicating better outcomes",Results,"The Appearance Distress scale of this module consists of 8 items rated on a 4-point scale (1=always to 4=never)...Scores on each item are summed to produce a total raw score, which is converted to a 0–100 metric derived from Rasch analysis. Higher scores indicate better outcomes.",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,Nf1+/- C57Bl/6 females,animal_model,Biomarker,"Nf1+/- P2 nerve cells generated primary spheres, but wild type cells did not; at P120 cells from neither genotype yielded spheres",Results,"Postnatal day 2 (P2) and 120 (P120) sciatic nerves were dissociated and plated in sphere-forming conditions. Nf1+/− P2 nerve cells generated primary spheres, but wild type cells did not; at P120 cells from neither genotype yielded spheres",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,Nf1+/- C57Bl/6 females,animal_model,Biomarker,P2 Nf1+/- spheres failed to give rise to secondary spheres,Results,"P2 Nf1+/− spheres, in contrast, failed to give rise to secondary spheres",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,Nf1 129X1/SvJ +/− males,animal_model,Biomarker,"Nf1−/− DRG cell preparations gave rise to spheres at a rate of about 1:700 by 14 days, significantly higher than wild type and Nf1+/− DRG cell suspensions (approximately 1:3000; p < 0.05)",Results,"Nf1−/− DRG cell preparations gave rise to spheres in the presence of EGF and bFGF at a rate of about 1:700 by 14 days, significantly higher than wild type and Nf1+/− DRG cell suspensions (approximately 1:3000; p < 0.05",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,Nf1 129X1/SvJ +/− males,animal_model,Efficacy,"Nf1−/− mutant spheres formed neurofibroma-like lesions in 11/21 injections (1-1.5 × 10^5 cells/injection) while no lesions formed after injection of wild type cells (n=11, 1.0–5.0 × 10^5 cells/injection) even after 18 weeks",Results,"No lesions formed after injection of wild type cells (n= 11, 1.0–5.0 × 10^5 cells/injection) even after 18 weeks. Nf1−/− mutant spheres were dissociated and injected (1 – 1.5 × 10^5 cells/injection) and formed neurofibroma-like lesions in 11/21 injections",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,DhhCre;Nf1fl/fl mice,animal_model,Biomarker,GEM-neurofibroma spheres showed significant increase in sphere formation (0.49 ± 0.17% vs. 0.11 ± 0.01%; p < 0.01) in medium containing EGF and bFGF versus bFGF alone or medium without growth factors,Results,A significant increase in sphere formation (0.49 ± 0.17% vs. 0.11 ± 0.01%; p < 0.01) was observed in medium containing EGF and bFGF versus bFGF alone or medium without growth factors,0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,athymic nu/nu mice,animal_model,Efficacy,"Human spheres grew slowly (masses less than 3 cubic mm, by 8–12 weeks) as benign lesions in 3/6 injections from 3 independent patients (1.0 – 2.0 × 10^5 cells/injection)",Results,"When injected into nude mice (1.0 – 2.0 × 10^5 cells/injection; 3/6 injections from 3 independent patients), human spheres grew slowly (masses less than 3 cubic mm, by 8–12 weeks) as benign lesions",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,"goat anti-EGFR (Santa Cruz, SC-03-G)",antibody,Biomarker,All spheres analyzed contained EGFR+;P75+ cells (n = 8 spheres from each of three embryos per genotype),Results,"We plated single spheres derived from wild type, Nf1+/−, and Nf1−/− DRG and assayed EGFR and P75 (a neural crest lineage marker) immunoreactivity. Spheres from all genotypes contained cells that coexpressed EGFR and P75. All spheres analyzed contained EGFR+;P75+ cells (n = 8 spheres from each of three embryos per genotype)",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,rabbit anti-P75 (Chemicon),antibody,Biomarker,All spheres analyzed contained EGFR+;P75+ cells (n = 8 spheres from each of three embryos per genotype),Results,"We plated single spheres derived from wild type, Nf1+/−, and Nf1−/− DRG and assayed EGFR and P75 (a neural crest lineage marker) immunoreactivity. Spheres from all genotypes contained cells that coexpressed EGFR and P75. All spheres analyzed contained EGFR+;P75+ cells (n = 8 spheres from each of three embryos per genotype)",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,mouse anti-β-Tubulin (Chemicon),antibody,Biomarker,10-fold increase in the number of β-Tub+ cells in Nf1−/− spheres versus wild type spheres (2.9% vs 0.27% respectively) in spontaneous differentiation format,Results,"Of spheres which contained positive cells, there was a 10-fold increase in the number of β-Tub+ cell in Nf1−/− spheres versus wild type spheres (2.9% vs 0.27% respectively, Supplemental Figure 1F) in the spontaneous format",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,rabbit anti-S100β (DAKO),antibody,Biomarker,"Both wild type and Nf1 mutant spheres formed Schwann cells with cytoplasmic S100β expression, bipolar morphology and elongated nuclei",Results,"Both wild type and Nf1 mutant spheres formed Schwann cells with cytoplasmic S100β expression, bipolar morphology and elongated nuclei",0.9
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,mouse anti-SMA (Sigma),antibody,Biomarker,"Cells from both genotypes differentiated into smooth muscle/fibroblast-like cells, as assayed by smooth muscle actin (SMA) immunoreactivity and large round nuclei with a flattened, fibroblastic morphology",Results,"Cells from both genotypes differentiated into smooth muscle/fibroblast-like cells, as assayed by smooth muscle actin (SMA) immunoreactivity and large round nuclei with a flattened, fibroblastic morphology",0.9
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,"CD34 (8G12/HPCA-2, Becton-Dickinson)",antibody,Biomarker,"The EGFR+;P75+ cells also expressed a stem cell marker, CD34. The average final percentage of live cells that express all three antigens is 1.3%; all EGFR+;P75+ cells also express CD34",Results,"The EGFR+;P75+ cells also expressed a stem cell marker, CD34. The average final percentage of live cells that express all three antigens is 1.3%; all EGFR+;P75+ cells also express CD34",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,"p75/NGFR (C40–1457, Becton-Dickinson)",antibody,Biomarker,"The sorted double-positive population showed 4-5 fold enrichment in primary colony-forming cells as compared to bulk, unsorted cells and depletion of the EGFR+ lineage (P75+) cells from the same patients prevented sphere formation",Results,"The sorted double-positive population showed 4 – 5 fold enrichment in primary colony-forming cells as compared to bulk, unsorted cells and depletion of the EGFR+ lineage (P75+) cells from the same patients prevented sphere formation",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,"EGFR (EGFR1, Research Diagnostics Inc)",antibody,Biomarker,"The sorted double-positive population showed 4-5 fold enrichment in primary colony-forming cells as compared to bulk, unsorted cells",Results,"The sorted double-positive population showed 4 – 5 fold enrichment in primary colony-forming cells as compared to bulk, unsorted cells and depletion of the EGFR+ lineage (P75+) cells from the same patients prevented sphere formation",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,Cetuximab,antibody,Efficacy,"When cell were plated in EGF together with the EGFR function-blocking antibody Cetuximab, an average of only 4 colonies per well appeared compared to 43 colonies per well with EGF alone",Results,"In the presence of EGF, an average of 43 colonies per well formed, eight-fold higher than in the absence of EGF. When cell were plated in EGF together with the EGFR function-blocking antibody Cetuximab, an average of only 4 colonies per well appeared",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,erlotinib,genetic_reagent,Efficacy,"Sphere formation was impaired when cells from dissociated primary spheres were subjected to 3 μM erlotinib, which blocks EGFR tyrosine kinase activity",Results,"Sphere formation was impaired when cells from dissociated primary spheres were subjected to 3 μM erlotinib, which blocks EGFR tyrosine kinase activity",0.9
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,erlotinib,genetic_reagent,Efficacy,When plated in EGF with the EGFR antagonist erlotinib (Tarceva; OSI-774) an average of 4 colonies per well formed compared to 43 colonies per well with EGF alone,Results,"In the presence of EGF, an average of 43 colonies per well formed, eight-fold higher than in the absence of EGF. Similarly, when plated in EGF with the EGFR antagonist erlotinib (Tarceva; OSI-774) an average of 4 colonies per well formed",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,lentiviral eGFP,genetic_reagent,Biomarker,All spheres were clonal as they were either fluorescent (green) or non-fluorescent (white) when plated at densities of 250 cells/cm2 or lower,Results,"To test whether clonal growth accounts for sphere formation, purified tertiary spheres from wild type and Nf1−/− embryos were transduced with lentiviral eGFP, dissociated and plated at limiting densities with equal numbers of unlabeled cells. All spheres were clonal as they were either fluorescent (green) or non-fluorescent (white) when plated at densities of 250 cells/cm2 or lower",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,DRG sphere cultures,advanced_cellular_model,Biomarker,Nf1−/− sphere-forming cells expanded (7.7-fold increase) when cultured in EGF and bFGF at low concentration (0.2 ng/ml) as compared to wild type (2.3% sphere formation versus 0.3%),Results,"Additionally, Nf1−/− sphere-forming cells expanded (7.7-fold increase) when cultured in EGF and bFGF at low concentration (0.2 ng/ml) as compared to wild type (2.3% sphere formation versus 0.3%), suggesting higher sensitivity to growth factor-induced progenitor expansion",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,neurofibroma spheres,advanced_cellular_model,Biomarker,"In the presence of EGF, an average of 43 colonies per well formed, eight-fold higher than in the absence of EGF",Results,"In three experiments in triplicate wells from two different patient tumors, in the presence of EGF, an average of 43 colonies per well formed, eight-fold higher than in the absence of EGF",0.95
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,neurofibroma spheres,advanced_cellular_model,Biomarker,"While bulk cells were rapidly depleted of sphere-forming potential, the EGFR+;P75+ sorted cells retained this capacity through tertiary passage",Results,"While bulk cells were rapidly depleted of sphere-forming potential, the EGFR+; P75+ sorted cells retained this capacity through tertiary passage",0.9
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,NPcis mouse model,animal_model,Efficacy,57% (35 out of 61) developed at least one solid mass suspected as sarcoma within 6 months,Results,35 out of 61 (57%) developed at least one solid mass suspected as sarcoma within 6 months,0.95
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,NPcis mouse model,animal_model,Behavioral,Around 20% of NPcis mice manifest one or more phenotypes commonly used as endpoints for indicating neurofibroma development,Results,around 20% of NPcis mice manifest one or more phenotypes commonly used as endpoints for indicating neurofibroma development,0.9
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,NPcis mouse model,animal_model,Efficacy,10% of mice developed an ear mass coinciding with earring placement,Results,10% of mice developed an ear mass,0.95
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,NPcis mouse model,animal_model,Efficacy,17% (4 out of 24) sciatic nerves progress into plexiform neurofibroma after intentional nerve injury,Results,17% (4 out of 24) sciatic nerves progress into plexiform neurofibroma while none (0 out of 8) of the wild-type sciatic nerves do so,0.95
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,NPcis mouse model,animal_model,Efficacy,50% (9 out of 18) of sciatic nerves injured using the cut method develop a plexiform neurofibroma within 1 to 6 months,Results,50% (9 out of 18) of sciatic nerves injured using the cut method develop a plexiform neurofibroma within 1 to 6 months,0.95
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,S100 antibody,antibody,Biomarker,Few tumor cells expressing S100 although S100 marks normal nerve within the sarcomas,Results,we found few tumor cells expressing S100 although S100 marks normal nerve within the sarcomas,0.85
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,S100 antibody,antibody,Biomarker,S100 signal fading in the neurofibroma area supports plexiform neurofibroma diagnosis,Results,This is supported by the S100 (Schwann cells) signal fading in the neurofibroma area,0.85
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,SMA antibody,antibody,Biomarker,Most masses show positivity for SMA but very little for desmin,Results,most masses show positivity for SMA but very little for desmin,0.85
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,desmin antibody,antibody,Biomarker,"Most masses show very little positivity for desmin, although there is consistent staining in muscle cells",Results,"most masses show positivity for SMA but very little for desmin, although there is consistent staining in the muscle cells",0.85
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,Nf1 antibody,antibody,Biomarker,NF1 expression largely preserved in non-malignant tissues whereas it is lowly expressed in malignant tissues,Results,NF1 and p53 expression are largely preserved in non-malignant tissues whereas it is lowly expressed in malignant tissues,0.85
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,p53 antibody,antibody,Biomarker,p53 expression largely preserved in non-malignant tissues whereas it is lowly expressed in malignant tissues,Results,NF1 and p53 expression are largely preserved in non-malignant tissues whereas it is lowly expressed in malignant tissues,0.85
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,Iba1 antibody,antibody,Biomarker,Positive staining in plexiform neurofibroma but minimal staining in injured sciatic nerves that did not develop pNF,Results,we noticed positive staining in pNF but minimal staining in the injured sciatic nerves that did not develop pNF,0.85
