doi,diseaseFocus,journal,title,year,pmid,author,manifestation,fundingAgency,studyId,studyName,funding_agencies,is_NIH-NCI,is_Fundación Proyecto Neurofibromatosis,is_Children's Cancer Foundation,is_Center for Cancer Research,is_NTAP,is_GFF,is_Cancer Research Foundation,is_The V Foundation,is_syn51298831,is_CTF,is_NFRI,has_linked_tools,is_missing,tool_types_mentioned
https://doi.org/10.1016/j.labinv.2023.100285,Neurofibromatosis type 1,Laboratory Investigation,Characterization of Immune Cell Populations of Cutaneous Neurofibromas in Neurofibromatosis 1,2024,PMID:37949359,"['Roope A Kallionpää', ' Sirkku Peltonen', ' Kim My Le', ' Eija Martikkala', ' Mira Jääskeläinen', ' Elnaz Fazeli', ' Pilvi Riihilä', ' Pekka Haapaniemi', ' Anne Rokka', ' Marko Salmi', ' Ilmo Leivo', ' Juha Peltonen']",['Cutaneous Neurofibroma'],['NTAP'],['syn11374341'],['Microenvironmental Targets of Cutaneous Neurofibromas'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1172/jci.insight.168826,Neurofibromatosis type 1,JCI Insight,Unbalancing cAMP and Ras/MAPK pathways as a therapeutic strategy for cutaneous neurofibromas,2024,PMID:38175707,"['Helena Mazuelas', ' Miriam Magallón-Lorenz', ' Itziar Uriarte-Arrazola', ' Alejandro Negro', ' Inma Rosas', ' Ignacio Blanco', ' Elisabeth Castellanos', ' Conxi Lázaro', ' Bernat Gel', ' Meritxell Carrió', ' Eduard Serra']",['Cutaneous Neurofibroma'],['NTAP'],"['syn11374353', 'syn51658171']","['Identification of pathways triggered by Schwann cell-fibroblast interactions driving cutaneous neurofibroma growth', 'Combining the inhibition of the Ras-MAPK pathway and the activation of the cAMP-PKA pathway as a therapeutic strategy for cutaneous neurofibromas']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1038/s41467-023-40408-5,Multiple,Nature Communications,Epigenetic reprogramming shapes the cellular landscape of schwannoma,2024,PMID:38216587,"['S John Liu', ' Tim Casey-Clyde', ' Nam Woo Cho', ' Jason Swinderman', ' Melike Pekmezci', ' Mark C Dougherty', ' Kyla Foster', ' William C Chen', ' Javier E Villanueva-Meyer', ' Danielle L Swaney', ' Harish N Vasudevan', ' Abrar Choudhury', ' Joanna Pak', ' Jonathan D Breshears', ' Ursula E Lang', ' Charlotte D Eaton', ' Kamir J Hiam-Galvez', ' Erica Stevenson', ' Kuei-Ho Chen', ' Brian V Lien', ' David Wu', ' Steve E Braunstein', ' Penny K Sneed', ' Stephen T Magill', ' Daniel Lim', ' Michael W McDermott', ' Mitchel S Berger', ' Arie Perry', ' Nevan J Krogan', ' Marlan R Hansen', ' Matthew H Spitzer', ' Luke Gilbert', ' Philip V Theodosopoulos', ' David R Raleigh']",['Schwannoma'],['NTAP'],['syn26241781'],['Understanding How Epigenetic Dysregulation and Ras Misactivation Cooperate During NF1 Deficient Schwann Cell Tumorigenesis'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1038/s41467-024-44755-9,Multiple,Nature Communications,Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance,2024,PMID:38216572,"['Harish N Vasudevan', ' Emily Payne', ' Cyrille L Delley', ' S John Liu', ' Kanish Mirchia', ' Matthew J Sale', ' Sydney Lastella', ' Maria Sacconi Nunez', ' Calixto-Hope G Lucas', ' Charlotte D Eaton', ' Tim Casey-Clyde', ' Stephen T Magill', ' William C Chen', ' Steve E Braunstein', ' Arie Perry', ' Line Jacques', ' Alyssa T Reddy', ' Melike Pekmezci', ' Adam R Abate', ' Frank McCormick', ' David R Raleigh']",['Schwannoma'],['NTAP'],['syn26241781'],['Understanding How Epigenetic Dysregulation and Ras Misactivation Cooperate During NF1 Deficient Schwann Cell Tumorigenesis'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1158/1078-0432.CCR-23-0749,Neurofibromatosis type 1,Clinical Cancer Research,"CDK4/6-MEK Inhibition in MPNSTs Causes Plasma Cell Infiltration, Sensitization to PD-L1 Blockade, and Tumor Regression",2023,PMID:37410426,"['Jordan L Kohlmeyer', ' Joshua J Lingo', ' Courtney A Kaemmer', ' Amanda Scherer', ' Akshaya Warrier', ' Ellen Voigt', ' Juan A Raygoza Garay', ' Gavin R McGivney', ' Qierra R Brockman', ' Amy Tang', ' Ana Calizo', ' Kai Pollard', ' Xiaochun Zhang', ' Angela C Hirbe', ' Christine A Pratilas', ' Mariah Leidinger', ' Patrick Breheny', ' Michael S Chimenti', ' Jessica C Sieren', ' Varun Monga', ' Munir R Tanas', ' David K Meyerholz', ' Benjamin W Darbro', ' Rebecca D Dodd', ' Dawn E Quelle']",['MPNST'],['NTAP'],['syn4939902'],[],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1126/sciadv.adg8876,Neurofibromatosis type 1,Sci Adv,DK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors,2023,PMID:38000020,"['Jiawan Wang', ' Ana Calizo', ' Lindy Zhang', ' James C Pino', ' Yang Lyu', ' Kai Pollard', ' Xiaochun Zhang', ' Alex T Larsson', ' Eric Conniff', ' Nicolas J Llosa', ' David K Wood', ' David A Largaespada', ' Susan E Moody', ' Sara J Gosline', ' Angela C Hirbe', ' Christine A Pratilas']",['MPNST'],['NTAP'],['syn4939902'],[],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1158/1535-7163.mct-23-0258,Neurofibromatosis type 1,Mol Cancer Ther,"Pro-905, a Novel Purine Antimetabolite, Combines with Glutamine Amidotransferase Inhibition to Suppress Growth of Malignant Peripheral Nerve Sheath Tumor",2023,PMID:37616542,"['Kathryn M Lemberg', ' Eunus S Ali', ' Marcela Krecmerova', ' Joanna Marie H Aguilar', ' Jesse Alt', ' Diane E Peters', ' Liang Zhao', ' Ying Wu', ' Naziba Nuha', ' John M Asara', ' Verena Staedtke', ' Christine A Pratilas', ' Pavel Majer', ' Rana Rais', ' Issam Ben-Sahra', ' Barbara S Slusher']",['MPNST'],['NTAP'],['syn4939902'],[],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1002/ana.24659,,Annals of Neurology,"The ""neuro"" of neuroblastoma: Neuroblastoma as a neurodevelopmental disorder.",2016,PMID:27043043,"['Nancy Ratner', 'Garrett M Brodeur', 'Russell C Dale', 'Nina F Schor']",['Neurofibromatosis type 1'],['NTAP'],['syn4939892'],['Identification of Neurofibroma Growth and Drug Resistance Pathways'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1016/j.expneurol.2017.06.004,Neurofibromatosis type 1,Experimental Neurology,Validation of an automated tractography method for the optic radiations as a biomarker of visual acuity in neurofibromatosis-associated optic pathway glioma.,2018,PMID:28587872,"['Peter de Blank', 'Michael J Fisher', 'Haley Gittleman', 'Jill S Barnholtz-Sloan', 'Chaitra Badve', 'Jeffrey I Berman']",['Glioma'],['NTAP'],['syn4939894'],['Imaging Biomarkers of Neurofibromatosis Type 1-Associated Optic Pathway Glioma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1158/0008-5472.CAN-17-1789,Neurofibromatosis type 1,Cancer Research,A Collaborative Model for Accelerating the Discovery and Translation of Cancer Therapies.,2017,PMID:28993414,"['Ophélia Maertens', 'Mila E McCurrach', 'Benjamin S Braun', 'Thomas De Raedt', 'Inbal Epstein', 'Tannie Q Huang', 'Jennifer O Lauchle', 'Hyerim Lee', 'Jianqiang Wu', 'Timothy P Cripe', 'D Wade Clapp', 'Nancy Ratner', 'Kevin Shannon', 'Karen Cichowski']",['Neurofibromatosis type 1'],['NTAP'],"['syn4939908', 'syn56419166']","['Prevention trial for tumor formation in mice modeling NF1 microdeletion patients', 'The Neurofibromatosis Therapeutic Consortium']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,['animal_model']
10.1080/14728222.2018.1465931,,Expert Opinion on Therapeutic Targets,Emerging therapeutic targets for neurofibromatosis type 1.,2018,PMID:29667529,"['James A Walker', 'Meena Upadhyaya']",['Neurofibromatosis type 1'],['NTAP'],['syn8016599'],['Modeling signaling networks of NF1-deficient Schwann cells and plexiform neurofibromas using mass spectrometry-based proteomics'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1158/2159-8290.CD-18-0151,Neurofibromatosis type 1,Cancer Discovery,Spatiotemporal Loss of NF1 in Schwann Cell Lineage Leads to Different Types of Cutaneous Neurofibroma Susceptible to Modification by the Hippo Pathway.,2019,PMID:30348677,"['Zhiguo Chen', 'Juan Mo', 'Jean-Philippe Brosseau', 'Tracey Shipman', 'Yong Wang', 'Chung-Ping Liao', 'Jonathan M Cooper', 'Robert J Allaway', 'Sara J C Gosline', 'Justin Guinney', 'Thomas J Carroll', 'Lu Q Le']",['Cutaneous Neurofibroma'],"['NTAP', 'CTF']","['syn11374333', 'syn56373031']","['Cutaneous Neurofibroma - Models, Biology, and Translation', 'NTAP-SAGE - NF Data Portal']","['NTAP', 'CTF']",False,False,False,False,True,False,False,False,False,True,False,True,False,[]
10.1038/s41388-018-0600-x,Neurofibromatosis type 1,Oncogene,STAT3 inhibition reduces macrophage number and tumor growth in neurofibroma.,2019,PMID:30542122,"['Jonathan S Fletcher', 'Mitchell G Springer', 'Kwangmin Choi', 'Edwin Jousma', 'Tilat A Rizvi', 'Eva Dombi', 'Mi-Ok Kim', 'Jianqiang Wu', 'Nancy Ratner']",['Neurofibroma'],['NTAP'],"['syn4939872', 'syn4939892']","['Can targeted therapy prevent neurofibroma growth in mice?', 'Identification of Neurofibroma Growth and Drug Resistance Pathways']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1038/s41586-018-0774-y,Neurofibromatosis type 1,Nature,Disruption of a self-amplifying catecholamine loop reduces cytokine release syndrome.,2018,PMID:30542164,"['Verena Staedtke', 'Ren-Yuan Bai', 'Kibem Kim', 'Martin Darvas', 'Marco L Davila', 'Gregory J Riggins', 'Paul B Rothman', 'Nickolas Papadopoulos', 'Kenneth W Kinzler', 'Bert Vogelstein', 'Shibin Zhou']",['Neurofibromatosis type 1'],['NIH-NCI'],[],[],['NIH-NCI'],True,False,False,False,False,False,False,False,False,False,False,False,True,[]
10.1016/j.stemcr.2019.01.001,Neurofibromatosis type 1,Stem Cell Reports,Reprogramming Captures the Genetic and Tumorigenic Properties of Neurofibromatosis Type 1 Plexiform Neurofibromas.,2019,PMID:30713041,"['Meritxell Carrió', 'Helena Mazuelas', 'Yvonne Richaud-Patin', 'Bernat Gel', 'Ernest Terribas', 'Imma Rosas', 'Senda Jimenez-Delgado', 'Josep Biayna', 'Leen Vendredy', 'Ignacio Blanco', 'Elisabeth Castellanos', 'Conxi Lázaro', 'Ángel Raya', 'Eduard Serra']",['Plexiform Neurofibroma'],['NTAP'],"['syn4939918', 'syn7231973']","['Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage', 'Perpetuating NF1 heterozygous and NF1 homozygous negative plexiform neurofibroma-derived tumor cells through the generation of induced pluripotent stem (iPS) cells']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
e98601,Neurofibromatosis type 1,JCI Insight,Cxcr3-expressing leukocytes are necessary for neurofibroma formation in mice.,2019,PMID:30728335,"['Jonathan S Fletcher', 'Jianqiang Wu', 'Walter J Jessen', 'Jay Pundavela', 'Jacob A Miller', 'Eva Dombi', 'Mi-Ok Kim', 'Tilat A Rizvi', 'Kashish Chetal', 'Nathan Salomonis', 'Nancy Ratner']",['Neurofibroma'],['NTAP'],['syn4939892'],"['Exploring the Plexiform Neurofibroma Interactome', 'Identification of Neurofibroma Growth and Drug Resistance Pathways']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,['animal_model']
10.1159/000501696,Neurofibromatosis type 1,Pediatric Neurosurgery,Magnetic Resonance Fingerprinting to Characterize Childhood and Young Adult Brain Tumors.,2019,PMID:31416081,"['Peter de Blank', 'Chaitra Badve', 'Deborah Rukin Gold', 'Duncan Stearns', 'Jeffrey Sunshine', 'Sara Dastmalchian', 'Krystal Tomei', 'Andrew E Sloan', 'Jill S Barnholtz-Sloan', 'Adam Lane', 'Mark Griswold', 'Vikas Gulani', 'Dan Ma']",['Glioma'],['NTAP'],['syn4939894'],['Imaging Biomarkers of Neurofibromatosis Type 1-Associated Optic Pathway Glioma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1158/1535-7163.MCT-19-0123,,Molecular Cancer Therapeutics,"Ketotifen Modulates Mast Cell Chemotaxis to Kit-Ligand, but Does Not Impact Mast Cell Numbers, Degranulation, or Tumor Behavior in Neurofibromas of Nf1-Deficient Mice.",2019,PMID:31527226,"['Ciersten A Burks', 'Steven D Rhodes', 'Waylan K Bessler', 'Shi Chen', 'Abbi Smith', 'Jeffrey R Gehlhausen', 'Eric T Hawley', 'Li Jiang', 'Xiaohong Li', 'Jin Yuan', 'Qingbo Lu', 'Max Jacobsen', 'George E Sandusky', 'David R Jones', 'D Wade Clapp', 'Jaishri O Blakeley']",['Neurofibromatosis type 1'],['NTAP'],['syn8012599'],['Testing the Pharmacologic role of Molecular Target inhibition on Plexiform Neurofibromas in a Genetically Engineered Mouse Model that closely Phenocopies Human Neurofibromatosis Type 1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,['animal_model']
1024,Neurofibromatosis type 1,Genes,"Special Issue: ""Genomics and Models of Nerve Sheath Tumors"".",2020,PMID:32882803,"['Angela C Hirbe', 'Rebecca D Dodd', 'Christine A Pratilas']","['MPNST', 'MPNST']",['NTAP'],['syn4939902'],['The Johns Hopkins NF1 biospecimen repository'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1016/j.scr.2020.102068,Neurofibromatosis type 1,Stem Cell Research,Modeling tumors of the peripheral nervous system associated with Neurofibromatosis type 1: Reprogramming plexiform neurofibroma cells.,2020,PMID:33160273,"['Helena Mazuelas', 'Meritxell Carrió', 'Eduard Serra']",['Plexiform Neurofibroma'],['NTAP'],"['syn7231973', 'syn4939918']","['Perpetuating NF1 heterozygous and NF1 homozygous negative plexiform neurofibroma-derived tumor cells through the generation of induced pluripotent stem (iPS) cells', 'Differentiation of NF1 heterozygous and NF1 homozygous iPS cells into cells of the Neural Crest-Schwann cell lineage']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
e146351,Neurofibromatosis type 1,JCI Insight,Chromosome 8 gain is associated with high-grade transformation in MPNST.,2021,PMID:33591953,"['Carina Dehner', 'Chang In Moon', 'Xiyuan Zhang', 'Zhaohe Zhou', 'Chris Miller', 'Hua Xu', 'Xiaodan Wan', 'Kuangying Yang', 'Jay Mashl', 'Sara Jc Gosline', 'Yuxi Wang', 'Xiaochun Zhang', 'Abigail Godec', 'Paul A Jones', 'Sonika Dahiya', 'Himanshi Bhatia', 'Tina Primeau', 'Shunqiang Li', 'Kai Pollard', 'Fausto J Rodriguez', 'Li Ding', 'Christine A Pratilas', 'Jack F Shern', 'Angela C Hirbe']",['MPNST'],['NTAP'],"['syn4939902', 'syn11638893']","['The Johns Hopkins NF1 biospecimen repository', 'Development of a Preclinical NF1-MPNST Platform Suitable for Precision Oncology Drug Discovery and Evaluation']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1038/s41416-021-01270-8,Neurofibromatosis type 1,British Journal of Cancer,Exploring transcriptional regulators Ref-1 and STAT3 as therapeutic targets in malignant peripheral nerve sheath tumours.,2021,PMID:33658640,"['Silpa Gampala', 'Fenil Shah', 'Chi Zhang', 'Steven D Rhodes', 'Olivia Babb', 'Michelle Grimard', 'Randall S Wireman', 'Ellie Rad', 'Brian Calver', 'Ren-Yuan Bai', 'Verena Staedtke', 'Emily L Hulsey', 'M Reza Saadatzadeh', 'Karen E Pollok', 'Yan Tong', 'Abbi E Smith', 'D Wade Clapp', 'Andrew R Tee', 'Mark R Kelley', 'Melissa L Fishel']",['MPNST'],"['NTAP', 'NIH-NCI']",['syn51204782'],['Combinatorial use of immunotherapeutics with C. novyi-NT for the treatment of NF1-associated MPNSTs'],"['NTAP', 'NIH-NCI']",True,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1016/j.tips.2021.04.003,,Trends in Pharmacological Sciences,Targeting the mitochondrial chaperone TRAP1: strategies and therapeutic perspectives.,2021,PMID:33992469,"['Stefano A Serapian', 'Carlos Sanchez-Martín', 'Elisabetta Moroni', 'Andrea Rasola', 'Giorgio Colombo']",['Neurofibromatosis type 1'],['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
2329,,Cancers,Neurofibromin Deficiency and Extracellular Matrix Cooperate to Increase Transforming Potential through FAK-Dependent Signaling.,2021,PMID:34066061,"['Andrea Errico', 'Anna Stocco', 'Vincent M Riccardi', 'Alberto Gambalunga', 'Franco Bassetto', 'Martina Grigatti', 'Amedeo Ferlosio', 'Gianluca Tadini', 'Debora Garozzo', 'Stefano Ferraresi', 'Andrea Trevisan', 'Sandra Giustini', 'Andrea Rasola', 'Federica Chiara']",['Neurofibromatosis type 1'],['NTAP'],['syn8016577'],['Search of the molecular mechanisms sustaining plexiform neurofibroma formation in a novel three-dimensional in vitro model'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,True,False,[]
10.1093/neuonc/noab224,Neurofibromatosis type 1,Neuro-Oncology,New insights into the low-grade glioma tumor microenvironment for improved patient management.,2022,PMID:34515792,['Miriam Bornhorst'],['Glioma'],['NTAP'],['syn4939914'],['The Role of MEK-inhibitors for the Prevention and Treatment of Optic Pathway Gliomas in an Nf1 Deficient Mouse Model'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1038/s41388-021-02156-y,,Oncogene,Neurofibromin and suppression of tumorigenesis: beyond the GAP.,2022,PMID:35066574,"['Juan Mo', 'Stefanie L Moye', 'Renee M McKay', 'Lu Q Le']",['Neurofibromatosis type 1'],['NTAP'],['syn11374333'],"['Cutaneous Neurofibroma - Models, Biology, and Translation']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1038/s41380-021-01422-5,,Molecular Psychiatry,Altered canonical and striatal-frontal resting state functional connectivity in children with pathogenic variants in the Ras/mitogen-activated protein kinase pathway.,2022,PMID:35087195,"['Jennifer L Bruno', 'Sharon B Shrestha', 'Allan L Reiss', 'Manish Saggar', 'Tamar Green']",['Neurofibromatosis type 1'],['NTAP'],['syn25999239'],['Towards clinical translation of imaging studies in neurofibromatosis type 1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1016/j.celrep.2022.110385,Neurofibromatosis type 1,Cell Reports,Modeling iPSC-derived human neurofibroma-like tumors in mice uncovers the heterogeneity of Schwann cells within plexiform neurofibromas.,2022,PMID:35172160,"['Helena Mazuelas', 'Míriam Magallón-Lorenz', 'Juana Fernández-Rodríguez', 'Itziar Uriarte-Arrazola', 'Yvonne Richaud-Patin', 'Ernest Terribas', 'Alberto Villanueva', 'Elisabeth Castellanos', 'Ignacio Blanco', 'Ángel Raya', 'Jakub Chojnacki', 'Holger Heyn', 'Cleofé Romagosa', 'Conxi Lázaro', 'Bernat Gel', 'Meritxell Carrió', 'Eduard Serra']",['Plexiform Neurofibroma'],['NTAP'],[],[],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,True,False,['animal_model']
e74238,Neurofibromatosis type 1,eLife,Detection of malignant peripheral nerve sheath tumors in patients with neurofibromatosis using aneuploidy and mutation identification in plasma.,2022,PMID:35244537,"['Austin K Mattox', 'Christopher Douville', 'Natalie Silliman', 'Janine Ptak', 'Lisa Dobbyn', 'Joy Schaefer', 'Maria Popoli', 'Cherie Blair', 'Kathy Judge', 'Kai Pollard', 'Christine Pratilas', 'Jaishri Blakeley', 'Fausto Rodriguez', 'Nickolas Papadopoulos', 'Allan Belzberg', 'Chetan Bettegowda']",['MPNST'],['NTAP'],['syn4939902'],['The Johns Hopkins NF1 biospecimen repository'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1038/s41418-022-01020-0,,Cell Death and Differentiation,The mitochondrial chaperone TRAP1 regulates F-ATP synthase channel formation.,2022,PMID:35614131,"['Giuseppe Cannino', 'Andrea Urbani', 'Marco Gaspari', 'Mariaconcetta Varano', 'Alessandro Negro', 'Antonio Filippi', 'Francesco Ciscato', 'Ionica Masgras', 'Christoph Gerle', 'Elena Tibaldi', 'Anna Maria Brunati', 'Giorgio Colombo', 'Giovanna Lippe', 'Paolo Bernardi', 'Andrea Rasola']",['Neurofibromatosis type 1'],['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1007/s00381-022-05571-y,Neurofibromatosis type 1,Child's Nervous System : ChNS : Official Journal of the International Society for Pediatric Neurosurgery,Dose-dependent seizure control with MEK inhibitor therapy for progressive glioma in a child with neurofibromatosis type 1.,2022,PMID:35648241,"['Evan Cantor', 'Ashley Meyer', 'Stephanie M Morris', 'Judith L Z Weisenberg', 'Nicole M Brossier']",['Glioma'],['NTAP'],[],[],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
tgac021,Neurofibromatosis type 1,Cerebral Cortex Communications,Neuroanatomical correlates of working memory performance in Neurofibromatosis 1.,2022,PMID:35673329,"['Cameron Sawyer', 'Jonathan Green', 'Ben Lim', 'Gorana Pobric', 'JeYoung Jung', 'Grace Vassallo', 'D Gareth Evans', 'Charlotte J Stagg', 'Laura M Parkes', 'Stavros Stivaros', 'Nils Muhlert', 'Shruti Garg']",['Neurofibromatosis type 1'],['NTAP'],['syn17100988'],['The role of GABA in the working memory impairments in Neurofibromatosis Type 1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
3015,Neurofibromatosis type 1,Cancers,Therapeutic Vulnerability to ATR Inhibition in Concurrent NF1 and ATRX-Deficient/ALT-Positive High-Grade Solid Tumors.,2022,PMID:35740680,"['Ming Yuan', 'Charles G Eberhart', 'Christine A Pratilas', 'Jaishri O Blakeley', 'Christine Davis', 'Marija Stojanova', 'Karlyne Reilly', 'Alan K Meeker', 'Christopher M Heaphy', 'Fausto J Rodriguez']",['Neurofibromatosis type 1'],['NTAP'],['syn4939902'],['The Johns Hopkins NF1 biospecimen repository'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
720,,Brain Sciences,Integrated Drug Mining Reveals Actionable Strategies Inhibiting Plexiform Neurofibromas.,2022,PMID:35741605,"['Rebecca M Brown', 'Sameer Farouk Sait', 'Griffin Dunn', 'Alanna Sullivan', 'Benjamin Bruckert', 'Daochun Sun']",['Neurofibromatosis type 1'],['NTAP'],[],[],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1158/2159-8290.CD-21-1671,,Cancer Discovery,PRC2-Inactivating Mutations in Cancer Enhance Cytotoxic Response to DNMT1-Targeted Therapy via Enhanced Viral Mimicry.,2022,PMID:35789380,"['Amish J Patel', 'Sarah Warda', 'Jesper L V Maag', 'Rohan Misra', 'Miguel A Miranda-Román', 'Mohini R Pachai', 'Cindy J Lee', 'Dan Li', 'Naitao Wang', 'Gabriella Bayshtok', 'Eve Fishinevich', 'Yinuo Meng', 'Elissa W P Wong', 'Juan Yan', 'Emily Giff', 'Melissa B Pappalardi', 'Michael T McCabe', 'Jonathan A Fletcher', 'Charles M Rudin', 'Sarat Chandarlapaty', 'Joseph M Scandura', 'Richard P Koche', 'Jacob L Glass', 'Cristina R Antonescu', 'Deyou Zheng', 'Yu Chen', 'Ping Chi']",['Neurofibromatosis type 1'],['NTAP'],['syn11681835'],['Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
e153437,,The Journal of Clinical Investigation,Tumor-intrinsic PRC2 inactivation drives a context-dependent immune-desert microenvironment and is sensitized by immunogenic viruses.,2022,PMID:35852856,"['Juan Yan', 'Yuedan Chen', 'Amish J Patel', 'Sarah Warda', 'Cindy J Lee', 'Briana G Nixon', 'Elissa Wp Wong', 'Miguel A Miranda-Román', 'Ning Yang', 'Yi Wang', 'Mohini R Pachai', 'Jessica Sher', 'Emily Giff', 'Fanying Tang', 'Ekta Khurana', 'Sam Singer', 'Yang Liu', 'Phillip M Galbo', 'Jesper Lv Maag', 'Richard P Koche', 'Deyou Zheng', 'Cristina R Antonescu', 'Liang Deng', 'Ming O Li', 'Yu Chen', 'Ping Chi']",['Neurofibromatosis type 1'],['NTAP'],['syn11681835'],['Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1007/s00401-022-02478-5,Neurofibromatosis type 1,Acta Neuropathologica,Multiplatform molecular analyses refine classification of gliomas arising in patients with neurofibromatosis type 1.,2022,PMID:35945463,"['Calixto-Hope G Lucas', 'Emily A Sloan', 'Rohit Gupta', 'Jasper Wu', 'Drew Pratt', 'Harish N Vasudevan', 'Ajay Ravindranathan', 'Jairo Barreto', 'Erik A Williams', 'Anny Shai', 'Nicholas S Whipple', 'Carol S Bruggers', 'Ossama Maher', 'Burt Nabors', 'Michael Rodriguez', 'David Samuel', 'Melandee Brown', 'Jason Carmichael', 'Rufei Lu', 'Kanish Mirchia', 'Daniel V Sullivan', 'Melike Pekmezci', 'Tarik Tihan', 'Andrew W Bollen', 'Arie Perry', 'Anuradha Banerjee', 'Sabine Mueller', 'Nalin Gupta', 'Shawn L Hervey-Jumper', 'Nancy Ann Oberheim Bush', 'Mariza Daras', 'Jennie W Taylor', 'Nicholas A Butowski', 'John de Groot', 'Jennifer L Clarke', 'David R Raleigh', 'Joseph F Costello', 'Joanna J Phillips', 'Alyssa T Reddy', 'Susan M Chang', 'Mitchel S Berger', 'David A Solomon']",['Neurofibromatosis type 1'],['NTAP'],[],[],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
eabo5442,Neurofibromatosis type 1,Science Advances,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,2022,PMID:36322658,"['Lai Man Natalie Wu', 'Feng Zhang', 'Rohit Rao', 'Mike Adam', 'Kai Pollard', 'Sara Szabo', 'Xuezhao Liu', 'Katie A Belcher', 'Zaili Luo', 'Sean Ogurek', 'Colleen Reilly', 'Xin Zhou', 'Li Zhang', 'Joshua Rubin', 'Long-Sheng Chang', 'Mei Xin', 'Jiyang Yu', 'Mario Suva', 'Christine A Pratilas', 'Steven Potter', 'Q Richard Lu']",['MPNST'],['NTAP'],['syn4939902'],['The Johns Hopkins NF1 biospecimen repository'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
