pmid,title,doi,journal,year,source,query_type
PMID:17297447,HEI10 negatively regulates cell invasion by inhibiting cyclin B/Cdk1 and other promotility proteins.,10.1038/sj.onc.1210282,Oncogene,2007,pubmed,bench
PMID:17295913,Functional analysis of splicing mutations in exon 7 of NF1 gene.,10.1186/1471-2350-8-4,BMC medical genetics,2007,pubmed,bench
PMID:17220301,The MicroRNA let-7a modulates interleukin-6-dependent STAT-3 survival signaling in malignant human cholangiocytes.,10.1074/jbc.M607712200,The Journal of biological chemistry,2007,pubmed,bench
PMID:17216419,Nf1 expression is dependent on strain background: implications for tumor suppressor haploinsufficiency studies.,10.1007/s10048-006-0078-5,Neurogenetics,2007,pubmed,bench
PMID:17215387,Phosphatidylinositol 3-kinase and Akt nonautonomously promote perineurial glial growth in Drosophila peripheral nerves.,10.1523/JNEUROSCI.3370-06.2007,The Journal of neuroscience : the official journal of the Society for Neuroscience,2007,pubmed,bench
PMID:17210637,"Identification and characterization of putative tumor suppressor NGB, a GTP-binding protein that interacts with the neurofibromatosis 2 protein.",10.1128/MCB.00572-06,Molecular and cellular biology,2007,pubmed,bench
PMID:17171142,Advantages of the retrosigmoid approach in auditory brain stem implantation.,10.1055/s-2000-9335,Skull base surgery,2000,pubmed,bench
PMID:17167629,Extreme lateral approach to ventral and ventrolaterally situated lesions of the lower brainstem and upper cervical cord.,10.1055/s-2001-18633,Skull base : official journal of North American Skull Base Society ... [et al.],2001,pubmed,bench
PMID:17157787,A negative feedback signaling network underlies oncogene-induced senescence.,10.1016/j.ccr.2006.10.003,Cancer cell,2006,pubmed,bench
PMID:17149968,Malignant peripheral nerve sheath tumor with rhabdomyosarcomatous differentiation (malignant triton tumor).,10.5858/2006-130-1878-MPNSTW,Archives of pathology & laboratory medicine,2006,pubmed,bench
PMID:17141624,Protein nutrition as therapy for a genetic disorder of bone?,10.1016/j.cmet.2006.11.007,Cell metabolism,2006,pubmed,bench
PMID:17090653,Beta common receptor inactivation attenuates myeloproliferative disease in Nf1 mutant mice.,10.1182/blood-2006-05-025395,Blood,2007,pubmed,bench
PMID:17075701,Electrophysiological validation of a human prototype auditory midbrain implant in a guinea pig model.,10.1007/s10162-006-0056-5,Journal of the Association for Research in Otolaryngology : JARO,2006,pubmed,bench
PMID:17053831,Hyperactivation of p21ras and PI3K cooperate to alter murine and human neurofibromatosis type 1-haploinsufficient osteoclast functions.,10.1172/JCI29092,The Journal of clinical investigation,2006,pubmed,bench
PMID:16996265,The fat cadherin acts through the hippo tumor-suppressor pathway to regulate tissue size.,10.1016/j.cub.2006.09.005,Current biology : CB,2006,pubmed,bench
PMID:16906226,The neurofibromin GAP-related domain rescues endothelial but not neural crest development in Nf1 mice.,10.1172/JCI28341,The Journal of clinical investigation,2006,pubmed,bench
PMID:16894610,Regulation of the neurofibromatosis 2 gene promoter expression during embryonic development.,10.1002/dvdy.20883,Developmental dynamics : an official publication of the American Association of Anatomists,2006,pubmed,bench
PMID:16870183,NF1 mRNA biogenesis: effect of the genomic milieu in splicing regulation of the NF1 exon 37 region.,10.1016/j.febslet.2006.07.018,FEBS letters,2006,pubmed,bench
PMID:16835260,Nf1+/- mast cells induce neurofibroma like phenotypes through secreted TGF-beta signaling.,10.1093/hmg/ddl165,Human molecular genetics,2006,pubmed,bench
PMID:16795074,"Imaging, morphologic, and immunohistochemical correlation in gastrointestinal stromal tumors.",10.1002/cncr.21918,Cancer,2006,pubmed,bench
PMID:16793550,The kelch proteins Gpb1 and Gpb2 inhibit Ras activity via association with the yeast RasGAP neurofibromin homologs Ira1 and Ira2.,10.1016/j.molcel.2006.05.011,Molecular cell,2006,pubmed,bench
PMID:16786042,A prospective study of neurofibromatosis type 1 cancer incidence in the UK.,10.1038/sj.bjc.6603227,British journal of cancer,2006,pubmed,bench
PMID:16642646,Neurofibromatosis.,,"Journal of insurance medicine (New York, N.Y.)",2006,pubmed,bench
PMID:16619545,Expression of emmprin and matrix metalloproteinases (MMPs) in peripheral nerve sheath tumors: emmprin and membrane-type (MT)1-MMP expressions are associated with malignant potential.,,Anticancer research,2006,pubmed,bench
PMID:16613742,[Treatment of congenital pseudarthrosis of tibia by vascularized fibular graft].,,Acta chirurgiae orthopaedicae et traumatologiae Cechoslovaca,2006,pubmed,bench
PMID:16581517,The tumor suppressors Merlin and Expanded function cooperatively to modulate receptor endocytosis and signaling.,10.1016/j.cub.2006.02.063,Current biology : CB,2006,pubmed,bench
PMID:16571745,Temporal control of Rac in Schwann cell-axon interaction is disrupted in NF2-mutant schwannoma cells.,10.1523/JNEUROSCI.4865-05.2006,The Journal of neuroscience : the official journal of the Society for Neuroscience,2006,pubmed,bench
PMID:16537381,Mixed-lineage kinase 3 regulates B-Raf through maintenance of the B-Raf/Raf-1 complex and inhibition by the NF2 tumor suppressor protein.,10.1073/pnas.0510651103,Proceedings of the National Academy of Sciences of the United States of America,2006,pubmed,bench
PMID:16524466,Cognitive dysfunction in NF1 knock-out mice may result from altered vesicular trafficking of APP/DRD3 complex.,10.1186/1471-2202-7-22,BMC neuroscience,2006,pubmed,bench
PMID:16513807,Effect of neurofibromatosis type I mutations on a novel pathway for adenylyl cyclase activation requiring neurofibromin and Ras.,10.1093/hmg/ddl023,Human molecular genetics,2006,pubmed,bench
PMID:16482197,Café-au-lait patches and senile plaques: How APPt the connection?,10.1038/sj.jid.5700165,The Journal of investigative dermatology,2006,pubmed,bench
PMID:16438728,Sperm protein 17 is expressed in human nervous system tumours.,10.1186/1471-2407-6-23,BMC cancer,2006,pubmed,bench
PMID:16418572,Sichuan pepper extracts block the PAK1/cyclin D1 pathway and the growth of NF1-deficient cancer xenograft in mice.,10.4161/cbt.5.3.2404,Cancer biology & therapy,2006,pubmed,bench
PMID:16406348,Immune system evasion by peripheral nerve sheath tumor.,10.1016/j.neulet.2005.12.027,Neuroscience letters,,pubmed,bench
PMID:16397625,A novel bipartite phospholipid-binding module in the neurofibromatosis type 1 protein.,10.1038/sj.embor.7400602,EMBO reports,2006,pubmed,bench
PMID:16380919,NF1 gene mutations represent the major molecular event underlying neurofibromatosis-Noonan syndrome.,10.1086/498454,American journal of human genetics,2005,pubmed,bench
PMID:16374483,Neurofibromatosis type 1 protein and amyloid precursor protein interact in normal human melanocytes and colocalize with melanosomes.,10.1038/sj.jid.5700087,The Journal of investigative dermatology,2006,pubmed,bench
PMID:16340004,New approaches to the analysis of palindromic sequences from the human genome: evolution and polymorphism of an intronic site at the NF1 locus.,10.1093/nar/gni189,Nucleic acids research,2005,pubmed,bench
PMID:16324214,"Evolution and origin of merlin, the product of the Neurofibromatosis type 2 (NF2) tumor-suppressor gene.",10.1186/1471-2148-5-69,BMC evolutionary biology,2005,pubmed,bench
PMID:16314489,Inactivation of NF1 in CNS causes increased glial progenitor proliferation and optic glioma formation.,10.1242/dev.02162,"Development (Cambridge, England)",2005,pubmed,bench
PMID:16287988,Ras-related signaling pathways in valve development: ebb and flow.,10.1152/physiol.00035.2005,"Physiology (Bethesda, Md.)",2005,pubmed,bench
PMID:16276382,[Hereditary endocrine tumour diseases].,,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke",2005,pubmed,bench
PMID:16267393,The Phosphorylation status of merlin is important for regulating the Ras-ERK pathway.,,Molecules and cells,2005,pubmed,bench
PMID:16242402,PDF receptor signaling in Drosophila contributes to both circadian and geotactic behaviors.,10.1016/j.neuron.2005.09.009,Neuron,2005,pubmed,bench
PMID:16226708,Therapy-induced malignant neoplasms in Nf1 mutant mice.,10.1016/j.ccr.2005.08.011,Cancer cell,2005,pubmed,bench
PMID:16226702,A mouse model for studying therapy-induced cancers.,10.1016/j.ccr.2005.09.015,Cancer cell,2005,pubmed,bench
PMID:16173828,CyberKnife Frameless Radiosurgery for the treatment of extracranial benign tumors.,10.1177/153303460500400511,Technology in cancer research & treatment,2005,pubmed,bench
PMID:16169856,The neurofibromatosis type 1 gene product neurofibromin enhances cell motility by regulating actin filament dynamics via the Rho-ROCK-LIMK2-cofilin pathway.,10.1074/jbc.M503707200,The Journal of biological chemistry,2005,pubmed,bench
PMID:16117786,Gonosomal mosaicism for a nonsense mutation (R1947X) in the NF1 gene in segmental neurofibromatosis type 1.,10.1111/j.0022-202X.2005.23834.x,The Journal of investigative dermatology,2005,pubmed,bench
PMID:16116616,Palindromic AT-rich repeat in the NF1 gene is hypervariable in humans and evolutionarily conserved in primates.,10.1002/humu.20228,Human mutation,2005,pubmed,bench
PMID:16098465,Early inactivation of p53 tumor suppressor gene cooperating with NF1 loss induces malignant astrocytoma.,10.1016/j.ccr.2005.07.004,Cancer cell,2005,pubmed,bench
PMID:16093333,Sensory neurons from Nf1 haploinsufficient mice exhibit increased excitability.,10.1152/jn.00489.2005,Journal of neurophysiology,2005,pubmed,bench
PMID:16082189,Signal therapy of breast cancers by the HDAC inhibitor FK228 that blocks the activation of PAK1 and abrogates the tamoxifen-resistance.,10.4161/cbt.4.9.1911,Cancer biology & therapy,2005,pubmed,bench
PMID:16061561,Age related shift in the mutation spectra of germline and somatic NF2 mutations: hypothetical role of DNA repair mechanisms.,10.1136/jmg.2004.027953,Journal of medical genetics,2005,pubmed,bench
PMID:16036108,Temporally regulated neural crest transcription factors distinguish neuroectodermal tumors of varying malignancy and differentiation.,10.1593/neo.04637,"Neoplasia (New York, N.Y.)",2005,pubmed,bench
PMID:16033085,Malignant peripheral nerve sheath tumors (MPNST) in neurofibromatosis type 1 (NF1): diagnostic findings on magnetic resonance images and mutation analysis of the NF1 gene.,,Anticancer research,2005,pubmed,bench
PMID:15994874,The location of constitutional neurofibromatosis 2 (NF2) splice site mutations is associated with the severity of NF2.,10.1136/jmg.2004.029504,Journal of medical genetics,2005,pubmed,bench
PMID:15988004,Transcriptional repression of the Neurofibromatosis-1 tumor suppressor by the t(8;21) fusion protein.,10.1128/MCB.25.14.5869-5879.2005,Molecular and cellular biology,2005,pubmed,bench
PMID:15937108,The NF1 tumor suppressor critically regulates TSC2 and mTOR.,10.1073/pnas.0503224102,Proceedings of the National Academy of Sciences of the United States of America,2005,pubmed,bench
PMID:15926055,Proliferation potential of spinal meningiomas.,10.1007/s00586-005-0937-z,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",2006,pubmed,bench
PMID:15849434,Identification of Rab GTPase-activating protein-like protein (RabGAPLP) as a novel Alix/AIP1-interacting protein.,10.1271/bbb.69.861,"Bioscience, biotechnology, and biochemistry",2005,pubmed,bench
PMID:15840687,NF1 gene loss of heterozygosity and expression analysis in sporadic colon cancer.,10.1136/gut.2004.053348,Gut,2005,pubmed,bench
PMID:15831594,Methodological issues in longitudinal studies: vestibular schwannoma growth rates in neurofibromatosis 2.,10.1136/jmg.2005.031302,Journal of medical genetics,2005,pubmed,bench
PMID:15767669,TATA-binding protein (TBP)-like factor (TLF) is a functional regulator of transcription: reciprocal regulation of the neurofibromatosis type 1 and c-fos genes by TLF/TRF2 and TBP.,10.1128/MCB.25.7.2632-2643.2005,Molecular and cellular biology,2005,pubmed,bench
PMID:15681480,Sensitive detection of deletions of one or more exons in the neurofibromatosis type 2 (NF2) gene by multiplexed gene dosage polymerase chain reaction.,10.1016/S1525-1578(10)60014-1,The Journal of molecular diagnostics : JMD,2005,pubmed,bench
PMID:15659388,Erbin regulates mitogen-activated protein (MAP) kinase activation and MAP kinase-dependent interactions between Merlin and adherens junction protein complexes in Schwann cells.,10.1074/jbc.M414154200,The Journal of biological chemistry,2005,pubmed,bench
PMID:15652750,Role for the epidermal growth factor receptor in neurofibromatosis-related peripheral nerve tumorigenesis.,10.1016/j.ccr.2004.10.016,Cancer cell,2005,pubmed,bench
PMID:15645067,[Learning and memory].,10.1590/s1516-44462004000300011,"Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)",2004,pubmed,bench
PMID:15623944,DNA ploidy and chromosome (FISH) pattern analysis of peripheral nerve sheath tumors.,10.1155/2004/406591,Cellular oncology : the official journal of the International Society for Cellular Oncology,2004,pubmed,bench
PMID:15598747,Neurofibromatosis 2 (NF2) tumor suppressor merlin inhibits phosphatidylinositol 3-kinase through binding to PIKE-L.,10.1073/pnas.0405971102,Proceedings of the National Academy of Sciences of the United States of America,2004,pubmed,bench
PMID:15570216,Targeted gene expression in the chicken eye by in ovo electroporation.,,Molecular vision,2004,pubmed,bench
PMID:15520408,Neurofibromatous neuropathy in neurofibromatosis 1 (NF1).,10.1136/jmg.2004.021683,Journal of medical genetics,2004,pubmed,bench
PMID:15446585,Gene expression profiling reveals unique molecular subtypes of Neurofibromatosis Type I-associated and sporadic malignant peripheral nerve sheath tumors.,10.1111/j.1750-3639.2004.tb00067.x,"Brain pathology (Zurich, Switzerland)",2004,pubmed,bench
PMID:15255999,"Molecular profiling of malignant peripheral nerve sheath tumors associated with neurofibromatosis type 1, based on large-scale real-time RT-PCR.",10.1186/1476-4598-3-20,Molecular cancer,2004,pubmed,bench
PMID:15240917,Survival of Human Neurofibroma in Immunodeficient Mice and Initial Results of Therapy With Pirfenidone.,10.1155/S1110724304308107,Journal of biomedicine & biotechnology,2004,pubmed,bench
PMID:15206577,Gene expression analysis of the lung following paraquat administration in rats using DNA microarray.,10.2131/jts.29.91,The Journal of toxicological sciences,2004,pubmed,bench
PMID:15123692,"Merlin, a tumor suppressor, interacts with transactivation-responsive RNA-binding protein and inhibits its oncogenic activity.",10.1074/jbc.M312083200,The Journal of biological chemistry,2004,pubmed,bench
PMID:15039234,Loss of the nf1 tumor suppressor gene decreases fas antigen expression in myeloid cells.,10.1016/S0002-9440(10)63233-6,The American journal of pathology,2004,pubmed,bench
PMID:14991710,Characterization of chicken Nf2/merlin indicates regulatory roles in cell proliferation and migration.,10.1002/dvdy.20002,Developmental dynamics : an official publication of the American Association of Anatomists,2004,pubmed,bench
PMID:14988005,Neurofibromin is actively transported to the nucleus.,10.1016/S0014-5793(04)00078-X,FEBS letters,2004,pubmed,bench
PMID:14741381,"PKA phosphorylation and 14-3-3 interaction regulate the function of neurofibromatosis type I tumor suppressor, neurofibromin.",10.1016/s0014-5793(03)01507-2,FEBS letters,2004,pubmed,bench
PMID:14740320,Mutations within the MGC4607 gene cause cerebral cavernous malformations.,10.1086/381718,American journal of human genetics,2004,pubmed,bench
PMID:14724565,Role of TC21/R-Ras2 in enhanced migration of neurofibromin-deficient Schwann cells.,10.1038/sj.onc.1207075,Oncogene,2004,pubmed,bench
PMID:14681409,The Unified Medical Language System (UMLS): integrating biomedical terminology.,10.1093/nar/gkh061,Nucleic acids research,2004,pubmed,bench
PMID:14679203,Merlin neutralizes the inhibitory effect of Mdm2 on p53.,10.1074/jbc.M305526200,The Journal of biological chemistry,2004,pubmed,bench
PMID:14679180,Neurofibromin-deficient Schwann cells secrete a potent migratory stimulus for Nf1+/- mast cells.,10.1172/JCI19195,The Journal of clinical investigation,2003,pubmed,bench
PMID:14679174,It takes two to tango: mast cell and Schwann cell interactions in neurofibromas.,10.1172/JCI20503,The Journal of clinical investigation,2003,pubmed,bench
PMID:14627667,Identification of recurrent regions of chromosome loss and gain in vestibular schwannomas using comparative genomic hybridisation.,10.1136/jmg.40.11.802,Journal of medical genetics,2003,pubmed,bench
PMID:14580336,"Merlin, the product of the Nf2 tumor suppressor gene, is an inhibitor of the p21-activated kinase, Pak1.",10.1016/s1097-2765(03)00382-4,Molecular cell,2003,pubmed,bench
PMID:14523097,The neurofibromatosis 1 gene product neurofibromin regulates pituitary adenylate cyclase-activating polypeptide-mediated signaling in astrocytes.,10.1523/JNEUROSCI.23-26-08949.2003,The Journal of neuroscience : the official journal of the Society for Neuroscience,2003,pubmed,bench
PMID:13679291,Orbit deformities in craniofacial neurofibromatosis type 1.,,AJNR. American journal of neuroradiology,2003,pubmed,bench
PMID:12946024,Pathological adhesion of primary human schwannoma cells is dependent on altered expression of integrins.,10.1111/j.1750-3639.2003.tb00034.x,"Brain pathology (Zurich, Switzerland)",2003,pubmed,bench
PMID:12904481,Aberrant growth and differentiation of oligodendrocyte progenitors in neurofibromatosis type 1 mutants.,10.1523/JNEUROSCI.23-18-07207.2003,The Journal of neuroscience : the official journal of the Society for Neuroscience,2003,pubmed,bench
PMID:12896975,Merlin links to the cAMP neuronal signaling pathway by anchoring the RIbeta subunit of protein kinase A.,10.1074/jbc.M306149200,The Journal of biological chemistry,2003,pubmed,bench
PMID:12815562,A gene locus responsible for dyschromatosis symmetrica hereditaria (DSH) maps to chromosome 6q24.2-q25.2.,10.1086/377007,American journal of human genetics,2003,pubmed,bench
PMID:12730209,Neurofibromatosis type I tumor suppressor neurofibromin regulates neuronal differentiation via its GTPase-activating protein function toward Ras.,10.1074/jbc.M209413200,The Journal of biological chemistry,2003,pubmed,bench
PMID:12679023,PDZ tandem of human syntenin: crystal structure and functional properties.,10.1016/s0969-2126(03)00052-2,"Structure (London, England : 1993)",2003,pubmed,bench
PMID:12673723,Quinidine impairs proliferation of neurofibromatosis type 2-deficient human malignant mesothelioma cells.,10.1002/cncr.11275,Cancer,2003,pubmed,bench
PMID:12612091,Brain lipid binding protein in axon-Schwann cell interactions and peripheral nerve tumorigenesis.,10.1128/MCB.23.6.2213-2224.2003,Molecular and cellular biology,2003,pubmed,bench
PMID:12557125,The constitutional t(17;22): another translocation mediated by palindromic AT-rich repeats.,10.1086/368062,American journal of human genetics,2003,pubmed,bench
PMID:12471027,Isolation and characterization of an aggresome determinant in the NF2 tumor suppressor.,10.1074/jbc.M210639200,The Journal of biological chemistry,2003,pubmed,bench
PMID:12469121,Nf1 has an essential role in endothelial cells.,10.1038/ng1059,Nature genetics,2003,pubmed,bench
PMID:12393498,Leukemic potential of doubly mutant Nf1 and Wv hematopoietic cells.,10.1182/blood-2002-08-2635,Blood,2003,pubmed,bench
PMID:12243339,Inhibition of ras-mediated activator protein 1 activity and cell growth by merlin.,,Molecules and cells,2002,pubmed,bench
PMID:12235555,Predictors of the risk of mortality in neurofibromatosis 2.,10.1086/342716,American journal of human genetics,2002,pubmed,bench
PMID:12199909,Functional expression of NF1 tumor suppressor protein: association with keratin intermediate filaments during the early development of human epidermis.,10.1186/1471-5945-2-10,BMC dermatology,2002,pubmed,bench
PMID:12191989,The motor protein kinesin-1 links neurofibromin and merlin in a common cellular pathway of neurofibromatosis.,10.1074/jbc.C200434200,The Journal of biological chemistry,2002,pubmed,bench
PMID:12180143,Cardiovascular disease in neurofibromatosis 1: report of the NF1 Cardiovascular Task Force.,10.1097/00125817-200205000-00002,Genetics in medicine : official journal of the American College of Medical Genetics,2002,pubmed,bench
PMID:12175282,Imaging skin pathology with polarized light.,10.1117/1.1484498,Journal of biomedical optics,2002,pubmed,bench
PMID:12130630,Mutant products of the NF2 tumor suppressor gene are degraded by the ubiquitin-proteasome pathway.,10.1074/jbc.C200125200,The Journal of biological chemistry,2002,pubmed,bench
PMID:12124168,Thinking beyond the tumor cell: Nf1 haploinsufficiency in the tumor environment.,10.1016/s1535-6108(02)00078-8,Cancer cell,2002,pubmed,bench
PMID:12095621,Quantification of NF1 transcripts reveals novel highly expressed splice variants.,10.1016/s0014-5793(02)02887-9,FEBS letters,2002,pubmed,bench
PMID:12088451,"Tyrosinase expression in malignant melanoma, desmoplastic melanoma, and peripheral nerve tumors.",10.5858/2002-126-0816-TEIMMD,Archives of pathology & laboratory medicine,2002,pubmed,bench
PMID:12082543,Mouse models of neurofibromatosis 1 and 2.,10.1038/sj.neo.7900249,"Neoplasia (New York, N.Y.)",2002,pubmed,bench
PMID:12078978,A virus-like agent associated with neurofibromatosis in damselfish.,10.3354/dao049107,Diseases of aquatic organisms,2002,pubmed,bench
PMID:12077339,Astrocyte-specific inactivation of the neurofibromatosis 1 gene (NF1) is insufficient for astrocytoma formation.,10.1128/MCB.22.14.5100-5113.2002,Molecular and cellular biology,2002,pubmed,bench
PMID:12067169,Vertebral scalloping in neurofibromatosis type 1: a quantitative approach.,,Canadian journal of surgery. Journal canadien de chirurgie,2002,pubmed,bench
PMID:12058348,Grouping of multiple-lentigines/LEOPARD and Noonan syndromes on the PTPN11 gene.,10.1086/341528,American journal of human genetics,2002,pubmed,bench
PMID:12057013,Complex splicing pattern generates great diversity in human NF1 transcripts.,10.1186/1471-2164-3-13,BMC genomics,2002,pubmed,bench
PMID:12005317,Treatment of ADHD in neurofibromatosis type 1.,10.1017/s0012162201001876,Developmental medicine and child neurology,2002,pubmed,bench
PMID:11996670,The 4.1/ezrin/radixin/moesin domain of the DAL-1/Protein 4.1B tumour suppressor interacts with 14-3-3 proteins.,10.1042/BJ20020060,The Biochemical journal,2002,pubmed,bench
PMID:11950659,Reassessment of sphenoid dysplasia associated with neurofibromatosis type 1.,,AJNR. American journal of neuroradiology,2002,pubmed,bench
PMID:11937955,[Blue-red macules and pseudoatrophic macules in neurofibromatosis 1].,,Annales de dermatologie et de venereologie,2002,pubmed,bench
PMID:11906692,Molecular neurobiology of human cognition.,10.1016/s0896-6273(02)00634-7,Neuron,2002,pubmed,bench
PMID:11896214,NF1 tumor suppressor mRNA is targeted to the cell-cell contact zone in Ca(2+)-induced keratinocyte differentiation.,10.1038/labinvest.3780429,Laboratory investigation; a journal of technical methods and pathology,2002,pubmed,bench
PMID:11809806,"The neurofibromatosis type 2 gene product, merlin, reverses the F-actin cytoskeletal defects in primary human Schwannoma cells.",10.1128/MCB.22.4.1150-1157.2002,Molecular and cellular biology,2002,pubmed,bench
PMID:11784085,Allele-specific non-CpG methylation of the Nf1 gene during early mouse development.,10.1006/dbio.2001.0504,Developmental biology,2001,pubmed,bench
PMID:11756419,Structural basis for neurofibromatosis type 2. Crystal structure of the merlin FERM domain.,10.1074/jbc.M109979200,The Journal of biological chemistry,2002,pubmed,bench
PMID:11733333,Optic pathway glioma: correlation of imaging findings with the presence of neurofibromatosis.,,AJNR. American journal of neuroradiology,2001,pubmed,bench
PMID:11727199,"C-->U editing of neurofibromatosis 1 mRNA occurs in tumors that express both the type II transcript and apobec-1, the catalytic subunit of the apolipoprotein B mRNA-editing enzyme.",10.1086/337952,American journal of human genetics,2002,pubmed,bench
PMID:11719502,p21-activated kinase links Rac/Cdc42 signaling to merlin.,10.1074/jbc.C100553200,The Journal of biological chemistry,2002,pubmed,bench
PMID:11703924,"The Nf2 tumor suppressor, merlin, functions in Rac-dependent signaling.",10.1016/s1534-5807(01)00009-0,Developmental cell,2001,pubmed,bench
PMID:11593241,Single flap fronto-temporo-orbito-zygomatic craniotomy for skull base lesions.,,Neurology India,2001,pubmed,bench
PMID:11560899,"The protein 4.1, ezrin, radixin, moesin (FERM) domain of Drosophila Coracle, a cytoplasmic component of the septate junction, provides functions essential for embryonic development and imaginal cell proliferation.",10.1093/genetics/159.1.219,Genetics,2001,pubmed,bench
PMID:11544276,Quantitative effects of Nf1 inactivation on in vivo hematopoiesis.,10.1172/JCI12758,The Journal of clinical investigation,2001,pubmed,bench
PMID:11535133,Binding of the merlin-I product of the neurofibromatosis type 2 tumour suppressor gene to a novel site in beta-fodrin is regulated by association between merlin domains.,10.1042/0264-6021:3580727,The Biochemical journal,2001,pubmed,bench
PMID:11533205,Retroviral integration at the Epi1 locus cooperates with Nf1 gene loss in the progression to acute myeloid leukemia.,10.1128/JVI.75.19.9427-9434.2001,Journal of virology,2001,pubmed,bench
PMID:11517334,Control of Drosophila perineurial glial growth by interacting neurotransmitter-mediated signaling pathways.,10.1073/pnas.191107698,Proceedings of the National Academy of Sciences of the United States of America,2001,pubmed,bench
PMID:11493376,S100A6 preferentially labels type C nevus cells and nevic corpuscles: additional support for Schwannian differentiation of intradermal nevi.,10.1034/j.1600-0560.2001.028008393.x,Journal of cutaneous pathology,2001,pubmed,bench
PMID:11438454,NF1 deletions in S-100 protein-positive and negative cells of sporadic and neurofibromatosis 1 (NF1)-associated plexiform neurofibromas and malignant peripheral nerve sheath tumors.,10.1016/S0002-9440(10)61673-2,The American journal of pathology,2001,pubmed,bench
PMID:11435472,"Hyperactivation of p21(ras) and the hematopoietic-specific Rho GTPase, Rac2, cooperate to alter the proliferation of neurofibromin-deficient mast cells in vivo and in vitro.",10.1084/jem.194.1.57,The Journal of experimental medicine,2001,pubmed,bench
PMID:11433044,Quantification of splice variants using real-time PCR.,10.1093/nar/29.13.e68,Nucleic acids research,2001,pubmed,bench
PMID:11432873,Schwannomin isoform-1 interacts with syntenin via PDZ domains.,10.1074/jbc.M105792200,The Journal of biological chemistry,2001,pubmed,bench
PMID:11404331,A systematic screen for dominant second-site modifiers of Merlin/NF2 phenotypes reveals an interaction with blistered/DSRF and scribbler.,10.1093/genetics/158.2.667,Genetics,2001,pubmed,bench
PMID:11380622,Identification of the cis-acting region in the NF2 gene promoter as a potential target for mutation and methylation-dependent silencing in schwannoma.,10.1046/j.1365-2443.2001.00432.x,Genes to cells : devoted to molecular & cellular mechanisms,2001,pubmed,bench
PMID:11368764,"The neurofibromatosis 2 protein product merlin selectively binds F-actin but not G-actin, and stabilizes the filaments through a lateral association.",10.1042/0264-6021:3560377,The Biochemical journal,2001,pubmed,bench
PMID:11356864,Bipartite interaction between neurofibromatosis type I protein (neurofibromin) and syndecan transmembrane heparan sulfate proteoglycans.,10.1523/JNEUROSCI.21-11-03764.2001,The Journal of neuroscience : the official journal of the Society for Neuroscience,2001,pubmed,bench
PMID:11159187,Tumorigenic properties of neurofibromin-deficient neurofibroma Schwann cells.,10.1016/S0002-9440(10)63992-2,The American journal of pathology,2001,pubmed,bench
PMID:11110599,Malignancy in neurofibromatosis type 1.,10.1634/theoncologist.5-6-477,The oncologist,2000,pubmed,bench
PMID:11106646,Hierarchy of merlin and ezrin N- and C-terminal domain interactions in homo- and heterotypic associations and their relationship to binding of scaffolding proteins EBP50 and E3KARP.,10.1074/jbc.M006708200,The Journal of biological chemistry,2001,pubmed,bench
PMID:11080503,Neurofibromin GTPase-activating protein-related domains restore normal growth in Nf1-/- cells.,10.1074/jbc.M009202200,The Journal of biological chemistry,2001,pubmed,bench
PMID:10978227,An isochore transition in the NF1 gene region coincides with a switch in the extent of linkage disequilibrium.,10.1086/303085,American journal of human genetics,2000,pubmed,bench
PMID:10940926,"Mast cells migrate, but do not degranulate, in response to fractalkine, a membrane-bound chemokine expressed constitutively in diverse cells of the skin.",10.1002/1521-4141(2000)30:8<2355::AID-IMMU2355>3.0.CO;2-#,European journal of immunology,2000,pubmed,bench
PMID:10900196,Single cell Ras-GTP analysis reveals altered Ras activity in a subpopulation of neurofibroma Schwann cells but not fibroblasts.,10.1074/jbc.M001702200,The Journal of biological chemistry,2000,pubmed,bench
PMID:10887156,Conditional biallelic Nf2 mutation in the mouse promotes manifestations of human neurofibromatosis type 2.,,Genes & development,2000,pubmed,bench
PMID:10844550,The neurofibromatosis type 1 (Nf1) tumor suppressor is a modifier of carcinogen-induced pigmentation and papilloma formation in C57BL/6 mice.,10.1046/j.1523-1747.2000.00994.x,The Journal of investigative dermatology,2000,pubmed,bench
PMID:10712203,Functional analysis of the neurofibromatosis type 2 protein by means of disease-causing point mutations.,10.1086/302812,American journal of human genetics,2000,pubmed,bench
PMID:10712197,Minor lesion mutational spectrum of the entire NF1 gene does not explain its high mutability but points to a functional domain upstream of the GAP-related domain.,10.1086/302809,American journal of human genetics,2000,pubmed,bench
PMID:10678181,Nf1 and Gmcsf interact in myeloid leukemogenesis.,10.1016/s1097-2765(00)80415-3,Molecular cell,2000,pubmed,bench
PMID:10705390,A unique method for mutation analysis of tumor suppressor genes in colorectal carcinomas using a crypt isolation technique.,10.5858/2000-124-0382-AUMFMA,Archives of pathology & laboratory medicine,2000,pubmed,bench
PMID:10684924,Cold shock induces the insertion of a cryptic exon in the neurofibromatosis type 1 (NF1) mRNA.,10.1093/nar/28.6.1307,Nucleic acids research,2000,pubmed,bench
