publicationId,doi,pmid,publicationTitle,abstract,journal,publicationDate,authors
PUB18483311,10.1158/1535-7163.MCT-07-2335,PMID:18483311,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,"Malignant peripheral nerve sheath tumors (MPNST) are chemoresistant sarcomas with poor 5-year survival that arise in patients with neurofibromatosis type 1 (NF1) or sporadically. We tested three drugs for single and combinatorial effects on collected MPNST cell lines and in MPNST xenografts. The mammalian target of rapamycin complex 1 inhibitor RAD001 (Everolimus) decreased growth 19% to 60% after 4 days of treatment in NF1 and sporadic-derived MPNST cell lines. Treatment of subcutaneous sporadic MPNST cell xenografts with RAD001 significantly, but transiently, delayed tumor growth, and decreased vessel permeability within xenografts. RAD001 combined with the epidermal growth factor receptor tyrosine kinase inhibitor erlotinib caused additional inhibitory effects on growth and apoptosis in vitro, and a small but significant additional inhibitory effect on MPNST growth in vivo that were larger than the effects of RAD001 with doxorubicin. RAD001 plus erlotinib, in vitro and in vivo, reduced phosphorylation of AKT and total AKT levels, possibly accounting for their additive effect. The results support the consideration of RAD001 therapy in NF1 patient and sporadic MPNST. The preclinical tests described allow rapid screening strata for drugs that block MPNST growth, prior to tests in more complex models, and should be useful to identify drugs that synergize with RAD001.",Molecular cancer therapeutics,2008-05,Gunnar Johansson; Yonatan Y Mahller; Margaret H Collins; Mi-Ok Kim; Takahiro Nobukuni; John Perentesis; Timothy P Cripe; Heidi A Lane; Sara C Kozma; George Thomas; Nancy Ratner
PUB18636037,10.1097/MAO.0b013e31817f7398,PMID:18636037,The ErbB inhibitors trastuzumab and erlotinib inhibit growth of vestibular schwannoma xenografts in nude mice: a preliminary study.,"OBJECTIVE: To analyze the ability of ErbB inhibitors to reduce the growth of vestibular schwannoma (VS) xenografts. METHODS: Vestibular schwannoma xenografts were established in the interscapular fat pad in nude mice for 4 weeks. Initially, a small cohort of animals was treated with the ErbB2 inhibitor trastuzumab or saline for 2 weeks. Animals also received bromodeoxyuridine injections to label proliferating cells. In a longer-term experiment, animals were randomized to receive trastuzumab, erlotinib (an ErbB kinase inhibitor), or placebo for 12 weeks. Tumor growth was monitored by magnetic resonance imaging during the treatment period. Cell death was analyzed by terminal deoxynucleotidyl transferase-mediated dUTP-biotin end labeling of fragmented DNA. RESULTS: Tumors can be distinguished with T2-weighted magnetic resonance imaging sequences. Trastuzumab significantly reduced the proliferation of VS cells compared with control (p < 0.01) as analyzed by bromodeoxyuridine uptake. Control tumors demonstrated slight growth during the 12-week treatment period. Both trastuzumab and erlotinib significantly reduced the growth of VS xenografts (p < 0.05). Erlotinib, but not trastuzumab, resulted in a significant increase in the percentage of terminal deoxynucleotidyl transferase-mediated dUTP-biotin end labeling of fragmented DNA-positive VS cells (p < 0.01). CONCLUSION: In this preliminary study, the ErbB inhibitors trastuzumab and erlotinib decreased growth of VS xenografts in nude mice, raising the possibility of using ErbB inhibitors in the management of patients with schwannomas, particularly those with neurofibromatosis Type 2.","Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2008-09,J Jason Clark; Matthew Provenzano; Henry R Diggelmann; Ningyong Xu; Skylar S Hansen; Marlan R Hansen
PUB18671844,10.1186/1741-7015-6-21,PMID:18671844,Modelling neurofibromatosis type 1 tibial dysplasia and its treatment with lovastatin.,"BACKGROUND: Bowing and/or pseudarthrosis of the tibia is a known severe complication of neurofibromatosis type 1 (NF1). Mice with conditionally inactivated neurofibromin (Nf1) in the developing limbs and cranium (Nf1Prx1) show bowing of the tibia caused by decreased bone mineralisation and increased bone vascularisation. However, in contrast to NF1 patients, spontaneous fractures do not occur in Nf1Prx1 mice probably due to the relatively low mechanical load. We studied bone healing in a cortical bone injury model in Nf1Prx1 mice as a model for NF1-associated bone disease. Taking advantage of this experimental model we explore effects of systemically applied lovastatin, a cholesterol-lowering drug, on the Nf1 deficient bone repair. METHODS: Cortical injury was induced bilaterally in the tuberositas tibiae in Nf1Prx1 mutant mice and littermate controls according to a method described previously. Paraffin as well as methacrylate sections were analysed from each animal. We divided 24 sex-matched mutant mice into a lovastatin-treated and an untreated group. The lovastatin-treated mice received 0.15 mg activated lovastatin by daily gavage. The bone repair process was analysed at three consecutive time points post injury, using histological methods, micro computed tomography measurements and in situ hybridisation. At each experimental time point, three lovastatin-treated mutant mice, three untreated mutant mice and three untreated control mice were analysed. The animal group humanely killed on day 14 post injury was expanded to six treated and six untreated mutant mice as well as six control mice. RESULTS: Bone injury repair is a complex process, which requires the concerted effort of numerous cell types. It is initiated by an inflammatory response, which stimulates fibroblasts from the surrounding connective tissue to proliferate and fill in the injury site with a provisional extracellular matrix. In parallel, mesenchymal progenitor cells from the periost are recruited into the injury site to become osteoblasts. In Nf1Prx1 mice bone repair is delayed and characterised by the excessive formation and the persistence of fibro-cartilaginous tissue and impaired extracellular matrix mineralisation. Correspondingly, expression of Runx2 is downregulated. High-dose systemic lovastatin treatment restores Runx2 expression and accelerates new bone formation, thus improving cortical bone repair in Nf1Prx1 tibia. The bone anabolic effects correlate with a reduction of the mitogen activated protein kinase pathway hyper-activation in Nf1-deficient cells. CONCLUSION: Our data suggest the potential usefulness of lovastatin, a drug approved by the US Food and Drug Administration in 1987 for the treatment of hypercholesteraemia, in the treatment of Nf1-related fracture healing abnormalities. The experimental model presented here constitutes a valuable tool for the pre-clinical stage testing of candidate drugs, targeting Nf1-associated bone dysplasia.",BMC medicine,2008-07-31,Mateusz Kolanczyk; Jirko Kühnisch; Nadine Kossler; Monika Osswald; Sabine Stumpp; Boris Thurisch; Uwe Kornak; Stefan Mundlos
PUB18927496,10.4161/cbt.7.12.6942,PMID:18927496,Suppression of proliferation of two independent NF1 malignant peripheral nerve sheath tumor cell lines by the pan-ErbB inhibitor CI-1033.,"Neurofibromatosis Type 1 (NF1) is characterized by the abnormal proliferation of neuroectodermal tissues and the development of certain tumors, particularly neurofibromas, which may progress into malignant peripheral nerve sheath tumors (MPNSTs). Effective pharmacological therapy for the treatment of NF1 tumors is currently unavailable and the prognosis for patients with MPNSTs is poor. Loss of neurofibromin correlates with increased expression of the epidermal growth factor receptor (EGFR) and ErbB2 tyrosine kinases and these kinases have been shown to promote NF1 tumor-associated pathologies in vivo. We show here that while NF1 MPNST cells have higher EGFR expression levels and are more sensitive to EGF when compared to a non-NF1 MPNST cell line, the ability of the EGFR inhibitor gefitinib to selectively inhibit NF1 MPNST cell proliferation is marginal. We also show that NF1 MPNST proliferation correlates with activated ErbB2 and can be suppressed by nanomolar concentrations of the pan-ErbB inhibitor CI-1033 (canertinib). Consequently, targeting both EGFR and ErbB2 may prove an effective strategy for suppressing NF1 MPNST tumor growth in vivo.",Cancer biology & therapy,2008-12,Joshua T Dilworth; Jonathan W Wojtkowiak; Patricia Mathieu; Michael A Tainsky; John J Reiners; Raymond R Mattingly; Chad N Hancock
PUB18931645,10.1097/MAO.0b013e31818b6cea,PMID:18931645,Bioluminescent imaging of intracranial vestibular schwannoma xenografts in NOD/SCID mice.,"HYPOTHESIS: Intracranial vestibular schwannoma xenografts can be successfully established and followed with bioluminescent imaging (BLI). BACKGROUND: Transgenic and xenograft mouse models of vestibular schwannomas have been previously reported in the literature. However, none of these models replicate the intracranial location of these tumors to reflect the human disease. Additionally, traditional imaging methods (magnetic resonance imaging, computed tomography) for following tumor engraftment and growth are expensive and time consuming. BLI has been successfully used to longitudinally follow tumor treatment responses in a noninvasive manner. BLI's lower cost and labor demands make this a more feasible approach for tumor monitoring in studies involving large numbers of mice. METHODS: Patient excised vestibular schwannomas were cultured and transduced with firefly luciferase expressing lentivirus. One million cells were stereotactically injected into the right caudate nucleus of 21 nonobese diabetic/severe combined immunodeficient mice. Schwannoma engraftment and growth was prospectively followed for 30 weeks after injection with BLI. After animal sacrifice, the presence of human tumor cells was confirmed with fluorescent in situ hybridization. RESULTS: Eight (38%) of 21 mice successfully engrafted the schwannoma cells. All of these mice were generated from 4 (67%) of the 6 patient excised tumors. These 8 mice could be differentiated from the nonengrafted mice at 21 weeks. The engrafted group emitted BLI of greater than 100,000 photons/s (range, 142,478-3,106,300 photons/s; average, 618,740 photons/s), whereas the nonengrafted group were all under 100,000 photons/s (range, 0-76,010 photons/s; average, 10,737 photons/s) (p < 0.001). Fluorescent in situ hybridization analysis confirmed the presence of viable human schwannoma cells in much greater numbers in those mice with stable or growing tumors compared with those whose tumors regressed. CONCLUSION: We have successfully established an intracranial schwannoma xenograft model that can be followed with noninvasive BLI. We hope to use this model for in vivo testing of schwannoma tumor therapies.","Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2009-01,Brian A Neff; Stephen G Voss; Cory Allen; Mark A Schroeder; Colin L W Driscoll; Michael J Link; Evanthia Galanis; Jann N Sarkaria
PUB18974932,10.1007/s11060-008-9721-3,PMID:18974932,A role for the p53 pathway in the pathology of meningiomas with NF2 loss.,"The neurofibromatosis 2 locus (NF2) is inactivated through mutation and loss of heterozygosity (LOH) in 40-65% of all sporadic meningiomas, while the role of the p53 tumor suppression pathway in meningioma initiation and progression is still unclear. This study aims to determine if a p53 codon 72 arginine-to-proline polymorphism, found to be correlated with cancer development and cancer patient survival in other tumors, is associated with sporadic meningioma initiation or progression. We investigated Pro72 incidence in a cohort of 92 sporadic meningiomas and analyzed its association with histological grade (WHO classification) and with NF2 LOH (determined using polymorphic microsatellite markers on 22q). The Pro72 allele was not found to be selected for in the cohort. However, in the subgroup of meningiomas with NF2 LOH and carrying Pro72, 50.0% had high grade tumors (WHO grades II and III) compared to only 14.3% of those without NF2 LOH (OR = 6.0, CI = 1.56-23.11, P = 0.012). The significant association occurred only when considering subgroups of meningiomas with or without NF2 LOH, suggesting that not including NF2 status when analyzing study cohorts may explain the variability seen in the literature where all meningiomas were grouped together. Our data suggests a role for the p53 pathway in the progression of meningiomas in which NF2 is inactivated, and highlights the importance of accounting for NF2 LOH in future studies of meningiomas and the p53 pathway.",Journal of neuro-oncology,2009-02,ZeNan Chang; Chin-Lin Guo; Iris Ahronowitz; Anat O Stemmer-Rachamimov; Mia MacCollin; Fabio P Nunes
PUB18984156,10.1016/j.cell.2008.08.041,PMID:18984156,Nf1-dependent tumors require a microenvironment containing Nf1+/-- and c-kit-dependent bone marrow.,"Interactions between tumorigenic cells and their surrounding microenvironment are critical for tumor progression yet remain incompletely understood. Germline mutations in the NF1 tumor suppressor gene cause neurofibromatosis type 1 (NF1), a common genetic disorder characterized by complex tumors called neurofibromas. Genetic studies indicate that biallelic loss of Nf1 is required in the tumorigenic cell of origin in the embryonic Schwann cell lineage. However, in the physiologic state, Schwann cell loss of heterozygosity is not sufficient for neurofibroma formation and Nf1 haploinsufficiency in at least one additional nonneoplastic lineage is required for tumor progression. Here, we establish that Nf1 heterozygosity of bone marrow-derived cells in the tumor microenvironment is sufficient to allow neurofibroma progression in the context of Schwann cell Nf1 deficiency. Further, genetic or pharmacologic attenuation of c-kit signaling in Nf1+/- hematopoietic cells diminishes neurofibroma initiation and progression. Finally, these studies implicate mast cells as critical mediators of tumor initiation.",Cell,2008-10-31,Feng-Chun Yang; David A Ingram; Shi Chen; Yuan Zhu; Jin Yuan; Xiaohong Li; Xianlin Yang; Scott Knowles; Whitney Horn; Yan Li; Shaobo Zhang; Yanzhu Yang; Saeed T Vakili; Menggang Yu; Dennis Burns; Kent Robertson; Gary Hutchins; Luis F Parada; D Wade Clapp
PUB19041782,10.1016/j.stem.2008.10.003,PMID:19041782,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,"Defining growth factor requirements for progenitors facilitates their characterization and amplification. We characterize a peripheral nervous system embryonic dorsal root ganglion progenitor population using in vitro clonal sphere-formation assays. Cells differentiate into glial cells, smooth muscle/fibroblast (SM/Fb)-like cells, and neurons. Genetic and pharmacologic tools revealed that sphere formation requires signaling from the EGFR tyrosine kinase. Nf1 loss of function amplifies this progenitor pool, which becomes hypersensitive to growth factors and confers tumorigenesis. DhhCre;Nf1(fl/fl) mouse neurofibromas contain a progenitor population with similar growth requirements, potential, and marker expression. In humans, NF1 mutation predisposes to benign neurofibromas, incurable peripheral nerve tumors. Prospective identification of human EGFR(+);P75(+) neurofibroma cells enriched EGF-dependent sphere-forming cells. Neurofibroma spheres contain glial-like progenitors that differentiate into neurons and SM/Fb-like cells in vitro and form benign neurofibroma-like lesions in nude mice. We suggest that expansion of an EGFR-expressing early glial progenitor contributes to neurofibroma formation.",Cell stem cell,2008-12-04,Jon P Williams; Jianqiang Wu; Gunnar Johansson; Tilat A Rizvi; Shyra C Miller; Hartmut Geiger; Punam Malik; Wenling Li; Yoh-suke Mukouyama; Jose A Cancelas; Nancy Ratner
PUB19144871,10.3181/0809-RM-275,PMID:19144871,Identification of erythrocyte p55/MPP1 as a binding partner of NF2 tumor suppressor protein/Merlin.,"Neurofibromatosis type 2 is an inherited disorder characterized by the development of benign and malignant tumors on the auditory nerves and central nervous system with symptoms including hearing loss, poor balance, skin lesions, and cataracts. Here, we report a novel protein-protein interaction between NF2 protein (merlin or schwannomin) and erythrocyte p55, also designated as MPP1. The p55 is a conserved scaffolding protein with postulated functions in cell shape, hair cell development, and neural patterning of the retina. The FERM domain of NF2 protein binds directly to p55, and surface plasmon resonance analysis indicates a specific interaction with a kD value of 3.7 nM. We developed a specific monoclonal antibody against human erythrocyte p55, and found that both p55 and NF2 proteins are colocalized in the non-myelin-forming Schwann cells. This finding suggests that the p55-NF2 protein interaction may play a functional role in the regulation of apico-basal polarity and tumor suppression pathways in non-erythroid cells.","Experimental biology and medicine (Maywood, N.J.)",2009-03,Pil-Soo Seo; Brendan J Quinn; Anwar A Khan; Lixiao Zeng; Christos G Takoudis; Toshihiko Hanada; Annalisa Bolis; Alessandra Bolino; Athar H Chishti
PUB19191334,10.1002/glia.20845,PMID:19191334,Microarray analyses reveal regional astrocyte heterogeneity with implications for neurofibromatosis type 1 (NF1)-regulated glial proliferation.,"Numerous studies have suggested that astrocytes in the central nervous system (CNS) exhibit molecular and functional heterogeneity. In this regard, astroglia from different CNS locations express distinct immune system, and neurotransmitter proteins, have varying levels of gap junction coupling and respond differently to injury. However, the relevance of these differences to human disease is unclear. As brain tumors in children arise in specific CNS locations, we hypothesized that regional astroglial cell heterogeneity might partly underlie the propensity for gliomas to arise in these areas. In this study, we performed high-density RNA microarray profiling on astrocytes from postnatal day 1 optic nerve, cerebellum, brainstem, and neocortex. We showed that astroglia from each region are molecularly distinct, and we were able to develop gene expression patterns that distinguish astroglia, but not neural stem cells, from these different brain regions. We next used these microarray data to determine whether brain tumor suppressor genes were differentially expressed in these distinct populations of astroglia. Interestingly, neurofibromatosis type 1 (NF1) gene expression was decreased at both the RNA and protein levels in neocortical astroglia relative to astroglia from the other brain regions. To determine the functional significance of this finding, we found increased astroglial cell proliferation in optic nerve, brainstem, and cerebellum, but not neocortex, following Nf1 inactivation in vitro and in vivo. These findings provide molecular evidence for CNS astroglial cell heterogeneity, and suggest that differences in tumor suppressor gene expression might contribute to the regional localization of human brain tumors.",Glia,2009-08-15,Tu-Hsueh Yeh; Da Yong Lee; Scott M Gianino; David H Gutmann
PUB19306381,10.1002/glia.20866,PMID:19306381,Neuregulin-1 beta and neuregulin-1 alpha differentially affect the migration and invasion of malignant peripheral nerve sheath tumor cells.,"Malignant peripheral nerve sheath tumors (MPNSTs) are the most common malignancy associated with neurofibromatosis Type 1 (NF1). These Schwann cell lineage-derived sarcomas aggressively invade adjacent nerve and soft tissue, frequently precluding surgical resection. Little is known regarding the mechanisms underlying this invasive behavior. We have shown that MPNSTs express neuregulin-1 (NRG-1) beta isoforms, which promote Schwann cell migration during development, and NRG-1 alpha isoforms, whose effects on Schwann cells are poorly understood. Hypothesizing that NRG-1 beta and/or NRG-1 alpha promote MPNST invasion, we found that NRG-1 beta promoted MPNST migration in a substrate-specific manner, markedly enhancing migration on laminin but not on collagen type I or fibronectin. The NRG-1 receptors erbB3 and erbB4 were present in MPNST invadopodia (processes mediating invasion), partially colocalized with focal adhesion kinase and the laminin receptor beta(1)-integrin and coimmunoprecipitated with beta(1)-integrin. NRG-1 beta stimulated human and murine MPNST cell migration and invasion in a concentration-dependent manner in three-dimensional migration assays, acting as a chemotactic factor. Both baseline and NRG-1 beta-induced migration were erbB-dependent and required the action of MEK 1/2, SAPK/JNK, PI-3 kinase, Src family kinases and ROCK-I/II. In contrast, NRG-1 alpha had no effect on the migration and invasion of some MPNST lines and inhibited the migration of others. While NRG-1 beta potently and persistently activated Erk 1/2, SAPK/JNK, Akt and Src family kinases, NRG-1 alpha did not activate Akt and activated these other kinases with kinetics distinct from those evident in NRG-1 beta-stimulated cells. These findings suggest that NRG-1 beta enhances MPNST migration and that NRG-1 beta and NRG-1 alpha differentially modulate this process.",Glia,2009-11-01,Jenell M Eckert; Stephanie J Byer; Buffie J Clodfelder-Miller; Steven L Carroll
PUB19427294,10.1016/j.stem.2009.03.017,PMID:19427294,Cell of origin and microenvironment contribution for NF1-associated dermal neurofibromas.,"The tumor predisposition disorder neurofibromatosis type I (NF1) is one of the most common genetic disorders of the nervous system. It is caused by mutations in the Nf1 tumor-suppressor gene, which encodes a GTPase-activating protein (GAP) that negatively regulates p21-RAS. Development of malignant nerve tumors and neurofibromas occurs frequently in NF1. However, little is known about the molecular mechanisms mediating the initiation and progression of these complex tumors, or the identity of the specific cell type that gives rise to dermal or cutaneous neurofibromas. In this study, we identify a population of stem/progenitor cells residing in the dermis termed skin-derived precursors (SKPs) that, through loss of Nf1, form neurofibromas. We propose that SKPs, or their derivatives, are the cell of origin of dermal neurofibroma. We also provide evidence that additional signals from nonneoplastic cells in the tumor microenvironment play essential roles in neurofibromagenesis.",Cell stem cell,2009-05-08,Lu Q Le; Tracey Shipman; Dennis K Burns; Luis F Parada
PUB20049725,10.1002/emmm.200900027,PMID:20049725,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,"Understanding the biological pathways critical for common neurofibromatosis type 1 (NF1) peripheral nerve tumours is essential, as there is a lack of tumour biomarkers, prognostic factors and therapeutics. We used gene expression profiling to define transcriptional changes between primary normal Schwann cells (n = 10), NF1-derived primary benign neurofibroma Schwann cells (NFSCs) (n = 22), malignant peripheral nerve sheath tumour (MPNST) cell lines (n = 13), benign neurofibromas (NF) (n = 26) and MPNST (n = 6). Dermal and plexiform NFs were indistinguishable. A prominent theme in the analysis was aberrant differentiation. NFs repressed gene programs normally active in Schwann cell precursors and immature Schwann cells. MPNST signatures strongly differed; genes up-regulated in sarcomas were significantly enriched for genes activated in neural crest cells. We validated the differential expression of 82 genes including the neural crest transcription factor SOX9 and SOX9 predicted targets. SOX9 immunoreactivity was robust in NF and MPSNT tissue sections and targeting SOX9 - strongly expressed in NF1-related tumours - caused MPNST cell death. SOX9 is a biomarker of NF and MPNST, and possibly a therapeutic target in NF1.",EMBO molecular medicine,2009-07,Shyra J Miller; Walter J Jessen; Tapan Mehta; Atira Hardiman; Emily Sites; Sergio Kaiser; Anil G Jegga; Hua Li; Meena Upadhyaya; Marco Giovannini; David Muir; Margaret R Wallace; Eva Lopez; Eduard Serra; G Petur Nielsen; Conxi Lazaro; Anat Stemmer-Rachamimov; Grier Page; Bruce J Aronow; Nancy Ratner
PUB20195187,10.1097/MAO.0b013e3181d2777f,PMID:20195187,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,"HYPOTHESIS: To investigate the early events in molecular progression toward schwannoma tumorigenesis, we developed an in vitro model of human Schwann cell tumorigenesis by merlin knockdown. BACKGROUND: Neurofibromatosis 2 (NF2)-related and sporadic vestibular schwannoma (VS) exhibit loss of functional merlin (schwannomin). After loss of merlin expression in the Schwann cell, the initial steps toward VS tumorigenesis are unknown. Merlin, a putative tumor suppressor protein, interacts with many cellular proteins, regulating their function. Among these are receptor tyrosine kinases, including the epidermal growth factor receptor family B (ErbB) family receptors epidermal growth factor receptor and ErbB2. Functional merlin interacts with and internalizes these growth factor receptors, silencing their proliferation and survival signaling. Deregulation of CD44, the cell adhesion/signaling molecule and cancer stem cell marker, has also been implicated in VS tumorigenesis. METHODS: Merlin knockdown was performed using small interfering RNA transfection into human Schwann cell primary cultures. Knockdown was confirmed by real-time quantitative PCR, immunofluorescence, and Western analysis. Expression profiles of ErbB, merlin, and the stem cell markers nestin and CD44 were examined in knockdowns. Proliferation rate was assessed with bromodeoxyuridine incorporation, and radiation sensitivity was assessed using the Annexin assay in knockdowns versus controls. RESULTS: Merlin knockdowns demonstrated increased proliferation rate, upregulation of epidermal growth factor receptor, ErbB2, and ErbB3, CD44, and nestin. Short-term merlin depletion had no effect on gamma irradiation sensitivity compared with controls. CONCLUSION: Merlin depletion results in deregulation of ErbB receptor signaling, promotes a dedifferentiated state, and increases Schwann cell proliferation, suggesting critical steps toward schwannoma tumorigenesis.","Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2010-04,Zana Ahmad; Carrie Maiorana Brown; Andrew K Patel; Allen F Ryan; Rutherford Ongkeko; Joni K Doherty
PUB20200958,10.1002/jbmr.42,PMID:20200958,Local low-dose lovastatin delivery improves the bone-healing defect caused by Nf1 loss of function in osteoblasts.,"Postfracture tibial nonunion (pseudoarthrosis) leads to lifelong disability in patients with neurofibromatosis type I (NF1), a disorder caused by mutations in the NF1 gene. To determine the contribution of NF1 in bone healing, we assessed bone healing in the Nf1(ob) (-/-) conditional mouse model lacking Nf1 specifically in osteoblasts. A closed distal tibia fracture protocol and a longitudinal study design were used. During the 21- to 28-day postfracture period, callus volume, as expected, decreased in wild-type but not in Nf1(ob) (-/-) mice, suggesting delayed healing. At these two time points, bone volume (BV/TV) and volumetric bone mineral density (vBMD) measured by 3D micro-computed tomography were decreased in Nf1(ob) (-/-) callus-bridging cortices and trabecular compartments compared with wild-type controls. Histomorphometric analyses revealed the presence of cartilaginous remnants, a high amount of osteoid, and increased osteoclast surfaces in Nf1(ob) (-/-) calluses 21 days after fracture, which was accompanied by increased expression of osteopontin, Rankl, and Tgfbeta. Callus strength measured by three-point bending 28 days after fracture was reduced in Nf1(ob) (-/-) versus wild-type calluses. Importantly, from a clinical point of view, this defect of callus maturation and strength could be ameliorated by local delivery of low-dose lovastatin microparticles, which successfully decreased osteoid volume and cartilaginous remnant number and increased callus BV/TV and strength in mutant mice. These results thus indicate that the dysfunctions caused by loss of Nf1 in osteoblasts impair callus maturation and weaken callus mechanical properties and suggest that local delivery of low-dose lovastatin may improve bone healing in NF1 patients.",Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2010-07,Weixi Wang; Jeffry S Nyman; Heather E Moss; Gloria Gutierrez; Gregory R Mundy; Xiangli Yang; Florent Elefteriou
