pmid,title,verdict,reasoning
PMID:37147639,The oncogenic role of NF1 in gallbladder cancer through regulation of YAP1 stability by direct interaction with YAP1.,EXCLUDE,No specific research tool mentioned
PMID:37164978,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities.,INCLUDE,Multiplatform molecular profiling tool
PMID:37186028,Analysis of 200 unrelated individuals with a constitutional NF1 deep intronic pathogenic variant reveals that variants flanking the alternatively spliced NF1 exon 31 [23a] cause a classical neurofibromatosis type 1 phenotype while altering predominantly NF1 isoform type II.,EXCLUDE,No specific research tool mentioned
PMID:37217626,New insights into the molecular basis of spinal neurofibromatosis type 1.,EXCLUDE,No specific research tool mentioned
PMID:37217995,The genetic landscape and possible therapeutics of neurofibromatosis type 2.,EXCLUDE,No specific research tool mentioned
PMID:37245145,"RAS Signaling Gone Awry in the Skin: The Complex Role of RAS in Cutaneous Neurofibroma Pathogenesis, Emerging Biological Insights.",EXCLUDE,No specific research tool mentioned
PMID:37246765,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,INCLUDE,Ex vivo and in vivo MPNST model
PMID:37276689,Health-related quality of life of children with neurofibromatosis type 1: Analysis of proxy-rated PedsQL and CHQ questionnaires.,INCLUDE,"Clinical assessment tools (PedsQL, CHQ)"
PMID:37301319,Distinct Transcriptional Profiles in the Different Phenotypes of Neurofibroma from the Same Subject with Neurofibromatosis 1.,EXCLUDE,No specific research tool mentioned
PMID:37330719,Existing and Developing Preclinical Models for Neurofibromatosis Type 1-Related Cutaneous Neurofibromas.,INCLUDE,Preclinical model development
PMID:37353850,Burden of adult neurofibromatosis 1 questionnaire: translation and psychometric properties of the Persian version.,INCLUDE,Clinical assessment tool (Burden of NF1 questionnaire)
PMID:37378983,Effect of Mind-Body Skills Training on Quality of Life for Geographically Diverse Adults With Neurofibromatosis: A Fully Remote Randomized Clinical Trial.,INCLUDE,Mind-Body Skills Training assessment tool
PMID:37382486,A new era for myelin research in Neurofibromatosis type 1.,EXCLUDE,No specific research tool mentioned
PMID:37406085,Combined CDK4/6 and ERK1/2 Inhibition Enhances Antitumor Activity in NF1-Associated Plexiform Neurofibroma.,EXCLUDE,No specific research tool mentioned
PMID:37435433,Neurofibromatosis-1 Gene Mutational Profiles Differ Between Syndromic Disease and Sporadic Cancers.,EXCLUDE,No specific research tool mentioned
PMID:37440099,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,INCLUDE,Virtual mind-body program assessment tool
PMID:37446790,Icariin Promotes Osteogenic Differentiation in a Cell Model with NF1 Gene Knockout by Activating the cAMP/PKA/CREB Pathway.,INCLUDE,Cell model with NF1 gene knockout
PMID:37520682,Combining nonsense mutation suppression therapy with nonsense-mediated decay inhibition in neurofibromatosis type 1.,INCLUDE,Nonsense mutation suppression therapy
PMID:37527526,Cotargeting Phosphoinositide 3-Kinase and Focal Adhesion Kinase Pathways Inhibits Proliferation of NF2 Schwannoma Cells.,EXCLUDE,No specific research tool mentioned
PMID:37608248,Aberrant oscillatory activity in neurofibromatosis type 1: an EEG study of resting state and working memory.,INCLUDE,EEG research tool
PMID:37616542,"Pro-905, a Novel Purine Antimetabolite, Combines with Glutamine Amidotransferase Inhibition to Suppress Growth of Malignant Peripheral Nerve Sheath Tumor.",EXCLUDE,No specific research tool mentioned
PMID:37629179,Drug Repositioning for Refractory Benign Tumors of the Central Nervous System.,EXCLUDE,No specific research tool mentioned
PMID:37659342,Electrically evoked auditory responses: A classification for brainstem implant placement in Neurofibromatosis Type 2.,EXCLUDE,No specific research tool mentioned
PMID:37686402,"FOXM1, MEK, and CDK4/6: New Targets for Malignant Peripheral Nerve Sheath Tumor Therapy.",EXCLUDE,No specific research tool mentioned
PMID:37712888,A common single nucleotide variant in the cytokine receptor-like factor-3 (CRLF3) gene causes neuronal deficits in human and mouse cells.,INCLUDE,Human and mouse cell models
PMID:37760547,Inhibition of Anaplastic Lymphoma Kinase (Alk) as Therapeutic Target to Improve Brain Function in Neurofibromatosis Type 1 (Nf1).,EXCLUDE,No specific research tool mentioned
PMID:37770931,"Integration of single-nuclei RNA-sequencing, spatial transcriptomics and histochemistry defines the complex microenvironment of NF1-associated plexiform neurofibromas.",INCLUDE,Single-nuclei RNA-sequencing and spatial transcriptomics
PMID:37772407,Potential endpoints for assessment of bone health in persons with neurofibromatosis type 1.,EXCLUDE,No specific research tool mentioned
PMID:37817770,Single-cell RNA sequencing of neurofibromas reveals a tumor microenvironment favorable for neural regeneration and immune suppression in a neurofibromatosis type 1 porcine model.,INCLUDE,Single-cell RNA sequencing in porcine model
PMID:37949359,Characterization of Immune Cell Populations of Cutaneous Neurofibromas in Neurofibromatosis 1.,EXCLUDE,No specific research tool mentioned
PMID:37990867,Neurofibromin 1 mutations impair the function of human induced pluripotent stem cell-derived microglia.,INCLUDE,Human iPSC-derived microglia
PMID:38008284,Droplet Digital PCR for Fast and Accurate Characterization of NF1 Locus Deletions: Confirmation of the Predominant Maternal Origin of Type-1 Deletions.,INCLUDE,Droplet Digital PCR tool
PMID:38086379,Econazole selectively induces cell death in NF1-homozygous mutant tumor cells.,EXCLUDE,No specific research tool mentioned
PMID:38115252,Identification of hub genes and drug candidates for NF2-related vestibular schwannoma by bioinformatics tools.,INCLUDE,Bioinformatics tools for gene identification
PMID:38127282,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,INCLUDE,Spatial gene-expression profiling
PMID:38136356,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,INCLUDE,High-throughput drug response cell lines
PMID:38140900,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,INCLUDE,Clinical assessment tool for neurofibroma appearance
PMID:38170419,Development of the PROMIS pediatric stigma and extension to the PROMIS pediatric stigma: skin item banks.,INCLUDE,PROMIS pediatric stigma item banks
PMID:38173515,Development of a semi-automatic segmentation technique based on mean magnetic resonance imaging intensity thresholding for volumetric quantification of plexiform neurofibromas.,INCLUDE,Semi-automatic MRI segmentation technique
PMID:38175707,Unbalancing cAMP and Ras/MAPK pathways as a therapeutic strategy for cutaneous neurofibromas.,EXCLUDE,No specific research tool mentioned
PMID:38187038,Novel combination of imipridones and histone deacetylase inhibitors demonstrate cytotoxic effect through integrated stress response in pediatric solid tumors.,EXCLUDE,No specific research tool mentioned
PMID:38201517,Synergistic Suppression of NF1 Malignant Peripheral Nerve Sheath Tumor Cell Growth in Culture and Orthotopic Xenografts by Combinational Treatment with Statin and Prodrug Farnesyltransferase Inhibitor PAMAM G4 Dendrimers.,INCLUDE,Cell culture and xenograft models
PMID:38203448,FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells.,INCLUDE,Mentions MPNST cell lines
PMID:38216123,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,INCLUDE,Develops NF1 genetic lines (metabolic research)
PMID:38229454,Estrogen-induced glial IL-1β mediates extrinsic retinal ganglion cell vulnerability in murine Nf1 optic glioma.,EXCLUDE,Mechanistic study without specific tool development
PMID:38258905,Schwann cells modulate nociception in neurofibromatosis 1.,EXCLUDE,Physiological mechanism study
PMID:38308315,Brain injury drives optic glioma formation through neuron-glia signaling.,EXCLUDE,Mechanistic neuroscience study
PMID:38321701,Patient-reported measures of tinnitus for individuals with neurofibromatosis type 2-related schwannomatosis: Recommendations for clinical trials.,INCLUDE,Develops patient-reported outcome measure (clinical assessment tool)
PMID:38336988,Simultaneous inhibition of PI3K and PAK in preclinical models of neurofibromatosis type 2-related schwannomatosis.,EXCLUDE,Preclinical pharmacological study
PMID:38339230,Gender-Specific Fine Motor Skill Learning Is Impaired by Myelin-Targeted Neurofibromatosis Type 1 Gene Mutation.,EXCLUDE,Motor skill learning study
PMID:38360927,Neurofibromin 1 controls metabolic balance and Notch-dependent quiescence of murine juvenile myogenic progenitors.,EXCLUDE,Metabolic mechanism study
PMID:38372904,Imaging as an early biomarker to predict sensitivity to everolimus for progressive NF2-related vestibular schwannoma.,EXCLUDE,Imaging biomarker study
PMID:38387803,Development of a vestibular schwannoma tumor slice model for pharmacological testing.,INCLUDE,Develops vestibular schwannoma tumor slice model
PMID:38458648,C5aR plus MEK inhibition durably targets the tumor milieu and reveals tumor cell phagocytosis.,EXCLUDE,Immunological mechanism study
PMID:38463630,Interactions between Ras and Rap signaling pathways during neurodevelopment in health and disease.,EXCLUDE,Signaling pathway review
PMID:38480916,p53 modulates kinase inhibitor resistance and lineage plasticity in NF1-related MPNSTs.,EXCLUDE,Molecular mechanism study
PMID:38481529,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,INCLUDE,Generates NF1 human induced pluripotent stem cell lines (genetic reagent)
PMID:38499890,"The PlexiQoL, a patient-reported outcome measure on quality of life in neurofibromatosis type 1-associated plexiform neurofibroma: translation, cultural adaptation and validation into the Dutch language for the Netherlands.",INCLUDE,Develops patient-reported quality of life tool (clinical assessment tool)
PMID:38502231,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,EXCLUDE,Immunotherapy mechanism study
PMID:38595983,Conditionally replicative adenovirus as a therapy for malignant peripheral nerve sheath tumors.,EXCLUDE,Viral therapy study
PMID:38603731,Raman difference spectroscopy and U-Net convolutional neural network for molecular analysis of cutaneous neurofibroma.,INCLUDE,Develops Raman spectroscopy and U-Net neural network tool
PMID:38607967,NF1 mutation-driven neuronal hyperexcitability sets a threshold for tumorigenesis and therapeutic targeting of murine optic glioma.,EXCLUDE,Neurological mechanism study
PMID:38691597,Effect of NFX-179 MEK inhibitor on cutaneous neurofibromas in persons with neurofibromatosis type 1.,EXCLUDE,Drug effect study
PMID:38714355,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,EXCLUDE,Radiotherapy mechanism study
PMID:38722890,NF-κB1 deficiency promotes macrophage-derived adrenal tumors but decreases neurofibromas in HTLV-I LTR-Tax transgenic mice.,EXCLUDE,Tumor mechanism study
PMID:38783059,Deep learning for dual detection of microsatellite instability and POLE mutations in colorectal cancer histopathology.,EXCLUDE,Deep learning method study
PMID:38811427,Quality of life in individuals with neurofibromatosis type 1 associated cutaneous neurofibromas: validation of the Dutch cNF-Skindex.,INCLUDE,Validates patient quality of life tool (clinical assessment tool)
PMID:38816530,Nf1 mutation disrupts activity-dependent oligodendroglial plasticity and motor learning in mice.,EXCLUDE,Neurological mechanism study
PMID:38828669,PD-L1 regulates tumor proliferation and T-cell function in NF2-associated meningiomas.,EXCLUDE,Immunological mechanism study
PMID:38874808,"Genetic/epigenetic effects in NF1 microdeletion syndrome: beyond the haploinsufficiency, looking at the contribution of not deleted genes.",EXCLUDE,Genetic mechanism study
PMID:38879607,G6PD and ACSL3 are synthetic lethal partners of NF2 in Schwann cells.,EXCLUDE,Metabolic mechanism study
PMID:38895115,Enhanced IL-12 transgene expression improves oncolytic viroimmunotherapy.,EXCLUDE,Viral immunotherapy study
PMID:38900740,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,INCLUDE,Develops NPcis mouse model (animal model)
PMID:38913608,Dietary intervention rescues a bone porosity phenotype in a murine model of Neurofibromatosis Type 1 (NF1).,EXCLUDE,Dietary intervention study
PMID:38924432,MEK-SHP2 inhibition prevents tibial pseudarthrosis caused by ,EXCLUDE,Cellular mechanism study
PMID:38931352,PET Imaging of Neurofibromatosis Type 1 with a Fluorine-18 Labeled Tryptophan Radiotracer.,INCLUDE,Develops PET imaging radiotracer (computational tool)
PMID:38945076,Selective nitration of Hsp90 acts as a metabolic switch promoting tumor cell proliferation.,EXCLUDE,Metabolic mechanism study
PMID:38990917,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,INCLUDE,Develops optical coherence tomography assessment tool
PMID:38995012,The Use of Hexokinase 2-Displacing Peptides as an Anti-Neoplastic Approach for Malignant Peripheral Nerve Sheath Tumors.,EXCLUDE,Peptide therapeutic approach
PMID:39001468,Genotype-Phenotype Correlation in Neurofibromatosis Type 1: Evidence for a Mild Phenotype Associated with Splicing Variants Leading to In-Frame Skipping of ,EXCLUDE,Genetic correlation study
PMID:39016685,Chemical genetic screens reveal defective lysosomal trafficking as synthetic lethal with NF1 loss.,INCLUDE,Develops chemical genetic screening method
PMID:39022906,Expanding the phenotype of neurofibromatosis type 1 microdeletion syndrome.,EXCLUDE,Genetic syndrome characterization
PMID:39023130,Maternal obesogenic diet operates at the tumor cell of origin to increase incidence and decrease latency of neurofibromatosis type 1 optic pathway glioma.,EXCLUDE,Maternal diet mechanism study
PMID:39059735,Longitudinal changes in retinal ganglion cell function in optic pathway glioma evaluated by photopic negative response.,EXCLUDE,Retinal function study
PMID:39061138,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,INCLUDE,Develops 3D plexiform neurofibroma spheroid model
PMID:39083549,Synergistic effect of PAK and Hippo pathway inhibitor combination in NF2-deficient Schwannoma.,EXCLUDE,Pharmacological mechanism study
PMID:39094827,Reduced PTPRS expression promotes epithelial-mesenchymal transition of Schwann cells in NF1-related plexiform neurofibromas.,EXCLUDE,Cellular mechanism study
PMID:39100928,NF1-dependent disruption of the blood-nerve-barrier is improved by blockade of P2RY14.,EXCLUDE,Cellular mechanism study
PMID:39106942,Investigating therapeutic nonsense suppression in a neurofibromatosis mouse model.,INCLUDE,Develops mouse model for nonsense suppression
PMID:39110684,Electrical stimulation of Schwann cells on electrospun hyaluronic acid carbon nanotube fibers.,INCLUDE,Develops Schwann cell electrical stimulation model
PMID:39129390,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,EXCLUDE,Autophagy mechanism study
PMID:39140257,Heterozygosity for loss-of-function variants in LZTR1 is associated with isolated multiple café-au-lait macules.,EXCLUDE,Genetic variant study
PMID:39179860,Targeting MERTK on tumour cells and macrophages: a potential intervention for sporadic and NF2-related meningioma and schwannoma tumours.,EXCLUDE,No specific research tool mentioned
PMID:39193326,Efficient analysis of adverse drug events and toxicological mechanisms of newly marketed drugs by integrating pharmacovigilance and network toxicology: selumetinib as an example.,EXCLUDE,Drug analysis without specific research tool
PMID:39196570,Cutaneous Neurofibromas and Quality of Life in Adults With Neurofibromatosis Type 1.,EXCLUDE,Quality of life study without research tools
PMID:39198186,Quality of life and neurological symptoms in patients with neurofibromatosis type 2: a national database study in Japan.,EXCLUDE,Quality of life database study
PMID:39201967,"Quality of Life in Children with Neurofibromatosis Type 1: Agreement between Parents and Patients, and the Role of Disease Severity and Visibility.",EXCLUDE,Quality of life comparison study
PMID:39210910,Impact of pathogenic variants of the Ras-mitogen-activated protein kinase pathway on major white matter tracts in the human brain.,EXCLUDE,Neuroimaging analysis without novel tool
PMID:39216515,An Atypical Mechanism of SUMOylation of Neurofibromin SecPH Domain Provides New Insights into SUMOylation Site Selection.,EXCLUDE,Protein modification study
PMID:39217323,Unraveling neuronal and metabolic alterations in neurofibromatosis type 1.,EXCLUDE,Neurological review without tools
PMID:39225289,Comparing 3D imaging devices for the measurement of cutaneous neurofibromas in patients with Neurofibromatosis Type 1.,INCLUDE,3D imaging device comparison
PMID:39234078,"Long-term distress throughout one's life: health-related quality of life, economic and caregiver burden of patients with neurofibromatosis type 1 in China.",EXCLUDE,Quality of life survey
PMID:39258154,LZTR1 loss-of-function variants associated with café au lait macules with or without freckling.,EXCLUDE,Genetic variant analysis
PMID:39273214,Interferon-Induced Transmembrane Protein 1 (IFITM1) Is Downregulated in Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors.,EXCLUDE,Molecular biology study
PMID:39321200,Multidimensional Immunotyping of Human NF1-Associated Peripheral Nerve Sheath Tumors Uncovers Tumor-Associated Macrophages as Key Drivers of Immune Evasion in the Tumor Microenvironment.,EXCLUDE,Immunotyping study
PMID:39335500,Cold Atmospheric Plasma Induces Growth Arrest and Apoptosis in Neurofibromatosis Type 1-Associated Peripheral Nerve Sheath Tumor Cells.,EXCLUDE,Experimental treatment study
PMID:39355740,Pigment epithelium derived factor drives melanocyte proliferation and migration in neurofibromatosis café au lait macules.,EXCLUDE,Molecular biology mechanism study
PMID:39373898,Identification of Pathogenic Missense Mutations of NF1 Using Computational Approaches.,INCLUDE,Computational mutation identification approach
PMID:39409151,Proof of Concept for Genome Profiling of the Neurofibroma/Sarcoma Sequence in Neurofibromatosis Type 1.,INCLUDE,Genome profiling technique
PMID:39413183,Stimulator of interferon gene facilitates recruitment of effector CD8 T cells that drive neurofibromatosis type 1 nerve tumor initiation and maintenance.,EXCLUDE,Immunological mechanism study
PMID:39415595,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,INCLUDE,Zebrafish NF model development
PMID:39482412,TSPO deficiency promotes the progression of malignant peripheral sheath tumors by regulating the G2/M phase of the cell cycle via CDK1.,EXCLUDE,Molecular mechanism study
PMID:39488637,TGF-β superfamily-induced transcriptional activation pathways establish the RAD52-dependent ALT machinery during malignant transformation of MPNSTs.,EXCLUDE,Molecular pathway study
PMID:39514826,"ReNeu: A Pivotal, Phase IIb Trial of Mirdametinib in Adults and Children With Symptomatic Neurofibromatosis Type 1-Associated Plexiform Neurofibroma.",EXCLUDE,Clinical trial description
PMID:39518076,Leveraging Neural Crest-Derived Tumors to Identify NF1 Cancer Stem Cell Signatures.,EXCLUDE,Cancer stem cell signature study
PMID:39521772,Automatic construction of Petri net models for computational simulations of molecular interaction network.,EXCLUDE,Generic computational modeling
PMID:39539654,Quality of life of patients with neurofibromatosis 1-Physical disability does not necessarily result in poor mental health.,EXCLUDE,Quality of life study
PMID:39596296,Integrated Transcriptome Profiling and Pan-Cancer Analyses Reveal Oncogenic Networks and Tumor-Immune Modulatory Roles for FABP7 in Brain Cancers.,EXCLUDE,Transcriptome profiling study
PMID:39601046,Role of long non-coding RNAs in neurofibromatosis and Schwannomatosis: pathogenesis and therapeutic potential.,EXCLUDE,Literature review
PMID:39609892,Neurocognitive functioning in adults with neurofibromatosis type 1- a nationwide population-based study.,EXCLUDE,Neurocognitive population study
PMID:39620202,Multiomic analyses reveal new targets of polycomb repressor complex 2 in Schwann lineage cells and malignant peripheral nerve sheath tumors.,INCLUDE,Multiomic analysis tool
PMID:39669605,Next-generation variant exon screening: Moving forward in routine genetic disease investigations.,INCLUDE,Next-generation variant screening technique
PMID:39731295,"Therapeutic effect of novel drug candidate, PRG-N-01, on NF2 syndrome-related tumor.",EXCLUDE,Drug candidate study
PMID:39749698,SUCLG1 promotes aerobic respiration and progression in plexiform neurofibroma.,EXCLUDE,Molecular mechanism study
PMID:39762421,Selumetinib in adults with NF1 and inoperable plexiform neurofibroma: a phase 2 trial.,EXCLUDE,Clinical trial description
PMID:39786423,"Triple Combination of MEK, BET, and CDK Inhibitors Significantly Reduces Human Malignant Peripheral Nerve Sheath Tumors in Mouse Models.",EXCLUDE,Experimental treatment study
PMID:39793045,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors.,EXCLUDE,Experimental treatment study
PMID:39804140,"Loss of NF1 Accelerates Uveal and Intradermal Melanoma Tumorigenesis, and Oncogenic GNAQ Transforms Schwann Cells.",EXCLUDE,Genetic mechanism study
PMID:39824854,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,INCLUDE,1D and 3D volume measurement technique
PMID:39835668,"Selumetinib for children with neurofibromatosis type 1 and plexiform neurofibromas that can't be removed by surgery, and impact on how the condition affects caregivers: a plain language summary.",EXCLUDE,Plain language summary
PMID:39840093,Disproportionate adverse event signals of selumetinib in neurofibromatosis type I: insights from FAERS.,EXCLUDE,Adverse event analysis
PMID:39840811,Allosteric modulation of NF1 GAP: Differential distributions of catalytically competent populations in loss-of-function and gain-of-function mutants.,EXCLUDE,Molecular modeling study
PMID:39841844,WWC proteins-mediated compensatory mechanism restricts schwannomatosis driven by ,EXCLUDE,Molecular mechanism study
PMID:39844170,Internalizing and externalizing symptoms in individuals with neurofibromatosis type 1: a systematic review and meta-analysis.,EXCLUDE,Systematic review
PMID:39845289,Evaluating dimensionality reduction of comorbidities for predictive modeling in individuals with neurofibromatosis type 1.,INCLUDE,Predictive modeling approach
PMID:39857943,UBR5 in Tumor Biology: Exploring Mechanisms of Immune Regulation and Possible Therapeutic Implications in MPNST.,EXCLUDE,Tumor biology study
PMID:39863790,A multicenter study of neurofibromatosis type 1 utilizing deep learning for whole body tumor identification.,INCLUDE,Deep learning whole body tumor identification tool
PMID:39868555,Intestinal Bacteroides drives glioma progression by regulating CD8+ T cell tumor infiltration.,EXCLUDE,Microbiome mechanism study
PMID:39881370,"Spectrophotometric and computational characterization of charge transfer complex of selumetinib with 2,3-dichloro-5,6-dicyano-1,4-benzoquinone and its utilization in developing an innovative green and high throughput microwell assay for analysis of bulk form and pharmaceutical formulation.",INCLUDE,Spectrophotometric and computational characterization technique
PMID:39890807,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,INCLUDE,Global proteomics and mass spectrometry analysis technique
PMID:39921490,NF2 is Essential for Human Endoderm Development.,EXCLUDE,Developmental biology study
PMID:39948669,How does a preference-based generic health-related quality of life measure perform in patients with a rare disease? Measurement properties of the EQ-5D-Y proxy version among underage patients with neurofibromatosis type 1.,EXCLUDE,Quality of life measurement study
PMID:39952425,Sex-dependent variations of retinal function and architecture in a neurofibromatosis type I mouse model with normal vision.,INCLUDE,Sex-dependent mouse model of NF1
PMID:39965929,Neurofibromin Deficiency Alters the Patterning and Prioritization of Motor Behaviors in a State-Dependent Manner.,INCLUDE,NF1 mouse behavioral model
PMID:39966622,The development of an artificial intelligence auto-segmentation tool for 3D volumetric analysis of vestibular schwannomas.,INCLUDE,AI auto-segmentation tool development
PMID:39996452,Cas9 Mouse Model of Skull Base Meningioma Driven by Combinational Gene Inactivation in Meningeal Cells.,INCLUDE,Cas9 mouse model development
PMID:40025578,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,INCLUDE,CAR-T cell therapy tool development
PMID:40191916,"The draft genome of the Wisconsin Miniature SwineTM, a valuable biomedical research tool.",INCLUDE,Genome of research animal model
PMID:40217315,A single-cell atlas of Schwannoma across genetic backgrounds and anatomic locations.,INCLUDE,Single-cell atlas computational tool
PMID:40225167,Functional Assays Combined with Pre-mRNA-Splicing Analysis Improve Variant Classification and Diagnostics for Individuals with Neurofibromatosis Type 1 and Legius Syndrome.,INCLUDE,Functional assay and splicing analysis tool
PMID:40299482,Sleep Disorders in Pediatric Patients Affected by Neurofibromatosis Type 1: Reports of a Questionnaire and an Apple Watch Sleep Assessment.,INCLUDE,Apple Watch sleep assessment tool
PMID:40304934,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,INCLUDE,Patient reported outcome measure development
PMID:40352015,Development of a Machine Learning Algorithm for the Prediction of WHO Grade 1 Meningioma Recurrence.,INCLUDE,Machine learning algorithm development
PMID:40394150,Mass spectrometric insights into the protein composition of human cutaneous neurofibromas: comparison of neurofibromas with the overlying skin.,INCLUDE,Mass spectrometry protein analysis tool
PMID:40437318,Quantitative MRI of dorsal root ganglion alterations in neurofibromatosis type 1 patients with or without pain.,INCLUDE,Quantitative MRI analysis tool
PMID:40460210,Development of two different eco-friendly label-free platforms for analysis of selumetinib.,INCLUDE,Label-free analytical platform development
PMID:40507334,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,INCLUDE,Biomarker platform development
PMID:40529476,Using Durometers to Quantify Stiffness as an Outcome Measure for Cutaneous Neurofibroma in Neurofibromatosis Type 1.,INCLUDE,Durometer stiffness measurement tool
PMID:40563570,The RXR Agonist MSU-42011 Reduces Tumor Burden in a Murine Preclinical NF1-Deficient Model.,EXCLUDE,Pharmacological intervention study
PMID:40587782,"A transcriptomic, proteomic, and functional genetic atlas dissects neurofibromin function in the peripheral nervous system.",INCLUDE,Transcriptomic/proteomic functional atlas
PMID:40590220,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,INCLUDE,Haploinsufficiency restoration strategy
PMID:40737523,Clinician Perspectives of a Magnetic Resonance Imaging-Based 3D Volumetric Analysis Tool for Neurofibromatosis Type 2-Related Schwannomatosis: Qualitative Pilot Study.,INCLUDE,3D volumetric MRI analysis tool
PMID:40769067,Serum miRNAs as biomarkers in Neurofibromatosis 1: New promising findings.,INCLUDE,Serum miRNA biomarker development
PMID:40842873,Evaluating the effect of voxel size on the accuracy of 3D volumetric analysis measurements of brain tumors.,INCLUDE,3D volumetric measurement tool
PMID:40862755,Fibroblasts Attenuate Anti-Tumor Drug Efficacy in Tumor Cells via Paracrine Interactions with Tumor Cells in 3D Plexiform Neurofibroma Cultures.,INCLUDE,3D plexiform neurofibroma culture model
PMID:40887659,RENOVO-NF1 accurately predicts NF1 missense variant pathogenicity.,INCLUDE,RENOVO-NF1 variant prediction tool
PMID:40896930,High resolution nerve ultrasound in neurofibromatosis type 1: a prospective and descriptive study.,INCLUDE,High resolution nerve ultrasound tool
PMID:40977920,Cell-free DNA fragmentomics: a universal framework for early cancer detection and monitoring.,EXCLUDE,Cell-free DNA fragmentomics method
PMID:41001135,"Schwann cells in the inner ear: development, disease, and regeneration.",EXCLUDE,Schwann cell review
PMID:41001593,Loss of Schwann cell's normal rhythmic core clock gene expression and gain of rhythmic expression of oncogenic driver genes in malignant NF1-associated peripheral nerve sheath tumor.,INCLUDE,Gene expression analysis tool
PMID:41022755,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,INCLUDE,AAV vector gene therapy development
PMID:41023593,Selective inhibition of BRAF and CRAF sensitizes NF1-deficient malignant peripheral nerve sheath tumors to MEK inhibitors.,INCLUDE,Pharmacogenomic screening tool
PMID:41036607,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,INCLUDE,Pharmacogenomic synthetic lethal screening
PMID:41149489,Small Extracellular Vesicles Derived from NF2-Associated Schwannoma Cells Modulate Tumor Progression and Immunity via HSP90.,INCLUDE,Extracellular vesicle analysis tool
PMID:41168866,Artificial intelligence-based tools for precision diagnosis and treatment of neurofibromatosis type 1 associated peripheral and central glial tumors.,INCLUDE,AI diagnostic/treatment tool development
PMID:41210219,Radiation sensitivity in genetic tumour syndromes and how to test for them.,EXCLUDE,Radiation sensitivity review
PMID:41211508,Ambient ionization mass spectrometry in brain cancer diagnosis.,EXCLUDE,Mass spectrometry diagnostic method
PMID:41223283,Glial-to-mesenchymal transition of tumor Schwann cells drives the genetic burden in MPNSTs from neurofibromatosis type 1 mouse model.,EXCLUDE,Mouse model mechanistic study
PMID:41294711,Neurofibromatosis Type 1 and the Search for Effective Tumor Therapies Using High-Throughput Drug Screening.,INCLUDE,High-throughput drug screening approach
PMID:41397954,Pharmacological inhibition of RAS pathway alleviates spine deformity in a mouse model of neurofibromatosis type 1.,EXCLUDE,Pharmacological intervention study
PMID:41411243,PERADIGM: Phenotype embedding similarity-based rare disease gene mapping.,INCLUDE,PERADIGM rare disease gene mapping tool
PMID:41444363,Focused ultrasound-mediated drug delivery of bevacizumab in treating NF2-related schwannomatosis in an animal model.,INCLUDE,Focused ultrasound drug delivery method
