clinicalAssessmentToolId,assessmentName,assessmentType,targetPopulation,diseaseSpecific,numberOfItems,scoringMethod,validatedLanguages,psychometricProperties,administrationTime,availabilityStatus,licensingRequirements,digitalVersion,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
ef0cea51-fde5-4f2e-8cea-990ec9e86893,PedsQL Generic Core Scales,,,,,,,,,,,,PMID:29273891,,"PedsQL Neurofibromatosis Type 1 Module for children, adolescents and young adults: feasibility, reliability, and validity",abstract,1.0,The 104-item PedsQL NF1 Module and 23-item PedsQL Generic Core Scales were completed in a multi-site national study,This is a standardized 23-item generic quality of life assessment tool used as a comparison measure,,AI validation - Sonnet 4.5,0,0,,
b26ea863-9030-4750-ae85-e205a6065fd2,Pediatric Quality of Life Inventory,,,,,,,,,,,,PMID:29273891,,"PedsQL Neurofibromatosis Type 1 Module for children, adolescents and young adults: feasibility, reliability, and validity",abstract,1.0,The objective of the present study was to report on the measurement properties of the Pediatric Quality of Life Inventory (PedsQL),This is the full name of the PedsQL assessment system - a validated pediatric quality of life measurement tool,,AI validation - Sonnet 4.5,0,0,,
4c8df063-5a41-449d-a2e8-9316a5a353b6,BASC-2,,,,,,,,,,,,PMID:29273891,,"PedsQL Neurofibromatosis Type 1 Module for children, adolescents and young adults: feasibility, reliability, and validity",results,1.0,Summary scores for all subscales were within normal limits except for the BASC-2-PRS Attention Problems,"Behavioral Assessment System for Children, Second Edition - a standardized behavioral and emotional assessment tool",,AI validation - Sonnet 4.5,0,0,,
3f04da0b-306f-49f0-92f0-8c02480ac979,BASC-2-SRP,,,,,,,,,,,,PMID:29273891,,"PedsQL Neurofibromatosis Type 1 Module for children, adolescents and young adults: feasibility, reliability, and validity",results,1.0,"Within the BASC-2-SRP subscales, the highest percentage of children falling in the AR and CS range was for Attention Problems",BASC-2 Self-Report of Personality - child self-report version of the behavioral assessment,,AI validation - Sonnet 4.5,0,0,,
eddd9327-3e91-4add-8a2b-9b18ee96bfb2,BASC-2-PRS,,,,,,,,,,,,PMID:29273891,,"PedsQL Neurofibromatosis Type 1 Module for children, adolescents and young adults: feasibility, reliability, and validity",results,1.0,"For BASC-2-PRS subscales, the highest percentage of children falling in the AR range was for Attention Problems",BASC-2 Parent Rating Scales - parent-report version of the behavioral assessment,,AI validation - Sonnet 4.5,0,0,,
1148c9dc-daaf-4f47-83e2-bd98fb59da82,National Institutes of Health diagnostic criteria,,,,,,,,,,,,PMID:29273891,,"PedsQL Neurofibromatosis Type 1 Module for children, adolescents and young adults: feasibility, reliability, and validity",abstract,0.9,Patients were diagnosed with NF1 using the National Institutes of Health diagnostic criteria,Standardized diagnostic criteria used for NF1 diagnosis - a clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
818c6db7-3eeb-4649-b7b7-488a06f2cdf9,PedsQL™ Neurofibromatosis Type 1 Module,,,,,,,,,,,,PMID:30465317,,"Pain, skin sensations symptoms, and cognitive functioning predictors of health-related quality of life in pediatric patients with Neurofibromatosis Type 1",abstract,0.95,"The Pain, Skin Itch Bother, Skin Sensations, and Cognitive Functioning Scales from the PedsQL™ Neurofibromatosis Type 1 Module and the PedsQL™ Generic Core Scales were completed in a multi-site national study by 323 patients and 335 parents.",Disease-specific quality of life assessment tool with trademark symbol may not have been recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,
b38a17db-91de-4e67-8f5b-2203396591a5,PedsQL™ Generic Core Scales,,,,,,,,,,,,PMID:30465317,,"Pain, skin sensations symptoms, and cognitive functioning predictors of health-related quality of life in pediatric patients with Neurofibromatosis Type 1",abstract,0.95,"The Pain, Skin Itch Bother, Skin Sensations, and Cognitive Functioning Scales from the PedsQL™ Neurofibromatosis Type 1 Module and the PedsQL™ Generic Core Scales were completed in a multi-site national study by 323 patients and 335 parents.",Generic quality of life assessment tool with trademark symbol may not have been recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,
b5be458e-01c9-40f2-961e-fa00b6b223f8,BASC-2-SRP,,,,,,,,,,,,PMID:30465317,,"Pain, skin sensations symptoms, and cognitive functioning predictors of health-related quality of life in pediatric patients with Neurofibromatosis Type 1",results,0.9,"Within the BASC-2-SRP subscales, the highest percentage of children falling in the AR and CS range was for Attention Problems (43%) and Sense of Inadequacy (11%), respectively","Abbreviated form of Behavioral Assessment System for Children, Second Edition - Self-Report may not have been recognized",,AI validation - Sonnet 4.5,0,0,,
650022e5-37d0-4cc2-833d-1823251220af,BASC-2-PRS,,,,,,,,,,,,PMID:30465317,,"Pain, skin sensations symptoms, and cognitive functioning predictors of health-related quality of life in pediatric patients with Neurofibromatosis Type 1",results,0.9,"For BASC-2-PRS subscales, the highest percentage of children falling in the AR range was for Attention Problems (31%) and Functional Communication (31%).","Abbreviated form of Behavioral Assessment System for Children, Second Edition - Parent Rating Scale may not have been recognized",,AI validation - Sonnet 4.5,0,0,,
9bfe42b6-970f-422a-9025-afbf48d2a211,Pediatric Quality of Life Inventory,,,,,,,,,,,,PMID:30465317,,"Pain, skin sensations symptoms, and cognitive functioning predictors of health-related quality of life in pediatric patients with Neurofibromatosis Type 1",results,0.85,PedsQL = Pediatric Quality of Life Inventory,Full name of PedsQL mentioned in table abbreviations may not have been captured,,AI validation - Sonnet 4.5,0,0,,
1863071f-277d-431e-b7a8-8bd2d301894d,logMAR,,,,,,,,,,,,PMID:32642741,,Effect of age and neurofibromatosis type 1 status on white matter integrity in the optic radiations,results,0.85,Of 24 patients with normal visual acuity (logMAR < 0.2 compared to age-based norms),Standard clinical visual acuity assessment tool used to measure outcomes,,AI validation - Sonnet 4.5,0,0,,
fd2b7aed-5fba-4463-bde5-e3ee350337a2,Brief Symptom Inventory 18 (BSI-18),,,,,,,,,,,,PMID:32572180,,Late morbidity and mortality in adult survivors of childhood glioma with neurofibromatosis type 1: report from the Childhood Cancer Survivor Study,methods,0.95,Emotional and behavioral problems were measured using the Brief Symptom Inventory 18 (BSI-18) for adult respondents,Clinical assessment tool not detected - specific validated psychological assessment instrument,,AI validation - Sonnet 4.5,0,0,,
868ddb54-80e2-4692-8afb-165593d6e2a6,Behavior Problem Index (BPI),,,,,,,,,,,,PMID:32572180,,Late morbidity and mortality in adult survivors of childhood glioma with neurofibromatosis type 1: report from the Childhood Cancer Survivor Study,methods,0.95,Emotional and behavioral problems were measured using the Brief Symptom Inventory 18 (BSI-18) for adult respondents and the Behavior Problem Index (BPI) for adolescents,Clinical assessment tool not detected - validated behavioral assessment scale for adolescents,,AI validation - Sonnet 4.5,0,0,,
6948ef49-944e-47ec-9166-842e1f477806,CCSS Neurocognitive Questionnaire,,,,,,,,,,,,PMID:32572180,,Late morbidity and mortality in adult survivors of childhood glioma with neurofibromatosis type 1: report from the Childhood Cancer Survivor Study,methods,0.95,"Neurocognitive outcomes were assessed for adult respondents with the CCSS Neurocognitive Questionnaire, which includes subscales measuring task efficiency, emotional regulation, organization, and memory",Clinical assessment tool not detected - validated neurocognitive assessment instrument developed for cancer survivors,,AI validation - Sonnet 4.5,0,0,,
22c435ba-68dd-4343-8be7-ee49414c106c,Common Terminology Criteria for Adverse Events version 4.0 (CTCAE v4.0),,,,,,,,,,,,PMID:32572180,,Late morbidity and mortality in adult survivors of childhood glioma with neurofibromatosis type 1: report from the Childhood Cancer Survivor Study,methods,0.9,"Chronic health conditions were classified and severity-graded according to the Common Terminology Criteria for Adverse Events, version 4.0 (CTCAE v4.0)",Clinical assessment tool not detected - standardized classification system for adverse events,,AI validation - Sonnet 4.5,0,0,,
079999b4-21b6-4bb7-afa5-1ddbb435a56f,Activities of Daily Living (ADL),,,,,,,,,,,,PMID:32572180,,Late morbidity and mortality in adult survivors of childhood glioma with neurofibromatosis type 1: report from the Childhood Cancer Survivor Study,methods,0.85,"Activities of daily living (ADL, including eating, bathing, dressing or getting around the home) and instrumental activities of daily living (IADL, including household chores, necessary business, shopping or getting around for other purposes) were self-reported",Clinical assessment tool not detected - functional assessment scale,,AI validation - Sonnet 4.5,0,0,,
fffa79ec-e76c-48d3-b068-d151ea88cef5,Instrumental Activities of Daily Living (IADL),,,,,,,,,,,,PMID:32572180,,Late morbidity and mortality in adult survivors of childhood glioma with neurofibromatosis type 1: report from the Childhood Cancer Survivor Study,methods,0.85,"Activities of daily living (ADL, including eating, bathing, dressing or getting around the home) and instrumental activities of daily living (IADL, including household chores, necessary business, shopping or getting around for other purposes) were self-reported",Clinical assessment tool not detected - functional assessment scale for complex daily activities,,AI validation - Sonnet 4.5,0,0,,
e34f5cb0-2b85-42ec-a36f-ed24087a115a,Dermatology Life Quality Index,,,,,,,,,,,,PMID:31038470,,Robust surgical approach for cutaneous neurofibroma in neurofibromatosis type 1,methods,0.95,...The Dermatology Life Quality Index was given to subjects before and after the procedure as surrogate for patient satisfaction...,"This is a well-established, validated dermatology-specific quality of life questionnaire (DLQI) that should have been detected as a clinical assessment tool. It's explicitly mentioned as being administered to patients before and after the procedure.",,AI validation - Sonnet 4.5,0,0,,
b2f8f1b4-af4c-4d13-9dc8-a625ba5b056a,SF-36,,,,,,,,,,,,PMID:29987133,,Clinical trial design for cutaneous neurofibromas,results,0.95,SF-36 is a QoL survey to assess general physical and emotional health. Skindex is an instrument to measure the effect of skin disease on QoL,Standard abbreviation for Short Form-36 quality of life questionnaire not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
05a07109-01b2-446b-899a-1c7d7657f21a,Short Form-36,,,,,,,,,,,,PMID:29987133,,Clinical trial design for cutaneous neurofibromas,results,0.95,2 PRO instruments have been studied extensively in patients with cutaneous manifestations of NF1: Short Form (SF)–36 and Skindex,Full name of SF-36 questionnaire with hyphenated format not captured,,AI validation - Sonnet 4.5,0,0,,
6e05c1f6-533d-4c4a-acb7-448b0894ebd7,Skindex,,,,,,,,,,,,PMID:29987133,,Clinical trial design for cutaneous neurofibromas,results,0.95,"Skindex is an instrument to measure the effect of skin disease on QoL, and has been validated for several dermatologic conditions including psoriasis and atopic dermatitis",Dermatology-specific quality of life instrument name not in mining patterns,,AI validation - Sonnet 4.5,0,0,,
723e9c34-59fc-45e0-9795-3fd82600c18b,Investigator Global Assessment,,,,,,,,,,,,PMID:29987133,,Clinical trial design for cutaneous neurofibromas,results,0.9,"an ordinal global assessment scale, such as the Investigator Global Assessment or the Physician Global Assessment, should be considered for the study of cNF in NF1",Clinical assessment scale name not captured by current patterns,,AI validation - Sonnet 4.5,0,0,,
bee48357-443a-4323-bfd9-3377c189b0c5,Physician Global Assessment,,,,,,,,,,,,PMID:29987133,,Clinical trial design for cutaneous neurofibromas,results,0.9,"an ordinal global assessment scale, such as the Investigator Global Assessment or the Physician Global Assessment, should be considered for the study of cNF in NF1",Clinical assessment scale name not captured by current patterns,,AI validation - Sonnet 4.5,0,0,,
48c1f14d-f9b3-42c5-a2fa-84170b8bfe05,paper frame,,,,,,,,,,,,PMID:29987133,,Clinical trial design for cutaneous neurofibromas,results,0.85,The paper frame is a clinician-reported outcome measure used to quantify the number of cNF lesions (figure 2). A 100 cm2 paper frame is placed on the skin and all cNF lesions within the frame are counted,Physical measurement tool for clinical assessment not captured,,AI validation - Sonnet 4.5,0,0,,
cbdcc825-9954-4665-ae7a-3c61be0473de,optical coherence tomography,,,,,,,,,,,,PMID:29987133,,Clinical trial design for cutaneous neurofibromas,results,0.9,"New approaches, such as optical coherence tomography (OCT) or high-frequency ultrasound (HFUS), may assess the full thickness of a lesion above and below the skin surface",Imaging-based clinical assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
79945b39-6993-40c9-9893-f13ab7180cfd,OCT,,,,,,,,,,,,PMID:29987133,,Clinical trial design for cutaneous neurofibromas,results,0.9,"New approaches, such as optical coherence tomography (OCT) or high-frequency ultrasound (HFUS), may assess the full thickness of a lesion above and below the skin surface",Abbreviation for optical coherence tomography not captured,,AI validation - Sonnet 4.5,0,0,,
84e10265-b2d7-4900-93ca-26c23eca7267,high-frequency ultrasound,,,,,,,,,,,,PMID:29987133,,Clinical trial design for cutaneous neurofibromas,results,0.9,"New approaches, such as optical coherence tomography (OCT) or high-frequency ultrasound (HFUS), may assess the full thickness of a lesion above and below the skin surface",Imaging-based clinical assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
cd26a694-a89b-47f2-96db-e223d50b5130,HFUS,,,,,,,,,,,,PMID:29987133,,Clinical trial design for cutaneous neurofibromas,results,0.9,"New approaches, such as optical coherence tomography (OCT) or high-frequency ultrasound (HFUS), may assess the full thickness of a lesion above and below the skin surface",Abbreviation for high-frequency ultrasound not captured,,AI validation - Sonnet 4.5,0,0,,
9a38da00-7653-4526-bd96-45f38ecf0609,REiNS cNF Working Group Survey,,,,,,,,,,,,PMID:34230202,,Perspective of Adults With Neurofibromatosis type 1 and Cutaneous Neurofibromas,methods,0.85,An online survey developed by multidisciplinary experts and patient representatives of the Response Evaluation in Neurofibromatosis and Schwannomatosis (REiNS) cNF Working Group was distributed to adults with NF1,The survey instrument itself is a clinical assessment tool but may not have been recognized due to lack of standardized naming or formal validation status,,AI validation - Sonnet 4.5,0,0,,
8102229b-ddfa-463c-aff9-997423f36c6c,Rex Gauge durometer,,,,,,,,,,,,PMID:34230197,,Validating Techniques for Measurement of Cutaneous Neurofibromas: Recommendations for Clinical Trials.,methods,0.95,One was the Rex Gauge durometer (REX) produced by Rex Gauge LLC...The REX is primarily used in manufacturing and is the international standard for determining the hardness of nonmetallic materials,Specific brand name and model of clinical measurement device not caught by mining patterns,,AI validation - Sonnet 4.5,0,0,,
762ffbb5-0efc-41e3-921d-601737048839,Delfin SkinFibroMeter,,,,,,,,,,,,PMID:34230197,,Validating Techniques for Measurement of Cutaneous Neurofibromas: Recommendations for Clinical Trials.,methods,0.95,the other was the SkinFibroMeter (DEFLIN) made by Delfin Technologies...The DEFLIN is designed and marketed as an instrument to specifically measure tissue induration,Specific brand name and model of clinical measurement device not caught by mining patterns,,AI validation - Sonnet 4.5,0,0,,
62e783cb-fa32-4d8f-9bf7-840af1a2d634,high-frequency ultrasound,,,,,,,,,,,,PMID:34230197,,Validating Techniques for Measurement of Cutaneous Neurofibromas: Recommendations for Clinical Trials.,abstract,0.85,"digital calipers, 3D photography, and high-frequency ultrasound (HFUS) for measurement of cutaneous neurofibromas",Medical imaging technique for measurement not caught by clinical assessment patterns,,AI validation - Sonnet 4.5,0,0,,
66231677-ef89-475a-a36e-5fa0194fed7b,n-back task,,,,,,,,,,,,PMID:36316421,,Non-invasive brain stimulation modulates GABAergic activity in neurofibromatosis 1,methods,0.9,Both verbal and visuospatial working memory were assessed using the n-back task. The task was programmed in-house using E-Prime software,Standardized cognitive assessment task for working memory - clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
e8a5d011-fa27-4253-80ec-417250fa91b4,Vineland Adaptive Behaviour Scale,,,,,,,,,,,,PMID:36316421,,Non-invasive brain stimulation modulates GABAergic activity in neurofibromatosis 1,methods,0.95,Parent-rated Vineland Adaptive Behaviour Scale—third edition was administered to the parents to assess child adaptive behaviour,Standardized clinical assessment scale with edition specified - clear clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
1b75c531-73df-450b-8cfd-ed61660263b0,Conners 3 rating scale,,,,,,,,,,,,PMID:36316421,,Non-invasive brain stimulation modulates GABAergic activity in neurofibromatosis 1,methods,0.95,Conners 3 rating scale was used as a standardized measure for parent reported ADHD symptoms. It consists of 27 items each rated on a 4-point Likert scale,Standardized ADHD assessment scale with detailed description - clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
1f1f720d-4b23-4462-b45c-25b46f4844ea,Corsi block task,,,,,,,,,,,,PMID:36316421,,Non-invasive brain stimulation modulates GABAergic activity in neurofibromatosis 1,methods,0.9,participants were asked to complete the computerised Corsi block task on the Psychology Experiment Building Language (PEBL),Standardized visuospatial working memory assessment task - clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
976af098-b3ab-40fa-ba2c-a5250d7bad84,Kowa AP7000 Precise Perimeter,,,,,,,,,,,,PMID:28587872,,Validation of an automated tractography method for the optic radiations as a biomarker of visual acuity in neurofibromatosis-associated optic pathway glioma.,methods,0.9,"Patients had a visual field examination both prior to surgery and 1 month following correction of refractive defects, utilizing the Kowa AP7000 Precise Perimeter from Kowa, Japan.",Clinical assessment device with specific model number was not caught by mining patterns,,AI validation - Sonnet 4.5,0,0,,
d43a2fab-ed8f-47f1-a1b1-8a8a26d3e442,EEG,,,,,,,,,,,,PMID:35648241,,Dose-dependent seizure control with MEK inhibitor therapy for progressive glioma in a child with neurofibromatosis type 1.,results,0.9,Routine awake EEG revealed focal epileptiform discharges...A 24-h EEG captured three electroclinical seizures...A recent 24-h EEG captured no electrographic or clinical seizures,EEG is a standard clinical assessment tool for epilepsy evaluation but may not have been recognized as a research tool,,AI validation - Sonnet 4.5,0,0,,
ed9abcd9-8827-481a-8096-e8b664f8495f,24-hour EEG monitoring,,,,,,,,,,,,PMID:35648241,,Dose-dependent seizure control with MEK inhibitor therapy for progressive glioma in a child with neurofibromatosis type 1.,results,0.85,A 24-h EEG captured three electroclinical seizures that lateralized to the right hemisphere but were poorly localized,Extended EEG monitoring is a specialized clinical assessment tool for seizure characterization,,AI validation - Sonnet 4.5,0,0,,
955af474-dc59-4623-93e5-70255c0448a8,Neurological examination,,,,,,,,,,,,PMID:35648241,,Dose-dependent seizure control with MEK inhibitor therapy for progressive glioma in a child with neurofibromatosis type 1.,results,0.75,"Physical examination was notable for café-au-lait macules, axillary freckling, and left-sided facial weakness...Examination was notable for dysarthria, left lower facial weakness",Standardized neurological examination is a clinical assessment tool for evaluating neurological function,,AI validation - Sonnet 4.5,0,0,,
be07f359-1337-4e1b-866e-adcf7c097016,n-back task,,,,,,,,,,,,PMID:35673329,,Neuroanatomical correlates of working memory performance in Neurofibromatosis 1.,methods,0.95,Verbal and visuospatial working memory was assessed using the n-back task. The task was programmed in-house using E-Prime software.,"This is a well-established cognitive assessment tool for working memory, but may have been missed due to hyphenated format or lack of specific clinical assessment patterns",,AI validation - Sonnet 4.5,0,0,,
6b2d9dad-6806-4aaa-b33a-1e25e243311f,Corsi block task,,,,,,,,,,,,PMID:35673329,,Neuroanatomical correlates of working memory performance in Neurofibromatosis 1.,methods,0.95,Memory span was assessed using a computerized Corsi block task on the Psychology Experiment Building Language (PEBL),"Standard neuropsychological assessment tool, may have been missed due to lack of clinical assessment patterns",,AI validation - Sonnet 4.5,0,0,,
c19d7d95-e9ec-4098-9080-56c0d26a767c,WISC-IV,,,,,,,,,,,,PMID:35673329,,Neuroanatomical correlates of working memory performance in Neurofibromatosis 1.,methods,0.95,Auditory working memory was assessed using the digit span forward and back task of the Wechslers Intelligence Scale for Children-Fourth edition (WISC-IV,"Standard clinical assessment tool, may lack specific patterns for psychological test batteries",,AI validation - Sonnet 4.5,0,0,,
f7d89681-c53e-410b-b483-caf49e3d9c90,Vineland Adaptive Behavior Scale,,,,,,,,,,,,PMID:35673329,,Neuroanatomical correlates of working memory performance in Neurofibromatosis 1.,methods,0.95,Parent-rated Vineland Adaptive Behavior Scale—third edition (Hill et al. 2017) was administered to the parents to assess child adaptive behavior,"Clinical assessment scale, may lack patterns for parent-report measures",,AI validation - Sonnet 4.5,0,0,,
5462a063-ee61-4192-87b2-dc07fa340a40,Conners 3 rating scale,,,,,,,,,,,,PMID:35673329,,Neuroanatomical correlates of working memory performance in Neurofibromatosis 1.,methods,0.95,Conners 3 rating scale(Conners et al. 2011) was used as a standardized measure for parent reported ADHD symptoms,"ADHD rating scale, may lack patterns for behavioral rating scales",,AI validation - Sonnet 4.5,0,0,,
1d310c0f-66a5-46b9-8e59-c78ef72ed2a5,ICD-10,,,,,,,,,,,,PMID:36565307,,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",methods,0.9,"a strong positive COVID-19 diagnostic code from the International Classification of Diseases, 10th Revision (ICD-10) or Systematized Nomenclature of Medicine (SNOMED) tables",Clinical diagnostic coding system used for patient classification,,AI validation - Sonnet 4.5,0,0,,
d64ec7e4-7c61-41ae-b520-6c364a37130c,SNOMED,,,,,,,,,,,,PMID:36565307,,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",methods,0.9,"a strong positive COVID-19 diagnostic code from the International Classification of Diseases, 10th Revision (ICD-10) or Systematized Nomenclature of Medicine (SNOMED) tables",Clinical terminology system used for medical coding,,AI validation - Sonnet 4.5,0,0,,
d7f88541-9afe-4031-9589-9cb2d6dee869,WHO COVID-19 Severity Scale,,,,,,,,,,,,PMID:36565307,,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",results,0.85,"We first identified the patients in the previously examined disease cohorts with highest documented severity (N3C severity type severe, ie, World Health Organization severity 7-9 and mortality/hospice, ie, World Health Organization severity 10)",Clinical assessment tool for COVID-19 severity scoring,,AI validation - Sonnet 4.5,0,0,,
97a0fe54-262e-4402-9436-f1c524fc6a36,N3C COVID-19 Phenotype,,,,,,,,,,,,PMID:36565307,,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",methods,0.8,The N3C cohort and case definition criteria are publicly available as described in version 3.3 of the N3C COVID-19 phenotype documentation,Standardized clinical phenotyping tool for COVID-19 case definition,,AI validation - Sonnet 4.5,0,0,,
5220687a-1e3a-422b-8a70-b438216e19d1,Pain intensity scale (0-10),,,,,,,,,,,,PMID:32187457 ,,Selumetinib in Children with Inoperable Plexiform Neurofibromas,abstract,0.95,Children rated tumor pain intensity on a scale from 0 (no pain) to 10 (worst pain imaginable).,Mining patterns may not recognize numerical rating scale descriptions or pain assessment terminology,,AI validation - Sonnet 4.5,0,0,,
d9b28efd-e60d-4922-9cea-51db6e55c0f8,Numeric Rating Scale-11,,,,,,,,,,,,PMID:37115514,,Long-term safety and efficacy of selumetinib in children with neurofibromatosis type 1 on a phase 1/2 trial for inoperable plexiform neurofibromas,methods,0.95,Phase 2 participants completed patient-reported outcome measures assessing tumor pain intensity (Numeric Rating Scale-11) and interference of pain in daily life,Clinical assessment tool not captured by current mining patterns - specific pain scale with numerical identifier,,AI validation - Sonnet 4.5,0,0,,
9a751996-cd6b-4316-872a-b527723405e6,pain interference index,,,,,,,,,,,,PMID:37115514,,Long-term safety and efficacy of selumetinib in children with neurofibromatosis type 1 on a phase 1/2 trial for inoperable plexiform neurofibromas,methods,0.9,Phase 2 participants completed patient-reported outcome measures assessing tumor pain intensity (Numeric Rating Scale-11) and interference of pain in daily life (pain interference index),Clinical assessment tool not captured - pain interference measurement instrument,,AI validation - Sonnet 4.5,0,0,,
a67e2d3d-4f29-45b9-943e-d2ae0ca5caab,National Cancer Institute Common Terminology Criteria for Adverse Events version 4.0,,,,,,,,,,,,PMID:37174087,,Vinblastine/Methotrexate for Debilitating and Progressive Plexiform Neurofibroma in Children and Young Adults with Neurofibromatosis Type 1: A Phase 2 Study,methods,0.95,Adverse events (AE) were graded according to the National Cancer Institute Common Terminology Criteria for Adverse Events version 4.0.,Full formal name of standardized toxicity grading system not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
3154fef2-6418-45c3-bed1-807a52835189,NCI CTCAE v4.0,,,,,,,,,,,,PMID:37174087,,Vinblastine/Methotrexate for Debilitating and Progressive Plexiform Neurofibroma in Children and Young Adults with Neurofibromatosis Type 1: A Phase 2 Study,methods,0.9,Adverse events (AE) were graded according to the National Cancer Institute Common Terminology Criteria for Adverse Events version 4.0.,Common abbreviation for toxicity grading system not recognized,,AI validation - Sonnet 4.5,0,0,,
44b8227c-993c-4659-bd1d-f08a334906bd,Lansky performance status,,,,,,,,,,,,PMID:37174087,,Vinblastine/Methotrexate for Debilitating and Progressive Plexiform Neurofibroma in Children and Young Adults with Neurofibromatosis Type 1: A Phase 2 Study,methods,0.9,Exclusion criteria included Lansky or Karnofsky performance statuses of less than 60,Pediatric performance status scale not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
b5805892-69ce-47f3-a88d-ef475ed76286,Karnofsky performance status,,,,,,,,,,,,PMID:37174087,,Vinblastine/Methotrexate for Debilitating and Progressive Plexiform Neurofibroma in Children and Young Adults with Neurofibromatosis Type 1: A Phase 2 Study,methods,0.9,Exclusion criteria included Lansky or Karnofsky performance statuses of less than 60,Adult performance status scale not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
7f6dd089-e2aa-4471-b035-648647232c7d,polysomnography,,,,,,,,,,,,PMID:37174087,,Vinblastine/Methotrexate for Debilitating and Progressive Plexiform Neurofibroma in Children and Young Adults with Neurofibromatosis Type 1: A Phase 2 Study,methods,0.85,"For patients with tumors affecting the airway, video laryngoscopy, polysomnography, and pulmonary function tests (if age appropriate) were obtained",Sleep study assessment tool not recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,
8c1479bc-e324-42e2-839a-fad17f927507,video laryngoscopy,,,,,,,,,,,,PMID:37174087,,Vinblastine/Methotrexate for Debilitating and Progressive Plexiform Neurofibroma in Children and Young Adults with Neurofibromatosis Type 1: A Phase 2 Study,methods,0.8,"For patients with tumors affecting the airway, video laryngoscopy, polysomnography, and pulmonary function tests (if age appropriate) were obtained",Airway assessment procedure not recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,
f8a51ddc-68ff-44ed-aac1-0ec8511e62cd,apnea-hypopnea index,,,,,,,,,,,,PMID:37174087,,Vinblastine/Methotrexate for Debilitating and Progressive Plexiform Neurofibroma in Children and Young Adults with Neurofibromatosis Type 1: A Phase 2 Study,methods,0.85,The primary sleep endpoint evaluated on polysomnography was the apnea–hypopnea index. A clinically meaningful improvement was defined as an absolute decrease in AHI by ≥5 events per hour.,Sleep study outcome measure (AHI) not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
57be33a7-ec84-4cbe-b2f2-7f7a1074487e,REiNS sleep and pulmonary outcomes recommendations,,,,,,,,,,,,PMID:37174087,,Vinblastine/Methotrexate for Debilitating and Progressive Plexiform Neurofibroma in Children and Young Adults with Neurofibromatosis Type 1: A Phase 2 Study,methods,0.9,Analysis of functional responses for the cohort of participants with airway involvement were guided by the Response Evaluation in Neurofibromatosis and Schwannomatosis (REiNS) sleep and pulmonary outcomes recommendations,Disease-specific outcome guidelines not recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,
ae5cca7b-0d52-4c35-a851-2cbd96a23db0,impulse oscillometry,,,,,,,,,,,,PMID:37174087,,Vinblastine/Methotrexate for Debilitating and Progressive Plexiform Neurofibroma in Children and Young Adults with Neurofibromatosis Type 1: A Phase 2 Study,discussion,0.8,"Of note, impulse oscillometry was not routinely assessed clinically for the participants and was not required as part of the trial.",Pulmonary function assessment tool mentioned in discussion not captured,,AI validation - Sonnet 4.5,0,0,,
fb48ba98-47a8-4b91-bb21-a3e4fa24df35,KBIT-2,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Kaufman Brief Intelligence Test– Second Edition (KBIT-2) [46]. The KBIT-2 is a brief measure of cognitive abilities including verbal reasoning and nonverbal reasoning.,Clinical assessment tool not recognized - standardized cognitive assessment instrument,,AI validation - Sonnet 4.5,0,0,,
a1d37ea7-8684-4821-9137-5ebcb5ce969e,Kaufman Brief Intelligence Test-Second Edition,,,,,,,,,,,,PMID: 38475852,,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1,methods,0.95,Kaufman Brief Intelligence Test– Second Edition (KBIT-2) [46]. The KBIT-2 is a brief measure of cognitive abilities,Full name of cognitive assessment tool not captured,,AI validation - Sonnet 4.5,0,0,,
