pmid,title,doi,journal,year,query_type,source
PMID:38646284,Peripheral Nerve Sheath Tumor: A Diagnostic and Therapeutic Challenge.,10.7759/cureus.56601,Cureus,2024.0,bench,pubmed
PMID:38654147,Whole-exome sequencing revealed a likely pathogenic variant in NF1 causing neurofibromatosis type I and Arrhythmogenic Cardiomyopathy.,10.1186/s12872-024-03878-z,BMC cardiovascular disorders,2024.0,clinical,pubmed
PMID:38680880,Neurofibromatosis Type 1: Optimizing Management with a Multidisciplinary Approach.,10.2147/JMDH.S362791,Journal of multidisciplinary healthcare,2024.0,"bench,clinical",pubmed
PMID:38691597,Effect of NFX-179 MEK inhibitor on cutaneous neurofibromas in persons with neurofibromatosis type 1.,10.1126/sciadv.adk4946,Science advances,2024.0,bench,pubmed
PMID:38703433,Tumors of the nervous system and hearing loss: Beyond vestibular schwannomas.,10.1016/j.heares.2024.109012,Hearing research,2024.0,clinical,pubmed
PMID:38709422,"Past, Present, and Future Therapeutic Strategies for NF-1-Associated Tumors.",10.1007/s11912-024-01527-4,Current oncology reports,2024.0,bench,pubmed
PMID:38710002,Contemporary Approach to Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors.,10.1200/EDBK_432242,American Society of Clinical Oncology educational book. American Society of Clinical Oncology. Annual Meeting,2024.0,bench,pubmed
PMID:38714355,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,10.1158/1535-7163.MCT-23-0510,Molecular cancer therapeutics,2024.0,bench,pubmed
PMID:38721358,Effect of food on selumetinib pharmacokinetics and gastrointestinal tolerability in adolescents with neurofibromatosis type 1-related plexiform neurofibromas.,10.1093/noajnl/vdae036,Neuro-oncology advances,2024.0,bench,pubmed
PMID:38722890,NF-κB1 deficiency promotes macrophage-derived adrenal tumors but decreases neurofibromas in HTLV-I LTR-Tax transgenic mice.,10.1371/journal.pone.0303138,PloS one,2024.0,bench,pubmed
PMID:38744742,Accelerated Theta Burst Transcranial Magnetic Stimulation for Refractory Depression in Autism Spectrum Disorder.,10.1007/s10803-024-06244-2,Journal of autism and developmental disorders,2025.0,bench,pubmed
PMID:38760612,"Gene Therapy for Neurofibromatosis Type 2-Related Schwannomatosis: Recent Progress, Challenges, and Future Directions.",10.1007/s40487-024-00279-2,Oncology and therapy,2024.0,bench,pubmed
PMID:38769783,Surgical Treatment Outcomes of Anterior-Only Correction and Reconstruction for Severe Cervical Kyphotic Deformity with Neurofibromatosis-1: A Retrospective Study with a 5-Year Follow-Up.,10.1111/os.14096,Orthopaedic surgery,2024.0,clinical,pubmed
PMID:38783059,Deep learning for dual detection of microsatellite instability and POLE mutations in colorectal cancer histopathology.,10.1038/s41698-024-00592-z,NPJ precision oncology,2024.0,bench,pubmed
PMID:38805733,Effects of Low-Level Light Therapy on Resting-State Connectivity Following Moderate Traumatic Brain Injury: Secondary Analyses of a Double-blinded Placebo-controlled Study.,10.1148/radiol.230999,Radiology,2024.0,bench,pubmed
PMID:38811427,Quality of life in individuals with neurofibromatosis type 1 associated cutaneous neurofibromas: validation of the Dutch cNF-Skindex.,10.1186/s41687-024-00732-w,Journal of patient-reported outcomes,2024.0,clinical,pubmed
PMID:38816530,Nf1 mutation disrupts activity-dependent oligodendroglial plasticity and motor learning in mice.,10.1038/s41593-024-01654-y,Nature neuroscience,2024.0,bench,pubmed
PMID:38828669,PD-L1 regulates tumor proliferation and T-cell function in NF2-associated meningiomas.,10.1111/cns.14784,CNS neuroscience & therapeutics,2024.0,bench,pubmed
PMID:38847227,RASopathies - what they reveal about RAS/MAPK signaling in skeletal muscle development.,10.1242/dmm.050609,Disease models & mechanisms,2024.0,bench,pubmed
PMID:38869947,Selumetinib for children with neurofibromatosis type 1 and plexiform neurofibromas: A plain language summary of SPRINT.,10.2217/fon-2023-0565,"Future oncology (London, England)",2024.0,clinical,pubmed
PMID:38874808,"Genetic/epigenetic effects in NF1 microdeletion syndrome: beyond the haploinsufficiency, looking at the contribution of not deleted genes.",10.1007/s00439-024-02683-0,Human genetics,2024.0,bench,pubmed
PMID:38879607,G6PD and ACSL3 are synthetic lethal partners of NF2 in Schwann cells.,10.1038/s41467-024-49298-7,Nature communications,2024.0,bench,pubmed
PMID:38879686,NF2: An underestimated player in cancer metabolic reprogramming and tumor immunity.,10.1038/s41698-024-00627-5,NPJ precision oncology,2024.0,bench,pubmed
PMID:38893191,Hereditary Syndromes Associated with Pancreatic and Lung Neuroendocrine Tumors.,10.3390/cancers16112075,Cancers,2024.0,bench,pubmed
PMID:38895115,Enhanced IL-12 transgene expression improves oncolytic viroimmunotherapy.,10.3389/fimmu.2024.1375413,Frontiers in immunology,2024.0,bench,pubmed
PMID:38897938,Historical Development of Diagnostic Criteria for NF2-related Schwannomatosis.,10.2176/jns-nmc.2024-0067,Neurologia medico-chirurgica,2024.0,bench,pubmed
PMID:38900740,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,10.1371/journal.pone.0301040,PloS one,2024.0,bench,pubmed
PMID:38913608,Dietary intervention rescues a bone porosity phenotype in a murine model of Neurofibromatosis Type 1 (NF1).,10.1371/journal.pone.0304778,PloS one,2024.0,bench,pubmed
PMID:38918262,Surgical options of chiasmatic hypothalamic glioma-a relevant part of therapy in an interdisciplinary approach for tumor control.,10.1007/s00381-024-06498-2,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,2024.0,clinical,pubmed
PMID:38923198,Adaption of neurosurgical resection patterns for pediatric low-grade glioma spanning two decades-Report from the German LGG-studies 1996-2018.,10.1002/cam4.7417,Cancer medicine,2024.0,clinical,pubmed
PMID:38923593,The impact of cutaneous neurofibromas on quality of life and mental health in neurofibromatosis type 1.,10.1111/1346-8138.17276,The Journal of dermatology,2024.0,clinical,pubmed
PMID:38924432,MEK-SHP2 inhibition prevents tibial pseudarthrosis caused by ,10.1126/scitranslmed.adj1597,Science translational medicine,2024.0,bench,pubmed
PMID:38927491,Therapeutic Nonsense Suppression Modalities: From Small Molecules to Nucleic Acid-Based Approaches.,10.3390/biomedicines12061284,Biomedicines,2024.0,bench,pubmed
PMID:38928264,NF2-Related Schwannomatosis (NF2): Molecular Insights and Therapeutic Avenues.,10.3390/ijms25126558,International journal of molecular sciences,2024.0,bench,pubmed
PMID:38931352,PET Imaging of Neurofibromatosis Type 1 with a Fluorine-18 Labeled Tryptophan Radiotracer.,10.3390/ph17060685,"Pharmaceuticals (Basel, Switzerland)",2024.0,bench,pubmed
PMID:38932491,NF1,10.1111/cts.13858,Clinical and translational science,2024.0,bench,pubmed
PMID:38945076,Selective nitration of Hsp90 acts as a metabolic switch promoting tumor cell proliferation.,10.1016/j.redox.2024.103249,Redox biology,2024.0,bench,pubmed
PMID:38975694,Safety and efficacy of selumetinib in pediatric and adult patients with neurofibromatosis type 1 and plexiform neurofibroma.,10.1093/neuonc/noae121,Neuro-oncology,2024.0,clinical,pubmed
PMID:38990917,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,10.1371/journal.pone.0305548,PloS one,2024.0,clinical,pubmed
PMID:38994676,Spatial Landscape of Malignant Pleural and Peritoneal Mesothelioma Tumor Immune Microenvironments.,10.1158/2767-9764.CRC-23-0524,Cancer research communications,2024.0,bench,pubmed
PMID:38995012,The Use of Hexokinase 2-Displacing Peptides as an Anti-Neoplastic Approach for Malignant Peripheral Nerve Sheath Tumors.,10.3390/cells13131162,Cells,2024.0,bench,pubmed
PMID:39001468,Genotype-Phenotype Correlation in Neurofibromatosis Type 1: Evidence for a Mild Phenotype Associated with Splicing Variants Leading to In-Frame Skipping of ,10.3390/cancers16132406,Cancers,2024.0,bench,pubmed
PMID:39002525,Disentangling negative and positive symptoms in schizophrenia and autism spectrum disorder.,10.1016/j.schres.2024.07.002,Schizophrenia research,2024.0,clinical,pubmed
PMID:39005234,TRIM65/NF2/YAP1 Signaling Coordinately Orchestrates Metabolic and Immune Advantages in Hepatocellular Carcinoma.,10.1002/advs.202402578,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2024.0,bench,pubmed
PMID:39015391,"Measures of youth e-cigarette use: strengths, weaknesses and recommendations.",10.3389/fpubh.2024.1412406,Frontiers in public health,2024.0,bench,pubmed
PMID:39016685,Chemical genetic screens reveal defective lysosomal trafficking as synthetic lethal with NF1 loss.,10.1242/jcs.262343,Journal of cell science,2024.0,bench,pubmed
PMID:39022466,"Investigating the Prevalence, Gender Predilection, and Inheritance Patterns of Genodermatoses: A Tertiary Hospital Study.",10.7759/cureus.62455,Cureus,2024.0,clinical,pubmed
PMID:39022906,Expanding the phenotype of neurofibromatosis type 1 microdeletion syndrome.,10.1002/ajmg.c.32095,"American journal of medical genetics. Part C, Seminars in medical genetics",2024.0,bench,pubmed
PMID:39023130,Maternal obesogenic diet operates at the tumor cell of origin to increase incidence and decrease latency of neurofibromatosis type 1 optic pathway glioma.,10.1093/neuonc/noae136,Neuro-oncology,2024.0,bench,pubmed
PMID:39054162,Do metabolic deficits contribute to sleep disruption in monogenic intellectual disability syndromes?,10.1016/j.tins.2024.06.006,Trends in neurosciences,2024.0,bench,pubmed
PMID:39059735,Longitudinal changes in retinal ganglion cell function in optic pathway glioma evaluated by photopic negative response.,10.1016/j.exer.2024.110012,Experimental eye research,2024.0,bench,pubmed
PMID:39061138,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,10.3390/cancers16142498,Cancers,2024.0,bench,pubmed
PMID:39083549,Synergistic effect of PAK and Hippo pathway inhibitor combination in NF2-deficient Schwannoma.,10.1371/journal.pone.0305121,PloS one,2024.0,"bench,clinical",pubmed
PMID:39094827,Reduced PTPRS expression promotes epithelial-mesenchymal transition of Schwann cells in NF1-related plexiform neurofibromas.,10.1016/j.canlet.2024.217151,Cancer letters,2024.0,bench,pubmed
PMID:39100928,NF1-dependent disruption of the blood-nerve-barrier is improved by blockade of P2RY14.,10.1016/j.isci.2024.110294,iScience,2024.0,bench,pubmed
PMID:39106942,Investigating therapeutic nonsense suppression in a neurofibromatosis mouse model.,10.1016/j.expneurol.2024.114914,Experimental neurology,2024.0,bench,pubmed
PMID:39110684,Electrical stimulation of Schwann cells on electrospun hyaluronic acid carbon nanotube fibers.,10.1371/journal.pone.0308207,PloS one,2024.0,bench,pubmed
PMID:39129390,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,10.1002/1878-0261.13704,Molecular oncology,2025.0,bench,pubmed
PMID:39140257,Heterozygosity for loss-of-function variants in LZTR1 is associated with isolated multiple café-au-lait macules.,10.1016/j.gim.2024.101241,Genetics in medicine : official journal of the American College of Medical Genetics,2024.0,clinical,pubmed
PMID:39165673,INTRATHECAL BACLOFEN FOR NEUROFIBROMATOSIS RELATED SPINAL CORD INJURY WITH SPASTICITY - A CASE REPORT.,10.2340/jrm-cc.v7.25912,Journal of rehabilitation medicine. Clinical communications,2024.0,clinical,pubmed
PMID:39176108,Gene Mutations in Gastrointestinal Stromal Tumors: Advances in Treatment and Mechanism Research.,10.1055/s-0044-1789204,Global medical genetics,2024.0,clinical,pubmed
PMID:39179860,Targeting MERTK on tumour cells and macrophages: a potential intervention for sporadic and NF2-related meningioma and schwannoma tumours.,10.1038/s41388-024-03131-z,Oncogene,2024.0,bench,pubmed
PMID:39185400,Total Knee Arthroplasty in a Patient With Neurofibromatosis 1.,10.1016/j.artd.2024.101453,Arthroplasty today,2024.0,clinical,pubmed
PMID:39193326,Efficient analysis of adverse drug events and toxicological mechanisms of newly marketed drugs by integrating pharmacovigilance and network toxicology: selumetinib as an example.,10.3389/fphar.2024.1432759,Frontiers in pharmacology,2024.0,bench,pubmed
PMID:39196570,Cutaneous Neurofibromas and Quality of Life in Adults With Neurofibromatosis Type 1.,10.1001/jamadermatol.2024.2912,JAMA dermatology,2024.0,clinical,pubmed
PMID:39198186,Quality of life and neurological symptoms in patients with neurofibromatosis type 2: a national database study in Japan.,10.1265/ehpm.24-00158,Environmental health and preventive medicine,2024.0,clinical,pubmed
PMID:39201967,"Quality of Life in Children with Neurofibromatosis Type 1: Agreement between Parents and Patients, and the Role of Disease Severity and Visibility.",10.3390/children11081033,"Children (Basel, Switzerland)",2024.0,clinical,pubmed
PMID:39210910,Impact of pathogenic variants of the Ras-mitogen-activated protein kinase pathway on major white matter tracts in the human brain.,10.1093/braincomms/fcae274,Brain communications,2024.0,"bench,clinical",pubmed
PMID:39211690,Plexiform Neurofibroma: A Case Report.,10.7759/cureus.65747,Cureus,2024.0,clinical,pubmed
PMID:39216515,An Atypical Mechanism of SUMOylation of Neurofibromin SecPH Domain Provides New Insights into SUMOylation Site Selection.,10.1016/j.jmb.2024.168768,Journal of molecular biology,2024.0,bench,pubmed
PMID:39217323,Unraveling neuronal and metabolic alterations in neurofibromatosis type 1.,10.1186/s11689-024-09565-6,Journal of neurodevelopmental disorders,2024.0,bench,pubmed
PMID:39225289,Comparing 3D imaging devices for the measurement of cutaneous neurofibromas in patients with Neurofibromatosis Type 1.,e70020,Skin Research and Technology : Official Journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2024.0,clinical,synapse
PMID:39234078,"Long-term distress throughout one's life: health-related quality of life, economic and caregiver burden of patients with neurofibromatosis type 1 in China.",10.3389/fpubh.2024.1398803,Frontiers in public health,2024.0,clinical,pubmed
PMID:3925026,"Basement membrane proteins, interstitial collagens, and fibronectin in neurofibroma.",10.1111/1523-1747.ep12275341,The Journal of investigative dermatology,1985.0,bench,pubmed
PMID:39254838,Genetic basis and imaging findings of neurofibromatosis 1 and other somatic overgrowth disorders.,10.1007/s00256-024-04772-7,Skeletal radiology,2025.0,bench,pubmed
PMID:39257551,Diagnosis and management of neurofibromatosis type 1 in Arabian Gulf Cooperation Council Region: challenges and recommendations.,10.3389/fonc.2024.1323176,Frontiers in oncology,2024.0,"bench,clinical",pubmed
PMID:39258154,LZTR1 loss-of-function variants associated with café au lait macules with or without freckling.,10.3389/fneur.2024.1391425,Frontiers in neurology,2024.0,bench,pubmed
PMID:39273214,Interferon-Induced Transmembrane Protein 1 (IFITM1) Is Downregulated in Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors.,10.3390/ijms25179265,International journal of molecular sciences,2024.0,bench,pubmed
PMID:3930616,Melanin macroglobules as a cellular marker of neurofibromatosis: a quantitative study.,10.1111/1523-1747.ep12276952,The Journal of investigative dermatology,1985.0,bench,pubmed
PMID:39321200,Multidimensional Immunotyping of Human NF1-Associated Peripheral Nerve Sheath Tumors Uncovers Tumor-Associated Macrophages as Key Drivers of Immune Evasion in the Tumor Microenvironment.,10.1158/1078-0432.CCR-24-1454,Clinical Cancer Research,2024.0,bench,synapse
PMID:39335500,Cold Atmospheric Plasma Induces Growth Arrest and Apoptosis in Neurofibromatosis Type 1-Associated Peripheral Nerve Sheath Tumor Cells.,10.3390/biomedicines12091986,Biomedicines,2024.0,bench,pubmed
PMID:39336731,The Prevalence of Cancer Predisposition Syndromes (CPSs) in Children with a Neoplasm: A Cohort Study in a Central and Eastern European Population.,10.3390/genes15091141,Genes,2024.0,clinical,pubmed
PMID:39355740,Pigment epithelium derived factor drives melanocyte proliferation and migration in neurofibromatosis café au lait macules.,10.1002/ski2.394,Skin health and disease,2024.0,bench,pubmed
PMID:39359760,Managing neurofibromatosis type I and vision impairment in a resource-limited setting: a case study and multidisciplinary approach.,10.1097/MS9.0000000000002482,Annals of medicine and surgery (2012),2024.0,clinical,pubmed
PMID:39373898,Identification of Pathogenic Missense Mutations of NF1 Using Computational Approaches.,10.1007/s12031-024-02271-x,Journal of molecular neuroscience : MN,2024.0,bench,pubmed
PMID:39395123,"Autism Spectrum Disorder Symptom Profiles in Fragile X Syndrome, Angelman Syndrome, Tuberous Sclerosis Complex and Neurofibromatosis Type 1.",10.1007/s10803-024-06557-2,Journal of autism and developmental disorders,2026.0,bench,pubmed
PMID:39403336,Duodenal ampulla neuroendocrine tumor and gastrointestinal stromal tumors in a case of neurofibromatosis type 1: a case report.,10.3389/fonc.2024.1336539,Frontiers in oncology,2024.0,clinical,pubmed
PMID:39409151,Proof of Concept for Genome Profiling of the Neurofibroma/Sarcoma Sequence in Neurofibromatosis Type 1.,10.3390/ijms251910822,International journal of molecular sciences,2024.0,bench,pubmed
PMID:39413183,Stimulator of interferon gene facilitates recruitment of effector CD8 T cells that drive neurofibromatosis type 1 nerve tumor initiation and maintenance.,10.1126/sciadv.ado6342,Science advances,2024.0,bench,pubmed
PMID:39415595,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,10.1242/dmm.050862,Disease models & mechanisms,2024.0,bench,pubmed
PMID:39433486,[Several suggestions for improving diagnosis and management of patients with neurofibromatosis type 1].,10.7507/1002-1892.202406062,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,2024.0,clinical,pubmed
PMID:39433487,[Clarification the terms and definitions related to neurofibromatosis type 1].,10.7507/1002-1892.202406088,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,2024.0,bench,pubmed
PMID:39433488,[Progress and prospects in diagnosis and treatment of neurofibromatosis type 1].,10.7507/1002-1892.202407005,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,2024.0,bench,pubmed
PMID:39433489,[Progress in neurosurgical treatment of neurofibromatosis type 1].,10.7507/1002-1892.202407058,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,2024.0,clinical,pubmed
PMID:39433490,[Emergency management and perioperative strategies for intra-tumoral hemorrhage in neurofibromatosis type 1-related giant plexiform neurofibroma].,10.7507/1002-1892.202406074,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,2024.0,clinical,pubmed
PMID:39454246,Effectiveness of CI as an alternative to ABI for hearing loss in patients with vestibular schwannomas: A multicenter study in Japan.,10.1016/j.anl.2024.10.010,"Auris, nasus, larynx",2024.0,clinical,pubmed
PMID:39457697,Pheochromocytoma-Paraganglioma Syndrome: A Multiform Disease with Different Genotype and Phenotype Features.,10.3390/biomedicines12102385,Biomedicines,2024.0,bench,pubmed
PMID:39482412,TSPO deficiency promotes the progression of malignant peripheral sheath tumors by regulating the G2/M phase of the cell cycle via CDK1.,10.1038/s41598-024-77933-2,Scientific reports,2024.0,bench,pubmed
PMID:39488637,TGF-β superfamily-induced transcriptional activation pathways establish the RAD52-dependent ALT machinery during malignant transformation of MPNSTs.,10.1038/s41598-024-76732-z,Scientific reports,2024.0,bench,pubmed
PMID:39500722,Consensus recommendations for an integrated diagnostic approach to peripheral nerve sheath tumors arising in the setting of Neurofibromatosis Type 1.,10.1093/neuonc/noae235,Neuro-oncology,2025.0,bench,pubmed
PMID:39514826,"ReNeu: A Pivotal, Phase IIb Trial of Mirdametinib in Adults and Children With Symptomatic Neurofibromatosis Type 1-Associated Plexiform Neurofibroma.",10.1200/JCO.24.01034,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2025.0,clinical,pubmed
PMID:39518076,Leveraging Neural Crest-Derived Tumors to Identify NF1 Cancer Stem Cell Signatures.,10.3390/cancers16213639,Cancers,2024.0,bench,pubmed
PMID:39521772,Automatic construction of Petri net models for computational simulations of molecular interaction network.,10.1038/s41540-024-00464-z,NPJ systems biology and applications,2024.0,bench,pubmed
PMID:39539654,Quality of life of patients with neurofibromatosis 1-Physical disability does not necessarily result in poor mental health.,10.3389/fneur.2024.1432196,Frontiers in neurology,2024.0,clinical,pubmed
PMID:39548629,Management of high grade primary cerebellar tumours.,10.47391/JPMA.24-92,JPMA. The Journal of the Pakistan Medical Association,2024.0,bench,pubmed
PMID:39570085,Adrenocortical tumors and hereditary syndromes.,10.1080/17446651.2024.2431748,Expert review of endocrinology & metabolism,2025.0,bench,pubmed
PMID:39596296,Integrated Transcriptome Profiling and Pan-Cancer Analyses Reveal Oncogenic Networks and Tumor-Immune Modulatory Roles for FABP7 in Brain Cancers.,10.3390/ijms252212231,International journal of molecular sciences,2024.0,clinical,pubmed
PMID:39601046,Role of long non-coding RNAs in neurofibromatosis and Schwannomatosis: pathogenesis and therapeutic potential.,10.1080/17501911.2024.2430170,Epigenomics,2024.0,bench,pubmed
PMID:39609892,Neurocognitive functioning in adults with neurofibromatosis type 1- a nationwide population-based study.,10.1186/s13023-024-03454-w,Orphanet journal of rare diseases,2024.0,clinical,pubmed
PMID:39620202,Multiomic analyses reveal new targets of polycomb repressor complex 2 in Schwann lineage cells and malignant peripheral nerve sheath tumors.,10.1093/noajnl/vdae188,Neuro-oncology advances,2024.0,bench,pubmed
PMID:39666427,[Pituicitoma in a patient with neurofibromatosis type 1].,,Medicina,2024.0,clinical,pubmed
PMID:39669605,Next-generation variant exon screening: Moving forward in routine genetic disease investigations.,10.1016/j.gimo.2024.101816,Genetics in medicine open,2024.0,bench,pubmed
PMID:39678747,Utility of Keystone Flap in Armory of Dermatosurgeons.,10.4103/ijd.ijd_953_23,Indian journal of dermatology,2024.0,bench,pubmed
PMID:39684258,"Comprehensive Clinical Genetics, Molecular and Pathological Evaluation Efficiently Assist Diagnostics and Therapy Selection in Breast Cancer Patients with Hereditary Genetic Background.",10.3390/ijms252312546,International journal of molecular sciences,2024.0,clinical,pubmed
PMID:39712860,Characterization of microRNA-223-3p as a novel promoter of cell proliferation and invasion in papillary thyroid carcinoma.,10.1002/ccs3.12057,Journal of cell communication and signaling,2025.0,bench,pubmed
PMID:39722043,"Cystic lesions and their mimics involving the intrahepatic bile ducts and peribiliary space: diagnosis, complications, and management.",10.1007/s00261-024-04742-6,Abdominal radiology (New York),2025.0,bench,pubmed
PMID:39724457,A bibliometric analysis of research trends and hotspots of pilocytic astrocytoma from 2004 to 2023.,10.1007/s10143-024-03139-9,Neurosurgical review,2024.0,bench,pubmed
PMID:39731295,"Therapeutic effect of novel drug candidate, PRG-N-01, on NF2 syndrome-related tumor.",10.1093/neuonc/noae282,Neuro-oncology,2025.0,bench,pubmed
PMID:39731804,Surgical management of a large neurofibroma in the thenar Region: A case report.,10.1016/j.ijscr.2024.110742,International journal of surgery case reports,2025.0,clinical,pubmed
PMID:39749698,SUCLG1 promotes aerobic respiration and progression in plexiform neurofibroma.,10.3892/ijo.2024.5716,International journal of oncology,2025.0,bench,pubmed
PMID:39762421,Selumetinib in adults with NF1 and inoperable plexiform neurofibroma: a phase 2 trial.,10.1038/s41591-024-03361-4,Nature medicine,2025.0,clinical,pubmed
PMID:39786423,"Triple Combination of MEK, BET, and CDK Inhibitors Significantly Reduces Human Malignant Peripheral Nerve Sheath Tumors in Mouse Models.",10.1158/1078-0432.CCR-24-2807,Clinical cancer research : an official journal of the American Association for Cancer Research,2025.0,bench,pubmed
PMID:39793045,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors.,10.1073/pnas.2407745121,Proceedings of the National Academy of Sciences of the United States of America,2025.0,bench,pubmed
PMID:39796693,Role of ,10.3390/cancers17010064,Cancers,2024.0,bench,pubmed
PMID:39804140,"Loss of NF1 Accelerates Uveal and Intradermal Melanoma Tumorigenesis, and Oncogenic GNAQ Transforms Schwann Cells.",10.1158/2767-9764.CRC-24-0386,Cancer research communications,2025.0,bench,pubmed
PMID:39824854,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,10.1038/s41598-025-85386-4,Scientific reports,2025.0,bench,pubmed
PMID:39835668,"Selumetinib for children with neurofibromatosis type 1 and plexiform neurofibromas that can't be removed by surgery, and impact on how the condition affects caregivers: a plain language summary.",10.57264/cer-2024-0184,Journal of comparative effectiveness research,2025.0,clinical,pubmed
PMID:39840093,Disproportionate adverse event signals of selumetinib in neurofibromatosis type I: insights from FAERS.,10.3389/fphar.2024.1454418,Frontiers in pharmacology,2024.0,bench,pubmed
PMID:39840811,Allosteric modulation of NF1 GAP: Differential distributions of catalytically competent populations in loss-of-function and gain-of-function mutants.,10.1002/pro.70042,Protein science : a publication of the Protein Society,2025.0,bench,pubmed
PMID:39841844,WWC proteins-mediated compensatory mechanism restricts schwannomatosis driven by ,10.1126/sciadv.adp4765,Science advances,2025.0,bench,pubmed
PMID:39844170,Internalizing and externalizing symptoms in individuals with neurofibromatosis type 1: a systematic review and meta-analysis.,10.1186/s13643-024-02749-0,Systematic reviews,2025.0,clinical,pubmed
PMID:39845289,Evaluating dimensionality reduction of comorbidities for predictive modeling in individuals with neurofibromatosis type 1.,10.1093/jamiaopen/ooae157,JAMIA open,2025.0,bench,pubmed
PMID:39857943,UBR5 in Tumor Biology: Exploring Mechanisms of Immune Regulation and Possible Therapeutic Implications in MPNST.,10.3390/cancers17020161,Cancers,2025.0,bench,pubmed
PMID:39863790,A multicenter study of neurofibromatosis type 1 utilizing deep learning for whole body tumor identification.,10.1038/s41746-025-01454-z,NPJ digital medicine,2025.0,bench,pubmed
PMID:39868555,Intestinal Bacteroides drives glioma progression by regulating CD8+ T cell tumor infiltration.,10.1093/neuonc/noaf024,Neuro-oncology,2025.0,bench,pubmed
PMID:39875738,[Plastic surgical treatment of neurofibromatosis type 1].,10.1007/s00104-024-02232-5,"Chirurgie (Heidelberg, Germany)",2025.0,clinical,pubmed
PMID:39881370,"Spectrophotometric and computational characterization of charge transfer complex of selumetinib with 2,3-dichloro-5,6-dicyano-1,4-benzoquinone and its utilization in developing an innovative green and high throughput microwell assay for analysis of bulk form and pharmaceutical formulation.",10.1186/s13065-024-01353-6,BMC chemistry,2025.0,bench,pubmed
PMID:39890807,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,10.1038/s41598-024-84493-y,Scientific reports,2025.0,bench,pubmed
PMID:39921490,NF2 is Essential for Human Endoderm Development.,10.1002/advs.202410909,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2025.0,bench,pubmed
PMID:39948669,How does a preference-based generic health-related quality of life measure perform in patients with a rare disease? Measurement properties of the EQ-5D-Y proxy version among underage patients with neurofibromatosis type 1.,10.1186/s13023-025-03590-x,Orphanet journal of rare diseases,2025.0,clinical,pubmed
PMID:39952425,Sex-dependent variations of retinal function and architecture in a neurofibromatosis type I mouse model with normal vision.,10.1016/j.exer.2025.110279,Experimental eye research,2025.0,"bench,clinical",pubmed
PMID:39965929,Neurofibromin Deficiency Alters the Patterning and Prioritization of Motor Behaviors in a State-Dependent Manner.,10.1523/JNEUROSCI.1531-24.2025,The Journal of neuroscience : the official journal of the Society for Neuroscience,2025.0,bench,pubmed
PMID:39966622,The development of an artificial intelligence auto-segmentation tool for 3D volumetric analysis of vestibular schwannomas.,10.1038/s41598-025-88589-x,Scientific reports,2025.0,bench,pubmed
PMID:39980445,A molecular array for 10-second diagnosis of common spinal tumor types with picosecond infrared laser mass spectrometry.,10.1093/neuonc/noaf047,Neuro-oncology,2025.0,bench,pubmed
PMID:39981185,Schwann cells in regeneration and cancer.,10.3389/fphar.2025.1506552,Frontiers in pharmacology,2025.0,bench,pubmed
PMID:39996452,Cas9 Mouse Model of Skull Base Meningioma Driven by Combinational Gene Inactivation in Meningeal Cells.,10.1111/cns.70287,CNS neuroscience & therapeutics,2025.0,bench,pubmed
PMID:40000831,Cancer-independent somatic mutation of the wild-type NF1 allele in normal tissues in neurofibromatosis type 1.,10.1038/s41588-025-02097-2,Nature genetics,2025.0,bench,pubmed
