pmid,doi,title,journal,year,query_type,source,is_research,screening_reasoning
37608248,10.1186/s11689-023-09492-y,Aberrant oscillatory activity in neurofibromatosis type 1: an EEG study of resting state and working memory.,J Neurodev Disord,2023,reconstructed,pubmed,True,EEG analysis method
37616542,10.1158/1535-7163.MCT-23-0258,"Pro-905, a Novel Purine Antimetabolite, Combines with Glutamine Amidotransferase Inhibition to Suppress Growth of Malignant Peripheral Nerve Sheath Tumor.",Mol Cancer Ther,2023,reconstructed,pubmed,True,Drug combination screening
37712888,10.1093/hmg/ddad155,A common single nucleotide variant in the cytokine receptor-like factor-3 (CRLF3) gene causes neuronal deficits in human and mouse cells.,Hum Mol Genet,2023,reconstructed,pubmed,True,Genetic variant characterization
37770931,10.1186/s40478-023-01639-1,"Integration of single-nuclei RNA-sequencing, spatial transcriptomics and histochemistry defines the complex microenvironment of NF1-associated plexiform neurofibromas.",Acta Neuropathol Commun,2023,reconstructed,pubmed,True,Single-nuclei RNA-sequencing tool
37772407,10.1177/17407745231201338,Potential endpoints for assessment of bone health in persons with neurofibromatosis type 1.,Clin Trials,2024,reconstructed,pubmed,True,Clinical assessment tool development
37817770,10.3389/fonc.2023.1253659,Single-cell RNA sequencing of neurofibromas reveals a tumor microenvironment favorable for neural regeneration and immune suppression in a neurofibromatosis type 1 porcine model.,Front Oncol,2023,reconstructed,pubmed,True,"Single-cell RNA sequencing, animal model"
37848948,10.1186/s13104-023-06515-8,Perinatal folate levels do not influence tumor latency or multiplicity in a model of NF1 associated plexiform-like neurofibromas.,BMC Res Notes,2023,reconstructed,pubmed,True,Animal model research
37886501,10.21203/rs.3.rs-3405297/v1,Simultaneous Inhibition of PI3K and PAK in Preclinical Models of Neurofibromatosis Type 2-related Schwannomatosis.,Res Sq,2023,reconstructed,pubmed,True,Preclinical model development
37949359,10.1016/j.labinv.2023.100285,Characterization of Immune Cell Populations of Cutaneous Neurofibromas in Neurofibromatosis 1.,Lab Invest,2024,reconstructed,pubmed,True,Immune cell characterization
37962219,10.1177/17407745231209224,Perspectives of adults with neurofibromatosis regarding the design of psychosocial trials: Results from an anonymous online survey.,Clin Trials,2024,reconstructed,pubmed,True,Patient survey design tool
37990867,10.1242/dmm.049861,Neurofibromin 1 mutations impair the function of human induced pluripotent stem cell-derived microglia.,Dis Model Mech,2023,reconstructed,pubmed,True,Induced pluripotent stem cell model
37996843,10.1186/s12883-023-03429-7,Impact of neurofibromatosis type 1 with plexiform neurofibromas on the health-related quality of life and work productivity of adult patients and caregivers in the UK: a cross-sectional survey.,BMC Neurol,2023,reconstructed,pubmed,True,"Quality of life assessment tool/home/runner/work/nf-research-tools-schema/nf-research-tools-schema/tool_coverage/scripts/screen_publication_titles.py:85: DeprecationWarning: The model 'claude-3-5-haiku-20241022' is deprecated and will reach end-of-life on February 19th, 2026."
38008284,10.1016/j.jmoldx.2023.11.005,Droplet Digital PCR for Fast and Accurate Characterization of NF1 Locus Deletions: Confirmation of the Predominant Maternal Origin of Type-1 Deletions.,J Mol Diagn,2024,reconstructed,pubmed,True,Droplet digital PCR genetic characterization
38009710,10.1002/jclp.23623,"Mindfulness, coping, and optimism as mechanisms of change in the 3RP-NF intervention.",J Clin Psychol,2024,reconstructed,pubmed,True,Psychological intervention tool
38057084,10.1265/ehpm.23-00221,Quality of life in patients with neurofibromatosis type 1: a nationwide database study in Japan from 2015 to 2019.,Environ Health Prev Med,2023,reconstructed,pubmed,True,Quality of life assessment tool
38086379,10.1016/j.xcrm.2023.101309,Econazole selectively induces cell death in NF1-homozygous mutant tumor cells.,Cell Rep Med,2023,reconstructed,pubmed,True,Drug screening method
38115252,10.1097/MD.0000000000036696,Identification of hub genes and drug candidates for NF2-related vestibular schwannoma by bioinformatics tools.,Medicine (Baltimore),2023,reconstructed,pubmed,True,Bioinformatics tool development
38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,Clin Cancer Res,2024,reconstructed,pubmed,True,Spatial gene expression profiling
38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,Cancers (Basel),2023,reconstructed,pubmed,True,Drug response screening
38140900,10.1177/17407745231205577,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,Clin Trials,2024,reconstructed,pubmed,True,Clinical trial assessment tool
38170419,10.1007/s11136-023-03574-z,Development of the PROMIS pediatric stigma and extension to the PROMIS pediatric stigma: skin item banks.,Qual Life Res,2024,reconstructed,pubmed,True,Patient-reported outcome measure development
38173515,10.1016/j.heliyon.2023.e23445,Development of a semi-automatic segmentation technique based on mean magnetic resonance imaging intensity thresholding for volumetric quantification of plexiform neurofibromas.,Heliyon,2024,reconstructed,pubmed,True,MRI segmentation technique
38175707,10.1172/jci.insight.168826,Unbalancing cAMP and Ras/MAPK pathways as a therapeutic strategy for cutaneous neurofibromas.,JCI Insight,2024,reconstructed,pubmed,True,Therapeutic pathway investigation
38187038,,Novel combination of imipridones and histone deacetylase inhibitors demonstrate cytotoxic effect through integrated stress response in pediatric solid tumors.,Am J Cancer Res,2023,reconstructed,pubmed,True,Drug combination screening
38201517,10.3390/cancers16010089,Synergistic Suppression of NF1 Malignant Peripheral Nerve Sheath Tumor Cell Growth in Culture and Orthotopic Xenografts by Combinational Treatment with Statin and Prodrug Farnesyltransferase Inhibitor PAMAM G4 Dendrimers.,Cancers (Basel),2023,reconstructed,pubmed,True,"Xenograft model, drug screening"
38203448,10.3390/ijms25010277,FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells.,Int J Mol Sci,2023,reconstructed,pubmed,True,Drug mechanism investigation
38216123,10.1016/j.molmet.2024.101876,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,Mol Metab,2024,reconstructed,pubmed,True,Metabolic pathway characterization
38229454,10.1002/acn3.51995,Estrogen-induced glial IL-1β mediates extrinsic retinal ganglion cell vulnerability in murine Nf1 optic glioma.,Ann Clin Transl Neurol,2024,reconstructed,pubmed,True,Murine model development
38258905,10.1172/jci.insight.171275,Schwann cells modulate nociception in neurofibromatosis 1.,JCI Insight,2024,reconstructed,pubmed,True,Cellular mechanism investigation
38308315,10.1186/s40478-024-01735-w,Brain injury drives optic glioma formation through neuron-glia signaling.,Acta Neuropathol Commun,2024,reconstructed,pubmed,True,Disease model development
38318960,10.1002/ajmg.a.63543,The impact of a virtual mind-body program on symptoms of depression and anxiety among international English-speaking adults with neurofibromatosis.,Am J Med Genet A,2024,reconstructed,pubmed,True,Virtual intervention tool
38321701,10.1177/17407745231217279,Patient-reported measures of tinnitus for individuals with neurofibromatosis type 2-related schwannomatosis: Recommendations for clinical trials.,Clin Trials,2024,reconstructed,pubmed,True,Patient-reported outcome measure
38336988,10.1038/s41388-024-02958-w,Simultaneous inhibition of PI3K and PAK in preclinical models of neurofibromatosis type 2-related schwannomatosis.,Oncogene,2024,reconstructed,pubmed,True,Preclinical model development
38339230,10.3390/cancers16030477,Gender-Specific Fine Motor Skill Learning Is Impaired by Myelin-Targeted Neurofibromatosis Type 1 Gene Mutation.,Cancers (Basel),2024,reconstructed,pubmed,True,Genetic mouse model
38360927,10.1038/s41467-024-45618-z,Neurofibromin 1 controls metabolic balance and Notch-dependent quiescence of murine juvenile myogenic progenitors.,Nat Commun,2024,reconstructed,pubmed,True,Cellular mechanism investigation
38366576,10.1093/jpepsy/jsae006,Perceived transition readiness among adolescents and young adults with neurofibromatosis type 1 and plexiform neurofibromas: a cross-sectional descriptive study.,J Pediatr Psychol,2024,reconstructed,pubmed,True,Patient readiness assessment tool
38372904,10.1007/s11060-024-04596-4,Imaging as an early biomarker to predict sensitivity to everolimus for progressive NF2-related vestibular schwannoma.,J Neurooncol,2024,reconstructed,pubmed,True,Imaging biomarker development
38387803,10.1016/j.jneumeth.2024.110082,Development of a vestibular schwannoma tumor slice model for pharmacological testing.,J Neurosci Methods,2024,reconstructed,pubmed,True,Tumor slice model development
38402381,10.1186/s13023-024-03078-0,Impact of neurofibromatosis type 1 on quality of life using the Skindex-29 questionnaire quality of life in NF1.,Orphanet J Rare Dis,2024,reconstructed,pubmed,True,Quality of life assessment tool
38409461,10.1007/s11060-024-04610-9,Diverse learners: learning disabilities and quality of life following mind-body and health education interventions for adults with neurofibromatosis.,J Neurooncol,2024,reconstructed,pubmed,True,Learning intervention tool
38458648,10.26508/lsa.202302229,C5aR plus MEK inhibition durably targets the tumor milieu and reveals tumor cell phagocytosis.,Life Sci Alliance,2024,reconstructed,pubmed,True,Tumor microenvironment investigation
38475852,10.1186/s13023-024-03093-1,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1.,Orphanet J Rare Dis,2024,reconstructed,pubmed,True,Telehealth intervention tool
38480916,10.1038/s41388-024-03000-9,p53 modulates kinase inhibitor resistance and lineage plasticity in NF1-related MPNSTs.,Oncogene,2024,reconstructed,pubmed,True,Drug resistance mechanism
38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,Front Cell Dev Biol,2024,reconstructed,pubmed,True,CRISPR genetic model development
38493052,10.1016/j.abd.2023.08.011,Association of sociodemographic and clinical factors with the quality of life of Brazilian individuals with Neurofibromatosis type 1: a cross-sectional study.,An Bras Dermatol,2024,reconstructed,pubmed,True,Quality of life assessment tool
38499890,10.1186/s41687-024-00714-y,"The PlexiQoL, a patient-reported outcome measure on quality of life in neurofibromatosis type 1-associated plexiform neurofibroma: translation, cultural adaptation and validation into the Dutch language for the Netherlands.",J Patient Rep Outcomes,2024,reconstructed,pubmed,True,Patient-reported outcome measure translation
38502231,10.1172/JCI176748,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,J Clin Invest,2024,reconstructed,pubmed,True,Immunotherapy mechanism investigation
38521834,10.1038/s41598-024-57401-7,The impact of mental health on health-related quality of life in patients with NF2-related Schwannomatosis.,Sci Rep,2024,reconstructed,pubmed,True,Mental health impact assessment tool
38585724,10.1101/2024.03.25.585959,Pharmacogenomic synthetic lethal screens reveal hidden vulnerabilities and new therapeutic approaches for treatment of NF1-associated tumors.,bioRxiv,2024,reconstructed,pubmed,True,Pharmacogenomic screening
38595983,10.1016/j.omton.2024.200783,Conditionally replicative adenovirus as a therapy for malignant peripheral nerve sheath tumors.,Mol Ther Oncol,2024,reconstructed,pubmed,True,Viral therapy development
38603731,10.1371/journal.pone.0302017,Raman difference spectroscopy and U-Net convolutional neural network for molecular analysis of cutaneous neurofibroma.,PLoS One,2024,reconstructed,pubmed,True,Molecular analysis technique
38607967,10.1093/neuonc/noae054,NF1 mutation-driven neuronal hyperexcitability sets a threshold for tumorigenesis and therapeutic targeting of murine optic glioma.,Neuro Oncol,2024,reconstructed,pubmed,True,Genetic mouse model
38654147,10.1186/s12872-024-03878-z,Whole-exome sequencing revealed a likely pathogenic variant in NF1 causing neurofibromatosis type I and Arrhythmogenic Cardiomyopathy.,BMC Cardiovasc Disord,2024,reconstructed,pubmed,True,Whole-exome sequencing
38691597,10.1126/sciadv.adk4946,Effect of NFX-179 MEK inhibitor on cutaneous neurofibromas in persons with neurofibromatosis type 1.,Sci Adv,2024,reconstructed,pubmed,True,Drug effect assessment
38712289,10.1101/2024.04.23.590787,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2.,bioRxiv,2024,reconstructed,pubmed,True,Zebrafish genetic model
38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,Mol Cancer Ther,2024,reconstructed,pubmed,True,Drug and radiation mechanism
38721358,10.1093/noajnl/vdae036,Effect of food on selumetinib pharmacokinetics and gastrointestinal tolerability in adolescents with neurofibromatosis type 1-related plexiform neurofibromas.,Neurooncol Adv,2024,reconstructed,pubmed,True,Drug pharmacokinetics study
38722890,10.1371/journal.pone.0303138,NF-κB1 deficiency promotes macrophage-derived adrenal tumors but decreases neurofibromas in HTLV-I LTR-Tax transgenic mice.,PLoS One,2024,reconstructed,pubmed,True,Genetic mouse model
38811427,10.1186/s41687-024-00732-w,Quality of life in individuals with neurofibromatosis type 1 associated cutaneous neurofibromas: validation of the Dutch cNF-Skindex.,J Patient Rep Outcomes,2024,reconstructed,pubmed,True,Quality of life assessment tool validation
38816530,10.1038/s41593-024-01654-y,Nf1 mutation disrupts activity-dependent oligodendroglial plasticity and motor learning in mice.,Nat Neurosci,2024,reconstructed,pubmed,True,Animal model research
38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,PLoS One,2024,reconstructed,pubmed,True,Animal model development
38913608,10.1371/journal.pone.0304778,Dietary intervention rescues a bone porosity phenotype in a murine model of Neurofibromatosis Type 1 (NF1).,PLoS One,2024,reconstructed,pubmed,True,Animal model research
38923593,10.1111/1346-8138.17276,The impact of cutaneous neurofibromas on quality of life and mental health in neurofibromatosis type 1.,J Dermatol,2024,reconstructed,pubmed,True,Quality of life assessment tool
38931352,10.3390/ph17060685,PET Imaging of Neurofibromatosis Type 1 with a Fluorine-18 Labeled Tryptophan Radiotracer.,Pharmaceuticals (Basel),2024,reconstructed,pubmed,True,PET imaging tool development
38990917,10.1371/journal.pone.0305548,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,PLoS One,2024,reconstructed,pubmed,True,Clinical assessment tool (OCT)
39016685,10.1242/jcs.262343,Chemical genetic screens reveal defective lysosomal trafficking as synthetic lethal with NF1 loss.,J Cell Sci,2024,reconstructed,pubmed,True,Chemical genetic screening
39061138,10.3390/cancers16142498,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,Cancers (Basel),2024,reconstructed,pubmed,True,3D tumor spheroid model
39106942,10.1016/j.expneurol.2024.114914,Investigating therapeutic nonsense suppression in a neurofibromatosis mouse model.,Exp Neurol,2024,reconstructed,pubmed,True,Therapeutic nonsense suppression mouse model
39149363,10.1101/2024.08.08.607070,Neurofibromin deficiency alters the patterning and prioritization of motor behaviors in a state-dependent manner.,bioRxiv,2024,reconstructed,pubmed,True,Animal behavior model
39196570,10.1001/jamadermatol.2024.2912,Cutaneous Neurofibromas and Quality of Life in Adults With Neurofibromatosis Type 1.,JAMA Dermatol,2024,reconstructed,pubmed,True,Quality of life assessment tool
39198186,10.1265/ehpm.24-00158,Quality of life and neurological symptoms in patients with neurofibromatosis type 2: a national database study in Japan.,Environ Health Prev Med,2024,reconstructed,pubmed,True,Quality of life assessment tool
39201967,10.3390/children11081033,"Quality of Life in Children with Neurofibromatosis Type 1: Agreement between Parents and Patients, and the Role of Disease Severity and Visibility.",Children (Basel),2024,reconstructed,pubmed,True,Quality of life assessment tool
39225289,10.1111/srt.70020,Comparing 3D imaging devices for the measurement of cutaneous neurofibromas in patients with Neurofibromatosis Type 1.,Skin Res Technol,2024,reconstructed,pubmed,True,3D imaging measurement tool
39234078,10.3389/fpubh.2024.1398803,"Long-term distress throughout one's life: health-related quality of life, economic and caregiver burden of patients with neurofibromatosis type 1 in China.",Front Public Health,2024,reconstructed,pubmed,True,Quality of life assessment tool
39373898,10.1007/s12031-024-02271-x,Identification of Pathogenic Missense Mutations of NF1 Using Computational Approaches.,J Mol Neurosci,2024,reconstructed,pubmed,True,Computational mutation identification tool
39409151,10.3390/ijms251910822,Proof of Concept for Genome Profiling of the Neurofibroma/Sarcoma Sequence in Neurofibromatosis Type 1.,Int J Mol Sci,2024,reconstructed,pubmed,True,Genome profiling method
39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,Dis Model Mech,2024,reconstructed,pubmed,True,Animal model development (zebrafish)
39518076,10.3390/cancers16213639,Leveraging Neural Crest-Derived Tumors to Identify NF1 Cancer Stem Cell Signatures.,Cancers (Basel),2024,reconstructed,pubmed,True,Cancer stem cell signature identification
39521772,10.1038/s41540-024-00464-z,Automatic construction of Petri net models for computational simulations of molecular interaction network.,NPJ Syst Biol Appl,2024,reconstructed,pubmed,True,Computational modeling tool
39539654,10.3389/fneur.2024.1432196,Quality of life of patients with neurofibromatosis 1-Physical disability does not necessarily result in poor mental health.,Front Neurol,2024,reconstructed,pubmed,True,Quality of life assessment tool
39601046,10.1080/17501911.2024.2430170,Role of long non-coding RNAs in neurofibromatosis and Schwannomatosis: pathogenesis and therapeutic potential.,Epigenomics,2024,reconstructed,pubmed,True,Potential genetic reagent research
39620202,10.1093/noajnl/vdae188,Multiomic analyses reveal new targets of polycomb repressor complex 2 in Schwann lineage cells and malignant peripheral nerve sheath tumors.,Neurooncol Adv,2024,reconstructed,pubmed,True,Multiomics computational tool
39669605,10.1016/j.gimo.2024.101816,Next-generation variant exon screening: Moving forward in routine genetic disease investigations.,Genet Med Open,2024,reconstructed,pubmed,True,Genetic screening method
39731295,10.1093/neuonc/noae282,"Therapeutic effect of novel drug candidate, PRG-N-01, on NF2 syndrome-related tumor.",Neuro Oncol,2025,reconstructed,pubmed,True,Drug candidate development
39749698,10.3892/ijo.2024.5716,SUCLG1 promotes aerobic respiration and progression in plexiform neurofibroma.,Int J Oncol,2025,reconstructed,pubmed,True,Molecular mechanism study with potential research tools
39762421,10.1038/s41591-024-03361-4,Selumetinib in adults with NF1 and inoperable plexiform neurofibroma: a phase 2 trial.,Nat Med,2025,reconstructed,pubmed,True,Clinical trial with therapeutic tool
39786423,10.1158/1078-0432.CCR-24-2807,"Triple Combination of MEK, BET, and CDK Inhibitors Significantly Reduces Human Malignant Peripheral Nerve Sheath Tumors in Mouse Models.",Clin Cancer Res,2025,reconstructed,pubmed,True,Animal model development
39793045,10.1073/pnas.2407745121,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors.,Proc Natl Acad Sci U S A,2025,reconstructed,pubmed,True,Drug mechanism research
39804140,10.1158/2767-9764.CRC-24-0386,"Loss of NF1 Accelerates Uveal and Intradermal Melanoma Tumorigenesis, and Oncogenic GNAQ Transforms Schwann Cells.",Cancer Res Commun,2025,reconstructed,pubmed,True,Genetic mechanism study
39824854,10.1038/s41598-025-85386-4,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,Sci Rep,2025,reconstructed,pubmed,True,3D volumetric measurement technique
39840093,10.3389/fphar.2024.1454418,Disproportionate adverse event signals of selumetinib in neurofibromatosis type I: insights from FAERS.,Front Pharmacol,2024,reconstructed,pubmed,True,Pharmacological adverse event analysis
39840811,10.1002/pro.70042,Allosteric modulation of NF1 GAP: Differential distributions of catalytically competent populations in loss-of-function and gain-of-function mutants.,Protein Sci,2025,reconstructed,pubmed,True,Molecular computational tool
39845289,10.1093/jamiaopen/ooae157,Evaluating dimensionality reduction of comorbidities for predictive modeling in individuals with neurofibromatosis type 1.,JAMIA Open,2025,reconstructed,pubmed,True,Computational predictive modeling
39857943,10.3390/cancers17020161,UBR5 in Tumor Biology: Exploring Mechanisms of Immune Regulation and Possible Therapeutic Implications in MPNST.,Cancers (Basel),2025,reconstructed,pubmed,True,Molecular mechanism study
39863790,10.1038/s41746-025-01454-z,A multicenter study of neurofibromatosis type 1 utilizing deep learning for whole body tumor identification.,NPJ Digit Med,2025,reconstructed,pubmed,True,Deep learning computational tool
39881370,10.1186/s13065-024-01353-6,"Spectrophotometric and computational characterization of charge transfer complex of selumetinib with 2,3-dichloro-5,6-dicyano-1,4-benzoquinone and its utilization in developing an innovative green and high throughput microwell assay for analysis of bulk form and pharmaceutical formulation.",BMC Chem,2025,reconstructed,pubmed,True,Spectrophotometric and computational method
39890807,10.1038/s41598-024-84493-y,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,Sci Rep,2025,reconstructed,pubmed,True,Proteomics analysis tool
39921490,10.1002/advs.202410909,NF2 is Essential for Human Endoderm Development.,Adv Sci (Weinh),2025,reconstructed,pubmed,True,Developmental biology genetic tool
39948669,10.1186/s13023-025-03590-x,How does a preference-based generic health-related quality of life measure perform in patients with a rare disease? Measurement properties of the EQ-5D-Y proxy version among underage patients with neurofibromatosis type 1.,Orphanet J Rare Dis,2025,reconstructed,pubmed,True,Clinical assessment tool
39952425,10.1016/j.exer.2025.110279,Sex-dependent variations of retinal function and architecture in a neurofibromatosis type I mouse model with normal vision.,Exp Eye Res,2025,reconstructed,pubmed,True,Animal model research
39965929,10.1523/JNEUROSCI.1531-24.2025,Neurofibromin Deficiency Alters the Patterning and Prioritization of Motor Behaviors in a State-Dependent Manner.,J Neurosci,2025,reconstructed,pubmed,True,Behavioral research tool
39966622,10.1038/s41598-025-88589-x,The development of an artificial intelligence auto-segmentation tool for 3D volumetric analysis of vestibular schwannomas.,Sci Rep,2025,reconstructed,pubmed,True,AI auto-segmentation tool
39980445,10.1093/neuonc/noaf047,A molecular array for 10-second diagnosis of common spinal tumor types with picosecond infrared laser mass spectrometry.,Neuro Oncol,2025,reconstructed,pubmed,True,Molecular diagnostic tool
39996452,10.1111/cns.70287,Cas9 Mouse Model of Skull Base Meningioma Driven by Combinational Gene Inactivation in Meningeal Cells.,CNS Neurosci Ther,2025,reconstructed,pubmed,True,Animal model development
40000831,10.1038/s41588-025-02097-2,Cancer-independent somatic mutation of the wild-type NF1 allele in normal tissues in neurofibromatosis type 1.,Nat Genet,2025,reconstructed,pubmed,True,Genetic mutation analysis
40025071,10.1038/s41420-025-02367-2,Discoidin domain receptor inhibitor DDR1-IN-1 induces autophagy and necroptotic cell death in malignant peripheral nerve sheath tumor.,Cell Death Discov,2025,reconstructed,pubmed,True,Drug mechanism research
40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,Acta Neuropathol Commun,2025,reconstructed,pubmed,True,CAR-T cell therapy development
40034205,10.1016/j.omtn.2025.102475,The evolving landscape of NF gene therapy: Hurdles and opportunities.,Mol Ther Nucleic Acids,2025,reconstructed,pubmed,True,Gene therapy research
40063513,10.1158/1078-0432.CCR-24-3029,DLK1 Distinguishes Subsets of NF1-Associated Malignant Peripheral Nerve Sheath Tumors with Divergent Molecular Signatures.,Clin Cancer Res,2025,reconstructed,pubmed,True,Molecular classification tool
40075752,10.3390/cancers17050905,Granulocyte-Macrophage Colony Stimulating Factor Receptor Contributes to Plexiform Neurofibroma Initiation.,Cancers (Basel),2025,reconstructed,pubmed,True,Molecular mechanism study
40087579,10.1186/s11689-025-09599-4,Disrupted visual attention relates to cognitive development in infants with Neurofibromatosis Type 1.,J Neurodev Disord,2025,reconstructed,pubmed,True,Cognitive assessment tool
40127956,10.1101/gad.352629.125,Cognition and behavior in neurofibromatosis type 1: report and perspective from the Cognition and Behavior in NF1 (CABIN) Task Force.,Genes Dev,2025,reconstructed,pubmed,True,Cognitive assessment review
40128216,10.1038/s41598-025-94517-w,The CoREST complex is a therapeutic vulnerability in malignant peripheral nerve sheath tumors.,Sci Rep,2025,reconstructed,pubmed,True,Molecular mechanism study
40140675,10.1038/s41467-025-57586-z,Spatial mapping of immune cell environments in NF2-related schwannomatosis vestibular schwannoma.,Nat Commun,2025,reconstructed,pubmed,True,Spatial mapping tool
40168468,10.2106/JBJS.24.01007,Molecular Evidence Supporting MEK Inhibitor Therapy in NF1 Pseudarthrosis.,J Bone Joint Surg Am,2025,reconstructed,pubmed,True,Molecular mechanism study
40169570,10.1038/s41467-025-57077-1,A genotype-first approach identifies high incidence of NF1 pathogenic variants with distinct disease associations.,Nat Commun,2025,reconstructed,pubmed,True,Genetic screening method
40188079,10.1186/s13287-025-04281-x,"Interactions among Merlin, Arkadia, and SKOR2 mediate NF2-associated human Schwann cell proliferation.",Stem Cell Res Ther,2025,reconstructed,pubmed,True,Molecular mechanism study
40191916,10.1093/g3journal/jkaf067,"The draft genome of the Wisconsin Miniature SwineTM, a valuable biomedical research tool.",G3 (Bethesda),2025,reconstructed,pubmed,True,Animal model development
40214469,10.3390/cells14070515,Galectin-1 Inhibition as a Strategy for Malignant Peripheral Nerve Sheath Tumor Treatment.,Cells,2025,reconstructed,pubmed,True,Drug mechanism research
40217315,10.1186/s13073-025-01462-4,A single-cell atlas of Schwannoma across genetic backgrounds and anatomic locations.,Genome Med,2025,reconstructed,pubmed,True,Single-cell atlas development
40225167,10.1155/2023/9628049,Functional Assays Combined with Pre-mRNA-Splicing Analysis Improve Variant Classification and Diagnostics for Individuals with Neurofibromatosis Type 1 and Legius Syndrome.,Hum Mutat,2023,reconstructed,pubmed,True,Genetic diagnostic tool
40240141,10.1101/gad.352508.124,IRX2 and NPTX1 differential regulation of β-catenin underlies MEK-mediated proliferation in human neuroglial cells.,Genes Dev,2025,reconstructed,pubmed,True,Molecular mechanism study
40279245,10.1016/j.celrep.2025.115625,Loss of neurofibromin induces inflammatory macrophage phenotypic switch and retinal neovascularization via GLUT1 activation.,Cell Rep,2025,reconstructed,pubmed,True,Molecular mechanism study
40291747,10.1101/2024.09.11.612546,High-content microscopy and machine learning characterize a cell morphology signature of NF1 genotype in Schwann cells.,bioRxiv,2025,reconstructed,pubmed,True,High-content microscopy tool
40299482,10.3390/biomedicines13040907,Sleep Disorders in Pediatric Patients Affected by Neurofibromatosis Type 1: Reports of a Questionnaire and an Apple Watch Sleep Assessment.,Biomedicines,2025,reconstructed,pubmed,True,Sleep assessment tool
40304934,10.1186/s41687-025-00877-2,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,J Patient Rep Outcomes,2025,reconstructed,pubmed,True,Patient-reported outcome measure development
40342626,10.1097/PR9.0000000000001285,Clinical characterization of neuropathic pain and small fiber impairment in neurofibromatosis.,Pain Rep,2025,reconstructed,pubmed,True,Clinical assessment tool
40352015,10.7759/cureus.82033,Development of a Machine Learning Algorithm for the Prediction of WHO Grade 1 Meningioma Recurrence.,Cureus,2025,reconstructed,pubmed,True,Machine learning algorithm development
40394150,10.1038/s41416-025-03055-9,Mass spectrometric insights into the protein composition of human cutaneous neurofibromas: comparison of neurofibromas with the overlying skin.,Br J Cancer,2025,reconstructed,pubmed,True,Mass spectrometry analysis tool
40437318,10.1186/s41747-025-00594-x,Quantitative MRI of dorsal root ganglion alterations in neurofibromatosis type 1 patients with or without pain.,Eur Radiol Exp,2025,reconstructed,pubmed,True,Quantitative MRI technique
40460210,10.2478/acph-2025-0013,Development of two different eco-friendly label-free platforms for analysis of selumetinib.,Acta Pharm,2025,reconstructed,pubmed,True,Analytical method development
40501799,10.1101/2025.05.30.657071,Inhibition of Cxcr4 chemokine receptor signaling improves habituation learning and increases cAMP-PKA signaling in a zebrafish model of Neurofibromatosis type 1.,bioRxiv,2025,reconstructed,pubmed,True,Animal model research
40507334,10.3390/cancers17111852,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,Cancers (Basel),2025,reconstructed,pubmed,True,Biomarker platform development
40529476,10.1016/j.xjidi.2025.100380,Using Durometers to Quantify Stiffness as an Outcome Measure for Cutaneous Neurofibroma in Neurofibromatosis Type 1.,JID Innov,2025,reconstructed,pubmed,True,Clinical assessment tool
40540562,10.1126/sciadv.adu0772,TGFβ-dependent signaling drives tumor growth and aberrant extracellular matrix dynamics in NF1-associated plexiform neurofibroma.,Sci Adv,2025,reconstructed,pubmed,True,Molecular mechanism study
