pmid,title,abstract,has_nf_tools,abstract_screening_reasoning
PMID:10669747,"Cloning and characterization of SCHIP-1, a novel protein interacting specifically with spliced isoforms and naturally occurring mutant NF2 proteins.","Cloning and characterization of SCHIP-1, a novel protein interacting  specifically with spliced isoforms and naturally occurring mutant NF2 proteins.  Goutebroze L(1), Brault E, Muchardt C, Camonis J, Thomas G.  Author information: (1)U434, INSERM-Institut Curie, 75005 Paris, France. goutebroze@cephb.fr  The neurofibromatosis type 2 (NF2) protein, known as schwannomin or merlin, is a  tumor suppressor involved in NF2-associated and sporadic schwannomas and  meningiomas. It is closely related to the ezrin-radixin-moesin family members,  implicated in linking membrane proteins to the cytoskeleton. The molecular  mechanism allowing schwannomin to function as a tumor suppressor is unknown. In  attempt to shed light on schwannomin function, we have identified a novel  coiled-coil protein, SCHIP-1, that specifically associates with schwannomin in  vitro and in vivo. Within its coiled-coil region, this protein is homologous to  human FEZ proteins and the related Caenorhabditis elegans gene product UNC-76.  Immunofluorescent staining of transiently transfected cells shows a partial  colocalization of SCHIP-1 and schwannomin, beneath the cytoplasmic membrane.  Surprisingly, immunoprecipitation assays reveal that in a cellular context,  association with SCHIP-1 can be observed only with some naturally occurring  mutants of schwannomin, or a schwannomin spliced isoform lacking exons 2 and 3,  but not with the schwannomin isoform exhibiting growth-suppressive activity. Our  observations suggest that SCHIP-1 interaction with schwannomin is regulated by  conformational changes in schwannomin, possibly induced by posttranslational  modifications, alternative splicing, or mutations.  DOI: 10.1128/MCB.20.5.1699-1712.2000 PMCID: PMC85353 PMID: 10669747 [Indexed for MEDLINE]",False,"Protein interaction study, no tool development"
PMID:10678181,Nf1 and Gmcsf interact in myeloid leukemogenesis.,"Nf1 and Gmcsf interact in myeloid leukemogenesis.  Birnbaum RA(1), O'Marcaigh A, Wardak Z, Zhang YY, Dranoff G, Jacks T, Clapp DW,  Shannon KM.  Author information: (1)Department of Pediatrics, University of California, San Francisco 94143-0519,  USA.  The NF1 tumor suppressor gene encodes neurofibromin, a GTPase-activating protein  (GAP) for p21ras (Ras). Children with NF1 are predisposed to juvenile  myelomonocytic leukemia (JMML). Some heterozygous Nf1 mutant mice develop a  similar myeloproliferative disorder (MPD), and adoptive transfer of  Nf1-deficient fetal liver cells consistently induces this MPD. Human JMML and  murine Nf1-deficient cells are hypersensitive to granulocyte-macrophage  colony-stimulating factor (GM-CSF) in methylcellulose cultures. We generated  hematopoietic cells deficient in both Nf1 and Gmcsf to test whether GM-CSF is  required to drive excessive proliferation of Nf1-/- cells in vivo. Here we show  that GM-CSF play a central role in establishing and maintaining the MPD and that  recipients engrafted with Nf1-/- Gmcsf-/- hematopoietic cells are hypersensitive  to exogenous GM-CSF.  DOI: 10.1016/s1097-2765(00)80415-3 PMID: 10678181 [Indexed for MEDLINE]",False,"Genetic interaction study, no tool development"
PMID:10684924,Cold shock induces the insertion of a cryptic exon in the neurofibromatosis type 1 (NF1) mRNA.,"Cold shock induces the insertion of a cryptic exon in the neurofibromatosis type  1 (NF1) mRNA.  Ars E(1), Serra E, de la Luna S, Estivill X, Lázaro C.  Author information: (1)Medical and Molecular Genetics Center-IRO, Hospital Duran i Reynals, Avia.  Castelldefels, Km 2.7, L'Hospitalet de Llobregat, 08907-Barcelona, Spain.  Alternative splicing is a regulatory process of gene expression based on the  flexibility in the selection of splice sites. In this manuscript we present the  characterisation of an alternative splicing of the NF1 pre-mRNA induced by  cold-shock conditions. We demonstrate that the accuracy of the splicing  mechanism was perturbed after keeping samples for a short period of time at room  temperature, resulting in the insertion of a 31-bp cryptic exon between exons 4a  and 4b of the NF1 mRNA. This alternative splicing is not cell type specific and  is not induced by other stress conditions such as heat shock or  hyper-osmolarity. The alternative spliced mRNA is efficiently transported to the  cytoplasm and it is proven to belong to the poly A(+)mRNA fraction. Previous  misleading interpretations about this transcript, together with our finding  relating its presence to cold shock and not to the NF1 disease, strongly  indicate that this phenomenon should be taken into account in genetic testing  when RNA methodology is used for mutation detection. This is the first  description of an alternative splicing induced by cold shock in a human pre-mRNA  and should provide further insights into the factors that control alternative  splicing.  DOI: 10.1093/nar/28.6.1307 PMCID: PMC111054 PMID: 10684924 [Indexed for MEDLINE]",False,"RNA splicing study, no tool development"
PMID:10705390,A unique method for mutation analysis of tumor suppressor genes in colorectal carcinomas using a crypt isolation technique.,"A unique method for mutation analysis of tumor suppressor genes in colorectal  carcinomas using a crypt isolation technique.  Sugai T(1), Habano W, Nakamura Si, Uesugi N, Sasou S, Itoh C.  Author information: (1)Division of Pathology, Central Clinical Laboratory, School of Medicine, Iwate  Medical University, Morioka, Japan.  BACKGROUND: Contamination of nontumor tissue makes genetic analysis difficult.  For this reason, it is important to obtain pure tumor tissue to ensure accurate  genetic analysis. OBJECTIVE: To accurately assess the incidence of mutation of tumor suppressor  genes (p53: exon 5-8; APC: mutated cluster region; NF-2 gene: all exons) in 45  colorectal carcinomas. METHODS: We developed an application of the polymerase chain  reaction-single-strand conformation polymorphism and DNA sequence by coupling  them with crypt isolation. RESULTS: Mutations of p53 and APC genes were found in 24 and 22 of 45 colorectal  carcinomas, respectively. No mutation of the NF-2 gene was observed in this  cancer. Single-strand conformation polymorphism using a crypt isolation  technique showed a clear migrating band and no false-positive data. CONCLUSIONS: The crypt isolation technique is a useful method for accurately  analyzing genetic alterations. Furthermore, our proposed method confirmed the  morphological findings obtained before the genetic analysis.  DOI: 10.5858/2000-124-0382-AUMFMA PMID: 10705390 [Indexed for MEDLINE]",True,Novel mutation analysis technique (crypt isolation)
PMID:10712197,Minor lesion mutational spectrum of the entire NF1 gene does not explain its high mutability but points to a functional domain upstream of the GAP-related domain.,"Minor lesion mutational spectrum of the entire NF1 gene does not explain its  high mutability but points to a functional domain upstream of the GAP-related  domain.  Fahsold R(1), Hoffmeyer S, Mischung C, Gille C, Ehlers C, Kücükceylan N,  Abdel-Nour M, Gewies A, Peters H, Kaufmann D, Buske A, Tinschert S, Nürnberg P.  Author information: (1)Gemeinschaftspraxis B. Prager & A. Junge, Dresden, Germany.  More than 500 unrelated patients with neurofibromatosis type 1 (NF1) were  screened for mutations in the NF1 gene. For each patient, the whole coding  sequence and all splice sites were studied for aberrations, either by the  protein truncation test (PTT), temperature-gradient gel electrophoresis (TGGE)  of genomic PCR products, or, most often, by direct genomic sequencing (DGS) of  all individual exons. A total of 301 sequence variants, including 278 bona fide  pathogenic mutations, were identified. As many as 216 or 183 of the genuine  mutations, comprising 179 or 161 different ones, can be considered novel when  compared to the recent findings of Upadhyaya and Cooper, or to the NNFF mutation  database. Mutation-detection efficiencies of the various screening methods were  similar: 47.1% for PTT, 53.7% for TGGE, and 54.9% for DGS. Some 224 mutations  (80.2%) yielded directly or indirectly premature termination codons. These  mutations showed even distribution over the whole gene from exon 1 to exon 47.  Of all sequence variants determined in our study, <20% represent C-->T or G-->A  transitions within a CpG dinucleotide, and only six different mutations also  occur in NF1 pseudogenes, with five being typical C-->T transitions in a CpG.  Thus, neither frequent deamination of 5-methylcytosines nor interchromosomal  gene conversion may account for the high mutation rate of the NF1 gene. As  opposed to the truncating mutations, the 28 (10.1%) missense or  single-amino-acid-deletion mutations identified clustered in two distinct  regions, the GAP-related domain (GRD) and an upstream gene segment comprising  exons 11-17. The latter forms a so-called cysteine/serine-rich domain with three  cysteine pairs suggestive of ATP binding, as well as three potential  cAMP-dependent protein kinase (PKA) recognition sites obviously phosphorylated  by PKA. Coincidence of mutated amino acids and those conserved between human and  Drosophila strongly suggest significant functional relevance of this region,  with major roles played by exons 12a and 15 and part of exon 16.  DOI: 10.1086/302809 PMCID: PMC1288164 PMID: 10712197 [Indexed for MEDLINE]",False,"Mutational spectrum analysis, no tool development"
PMID:10712203,Functional analysis of the neurofibromatosis type 2 protein by means of disease-causing point mutations.,"Functional analysis of the neurofibromatosis type 2 protein by means of  disease-causing point mutations.  Stokowski RP(1), Cox DR.  Author information: (1)Department of Genetics, School of Medicine, Stanford University, Palo Alto,  CA 94305-5120, USA.  Despite intense study of the neurofibromatosis type 2 (NF2) tumor-suppressor  protein merlin, the biological properties and tumor-suppressor functions of  merlin are still largely unknown. In this study, we examined the molecular  activities of NF2-causing mutant merlin proteins in transfected mammalian cells,  to elucidate the merlin properties that are critical for tumor-suppressor  function. Most important, we found that 80% of the merlin mutants studied  significantly altered cell adhesion, causing cells to detach from the  substratum. This finding implies a function for merlin in regulating cell-matrix  attachment, and changes in cell adhesion caused by mutant protein expression may  be an initial step in the pathogenesis of NF2. In addition, five different  mutations in merlin caused a significant increase in detergent solubility of  merlin compared to wild type, indicating a decreased ability to interact with  the cytoskeleton. Although not correlated to the cell-adhesion phenotype, four  missense mutations decreased the binding of merlin to the ERM-interacting  protein EBP-50, implicating this interaction in merlin inhibition of cell  growth. Last, we found that some NF2 point mutations in merlin most closely  resembled gain-of-function alleles in their cellular phenotype, which suggests  that mutant NF2 alleles may not always act in a loss-of-function manner, as had  been assumed, but may include a spectrum of allelic types with different  phenotypic effects on the function of the protein. In aggregate, these cellular  phenotypes provide a useful assay for identifying the functional domains and  molecular partners necessary for merlin tumor-suppressor activity.  DOI: 10.1086/302812 PMCID: PMC1288182 PMID: 10712203 [Indexed for MEDLINE]",False,"Functional protein analysis, no tool development"
PMID:10844550,The neurofibromatosis type 1 (Nf1) tumor suppressor is a modifier of carcinogen-induced pigmentation and papilloma formation in C57BL/6 mice.,"The neurofibromatosis type 1 (Nf1) tumor suppressor is a modifier of  carcinogen-induced pigmentation and papilloma formation in C57BL/6 mice.  Atit RP(1), Mitchell K, Nguyen L, Warshawsky D, Ratner N.  Author information: (1)Division of Molecular and Developmental Biology, Children's Hospital Research  Foundation, Cincinnati, OH, USA.  There is increasing evidence implicating the human NF1 gene in epithelial  carcinogenesis. To test if NF1 can play a part in skin tumor formation, we  analyzed effects of the skin cancer initiator dimethylbenz-anthracene and/or the  tumor promoter 12-O-tetradecanoyl-13-acetylphorbol on mice heterozygous for null  mutations in Nf1 (Nf1+/-). Mice were on the C57BL/6 background, noted for  resistance to chemical carcinogens. Nf1+/- mice (18 of 24) developed papillomas  after treatment with dimethylbenzanthracene and  12-O-tetradecanoyl-13-acetylphorbol; papillomas did not develop in wild-type  C57BL/6 mice nor Nf1+/- mice treated with 12-O-tetradecanoyl-13-acetylphorbol  alone. All papillomas analyzed (six of six) had mutations in codon 61 of H-ras,  demonstrating strong cooperation between the Nf1 GTPase activating protein for  Ras, neurofibromin, and Ras-GTP. After exposure to  12-O-tetradecanoyl-13-acetylphorbol, Nf1+/- keratinocytes showed significant,  sustained, increases in proliferation, implicating Nf1 in phorbol ester  responsive pathways. Thus, Nf1 levels regulate the response of keratinocytes to  12-O-tetradecanoyl-13-acetylphorbol. Nf1+/- mice also showed a 2-fold increase  in the development of pigmented skin patches stimulated by  dimethylbenzanthracene; patches were characterized by hair follicles in anagen  phase, implicating keratinocytes in the aberrant hyperpigmentation. Our results  show that mutation in the Nf1 gene causes abnormal keratinocyte proliferation  that can be revealed by environmental assaults such as carcinogen exposure. The  data support a plausible role for NF1 mutation in human epithelial  carcinogenesis.  DOI: 10.1046/j.1523-1747.2000.00994.x PMCID: PMC2862652 PMID: 10844550 [Indexed for MEDLINE]",False,"Carcinogen interaction study, no tool development"
PMID:10887156,Conditional biallelic Nf2 mutation in the mouse promotes manifestations of human neurofibromatosis type 2.,"Conditional biallelic Nf2 mutation in the mouse promotes manifestations of human  neurofibromatosis type 2.  Giovannini M(1), Robanus-Maandag E, van der Valk M, Niwa-Kawakita M, Abramowski  V, Goutebroze L, Woodruff JM, Berns A, Thomas G.  Author information: (1)INSERM U434, Fondation Jean Dausset, CEPH, Paris, France.  Hemizygosity for the NF2 gene in humans causes a syndromic susceptibility to  schwannoma development. However, Nf2 hemizygous mice do not develop schwannomas  but mainly osteosarcomas. In the tumors of both species, the second Nf2 allele  is inactivated. We report that conditional homozygous Nf2 knockout mice with  Cre-mediated excision of Nf2 exon 2 in Schwann cells showed characteristics of  neurofibromatosis type 2. These included schwannomas, Schwann cell hyperplasia,  cataract, and osseous metaplasia. Thus, the tumor suppressor function of Nf2,  here revealed in murine Schwann cells, was concealed in hemizygous Nf2 mice  because of insufficient rate of second allele inactivation in this cell  compartment. The finding of this conserved function documents the relevance of  the present approach to model the human disease.  PMCID: PMC316733 PMID: 10887156 [Indexed for MEDLINE]",True,Conditional mouse model development
PMID:10900196,Single cell Ras-GTP analysis reveals altered Ras activity in a subpopulation of neurofibroma Schwann cells but not fibroblasts.,"Single cell Ras-GTP analysis reveals altered Ras activity in a subpopulation of  neurofibroma Schwann cells but not fibroblasts.  Sherman LS(1), Atit R, Rosenbaum T, Cox AD, Ratner N.  Author information: (1)Department of Cell Biology, Neurobiology and Anatomy, University of  Cincinnati College of Medicine, Cincinnati, Ohio 45267-0521, USA.  Neurofibromatosis type 1 (NF1) is a common genetic disorder characterized by  multiple neurofibromas, peripheral nerve tumors containing mainly Schwann cells  and fibroblasts. The NF1 gene encodes neurofibromin, a tumor suppressor  postulated to function in part as a Ras GTPase-activating protein. The roles of  different cell types and of elevated Ras-GTP in neurofibroma formation are  unclear. To determine which neurofibroma cell type has altered Ras-GTP  regulation, we developed an immunocytochemical assay for active, GTP-bound Ras.  In NIH 3T3 cells, the assay detected overexpressed, constitutively activated K-,  N-, and Ha-Ras and insulin-induced endogenous Ras-GTP. In dissociated  neurofibroma cells from NF1 patients, Ras-GTP was elevated in Schwann cells but  not fibroblasts. Twelve to 62% of tumor Schwann cells showed elevated Ras-GTP,  unexpectedly revealing neurofibroma Schwann cell heterogeneity. Increased basal  Ras-GTP did not correlate with increased cell proliferation. Normal human  Schwann cells, however, did not demonstrate elevated basal Ras activity.  Furthermore, compared with cells from wild type littermates, Ras-GTP was  elevated in all mouse Nf1(-/-) Schwann cells but never in Nf1(-/-) mouse  fibroblasts. Our results indicate that Ras activity is detectably increased in  only some neurofibroma Schwann cells and suggest that neurofibromin is not an  essential regulator of Ras activity in fibroblasts.  DOI: 10.1074/jbc.M001702200 PMCID: PMC3066458 PMID: 10900196 [Indexed for MEDLINE]",False,"Single cell Ras-GTP analysis, no tool development"
PMID:11080503,Neurofibromin GTPase-activating protein-related domains restore normal growth in Nf1-/- cells.,"Neurofibromin GTPase-activating protein-related domains restore normal growth in  Nf1-/- cells.  Hiatt KK(1), Ingram DA, Zhang Y, Bollag G, Clapp DW.  Author information: (1)Herman B Wells Center for Pediatric Research, Departments of  Microbiology/Immunology and Pediatrics, Indiana University School of Medicine,  Indianapolis 46202, USA.  Members of the Ras superfamily of signaling proteins modulate fundamental  cellular processes by cycling between an active GTP-bound conformation and an  inactive GDP-bound form. Neurofibromin, the protein product of the NF1 tumor  suppressor gene, and p120GAP are GTPase-activating proteins (GAPs) for p21(Ras)  (Ras) and negatively regulate output by accelerating GTP hydrolysis on Ras.  Neurofibromin and p120GAP differ markedly outside of their conserved GAP-related  domains (GRDs), and it is therefore unknown if the respective GRDs contribute  functional specificity. To address this question, we expressed the GRDs of  neurofibromin and p120GAP in primary cells from Nf1 mutant mice in vitro and in  vivo. Here we show that expression of neurofibromin GRD, but not the p120GAP  GRD, restores normal growth and cytokine signaling in three lineages of primary  Nf1-deficient cells that have been implicated in the pathogenesis of  neurofibromatosis type 1 (NF1). Furthermore, utilizing a GAP-inactive mutant NF1  GRD identified in a family with NF1, we demonstrate that growth restoration is a  function of NF1 GRD GAP activity on p21(Ras). Thus, the GRDs of neurofibromin  and p120GAP specify nonoverlapping functions in multiple primary cell types.  DOI: 10.1074/jbc.M009202200 PMID: 11080503 [Indexed for MEDLINE]",True,Neurofibromin domain restoration research tool
PMID:11106646,Hierarchy of merlin and ezrin N- and C-terminal domain interactions in homo- and heterotypic associations and their relationship to binding of scaffolding proteins EBP50 and E3KARP.,"Hierarchy of merlin and ezrin N- and C-terminal domain interactions in homo- and  heterotypic associations and their relationship to binding of scaffolding  proteins EBP50 and E3KARP.  Nguyen R(1), Reczek D, Bretscher A.  Author information: (1)Department of Molecular Biology and Genetics, Cornell University, Ithaca, New  York 14853, USA.  The neurofibromatosis 2 tumor suppressor gene product merlin has strong sequence  identity to the ezrin-radixin-moesin (ERM) family over its approximately  300-residue N-terminal domain. ERM proteins are membrane cytoskeletal linkers  that are negatively regulated by an intramolecular association between domains  known as NH(2)- and COOH-ERM association domains (N- and C-ERMADs) that mask  sites for binding membrane-associated proteins, such as EBP50 and E3KARP, and  F-actin. Here we show that merlin has self-association regions analogous to the  N- and C-ERMADs. Moreover, the N-/C-ERMAD interaction in merlin is relatively  weak and dynamic, and this property is reflected by the ability of full-length  recombinant merlin to form homo-oligomers. Remarkably, the merlin C-ERMAD has a  higher affinity for the N-ERMAD of ezrin than the N-ERMAD of merlin. Both the  ezrin and merlin N-ERMAD bind EBP50. This interaction with the ezrin N-ERMAD can  be inhibited by the presence of the ezrin C-ERMAD, whereas interaction with the  merlin N-ERMAD is not inhibited by either C-ERMAD. E3KARP binds tightly to the  ezrin N-ERMAD but has little affinity for the merlin N-ERMAD. The implications  of these associations and the hierarchies of binding for the function and  regulation of merlin and ERM proteins are discussed.  DOI: 10.1074/jbc.M006708200 PMID: 11106646 [Indexed for MEDLINE]",False,"Protein interaction study, no tool development"
PMID:11159187,Tumorigenic properties of neurofibromin-deficient neurofibroma Schwann cells.,"Tumorigenic properties of neurofibromin-deficient neurofibroma Schwann cells.  Muir D(1), Neubauer D, Lim IT, Yachnis AT, Wallace MR.  Author information: (1)Divisions of Neurology and Genetics, the Department of Pediatrics, University  of Florida Brain Institute and College of Medicine, Gainesville, Florida 32610,  USA. muir@ufbi.ufl.edu  Dermal and plexiform neurofibromas are peripheral nerve sheath tumors that arise  frequently in neurofibromatosis type 1. The goal of the present study was to  examine the tumorigenic properties of neurofibromin-deficient human Schwann  cells (SCs) that were found to represent a subset of SCs present in  approximately half of the total neurofibromas examined. Highly enriched SC  cultures were established from 10 dermal and eight plexiform neurofibromas by  selective subculture using glial growth factor-2 and laminin. These cultures had  low tumorigenic potential in classical in vitro assays yet several unique  preneoplastic properties were frequently observed, including delayed senescence,  a lack of density-limited growth, and a strong propensity to spontaneously form  proliferative cell aggregates rich in extracellular matrix. Western blot  analysis failed to detect full-length neurofibromin in any of the neurofibroma  SC cultures, indicating that neurofibromin-deficient SCs had a substantial  growth advantage. Immunohistochemical staining of the originating tumors showed  the majority were comprised principally of neurofibromin-negative SCs, whereas  the remainder contained both neurofibromin-negative and neurofibromin-positive  SCs. Lastly, engraftment of neurofibromin-deficient SC cultures into the  peripheral nerves of scid mice consistently produced persistent  neurofibroma-like tumors with diffuse and often extensive intraneural growth.  These findings indicate that neurofibromin-deficient SCs are involved in  neurofibroma formation and, by selective subculture, provide a resource for the  development of an in vivo model to further examine the role of these mutant SCs  in neurofibroma histogenesis.  DOI: 10.1016/S0002-9440(10)63992-2 PMCID: PMC1850316 PMID: 11159187 [Indexed for MEDLINE]",False,"Tumor properties study, no tool development"
PMID:11356864,Bipartite interaction between neurofibromatosis type I protein (neurofibromin) and syndecan transmembrane heparan sulfate proteoglycans.,"Bipartite interaction between neurofibromatosis type I protein (neurofibromin)  and syndecan transmembrane heparan sulfate proteoglycans.  Hsueh YP(1), Roberts AM, Volta M, Sheng M, Roberts RG.  Author information: (1)Institute of Molecular Biology, Academia Sinica, Taipei, Taiwan, 115,  Republic of China. yph@gate.sinica.edu.tw  Erratum in     J Neurosci. 2017 Feb 1;37(5):1374. doi: 10.1523/JNEUROSCI.3824-16.2016.  The neurofibromatosis type 1 (NF1) gene encodes a large tumor suppressor protein  (neurofibromin). Although it is known to possess Ras GTPase-activating protein  (GAP) activity, the cellular role of neurofibromin remains unclear. Here we used  yeast two-hybrid screening to identify neurofibromin-interacting proteins.  Syndecan-2, a transmembrane heparan sulfate proteoglycan (HSPG), was isolated as  a binding partner for two distinct regions of the neurofibromin protein. We  subsequently found that neurofibromin can bind all four mammalian syndecans. NF1  interaction requires the transmembrane domain and a membrane-proximal region of  the cytoplasmic tail of syndecan, but not the C terminus of syndecan known to  bind to CASK, a membrane-associated guanylate kinase (MAGUK). Neurofibromin,  syndecans, and CASK have overlapping subcellular distributions in axons and  synapses of neurons, as shown by biochemical fractionation and immunostaining.  Moreover, neurofibromin exists in a complex with syndecan and CASK in vivo, as  evidenced by their coimmunoprecipitation from rat brain. Our findings suggest  that interaction with different members of the syndecan family may be a  mechanism for localizing neurofibromin to specialized domains of the plasma  membrane.  DOI: 10.1523/JNEUROSCI.21-11-03764.2001 PMCID: PMC6762697 PMID: 11356864 [Indexed for MEDLINE]",False,"Protein interaction study, no tool development"
