resourceId,resourceName,resourceType,synonyms,rrid,description,aiSummary,usageRequirements,howToAcquire,animalModelId,antibodyId,cellLineId,geneticReagentId,patientDerivedModelId,advancedCellularModelId,computationalToolId,clinicalAssessmentToolId,biobankId,_pmid,_doi,_publicationTitle,_year,_confidence,_toolType
RES6703798b,MPNST S462-TY,Cell Line,,,,,,,,,RES6703798b,,,,,,,PMID:24509877,10.1038/onc.2013.506,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,,0.95,cell_line
RESebfbb29f,MPNST-NF1-08,Cell Line,,,,,,,,,RESebfbb29f,,,,,,,PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,0.9,cell_line
RES62b59d33,MPNST-NF1-9,Cell Line,,,,,,,,,RES62b59d33,,,,,,,PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,0.9,cell_line
RESf6ce18b7,MPNST-SP-01,Cell Line,,,,,,,,,RESf6ce18b7,,,,,,,PMID:35511749,10.1158/1535-7163.MCT-21-0947,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,,0.9,cell_line
RESfc99283a,MPNST642,Cell Line,,,,,,,,,RESfc99283a,,,,,,,PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,0.9,cell_line
RESd6bdbe98,murine NF2 −/− Schwann,Cell Line,,,,,,,,,RESd6bdbe98,,,,,,,PMID:30617350,10.1038/s41596-018-0105-7,"A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function in NF2-related vestibular schwannoma.",,0.9,cell_line
RES32251ebd,NCI-H266,Cell Line,,,,,,,,,RES32251ebd,,,,,,,PMID:40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,0.8,cell_line
RES7b2e113f,Neural stem,Cell Line,,,,,,,,,RES7b2e113f,,,,,,,PMID:36241865,10.1038/s12276-022-00850-9,Transplanting neurofibromatosis-1 gene knockout neural stem cells improve functional recovery in rats with spinal cord injury by enhancing the mTORC2 pathway.,,0.8,cell_line
RES015a8eda,Neurofibromatosis 1 fibroblasts,Cell Line,,,,,,,,,RES015a8eda,,,,,,,PMID:34011935,10.1038/s41419-021-03802-9,Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine.,,0.85,cell_line
RESc0c71d85,NF02.2,Cell Line,,,,,,,,,RESc0c71d85,,,,,,,PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,,0.9,cell_line
RESd9a729dd,Nf1 flox/flox calvaria osteoblasts,Cell Line,,,,,,,,,RESd9a729dd,,,,,,,PMID:20200958,10.1002/jbmr.42,Local low-dose lovastatin delivery improves the bone-healing defect caused by Nf1 loss of function in osteoblasts.,,0.8,cell_line
RESc5815f89,NF1-/- iPSC-derived neural crest,Cell Line,,,,,,,,,RESc5815f89,,,,,,,PMID:38175707,10.1172/jci.insight.168826,Unbalancing cAMP and Ras/MAPK pathways as a therapeutic strategy for cutaneous neurofibromas.,,0.85,cell_line
RESabd0cc70,Nf1-/- mouse embryo fibroblasts,Cell Line,,,,,,,,,RESabd0cc70,,,,,,,PMID:21199799,10.1158/0008-5472.CAN-10-2732,Dose-dependent effects of focal fractionated irradiation on secondary malignant neoplasms in Nf1 mutant mice.,,0.9,cell_line
REScb018edb,NF1-1 hiPSC line,Cell Line,,,,,,,,,REScb018edb,,,,,,,PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,0.9,cell_line
RES44e8d8f6,NF1-2 hiPSC line,Cell Line,,,,,,,,,RES44e8d8f6,,,,,,,PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,0.9,cell_line
RES8cd5f20e,NF10.1,Cell Line,,,,,,,,,RES8cd5f20e,,,,,,,PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,0.85,cell_line
RES437abbbb,NF11.1,Cell Line,,,,,,,,,RES437abbbb,,,,,,,PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,0.85,cell_line
RES3e51adf0,Nf1flox/flox bone marrow stromal,Cell Line,,,,,,,,,RES3e51adf0,,,,,,,PMID:25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,,0.8,cell_line
RESdc14408d,"NF1−/−−/− edited FiPS Ctrl1-SV4F-7, D12",Cell Line,,,,,,,,,RESdc14408d,,,,,,,PMID:41022755,10.1038/s41467-025-63619-4,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,,0.9,cell_line
RES33a9f0e9,NF2 primary fibroblasts,Cell Line,,,,,,,,,RES33a9f0e9,,,,,,,PMID:36420221,10.1016/j.omtn.2022.10.026,Antisense oligonucleotides targeting exon 11 are able to partially rescue the NF2-related schwannomatosis phenotype ,,0.9,cell_line
RES07add6ac,Nf2-deficient spinal cord neural progenitor,Cell Line,,,,,,,,,RES07add6ac,,,,,,,PMID:24817309,10.1371/journal.pone.0097320,Nf2/Merlin controls spinal cord neural progenitor function in a Rac1/ErbB2-dependent manner.,,0.9,cell_line
RESbaf0c6ad,NF37,Cell Line,,,,,,,,,RESbaf0c6ad,,,,,,,PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,0.85,cell_line
RES4f830669,NF87,Cell Line,,,,,,,,,RES4f830669,,,,,,,PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,0.85,cell_line
RES7d84433c,NF90-8,Cell Line,,,,,,,,,RES7d84433c,,,,,,,PMID:18367665 | PMID:33658640 | PMID:33032988,10.1124/jpet.107.135830 | 10.1038/s41416-021-01270-8 | 10.1158/0008-5472.CAN-20-1365,Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin. | Exploring transcriptional regulators Ref-1 and STAT3 as therapeutic targets in malignant peripheral nerve sheath tumours. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,0.95,cell_line
RESae0432c8,NF94.3,Cell Line,,,,,,,,,RESae0432c8,,,,,,,PMID:24040940 | PMID:33032988,10.1186/1479-5876-11-213 | 10.1158/0008-5472.CAN-20-1365,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,0.9,cell_line
RESf59f8ed8,NF95.11b,Cell Line,,,,,,,,,RESf59f8ed8,,,,,,,PMID:38216572,10.1038/s41467-024-44755-9,Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance.,,0.9,cell_line
RES250e44b5,NF95.6,Cell Line,,,,,,,,,RES250e44b5,,,,,,,PMID:38216572,10.1038/s41467-024-44755-9,Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance.,,0.9,cell_line
RES68239221,NF96.2,Cell Line,,,,,,,,,RES68239221,,,,,,,PMID:24040940 | PMID:33032988,10.1186/1479-5876-11-213 | 10.1158/0008-5472.CAN-20-1365,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,0.9,cell_line
RES8d501cc9,NGT-41,Cell Line,,,,,,,,,RES8d501cc9,,,,,,,PMID:38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,0.85,cell_line
RES331e6cdf,NIH-3T3,Cell Line,,,,,,,,,RES331e6cdf,,,,,,,PMID:21072183,10.1371/journal.pone.0013791,p21-Activated kinases are required for transformation in a cell-based model of neurofibromatosis type 2.,,0.9,cell_line
RES240e5436,NMCG-1,Cell Line,,,,,,,,,RES240e5436,,,,,,,PMID:38714355,10.1158/1535-7163.MCT-23-0510,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,0.85,cell_line
RES6382be4a,Normal human Schwann cells (HSC),Cell Line,,,,,,,,,RES6382be4a,,,,,,,PMID:38203448,10.3390/ijms25010277,FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells.,,0.85,cell_line
RESb2bfc67f,Normal human Schwann cells (NHSC),Cell Line,,,,,,,,,RESb2bfc67f,,,,,,,PMID:24509877,10.1038/onc.2013.506,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,,0.85,cell_line
RES2b525570,Normal human Schwann cells (Sciencell),Cell Line,,,,,,,,,RES2b525570,,,,,,,PMID:35589737,10.1038/s41467-022-30466-6,Neuronal hyperexcitability drives central and peripheral nervous system tumor progression in models of neurofibromatosis-1.,,0.9,cell_line
RES63492a0a,NPcis,Cell Line,,,,,,,,,RES63492a0a,,,,,,,PMID:32642734,10.1093/noajnl/vdz026,Whole exome sequencing reveals the maintained polyclonal nature from primary to metastatic malignant peripheral nerve sheath tumor in two patients with NF1.,,0.95,cell_line
RESce5c25bd,NSF1,Cell Line,,,,,,,,,RESce5c25bd,,,,,,,PMID:41001593 | PMID:32948135,10.1080/23723556.2025.2561292 | 10.1186/s12885-020-07397-w,Loss of Schwann cell's normal rhythmic core clock gene expression and gain of rhythmic expression of oncogenic driver genes in malignant NF1-associated peripheral nerve sheath tumor. | Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model.,,0.9,cell_line
RES33b4d8cc,OLN93 mouse oligodendrocyte,Cell Line,,,,,,,,,RES33b4d8cc,,,,,,,PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,0.9,cell_line
RES5ca9707b,optic glioma,Cell Line,,,,,,,,,RES5ca9707b,,,,,,,PMID:34040258,10.1038/s41586-021-03580-6,NF1 mutation drives neuronal activity-dependent initiation of optic glioma.,,0.8,cell_line
RES928f1713,PANC1,Cell Line,,,,,,,,,RES928f1713,,,,,,,PMID:33934112 | PMID:32457840,10.1038/s41419-021-03716-6 | 10.3389/fonc.2020.00687,"HIF1α-dependent induction of the mitochondrial chaperone TRAP1 regulates bioenergetic adaptations to hypoxia. | TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",,0.9,cell_line
RES828ab613,PNF-derived Schwann,Cell Line,,,,,,,,,RES828ab613,,,,,,,PMID:25340526,10.1371/journal.pone.0107760,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,,0.85,cell_line
RESd2d7bbb3,pNF9511bc,Cell Line,,,,,,,,,RESd2d7bbb3,,,,,,,PMID:41022755,10.1038/s41467-025-63619-4,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,,0.9,cell_line
RESe7efd56d,primary human Schwann cells (HSC),Cell Line,,,,,,,,,RESe7efd56d,,,,,,,PMID:41001593,10.1080/23723556.2025.2561292,Loss of Schwann cell's normal rhythmic core clock gene expression and gain of rhythmic expression of oncogenic driver genes in malignant NF1-associated peripheral nerve sheath tumor.,,0.85,cell_line
RESf476bcb6,Primary human vestibular schwannoma (VS) cell cultures,Cell Line,,,,,,,,,RESf476bcb6,,,,,,,PMID:32438526,10.1002/lary.28671,Effects of Neurod1 Expression on Mouse and Human Schwannoma Cells.,,0.9,cell_line
RES4140cd3d,Primary normal rat Schwann,Cell Line,,,,,,,,,RES4140cd3d,,,,,,,PMID:18367665,10.1124/jpet.107.135830,Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin.,,0.85,cell_line
RESbf7021d2,RHT92,Cell Line,,,,,,,,,RESbf7021d2,,,,,,,PMID:41022755,10.1038/s41467-025-63619-4,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,,0.9,cell_line
RES40c42020,Rosetta2(DE3) competent,Cell Line,,,,,,,,,RES40c42020,,,,,,,PMID:24882693,10.1016/j.jmb.2014.05.011,Molecular conformation of the full-length tumor suppressor NF2/Merlin--a small-angle neutron scattering study.,,0.85,cell_line
RES8053683d,RT4-D6P2T schwannoma,Cell Line,,,,,,,,,RES8053683d,,,,,,,PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,0.9,cell_line
RESc23eadf1,RT4-D6PT2 schwannoma,Cell Line,,,,,,,,,RESc23eadf1,,,,,,,PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,0.9,cell_line
RES7787dd40,S462,Cell Line,,,,,,,,,RES7787dd40,,,,,,,PMID:41022755 | PMID:32383545 | PMID:33658640 | PMID:38502231 | PMID:23328114 | PMID:37164978 | PMID:24681606 | PMID:23685747 | PMID:30055648 | PMID:20049725 | PMID:32642733 | PMID:18483311 | PMID:38127282 | PMID:41001593 | PMID:32948135 | PMID:37410426 | PMID:23535903 | PMID:35511749,10.1038/s41467-025-63619-4 | 10.15252/embr.201949117 | 10.1038/s41416-021-01270-8 | 10.1172/JCI176748 | 10.18632/oncotarget.793 | 10.1038/s41467-023-38432-6 | 10.18632/oncotarget.1609 | 10.1038/ng.2641 | 10.1186/s13104-018-3630-0 | 10.1002/emmm.200900027 | 10.1093/noajnl/vdz061 | 10.1158/1535-7163.MCT-07-2335 | 10.1158/1078-0432.CCR-23-2548 | 10.1080/23723556.2025.2561292 | 10.1186/s12885-020-07397-w | 10.1158/1078-0432.CCR-23-0749 | 10.1158/2159-8290.CD-13-0081 | 10.1158/1535-7163.MCT-21-0947,"Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors. | Hexokinase 2 displacement from mitochondria-associated membranes prompts Ca | Exploring transcriptional regulators Ref-1 and STAT3 as therapeutic targets in malignant peripheral nerve sheath tumours. | STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy. | Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition. | Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities. | Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity. | Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts. | Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene. | KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors. | Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors. | Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression. | Loss of Schwann cell's normal rhythmic core clock gene expression and gain of rhythmic expression of oncogenic driver genes in malignant NF1-associated peripheral nerve sheath tumor. | Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model. | CDK4/6-MEK Inhibition in MPNSTs Causes Plasma Cell Infiltration, Sensitization to PD-L1 Blockade, and Tumor Regression. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance. | A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.",,0.95,cell_line
RESba144dfb,S462TY,Cell Line,,,,,,,,,RESba144dfb,,,,,,,PMID:38201517 | PMID:37164978 | PMID:24681606 | PMID:23685747 | PMID:41036607 | PMID:38203448 | PMID:23535903,10.3390/cancers16010089 | 10.1038/s41467-023-38432-6 | 10.18632/oncotarget.1609 | 10.1038/ng.2641 | 10.1158/1535-7163.MCT-24-1053 | 10.3390/ijms25010277 | 10.1158/2159-8290.CD-13-0081,"Synergistic Suppression of NF1 Malignant Peripheral Nerve Sheath Tumor Cell Growth in Culture and Orthotopic Xenografts by Combinational Treatment with Statin and Prodrug Farnesyltransferase Inhibitor PAMAM G4 Dendrimers. | Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities. | Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity. | Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors. | FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",,0.95,cell_line
RESeba89533,S520,Cell Line,,,,,,,,,RESeba89533,,,,,,,PMID:20049725 | PMID:18483311,10.1002/emmm.200900027 | 10.1158/1535-7163.MCT-07-2335,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene. | Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,0.9,cell_line
RES4bb1d196,SC4-immortalized Nf2-/- primary Schwann,Cell Line,,,,,,,,,RES4bb1d196,,,,,,,PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,0.95,cell_line
RES4bc847e6,Schwann,Cell Line,,,,,,,,,RES4bc847e6,,,,,,,PMID:37520682,10.1016/j.omtn.2023.06.018,Combining nonsense mutation suppression therapy with nonsense-mediated decay inhibition in neurofibromatosis type 1.,,0.9,cell_line
RES649a81c4,Sf9,Cell Line,,,,,,,,,RES649a81c4,,,,,,,PMID:31836666,10.1074/jbc.RA119.010934,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,,0.9,cell_line
RES359bb0bd,SNF02.2,Cell Line,,,,,,,,,RES359bb0bd,,,,,,,PMID:29438698 | PMID:38216572,10.1016/j.ccell.2018.01.005 | 10.1038/s41467-024-44755-9,Programming of Schwann Cells by Lats1/2-TAZ/YAP Signaling Drives Malignant Peripheral Nerve Sheath Tumorigenesis. | Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance.,,0.95,cell_line
RES920f4fcf,SNF94.3,Cell Line,,,,,,,,,RES920f4fcf,,,,,,,PMID:38216572,10.1038/s41467-024-44755-9,Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance.,,0.9,cell_line
RES65ffa5bf,SNF96.2,Cell Line,,,,,,,,,RES65ffa5bf,,,,,,,PMID:39269317 | PMID:23175151 | PMID:29438698 | PMID:40025578 | PMID:36322658 | PMID:35511749 | PMID:32642733 | PMID:38216572,10.1158/1078-0432.CCR-24-1750 | 10.1038/bjc.2012.518 | 10.1016/j.ccell.2018.01.005 | 10.1186/s40478-025-01965-6 | 10.1126/sciadv.abo5442 | 10.1158/1535-7163.MCT-21-0947 | 10.1093/noajnl/vdz061 | 10.1038/s41467-024-44755-9,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor. | MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression. | Programming of Schwann Cells by Lats1/2-TAZ/YAP Signaling Drives Malignant Peripheral Nerve Sheath Tumorigenesis. | Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment. | Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy. | A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors. | KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors. | Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance.,,0.95,cell_line
RES8c79577c,ST88-14,Cell Line,,,,,,,,,RES8c79577c,,,,,,,PMID:38201517 | PMID:41022755 | PMID:39269317 | PMID:18367665 | PMID:37246765 | PMID:33658640 | PMID:24824755 | PMID:39129390 | PMID:18413802 | PMID:24681606 | PMID:23685747 | PMID:20049725 | PMID:32642733 | PMID:18483311 | PMID:38127282 | PMID:38216572 | PMID:38203448 | PMID:23535903 | PMID:41036607 | PMID:33032988,10.3390/cancers16010089 | 10.1038/s41467-025-63619-4 | 10.1158/1078-0432.CCR-24-1750 | 10.1124/jpet.107.135830 | 10.1093/neuonc/noad097 | 10.1038/s41416-021-01270-8 | 10.1371/journal.pone.0096733 | 10.1002/1878-0261.13704 | 10.1158/1535-7163.MCT-07-0518 | 10.18632/oncotarget.1609 | 10.1038/ng.2641 | 10.1002/emmm.200900027 | 10.1093/noajnl/vdz061 | 10.1158/1535-7163.MCT-07-2335 | 10.1158/1078-0432.CCR-23-2548 | 10.1038/s41467-024-44755-9 | 10.3390/ijms25010277 | 10.1158/2159-8290.CD-13-0081 | 10.1158/1535-7163.MCT-24-1053 | 10.1158/0008-5472.CAN-20-1365,"Synergistic Suppression of NF1 Malignant Peripheral Nerve Sheath Tumor Cell Growth in Culture and Orthotopic Xenografts by Combinational Treatment with Statin and Prodrug Farnesyltransferase Inhibitor PAMAM G4 Dendrimers. | Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors. | MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor. | Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin. | Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology. | Exploring transcriptional regulators Ref-1 and STAT3 as therapeutic targets in malignant peripheral nerve sheath tumours. | BNIP3 regulates AT101 [(-)-gossypol] induced death in malignant peripheral nerve sheath tumor cells. | Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors. | Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells. | Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity. | Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene. | KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors. | Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors. | Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression. | Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance. | FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance. | Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.",,0.95,cell_line
RES8fd7beb2,ST88-3,Cell Line,,,,,,,,,RES8fd7beb2,,,,,,,PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,0.9,cell_line
RES74567322,STS26T,Cell Line,,,,,,,,,RES74567322,,,,,,,PMID:36322658 | PMID:37164978 | PMID:24681606 | PMID:23685747 | PMID:20049725 | PMID:32642733 | PMID:18483311 | PMID:38203448 | PMID:37410426 | PMID:23535903 | PMID:35511749 | PMID:33032988,10.1126/sciadv.abo5442 | 10.1038/s41467-023-38432-6 | 10.18632/oncotarget.1609 | 10.1038/ng.2641 | 10.1002/emmm.200900027 | 10.1093/noajnl/vdz061 | 10.1158/1535-7163.MCT-07-2335 | 10.3390/ijms25010277 | 10.1158/1078-0432.CCR-23-0749 | 10.1158/2159-8290.CD-13-0081 | 10.1158/1535-7163.MCT-21-0947 | 10.1158/0008-5472.CAN-20-1365,"Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy. | Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities. | Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity. | Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene. | KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors. | Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors. | FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells. | CDK4/6-MEK Inhibition in MPNSTs Causes Plasma Cell Infiltration, Sensitization to PD-L1 Blockade, and Tumor Regression. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance. | A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.",,0.9,cell_line
