pmid,title,verdict,reasoning
PMID:38372904,Imaging as an early biomarker to predict sensitivity to everolimus for progressive NF2-related vestibular schwannoma.,INCLUDE,Imaging biomarker development
PMID:38387803,Development of a vestibular schwannoma tumor slice model for pharmacological testing.,INCLUDE,Tumor slice model development
PMID:38402381,Impact of neurofibromatosis type 1 on quality of life using the Skindex-29 questionnaire quality of life in NF1.,EXCLUDE,Quality of life survey
PMID:38409461,Diverse learners: learning disabilities and quality of life following mind-body and health education interventions for adults with neurofibromatosis.,EXCLUDE,Intervention study
PMID:38413225,Multimodal Imaging of Choroidal Nodules in Neurofibromatosis Type I.,EXCLUDE,Imaging description
PMID:38458648,C5aR plus MEK inhibition durably targets the tumor milieu and reveals tumor cell phagocytosis.,INCLUDE,Molecular mechanism investigation
PMID:38463630,Interactions between Ras and Rap signaling pathways during neurodevelopment in health and disease.,INCLUDE,Signaling pathway analysis
PMID:38465768,Very long-term outcomes of pediatric patients treated for optic pathway gliomas: A longitudinal cohort study.,EXCLUDE,Long-term clinical outcomes
PMID:38473354,The ,EXCLUDE,Incomplete title
PMID:38475852,Pilot study of the effectiveness of a telehealth group for improving peer relationships for adolescents with neurofibromatosis type 1.,EXCLUDE,Telehealth intervention study
PMID:38480916,p53 modulates kinase inhibitor resistance and lineage plasticity in NF1-related MPNSTs.,INCLUDE,Molecular mechanism investigation
PMID:38481529,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,INCLUDE,Genetic reagent development (CRISPR cell lines)
PMID:38493052,Association of sociodemographic and clinical factors with the quality of life of Brazilian individuals with Neurofibromatosis type 1: a cross-sectional study.,EXCLUDE,Quality of life survey
PMID:38499890,"The PlexiQoL, a patient-reported outcome measure on quality of life in neurofibromatosis type 1-associated plexiform neurofibroma: translation, cultural adaptation and validation into the Dutch language for the Netherlands.",INCLUDE,Patient-reported outcome measure validation
PMID:38502231,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,INCLUDE,Immunotherapy mechanism study
PMID:38520250,Risk factors for glioblastoma are shared by other brain tumor types.,EXCLUDE,Risk factor review
PMID:38521834,The impact of mental health on health-related quality of life in patients with NF2-related Schwannomatosis.,EXCLUDE,Quality of life survey
PMID:38542016,Dermatologic Effects of Selumetinib in Pediatric Patients with Neurofibromatosis Type 1: Clinical Challenges and Therapeutic Management.,EXCLUDE,Clinical treatment description
PMID:38560379,Endocrine and non-endocrine causes of fatigue in adults with Neurofibromatosis type 1.,EXCLUDE,Clinical observation
PMID:38565263,A comprehensive histomolecular characterization of meningioangiomatosis: Further evidence for a precursor neoplastic lesion.,EXCLUDE,Histological characterization
PMID:38591341,Genetic Testing for Supravalvar Aortic Stenosis: What to Do When It Is Not Williams Syndrome.,EXCLUDE,Genetic testing description
PMID:38592693,The Lack of Ad Hoc Neuropsychological Assessment in Adults with Neurofibromatosis: A Systematic Review.,EXCLUDE,Systematic review
PMID:38595983,Conditionally replicative adenovirus as a therapy for malignant peripheral nerve sheath tumors.,INCLUDE,Viral therapy development
PMID:38603731,Raman difference spectroscopy and U-Net convolutional neural network for molecular analysis of cutaneous neurofibroma.,INCLUDE,Computational analysis tool (U-Net)
PMID:38607967,NF1 mutation-driven neuronal hyperexcitability sets a threshold for tumorigenesis and therapeutic targeting of murine optic glioma.,INCLUDE,Animal model investigation
PMID:38623309,Supplementation of Heat-Treated ,EXCLUDE,Incomplete title
PMID:38630491,Examining Sex Differences in Autism Heritability.,EXCLUDE,Heritability study
PMID:38641672,The histone lysine acetyltransferase KAT2B inhibits cholangiocarcinoma growth: evidence for interaction with SP1 to regulate NF2-YAP signaling.,EXCLUDE,Molecular mechanism review
PMID:38646284,Peripheral Nerve Sheath Tumor: A Diagnostic and Therapeutic Challenge.,EXCLUDE,Clinical review
PMID:38654147,Whole-exome sequencing revealed a likely pathogenic variant in NF1 causing neurofibromatosis type I and Arrhythmogenic Cardiomyopathy.,EXCLUDE,Genetic case report
PMID:38680880,Neurofibromatosis Type 1: Optimizing Management with a Multidisciplinary Approach.,EXCLUDE,Clinical management review
PMID:38691597,Effect of NFX-179 MEK inhibitor on cutaneous neurofibromas in persons with neurofibromatosis type 1.,INCLUDE,Drug efficacy study
PMID:38703433,Tumors of the nervous system and hearing loss: Beyond vestibular schwannomas.,EXCLUDE,Clinical review
PMID:38709422,"Past, Present, and Future Therapeutic Strategies for NF-1-Associated Tumors.",EXCLUDE,Therapeutic review
PMID:38710002,Contemporary Approach to Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors.,EXCLUDE,Clinical review
PMID:38714355,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,INCLUDE,Preclinical drug mechanism
PMID:38721358,Effect of food on selumetinib pharmacokinetics and gastrointestinal tolerability in adolescents with neurofibromatosis type 1-related plexiform neurofibromas.,EXCLUDE,Pharmacokinetic study
PMID:38722890,NF-κB1 deficiency promotes macrophage-derived adrenal tumors but decreases neurofibromas in HTLV-I LTR-Tax transgenic mice.,INCLUDE,Animal model investigation
PMID:38744742,Accelerated Theta Burst Transcranial Magnetic Stimulation for Refractory Depression in Autism Spectrum Disorder.,EXCLUDE,Treatment technique description
PMID:38760612,"Gene Therapy for Neurofibromatosis Type 2-Related Schwannomatosis: Recent Progress, Challenges, and Future Directions.",EXCLUDE,Gene therapy review
PMID:38769783,Surgical Treatment Outcomes of Anterior-Only Correction and Reconstruction for Severe Cervical Kyphotic Deformity with Neurofibromatosis-1: A Retrospective Study with a 5-Year Follow-Up.,EXCLUDE,Surgical outcomes
PMID:38783059,Deep learning for dual detection of microsatellite instability and POLE mutations in colorectal cancer histopathology.,INCLUDE,Deep learning computational tool
PMID:38805733,Effects of Low-Level Light Therapy on Resting-State Connectivity Following Moderate Traumatic Brain Injury: Secondary Analyses of a Double-blinded Placebo-controlled Study.,EXCLUDE,Secondary analysis of intervention
PMID:38811427,Quality of life in individuals with neurofibromatosis type 1 associated cutaneous neurofibromas: validation of the Dutch cNF-Skindex.,INCLUDE,Quality of life tool validation
PMID:38816530,Nf1 mutation disrupts activity-dependent oligodendroglial plasticity and motor learning in mice.,INCLUDE,Animal model investigation
PMID:38828669,PD-L1 regulates tumor proliferation and T-cell function in NF2-associated meningiomas.,INCLUDE,Molecular mechanism investigation
PMID:38847227,RASopathies - what they reveal about RAS/MAPK signaling in skeletal muscle development.,EXCLUDE,Signaling pathway review
PMID:38869947,Selumetinib for children with neurofibromatosis type 1 and plexiform neurofibromas: A plain language summary of SPRINT.,EXCLUDE,Clinical trial summary
PMID:38874808,"Genetic/epigenetic effects in NF1 microdeletion syndrome: beyond the haploinsufficiency, looking at the contribution of not deleted genes.",INCLUDE,Genetic mechanism investigation
PMID:38879607,G6PD and ACSL3 are synthetic lethal partners of NF2 in Schwann cells.,INCLUDE,Molecular mechanism investigation
PMID:38879686,NF2: An underestimated player in cancer metabolic reprogramming and tumor immunity.,EXCLUDE,Molecular mechanism review
PMID:38893191,Hereditary Syndromes Associated with Pancreatic and Lung Neuroendocrine Tumors.,EXCLUDE,Syndrome review
PMID:38895115,Enhanced IL-12 transgene expression improves oncolytic viroimmunotherapy.,INCLUDE,Viral therapy development
PMID:38897938,Historical Development of Diagnostic Criteria for NF2-related Schwannomatosis.,EXCLUDE,Diagnostic criteria review
PMID:38900740,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,INCLUDE,Animal model development
PMID:38913608,Dietary intervention rescues a bone porosity phenotype in a murine model of Neurofibromatosis Type 1 (NF1).,INCLUDE,Animal model investigation
PMID:38918262,Surgical options of chiasmatic hypothalamic glioma-a relevant part of therapy in an interdisciplinary approach for tumor control.,EXCLUDE,Surgical technique description
PMID:38923198,Adaption of neurosurgical resection patterns for pediatric low-grade glioma spanning two decades-Report from the German LGG-studies 1996-2018.,EXCLUDE,Surgical pattern review
PMID:38923593,The impact of cutaneous neurofibromas on quality of life and mental health in neurofibromatosis type 1.,EXCLUDE,Quality of life survey
PMID:38924432,MEK-SHP2 inhibition prevents tibial pseudarthrosis caused by ,INCLUDE,Molecular mechanism investigation
PMID:38927491,Therapeutic Nonsense Suppression Modalities: From Small Molecules to Nucleic Acid-Based Approaches.,EXCLUDE,Therapeutic approach review
PMID:38928264,NF2-Related Schwannomatosis (NF2): Molecular Insights and Therapeutic Avenues.,EXCLUDE,Molecular mechanism review
PMID:38931352,PET Imaging of Neurofibromatosis Type 1 with a Fluorine-18 Labeled Tryptophan Radiotracer.,INCLUDE,Imaging tracer development
PMID:38932491,NF1,EXCLUDE,Incomplete title
PMID:38945076,Selective nitration of Hsp90 acts as a metabolic switch promoting tumor cell proliferation.,INCLUDE,Molecular mechanism investigation
PMID:38975694,Safety and efficacy of selumetinib in pediatric and adult patients with neurofibromatosis type 1 and plexiform neurofibroma.,EXCLUDE,Clinical trial summary
PMID:38990917,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,INCLUDE,Clinical assessment tool for optic pathway gliomas
PMID:38994676,Spatial Landscape of Malignant Pleural and Peritoneal Mesothelioma Tumor Immune Microenvironments.,EXCLUDE,Spatial landscape review
PMID:38995012,The Use of Hexokinase 2-Displacing Peptides as an Anti-Neoplastic Approach for Malignant Peripheral Nerve Sheath Tumors.,INCLUDE,Peptide-based anti-neoplastic approach
PMID:39001468,Genotype-Phenotype Correlation in Neurofibromatosis Type 1: Evidence for a Mild Phenotype Associated with Splicing Variants Leading to In-Frame Skipping of ,INCLUDE,Genetic variant analysis method
PMID:39002525,Disentangling negative and positive symptoms in schizophrenia and autism spectrum disorder.,EXCLUDE,Symptom comparison review
PMID:39005234,TRIM65/NF2/YAP1 Signaling Coordinately Orchestrates Metabolic and Immune Advantages in Hepatocellular Carcinoma.,EXCLUDE,Signaling pathway review
PMID:39015391,"Measures of youth e-cigarette use: strengths, weaknesses and recommendations.",EXCLUDE,Measurement methodology review
PMID:39016685,Chemical genetic screens reveal defective lysosomal trafficking as synthetic lethal with NF1 loss.,INCLUDE,Chemical genetic screening method
PMID:39022466,"Investigating the Prevalence, Gender Predilection, and Inheritance Patterns of Genodermatoses: A Tertiary Hospital Study.",EXCLUDE,Prevalence study
PMID:39022906,Expanding the phenotype of neurofibromatosis type 1 microdeletion syndrome.,INCLUDE,Phenotype expansion methodology
PMID:39023130,Maternal obesogenic diet operates at the tumor cell of origin to increase incidence and decrease latency of neurofibromatosis type 1 optic pathway glioma.,INCLUDE,Animal model research
PMID:39054162,Do metabolic deficits contribute to sleep disruption in monogenic intellectual disability syndromes?,EXCLUDE,Metabolic deficit review
PMID:39059735,Longitudinal changes in retinal ganglion cell function in optic pathway glioma evaluated by photopic negative response.,INCLUDE,Longitudinal functional assessment tool
PMID:39061138,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,INCLUDE,3D cell culture model
PMID:39083549,Synergistic effect of PAK and Hippo pathway inhibitor combination in NF2-deficient Schwannoma.,INCLUDE,Pathway inhibitor screening
PMID:39094827,Reduced PTPRS expression promotes epithelial-mesenchymal transition of Schwann cells in NF1-related plexiform neurofibromas.,INCLUDE,Molecular mechanism investigation
PMID:39100928,NF1-dependent disruption of the blood-nerve-barrier is improved by blockade of P2RY14.,INCLUDE,Molecular pathway blockade method
PMID:39106942,Investigating therapeutic nonsense suppression in a neurofibromatosis mouse model.,INCLUDE,Therapeutic nonsense suppression mouse model
PMID:39110684,Electrical stimulation of Schwann cells on electrospun hyaluronic acid carbon nanotube fibers.,INCLUDE,Electrospun cell culture platform
PMID:39129390,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,INCLUDE,Autophagy inhibition therapeutic approach
PMID:39140257,Heterozygosity for loss-of-function variants in LZTR1 is associated with isolated multiple café-au-lait macules.,INCLUDE,Genetic variant analysis method
PMID:39165673,INTRATHECAL BACLOFEN FOR NEUROFIBROMATOSIS RELATED SPINAL CORD INJURY WITH SPASTICITY - A CASE REPORT.,EXCLUDE,Clinical case report
PMID:39176108,Gene Mutations in Gastrointestinal Stromal Tumors: Advances in Treatment and Mechanism Research.,EXCLUDE,Gene mutation review
PMID:39179860,Targeting MERTK on tumour cells and macrophages: a potential intervention for sporadic and NF2-related meningioma and schwannoma tumours.,INCLUDE,Potential therapeutic targeting approach
PMID:39185400,Total Knee Arthroplasty in a Patient With Neurofibromatosis 1.,EXCLUDE,Surgical case report
PMID:39193326,Efficient analysis of adverse drug events and toxicological mechanisms of newly marketed drugs by integrating pharmacovigilance and network toxicology: selumetinib as an example.,INCLUDE,Pharmacological analysis method
PMID:39196570,Cutaneous Neurofibromas and Quality of Life in Adults With Neurofibromatosis Type 1.,INCLUDE,Quality of life assessment tool
PMID:39198186,Quality of life and neurological symptoms in patients with neurofibromatosis type 2: a national database study in Japan.,INCLUDE,Quality of life assessment tool
PMID:39201967,"Quality of Life in Children with Neurofibromatosis Type 1: Agreement between Parents and Patients, and the Role of Disease Severity and Visibility.",INCLUDE,Quality of life assessment tool
PMID:39210910,Impact of pathogenic variants of the Ras-mitogen-activated protein kinase pathway on major white matter tracts in the human brain.,INCLUDE,Genetic pathway impact analysis
PMID:39211690,Plexiform Neurofibroma: A Case Report.,EXCLUDE,Clinical case report
PMID:39216515,An Atypical Mechanism of SUMOylation of Neurofibromin SecPH Domain Provides New Insights into SUMOylation Site Selection.,INCLUDE,Molecular mechanism investigation
PMID:39217323,Unraveling neuronal and metabolic alterations in neurofibromatosis type 1.,INCLUDE,Neuronal and metabolic alteration analysis
PMID:39225289,Comparing 3D imaging devices for the measurement of cutaneous neurofibromas in patients with Neurofibromatosis Type 1.,INCLUDE,3D imaging measurement tool
PMID:39234078,"Long-term distress throughout one's life: health-related quality of life, economic and caregiver burden of patients with neurofibromatosis type 1 in China.",INCLUDE,Quality of life assessment tool
PMID:3925026,"Basement membrane proteins, interstitial collagens, and fibronectin in neurofibroma.",EXCLUDE,Protein composition study
PMID:39254838,Genetic basis and imaging findings of neurofibromatosis 1 and other somatic overgrowth disorders.,EXCLUDE,Genetic and imaging review
PMID:39257551,Diagnosis and management of neurofibromatosis type 1 in Arabian Gulf Cooperation Council Region: challenges and recommendations.,EXCLUDE,Clinical management review
PMID:39258154,LZTR1 loss-of-function variants associated with café au lait macules with or without freckling.,INCLUDE,Genetic variant analysis method
PMID:39273214,Interferon-Induced Transmembrane Protein 1 (IFITM1) Is Downregulated in Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors.,INCLUDE,Molecular expression analysis
PMID:3930616,Melanin macroglobules as a cellular marker of neurofibromatosis: a quantitative study.,EXCLUDE,Cellular marker study
PMID:39321200,Multidimensional Immunotyping of Human NF1-Associated Peripheral Nerve Sheath Tumors Uncovers Tumor-Associated Macrophages as Key Drivers of Immune Evasion in the Tumor Microenvironment.,INCLUDE,Immunotyping methodology
PMID:39335500,Cold Atmospheric Plasma Induces Growth Arrest and Apoptosis in Neurofibromatosis Type 1-Associated Peripheral Nerve Sheath Tumor Cells.,INCLUDE,Cellular response to plasma treatment
PMID:39336731,The Prevalence of Cancer Predisposition Syndromes (CPSs) in Children with a Neoplasm: A Cohort Study in a Central and Eastern European Population.,EXCLUDE,Prevalence study
PMID:39355740,Pigment epithelium derived factor drives melanocyte proliferation and migration in neurofibromatosis café au lait macules.,INCLUDE,Molecular mechanism investigation
PMID:39359760,Managing neurofibromatosis type I and vision impairment in a resource-limited setting: a case study and multidisciplinary approach.,EXCLUDE,Clinical case management
PMID:39373898,Identification of Pathogenic Missense Mutations of NF1 Using Computational Approaches.,INCLUDE,Computational mutation analysis tool
PMID:39395123,"Autism Spectrum Disorder Symptom Profiles in Fragile X Syndrome, Angelman Syndrome, Tuberous Sclerosis Complex and Neurofibromatosis Type 1.",EXCLUDE,Symptom profile comparison
PMID:39403336,Duodenal ampulla neuroendocrine tumor and gastrointestinal stromal tumors in a case of neurofibromatosis type 1: a case report.,EXCLUDE,Clinical case report
PMID:39409151,Proof of Concept for Genome Profiling of the Neurofibroma/Sarcoma Sequence in Neurofibromatosis Type 1.,INCLUDE,Genome profiling method
PMID:39413183,Stimulator of interferon gene facilitates recruitment of effector CD8 T cells that drive neurofibromatosis type 1 nerve tumor initiation and maintenance.,INCLUDE,Immunological mechanism investigation
PMID:39415595,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,INCLUDE,Animal model development
PMID:39433486,[Several suggestions for improving diagnosis and management of patients with neurofibromatosis type 1].,EXCLUDE,Diagnostic recommendation review
PMID:39433487,[Clarification the terms and definitions related to neurofibromatosis type 1].,EXCLUDE,Terminology clarification
PMID:39433488,[Progress and prospects in diagnosis and treatment of neurofibromatosis type 1].,EXCLUDE,Diagnostic review
PMID:39433489,[Progress in neurosurgical treatment of neurofibromatosis type 1].,EXCLUDE,Surgical treatment review
PMID:39433490,[Emergency management and perioperative strategies for intra-tumoral hemorrhage in neurofibromatosis type 1-related giant plexiform neurofibroma].,EXCLUDE,Surgical management review
PMID:39454246,Effectiveness of CI as an alternative to ABI for hearing loss in patients with vestibular schwannomas: A multicenter study in Japan.,EXCLUDE,Clinical intervention comparison
PMID:39457697,Pheochromocytoma-Paraganglioma Syndrome: A Multiform Disease with Different Genotype and Phenotype Features.,EXCLUDE,Syndrome review
PMID:39482412,TSPO deficiency promotes the progression of malignant peripheral sheath tumors by regulating the G2/M phase of the cell cycle via CDK1.,INCLUDE,Molecular pathway analysis
PMID:39488637,TGF-β superfamily-induced transcriptional activation pathways establish the RAD52-dependent ALT machinery during malignant transformation of MPNSTs.,INCLUDE,Molecular transformation mechanism
PMID:39500722,Consensus recommendations for an integrated diagnostic approach to peripheral nerve sheath tumors arising in the setting of Neurofibromatosis Type 1.,EXCLUDE,Diagnostic recommendation review
PMID:39514826,"ReNeu: A Pivotal, Phase IIb Trial of Mirdametinib in Adults and Children With Symptomatic Neurofibromatosis Type 1-Associated Plexiform Neurofibroma.",INCLUDE,Clinical trial of therapeutic intervention
PMID:39518076,Leveraging Neural Crest-Derived Tumors to Identify NF1 Cancer Stem Cell Signatures.,INCLUDE,Cancer stem cell signature identification
PMID:39521772,Automatic construction of Petri net models for computational simulations of molecular interaction network.,INCLUDE,Computational modeling tool
PMID:39539654,Quality of life of patients with neurofibromatosis 1-Physical disability does not necessarily result in poor mental health.,INCLUDE,Quality of life assessment tool
PMID:39548629,Management of high grade primary cerebellar tumours.,EXCLUDE,Tumor management review
PMID:39570085,Adrenocortical tumors and hereditary syndromes.,EXCLUDE,Tumor syndrome review
PMID:39596296,Integrated Transcriptome Profiling and Pan-Cancer Analyses Reveal Oncogenic Networks and Tumor-Immune Modulatory Roles for FABP7 in Brain Cancers.,INCLUDE,Transcriptome profiling method
PMID:39601046,Role of long non-coding RNAs in neurofibromatosis and Schwannomatosis: pathogenesis and therapeutic potential.,INCLUDE,Molecular mechanism investigation
PMID:39609892,Neurocognitive functioning in adults with neurofibromatosis type 1- a nationwide population-based study.,INCLUDE,Neurocognitive assessment tool
PMID:39620202,Multiomic analyses reveal new targets of polycomb repressor complex 2 in Schwann lineage cells and malignant peripheral nerve sheath tumors.,INCLUDE,Multi-omics analysis method
PMID:39666427,[Pituicitoma in a patient with neurofibromatosis type 1].,EXCLUDE,Clinical case report
PMID:39669605,Next-generation variant exon screening: Moving forward in routine genetic disease investigations.,INCLUDE,Genetic screening methodology
PMID:39678747,Utility of Keystone Flap in Armory of Dermatosurgeons.,EXCLUDE,Surgical technique description
PMID:39684258,"Comprehensive Clinical Genetics, Molecular and Pathological Evaluation Efficiently Assist Diagnostics and Therapy Selection in Breast Cancer Patients with Hereditary Genetic Background.",EXCLUDE,Clinical evaluation review
PMID:39712860,Characterization of microRNA-223-3p as a novel promoter of cell proliferation and invasion in papillary thyroid carcinoma.,EXCLUDE,Molecular mechanism review
PMID:39722043,"Cystic lesions and their mimics involving the intrahepatic bile ducts and peribiliary space: diagnosis, complications, and management.",EXCLUDE,Diagnostic review
PMID:39724457,A bibliometric analysis of research trends and hotspots of pilocytic astrocytoma from 2004 to 2023.,EXCLUDE,Bibliometric analysis
PMID:39731295,"Therapeutic effect of novel drug candidate, PRG-N-01, on NF2 syndrome-related tumor.",INCLUDE,Drug candidate testing
PMID:39731804,Surgical management of a large neurofibroma in the thenar Region: A case report.,EXCLUDE,Surgical case report
PMID:39749698,SUCLG1 promotes aerobic respiration and progression in plexiform neurofibroma.,INCLUDE,Molecular mechanism investigation
PMID:39762421,Selumetinib in adults with NF1 and inoperable plexiform neurofibroma: a phase 2 trial.,INCLUDE,Clinical trial of therapeutic intervention
PMID:39786423,"Triple Combination of MEK, BET, and CDK Inhibitors Significantly Reduces Human Malignant Peripheral Nerve Sheath Tumors in Mouse Models.",INCLUDE,Combination drug screening
PMID:39793045,Hydroxychloroquine prevents resistance and potentiates the antitumor effect of SHP2 inhibition in NF1-associated malignant peripheral nerve sheath tumors.,INCLUDE,Drug resistance prevention method
PMID:39796693,Role of ,EXCLUDE,Incomplete title
PMID:39804140,"Loss of NF1 Accelerates Uveal and Intradermal Melanoma Tumorigenesis, and Oncogenic GNAQ Transforms Schwann Cells.",INCLUDE,Molecular tumorigenesis mechanism
PMID:39824854,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,INCLUDE,Volume measurement technique comparison
PMID:39835668,"Selumetinib for children with neurofibromatosis type 1 and plexiform neurofibromas that can't be removed by surgery, and impact on how the condition affects caregivers: a plain language summary.",INCLUDE,Clinical trial of therapeutic intervention
PMID:39840093,Disproportionate adverse event signals of selumetinib in neurofibromatosis type I: insights from FAERS.,INCLUDE,Adverse event signal analysis
PMID:39840811,Allosteric modulation of NF1 GAP: Differential distributions of catalytically competent populations in loss-of-function and gain-of-function mutants.,INCLUDE,Molecular mechanism investigation
PMID:39841844,WWC proteins-mediated compensatory mechanism restricts schwannomatosis driven by ,INCLUDE,Molecular mechanism investigation
PMID:39844170,Internalizing and externalizing symptoms in individuals with neurofibromatosis type 1: a systematic review and meta-analysis.,INCLUDE,Symptom meta-analysis methodology
PMID:39845289,Evaluating dimensionality reduction of comorbidities for predictive modeling in individuals with neurofibromatosis type 1.,INCLUDE,Predictive modeling method
PMID:39857943,UBR5 in Tumor Biology: Exploring Mechanisms of Immune Regulation and Possible Therapeutic Implications in MPNST.,INCLUDE,Molecular mechanism investigation
PMID:39863790,A multicenter study of neurofibromatosis type 1 utilizing deep learning for whole body tumor identification.,INCLUDE,Deep learning tumor identification tool
PMID:39868555,Intestinal Bacteroides drives glioma progression by regulating CD8+ T cell tumor infiltration.,INCLUDE,Molecular mechanism investigation
PMID:39875738,[Plastic surgical treatment of neurofibromatosis type 1].,EXCLUDE,Surgical treatment review
PMID:39881370,"Spectrophotometric and computational characterization of charge transfer complex of selumetinib with 2,3-dichloro-5,6-dicyano-1,4-benzoquinone and its utilization in developing an innovative green and high throughput microwell assay for analysis of bulk form and pharmaceutical formulation.",INCLUDE,Computational and spectrophotometric analysis method
PMID:39890807,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,INCLUDE,Proteomics and mass spectrometry analysis method
PMID:39921490,NF2 is Essential for Human Endoderm Development.,INCLUDE,Animal model research
PMID:39948669,How does a preference-based generic health-related quality of life measure perform in patients with a rare disease? Measurement properties of the EQ-5D-Y proxy version among underage patients with neurofibromatosis type 1.,INCLUDE,Clinical assessment tool (EQ-5D-Y)
PMID:39952425,Sex-dependent variations of retinal function and architecture in a neurofibromatosis type I mouse model with normal vision.,INCLUDE,Animal model research
PMID:39965929,Neurofibromin Deficiency Alters the Patterning and Prioritization of Motor Behaviors in a State-Dependent Manner.,INCLUDE,Animal behavioral model
PMID:39966622,The development of an artificial intelligence auto-segmentation tool for 3D volumetric analysis of vestibular schwannomas.,INCLUDE,Computational AI tool
PMID:39980445,A molecular array for 10-second diagnosis of common spinal tumor types with picosecond infrared laser mass spectrometry.,EXCLUDE,Molecular diagnostic technique
PMID:39981185,Schwann cells in regeneration and cancer.,EXCLUDE,Review of Schwann cells
PMID:39996452,Cas9 Mouse Model of Skull Base Meningioma Driven by Combinational Gene Inactivation in Meningeal Cells.,INCLUDE,Genetic mouse model
PMID:40000831,Cancer-independent somatic mutation of the wild-type NF1 allele in normal tissues in neurofibromatosis type 1.,EXCLUDE,Genetic mutation analysis
PMID:40025071,Discoidin domain receptor inhibitor DDR1-IN-1 induces autophagy and necroptotic cell death in malignant peripheral nerve sheath tumor.,EXCLUDE,Drug mechanism study
PMID:40025578,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,INCLUDE,CAR-T cell therapy development
PMID:40034205,The evolving landscape of NF gene therapy: Hurdles and opportunities.,EXCLUDE,Gene therapy review
PMID:40043523,Intracytoplasmic accumulation of keratan sulfate is a hallmark of granular cell tumor.,EXCLUDE,Cellular pathology description
PMID:40063513,DLK1 Distinguishes Subsets of NF1-Associated Malignant Peripheral Nerve Sheath Tumors with Divergent Molecular Signatures.,EXCLUDE,Molecular signature analysis
PMID:40075752,Granulocyte-Macrophage Colony Stimulating Factor Receptor Contributes to Plexiform Neurofibroma Initiation.,EXCLUDE,Molecular mechanism study
PMID:40087579,Disrupted visual attention relates to cognitive development in infants with Neurofibromatosis Type 1.,EXCLUDE,Cognitive development observation
PMID:40128216,The CoREST complex is a therapeutic vulnerability in malignant peripheral nerve sheath tumors.,EXCLUDE,Molecular mechanism study
PMID:40134850,Emerging mechanism and therapeutic potential of neurofibromatosis type 1-related nerve system tumor: Advancing insights into tumor development.,EXCLUDE,Therapeutic mechanism review
PMID:40139495,Malignant Peripheral Nerve Sheath Tumors in Children and Adolescents: A Population-Based Study.,EXCLUDE,Epidemiological study
PMID:40140675,Spatial mapping of immune cell environments in NF2-related schwannomatosis vestibular schwannoma.,EXCLUDE,Spatial mapping analysis
PMID:40168468,Molecular Evidence Supporting MEK Inhibitor Therapy in NF1 Pseudarthrosis.,EXCLUDE,Molecular mechanism study
PMID:40169570,A genotype-first approach identifies high incidence of NF1 pathogenic variants with distinct disease associations.,EXCLUDE,Genetic variant analysis
PMID:40172801,From benign neurofibromas to malignant peripheral nerve sheath tumors (MPNST): a gaming among multiple factors.,EXCLUDE,Review of tumor progression
PMID:40188079,"Interactions among Merlin, Arkadia, and SKOR2 mediate NF2-associated human Schwann cell proliferation.",EXCLUDE,Molecular interaction study
PMID:40191916,"The draft genome of the Wisconsin Miniature SwineTM, a valuable biomedical research tool.",INCLUDE,Animal model (biomedical research tool)
PMID:40192953,Clinical Actionability of Molecular Targets in Multi-Ethnic Breast Cancer Patients: A Retrospective Single-Institutional Study.,EXCLUDE,Molecular target analysis
PMID:40214469,Galectin-1 Inhibition as a Strategy for Malignant Peripheral Nerve Sheath Tumor Treatment.,EXCLUDE,Drug mechanism study
PMID:40217315,A single-cell atlas of Schwannoma across genetic backgrounds and anatomic locations.,INCLUDE,Single-cell atlas development
PMID:40225101,Small Intestinal Neurofibroma With Atypical 17q11.2 Microdeletions: A Rare Cause of Abdominal Distension.,EXCLUDE,Case report
PMID:40225167,Functional Assays Combined with Pre-mRNA-Splicing Analysis Improve Variant Classification and Diagnostics for Individuals with Neurofibromatosis Type 1 and Legius Syndrome.,INCLUDE,Genetic diagnostic assay
PMID:40235035,Lifelong Management of Neurofibromatosis 1 Patients.,EXCLUDE,Clinical management review
PMID:40237330,Unveiling the complexity of neurofibromatosis type 1: Innovations in genetic understanding and clinical management. A narrative review.,EXCLUDE,Narrative review
