pmid,title,is_research,screening_reasoning
32245042,Kinome Profiling of NF1-Related MPNSTs in Response to Kinase Inhibition and Doxorubicin Reveals Therapeutic Vulnerabilities.,True,Molecular screening method
32252313,A Novel Treatment Modality for Malignant Peripheral Nerve Sheath Tumor Using a Dual-Effect Liposome to Combine Photodynamic Therapy and Chemotherapy.,True,Drug delivery method
32252413,Genomics of MPNST (GeM) Consortium: Rationale and Study Design for Multi-Omic Characterization of NF1-Associated and Sporadic MPNSTs.,True,Genomic consortium research design
32272491,The Use of MEK Inhibitors in Neurofibromatosis Type 1-Associated Tumors and Management of Toxicities.,True,Clinical drug management protocol
32281771,Germline Mutations for Novel Candidate Predisposition Genes in Sporadic Schwannomatosis.,True,Genetic reagents screening
32317644,Author Correction: A VEGF receptor vaccine demonstrates preliminary efficacy in neurofibromatosis type 2.,True,Vaccine development
32352002,Human Organ-Specific 3D Cancer Models Produced by the Stromal Self-Assembly Method of Tissue Engineering for the Study of Solid Tumors.,True,3D cancer model development
32353955,New Model Systems and the Development of Targeted Therapies for the Treatment of Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors.,True,Animal model development
32354889,Propranolol Specifically Suppresses the Viability of Tumorous Schwann Cells Derived from Plexiform Neurofibromas In Vitro.,True,Cell viability screening
32408052,Mutation-Directed Therapeutics for Neurofibromatosis Type I.,True,Therapeutic strategy development
32438526,Effects of Neurod1 Expression on Mouse and Human Schwannoma Cells.,True,Cell line characterization
32461556,Assessing the origin of high-grade serous ovarian cancer using CRISPR-modification of mouse organoids.,True,Organoid CRISPR modification
32461616,"Characterising the loss-of-function impact of 5' untranslated region variants in 15,708 individuals.",True,Genetic variant characterization
32471868,Genetic disruption of the small GTPase RAC1 prevents plexiform neurofibroma formation in mice with neurofibromatosis type 1.,True,Animal model development
32494228,Molecular targets for NF1-associated malignant peripheral nerve sheath tumor.,True,Molecular target identification
32599735,From Genes to -Omics: The Evolving Molecular Landscape of Malignant Peripheral Nerve Sheath Tumor.,True,Molecular landscape analysis
32608378,Advanced pharmacological therapies for neurofibromatosis type 1-related tumors.,True,Pharmacological therapy development
32642733,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,True,Potential therapeutic target identification
32642737,Assessing interobserver variability and accuracy in the histological diagnosis and classification of cutaneous neurofibromass.,True,Histological diagnostic tool development
32642739,Clinical trial design in neurofibromatosis type 1 as a model for other tumor predisposition syndromes.,True,Clinical trial design methodology
32642740,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,True,Quality of life assessment tool
32699356,Murine models of IDH-wild-type glioblastoma exhibit spatial segregation of tumor initiation and manifestation during evolution.,True,Animal model development
32733557,"Gene Expression, Network Analysis, and Drug Discovery of Neurofibromatosis Type 2-Associated Vestibular Schwannomas Based on Bioinformatics Analysis.",True,Bioinformatics analysis tool
32781282,Nf1 heterozygous mice recapitulate the anthropometric and metabolic features of human neurofibromatosis type 1.,True,Animal model characterization
3280697,"Monoclonal antibody (AFH1) immunoreactive on morphologically abnormal basal melanocytes within dysplastic nevi, nevocellular nevus nests, and melanoma.",True,Antibody development
32839340,Brain-wide structural and functional disruption in mice with oligodendrocyte-specific Nf1 deletion is rescued by inhibition of nitric oxide synthase.,True,Animal model development
32858845,Systems Biology Approaches Reveal Potential Phenotype-Modifier Genes in Neurofibromatosis Type 1.,True,Computational systems biology approach
32869517,Genome-wide association study of café-au-lait macule number in neurofibromatosis type 1.,True,Genome-wide association study
32948135,Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model.,True,In vitro model development
33032988,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,True,Drug screening model
33080011,"Temporal, spatial, and genetic constraints contribute to the patterning and penetrance of murine neurofibromatosis-1 optic glioma.",True,Animal model characterization
33082502,Image segmentation of plexiform neurofibromas from a deep neural network using multiple b-value diffusion data.,True,Image segmentation tool
33085177,The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas.,True,Patient-reported outcome measure development
33160273,Modeling tumors of the peripheral nervous system associated with Neurofibromatosis type 1: Reprogramming plexiform neurofibroma cells.,True,Cell reprogramming method
33197677,Effects of a mind-body program on symptoms of depression and perceived stress among adults with neurofibromatosis type 2 who are deaf: A live-video randomized controlled trial.,True,Clinical assessment tool
33273014,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,True,Cellular model development
33279959,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",True,Animal model development
33356508,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,True,Animal model development
33413690,Human cutaneous neurofibroma matrisome revealed by single-cell RNA sequencing.,True,Single-cell RNA sequencing method
33442015,Cabozantinib for neurofibromatosis type 1-related plexiform neurofibromas: a phase 2 trial.,True,Clinical trial methodology
33484105,Circulating free DNA in the plasma of individuals with neurofibromatosis type 1.,True,Biomarker detection method
33507258,Assessment of RAS Dependency for BRAF Alterations Using Cancer Genomic Databases.,True,Computational genomic analysis
33507822,NF106: A Neurofibromatosis Clinical Trials Consortium Phase II Trial of the MEK Inhibitor Mirdametinib (PD-0325901) in Adolescents and Adults With NF1-Related Plexiform Neurofibromas.,True,Clinical trial design
33574490,Using antisense oligonucleotides for the physiological modulation of the alternative splicing of NF1 exon 23a during PC12 neuronal differentiation.,True,Antisense oligonucleotide genetic reagent
33622177,Chrysophanol inhibits the osteoglycin/mTOR and activats NF2 signaling pathways to reduce viability and proliferation of malignant meningioma cells.,True,Signaling pathway analysis method
33625502,"Efficacy of a Brief, Peer-Delivered Self-management Intervention for Patients With Rare Chronic Diseases: A Randomized Clinical Trial.",True,Clinical assessment tool
33671872,Risk Factors for Bullying Victimization in Children with Neurofibromatosis Type 1 (NF1).,True,Clinical assessment tool
33673681,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of NF1 Variants.,True,Genetic splicing characterization tool
33767727,Molecular Diagnosis of Neurofibromatosis by Multigene Panel Testing.,True,Molecular diagnostic genetic panel
33817379,Clinical assessment of the use of topical liquid diclofenac following laser microporation of cutaneous neurofibromas in individuals with neurofibromatosis type 1.,True,Clinical assessment tool
33850471,Increased nuclear translation of YAP might act as a potential therapeutic target for NF1-related plexiform neurofibroma.,True,Potential therapeutic target identification
33903738,Identifying challenges in neurofibromatosis: a modified Delphi procedure.,True,Clinical assessment methodology
33911094,"Exploring associations between constipation, severity of neurofibromatosis type 1 and NF1 mutational spectrum.",True,Clinical assessment tool
33948356,Cordycepin inhibits the proliferation of malignant peripheral nerve sheath tumor cells through the p53/Sp1/tubulin pathway.,True,Molecular pathway analysis
33963463,The psychological impact and experience of breast cancer screening in young women with an increased risk of breast cancer due to neurofibromatosis type 1.,True,Psychological impact assessment tool
33963966,Cognitive and Electrophysiological Correlates of Working Memory Impairments in Neurofibromatosis Type 1.,True,Cognitive assessment tool
33972401,Associative Learning Requires Neurofibromin to Modulate GABAergic Inputs to Drosophila Mushroom Bodies.,True,Genetic model system
34010628,Stem-like cells drive NF1-associated MPNST functional heterogeneity and tumor progression.,True,Stem cell model system
34011935,Metalloproteinase 1 downregulation in neurofibromatosis 1: Therapeutic potential of antimalarial hydroxychloroquine and chloroquine.,True,Potential therapeutic screening
34012067,Revised diagnostic criteria for neurofibromatosis type 1 and Legius syndrome: an international consensus recommendation.,True,Diagnostic criteria development
34020694,"The mediating effects of quality of life, depression, and generalized anxiety on perceived barriers to employment success for people diagnosed with Neurofibromatosis Type 1.",True,Clinical assessment tool
34040258,NF1 mutation drives neuronal activity-dependent initiation of optic glioma.,True,Genetic model system
34043012,RNA sequence analysis reveals ITGAL/CD11A as a stromal regulator of murine low-grade glioma growth.,True,RNA sequence analysis tool
34049498,Early differences in auditory processing relate to Autism Spectrum Disorder traits in infants with Neurofibromatosis Type I.,True,Clinical assessment tool
34053190,Transcriptomic signature of painful human neurofibromatosis type 2 schwannomas.,True,Transcriptomic characterization
34065204,RABL6A Regulates Schwann Cell Senescence in an RB1-Dependent Manner.,True,Cellular mechanism study
34075397,PAK1 inhibition reduces tumor size and extends the lifespan of mice in a genetically engineered mouse model of Neurofibromatosis Type 2 (NF2).,True,Animal model system
34079083,WNT5A inhibition alters the malignant peripheral nerve sheath tumor microenvironment and enhances tumor growth.,True,Tumor microenvironment analysis
34123937,Efficacy of Cannabinoids on Spasticity and Chronic Pain in a Patient with Co-occurrence of Multiple Sclerosis and Neurofibromatosis Type 1.,True,Clinical assessment tool
34155781,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,True,Clinical trial assessment tool
34215596,Acceptance and commitment therapy meets peer-support. Development of a supportive self-care intervention for patients with rare diseases: a multistage development process.,True,Clinical intervention development
34229750,Integrated in silico MS-based phosphoproteomics and network enrichment analysis of RASopathy proteins.,True,Computational bioinformatics tool
34230196,Reliability of Handheld Dynamometry to Measure Focal Muscle Weakness in Neurofibromatosis Types 1 and 2.,True,Clinical assessment tool
34230198,Current Recommendations for Patient-Reported Outcome Measures Assessing Domains of Quality of Life in Neurofibromatosis Clinical Trials.,True,Clinical outcome measure development
34230200,Imaging Evaluation of Plexiform Neurofibromas in Neurofibromatosis Type 1: A Survey-Based Assessment.,True,Imaging evaluation methodology
34230203,Patient Report of Hearing in Neurofibromatosis Type 2: Recommendations for Clinical Trials.,True,Clinical assessment tool
34230204,Measuring the Effect of Cutaneous Neurofibromas on Quality of Life in Neurofibromatosis Type 1.,True,Clinical assessment tool
34230205,Recommendations for Social Skills End Points for Clinical Trials in Neurofibromatosis Type 1.,True,Clinical assessment tool
34230208,Enhancing Neurofibromatosis Clinical Trial Outcome Measures Through Patient Engagement: Lessons From REiNS.,True,Clinical trial methodology
34257279,Neurofibromin regulates metabolic rate via neuronal mechanisms in Drosophila.,True,Genetic model system
34264955,Brigatinib causes tumor shrinkage in both NF2-deficient meningioma and schwannoma through inhibition of multiple tyrosine kinases but not ALK.,True,Drug screening method
34297428,RNA-sequencing highlights differential regulated pathways involved in cell cycle and inflammation in orbitofacial neurofibromas.,True,"RNA sequencing analysis tool/home/runner/work/nf-research-tools-schema/nf-research-tools-schema/tool_coverage/scripts/screen_publication_titles.py:85: DeprecationWarning: The model 'claude-3-5-haiku-20241022' is deprecated and will reach end-of-life on February 19th, 2026."
34352618,Characterization of UMi031-A-2 inducible pluripotent stem cell line with a neurofibromatosis type 2-associated mutation.,True,Induced pluripotent stem cell line
34377779,Impact of MEK Inhibitor Therapy on Neurocognitive Functioning in NF1.,True,Clinical assessment tool
34409538,Depression explains the association between pain intensity and pain interference among adults with neurofibromatosis.,True,Clinical assessment tool
34416167,Anti-PD-1/L1 lead-in before MAPK inhibitor combination maximizes antitumor immunity and efficacy.,True,Immunotherapy screening method
34428430,Treatment during a developmental window prevents NF1-associated optic pathway gliomas by targeting Erk-dependent migrating glial progenitors.,True,Developmental model system
34464388,Cell-free DNA ultra-low-pass whole genome sequencing to distinguish malignant peripheral nerve sheath tumor (MPNST) from its benign precursor lesion: A cross-sectional study.,True,Genomic sequencing method
34487172,Machine learning approach to differentiation of peripheral schwannomas and neurofibromas: A multi-center study.,True,Machine learning diagnostic tool
34534577,Combined Cyclin-Dependent Kinase Inhibition Overcomes MAPK/Extracellular Signal-Regulated Kinase Kinase Inhibitor Resistance in Plexiform Neurofibroma of Neurofibromatosis Type I.,True,Drug screening method
34570301,Psychological resiliency explains the relationship between emotional distress and quality of life in neurofibromatosis.,True,Psychological assessment tool
34573290,Performance Evaluation of SpliceAI for the Prediction of Splicing of NF1 Variants.,True,Computational prediction tool
34603530,Autophagy is involved in neurofibromatosis type I gene-modulated osteogenic differentiation in human bone mesenchymal stem cells.,True,Cellular mechanism study
34604751,Feasibility of magnetic resonance-guided high-intensity focused ultrasound treatment targeting distinct nodular lesions in neurofibromatosis type 1.,True,Clinical assessment tool
34627329,Executive functions and quality of life in children with neurofibromatosis type 1.,True,Clinical assessment tool
34630515,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and TP53 Mutant Porcine Models Reveals Overlooked Challenges in Precision Modeling of Human Diseases.,True,CRISPR genetic engineering method
34664663,Longitudinal Investigation of Early Motor Development in Neurofibromatosis Type 1.,True,Clinical assessment tool
34692515,SUZ12 Loss Amplifies the Ras/ERK Pathway by Activating Adenylate Cyclase 1 in NF1-Associated Neurofibromas.,True,Molecular pathway analysis
34699786,Inhibition of ERK/MAPK signaling as potential therapy to prevent optic pathway glioma in infants with neurofibromatosis type 1.,True,Potential therapeutic screening
34707296,The structure of neurofibromin isoform 2 reveals different functional states.,True,Protein structural analysis
34728553,RKIP Induction Promotes Tumor Differentiation via SOX2 Degradation in NF2-Deficient Conditions.,True,Molecular mechanism study
34768015,Treatment of cutaneous neurofibromas with carbon dioxide laser: Technique and patient experience.,True,Clinical assessment tool
34779163,[Expert consensus on diagnosis and management of neurofibromatosis type 1 (2021 edition)].,True,Diagnostic criteria development
34782607,Pathogenic neurofibromatosis type 1 (NF1) RNA splicing resolved by targeted RNAseq.,True,RNA sequencing method
35187488,Immune deconvolution and temporal mapping identifies stromal targets and developmental intervals for abrogating murine low-grade optic glioma formation.,True,Computational immune deconvolution tool
35212372,Characterizing mobile element insertions in 5675 genomes.,True,Genomic mobile element characterization
35332608,Re-evaluation of missense variant classifications in NF2.,True,Genetic variant reclassification tool
35426432,Evaluation of magnetic resonance imaging-based radiomics characteristics for differentiation of benign and malignant peripheral nerve sheath tumors in neurofibromatosis type 1.,True,Radiomics imaging analysis tool
35481324,Evaluating the Evidence: Scientometric Analysis of Highly Cited Neurofibromatosis 1 Publications.,True,Scientometric analysis tool
35511749,A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.,True,High-throughput screening platform
35546306,"A systematic review and meta-analysis of intellectual, neuropsychological, and psychoeducational functioning in neurofibromatosis type 1.",True,Systematic review and meta-analysis tool
35584348,Tumor and Constitutional Sequencing for Neurofibromatosis Type 1.,True,Tumor and constitutional sequencing
35628517,Molecular Dynamics Simulations Reveal Structural Interconnections within Sec14-PH Bipartite Domain from Human Neurofibromin.,True,Molecular dynamics simulation tool
35677169,Image-Based Differentiation of Benign and Malignant Peripheral Nerve Sheath Tumors in Neurofibromatosis Type 1.,True,Image-based tumor differentiation tool
35723774,A randomized controlled trial of remote microphone listening devices to treat auditory deficits in children with neurofibromatosis type 1.,True,Randomized controlled trial of assistive device
35735230,Centralizing neurofibromatosis experimental tool knowledge with the NF Research Tools Database.,True,Research tools database
35741605,Integrated Drug Mining Reveals Actionable Strategies Inhibiting Plexiform Neurofibromas.,True,Drug mining computational tool
35759947,A Systematic Review of Recent and Ongoing Clinical Trials in Patients With the Neurofibromatoses.,True,Clinical trials systematic review
35815410,Schwann cell precursors represent a neural crest-like state with biased multipotency.,True,Cell precursor characterization
35855179,Bibliometric analysis of the top 100 most-cited articles in neurofibromatosis.,True,Bibliometric analysis tool
35855490,Validation of Bromodomain and Extraterminal proteins as therapeutic targets in neurofibromatosis type 2.,True,Therapeutic target validation
35875109,Preclinical Assessment of MEK Inhibitors for Malignant Peripheral Nerve Sheath Tumors Reveals Differences in Efficacy and Adaptive Response.,True,Preclinical drug efficacy assessment
35879407,Intragenic inversions in NF1 gene as pathogenic mechanism in neurofibromatosis type 1.,True,Genetic mechanism identification
35887576,Silver Nanoparticles Selectively Treat Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors in a Neurofibromin-Dependent Manner.,True,Nanoparticle treatment method
35970940,"Cortical inhibition in neurofibromatosis type 1 is modulated by lovastatin, as demonstrated by a randomized, triple-blind, placebo-controlled clinical trial.",True,Clinical trial of intervention
36009591,Identification of Germinal Neurofibromin Hotspots.,True,"Genetic hotspot identification/home/runner/work/nf-research-tools-schema/nf-research-tools-schema/tool_coverage/scripts/screen_publication_titles.py:85: DeprecationWarning: The model 'claude-3-5-haiku-20241022' is deprecated and will reach end-of-life on February 19th, 2026."
36037004,Mechanistic insights from animal models of neurofibromatosis type 1 cognitive impairment.,True,Animal model mechanistic study
36071954,Co-culture of Schwann cells and endothelial cells for synergistically regulating dorsal root ganglion behavior on chitosan-based anisotropic topology for peripheral nerve regeneration.,True,Cell co-culture method
36127120,Cohort profile: life with neurofibromatosis 1 - the Danish NF1 cohort.,True,Cohort study with patient assessment tool
36130486,Single-cell sequencing reveals activation of core transcription factors in PRC2-deficient malignant peripheral nerve sheath tumor.,True,Single-cell sequencing method
36134665,Multiple Nf1 Schwann cell populations reprogram the plexiform neurofibroma tumor microenvironment.,True,Cellular reprogramming model
36139671,Neurofibroma Development in Neurofibromatosis Type 1: Insights from Cellular Origin and Schwann Cell Lineage Development.,True,Cellular development model
36241865,Transplanting neurofibromatosis-1 gene knockout neural stem cells improve functional recovery in rats with spinal cord injury by enhancing the mTORC2 pathway.,True,Neural stem cell transplantation model
36300003,A novel NF2 splicing mutant causes neurofibromatosis type 2 via liquid-liquid phase separation with large tumor suppressor and Hippo pathway.,True,Genetic splicing mutation model
36316421,Non-invasive brain stimulation modulates GABAergic activity in neurofibromatosis 1.,True,Brain stimulation technique
36416236,LPAR1 and aberrantly expressed LPAR3 differentially promote the migration and proliferation of malignant peripheral nerve sheath tumor cells.,True,Molecular migration analysis
36420221,Antisense oligonucleotides targeting exon 11 are able to partially rescue the NF2-related schwannomatosis phenotype in vitro.,True,Antisense oligonucleotide genetic reagent
36444392,Characterization of health concerns in people with neurofibromatosis type 1.,True,Health concern assessment tool
36459048,Molecular Dissection of Somatic Skeletal Disease in Neurofibromatosis Type 1.,True,Molecular disease characterization
36497280,Knockdown of NCOR2 Inhibits Cell Proliferation via BDNF/TrkB/ERK in NF1-Derived MPNSTs.,True,Gene knockdown method
36604703,The German version of the neurofibromatosis 2 impact on quality of life questionnaire correlates with severity of depression and physician-reported disease severity.,True,Quality of life questionnaire
36619222,Inhibition of YAP Sensitizes the Selumetinib Treatment for Neurofibromatosis Type 1 Related Plexiform Neurofibroma.,True,Drug sensitivity screening
36689660,Destabilizing NF1 variants act in a dominant negative manner through neurofibromin dimerization.,True,Genetic variant analysis
36730269,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,True,Spheroid drug combination screening
36759572,Runx1/3-driven adaptive endoplasmic reticulum stress pathways contribute to neurofibromagenesis.,True,Cellular stress pathway research
36806881,Proteasomal pathway inhibition as a potential therapy for NF2-associated meningioma and schwannoma.,True,Proteasomal pathway inhibition method
36809290,Merlin tumor suppressor function is regulated by PIP2-mediated dimerization.,True,Protein dimerization mechanism
36832459,"Neuropsychiatric Manifestations, Reduced Self-Esteem and Poor Quality of Life in Children and Adolescents with Neurofibromatosis Type 1 (NF1): The Impact of Symptom Visibility and Bullying Behavior.",True,Psychosocial assessment tool
36844630,Genetic variants of cancer‑associated genes analyzed using next‑generation sequencing in small sporadic vestibular schwannomas.,True,Genetic variant sequencing
36849412,Combining SOS1 and MEK Inhibitors in a Murine Model of Plexiform Neurofibroma Results in Tumor Shrinkage.,True,Animal model drug testing
36854987,Modeling nervous system tumors with human stem cells and organoids.,True,Stem cell and organoid modeling
36866403,Atypical neurofibromas reveal distinct epigenetic features with proximity to benign peripheral nerve sheath tumor entities.,True,Epigenetic feature analysis
36868466,A Two-Stage End-to-End Deep Learning Framework for Pathologic Examination in Skin Tumor Diagnosis.,True,Deep learning diagnostic tool
36890585,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,True,Mouse model research
36944680,Cellular mechanisms of heterogeneity in NF2-mutant schwannoma.,True,Cellular mechanism investigation
36959711,Modeling human cancer predisposition syndromes using CRISPR/Cas9 in human cell line models.,True,CRISPR genetic reagent development
36976677,Generation of human iPSC-derived neurofibromaspheres for in vitro and in vivo uses.,True,iPSC-derived neurofibromasphere generation
37140985,Basement membrane proteins in extracellular matrix characterize NF1 neurofibroma development and response to MEK inhibitor.,True,Extracellular matrix characterization
37149083,cNF-Skindex in Adults Living with Neurofibromatosis 1: Severity Strata in France and Validation in United States Adults.,True,Clinical severity assessment tool
37164978,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities.,True,Multiplatform molecular profiling
37186028,Analysis of 200 unrelated individuals with a constitutional NF1 deep intronic pathogenic variant reveals that variants flanking the alternatively spliced NF1 exon 31 [23a] cause a classical neurofibromatosis type 1 phenotype while altering predominantly NF1 isoform type II.,True,Genetic variant analysis
37217626,New insights into the molecular basis of spinal neurofibromatosis type 1.,True,Molecular basis investigation
37217995,The genetic landscape and possible therapeutics of neurofibromatosis type 2.,True,Genetic landscape analysis
37245145,"RAS Signaling Gone Awry in the Skin: The Complex Role of RAS in Cutaneous Neurofibroma Pathogenesis, Emerging Biological Insights.",True,Molecular signaling research
37246765,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,True,Ex vivo and in vivo tumor model
37276689,Health-related quality of life of children with neurofibromatosis type 1: Analysis of proxy-rated PedsQL and CHQ questionnaires.,True,Quality of life assessment tool
37301319,Distinct Transcriptional Profiles in the Different Phenotypes of Neurofibroma from the Same Subject with Neurofibromatosis 1.,True,Transcriptional profile analysis
37318402,Cutaneous Neurofibroma Heterogeneity: Factors that Influence Tumor Burden in Neurofibromatosis Type 1.,True,Tumor heterogeneity characterization
37330719,Existing and Developing Preclinical Models for Neurofibromatosis Type 1-Related Cutaneous Neurofibromas.,True,Preclinical model development
37353850,Burden of adult neurofibromatosis 1 questionnaire: translation and psychometric properties of the Persian version.,True,Questionnaire translation/validation
37378983,Effect of Mind-Body Skills Training on Quality of Life for Geographically Diverse Adults With Neurofibromatosis: A Fully Remote Randomized Clinical Trial.,True,Quality of life intervention study
37406085,Combined CDK4/6 and ERK1/2 Inhibition Enhances Antitumor Activity in NF1-Associated Plexiform Neurofibroma.,True,Drug combination screening
37435433,Neurofibromatosis-1 Gene Mutational Profiles Differ Between Syndromic Disease and Sporadic Cancers.,True,Mutational profile analysis
37440099,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,True,Resilience intervention study
37446790,Icariin Promotes Osteogenic Differentiation in a Cell Model with NF1 Gene Knockout by Activating the cAMP/PKA/CREB Pathway.,True,Cell model with gene knockout
37520682,Combining nonsense mutation suppression therapy with nonsense-mediated decay inhibition in neurofibromatosis type 1.,True,Genetic therapy approach
37527526,Cotargeting Phosphoinositide 3-Kinase and Focal Adhesion Kinase Pathways Inhibits Proliferation of NF2 Schwannoma Cells.,True,Pathway inhibition screening
37608248,Aberrant oscillatory activity in neurofibromatosis type 1: an EEG study of resting state and working memory.,True,EEG analysis method
37616542,"Pro-905, a Novel Purine Antimetabolite, Combines with Glutamine Amidotransferase Inhibition to Suppress Growth of Malignant Peripheral Nerve Sheath Tumor.",True,Drug combination screening
37712888,A common single nucleotide variant in the cytokine receptor-like factor-3 (CRLF3) gene causes neuronal deficits in human and mouse cells.,True,Genetic variant characterization
37770931,"Integration of single-nuclei RNA-sequencing, spatial transcriptomics and histochemistry defines the complex microenvironment of NF1-associated plexiform neurofibromas.",True,Single-nuclei RNA-sequencing tool
37772407,Potential endpoints for assessment of bone health in persons with neurofibromatosis type 1.,True,Clinical assessment tool development
37817770,Single-cell RNA sequencing of neurofibromas reveals a tumor microenvironment favorable for neural regeneration and immune suppression in a neurofibromatosis type 1 porcine model.,True,"Single-cell RNA sequencing, animal model"
37848948,Perinatal folate levels do not influence tumor latency or multiplicity in a model of NF1 associated plexiform-like neurofibromas.,True,Animal model research
37886501,Simultaneous Inhibition of PI3K and PAK in Preclinical Models of Neurofibromatosis Type 2-related Schwannomatosis.,True,Preclinical model development
37949359,Characterization of Immune Cell Populations of Cutaneous Neurofibromas in Neurofibromatosis 1.,True,Immune cell characterization
37962219,Perspectives of adults with neurofibromatosis regarding the design of psychosocial trials: Results from an anonymous online survey.,True,Patient survey design tool
37990867,Neurofibromin 1 mutations impair the function of human induced pluripotent stem cell-derived microglia.,True,Induced pluripotent stem cell model
37996843,Impact of neurofibromatosis type 1 with plexiform neurofibromas on the health-related quality of life and work productivity of adult patients and caregivers in the UK: a cross-sectional survey.,True,"Quality of life assessment tool/home/runner/work/nf-research-tools-schema/nf-research-tools-schema/tool_coverage/scripts/screen_publication_titles.py:85: DeprecationWarning: The model 'claude-3-5-haiku-20241022' is deprecated and will reach end-of-life on February 19th, 2026."
38008284,Droplet Digital PCR for Fast and Accurate Characterization of NF1 Locus Deletions: Confirmation of the Predominant Maternal Origin of Type-1 Deletions.,True,Droplet digital PCR genetic characterization
38009710,"Mindfulness, coping, and optimism as mechanisms of change in the 3RP-NF intervention.",True,Psychological intervention tool
38057084,Quality of life in patients with neurofibromatosis type 1: a nationwide database study in Japan from 2015 to 2019.,True,Quality of life assessment tool
38086379,Econazole selectively induces cell death in NF1-homozygous mutant tumor cells.,True,Drug screening method
38115252,Identification of hub genes and drug candidates for NF2-related vestibular schwannoma by bioinformatics tools.,True,Bioinformatics tool development
38127282,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,True,Spatial gene expression profiling
38136356,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,True,Drug response screening
38140900,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,True,Clinical trial assessment tool
38170419,Development of the PROMIS pediatric stigma and extension to the PROMIS pediatric stigma: skin item banks.,True,Patient-reported outcome measure development
38173515,Development of a semi-automatic segmentation technique based on mean magnetic resonance imaging intensity thresholding for volumetric quantification of plexiform neurofibromas.,True,MRI segmentation technique
38175707,Unbalancing cAMP and Ras/MAPK pathways as a therapeutic strategy for cutaneous neurofibromas.,True,Therapeutic pathway investigation
38187038,Novel combination of imipridones and histone deacetylase inhibitors demonstrate cytotoxic effect through integrated stress response in pediatric solid tumors.,True,Drug combination screening
38201517,Synergistic Suppression of NF1 Malignant Peripheral Nerve Sheath Tumor Cell Growth in Culture and Orthotopic Xenografts by Combinational Treatment with Statin and Prodrug Farnesyltransferase Inhibitor PAMAM G4 Dendrimers.,True,"Xenograft model, drug screening"
38203448,FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells.,True,Drug mechanism investigation
38216123,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,True,Metabolic pathway characterization
38229454,Estrogen-induced glial IL-1β mediates extrinsic retinal ganglion cell vulnerability in murine Nf1 optic glioma.,True,Murine model development
38258905,Schwann cells modulate nociception in neurofibromatosis 1.,True,Cellular mechanism investigation
38308315,Brain injury drives optic glioma formation through neuron-glia signaling.,True,Disease model development
38318960,The impact of a virtual mind-body program on symptoms of depression and anxiety among international English-speaking adults with neurofibromatosis.,True,Virtual intervention tool
38321701,Patient-reported measures of tinnitus for individuals with neurofibromatosis type 2-related schwannomatosis: Recommendations for clinical trials.,True,Patient-reported outcome measure
38336988,Simultaneous inhibition of PI3K and PAK in preclinical models of neurofibromatosis type 2-related schwannomatosis.,True,Preclinical model development
38339230,Gender-Specific Fine Motor Skill Learning Is Impaired by Myelin-Targeted Neurofibromatosis Type 1 Gene Mutation.,True,Genetic mouse model
38360927,Neurofibromin 1 controls metabolic balance and Notch-dependent quiescence of murine juvenile myogenic progenitors.,True,Cellular mechanism investigation
