animalModelId,strainNomenclature,backgroundStrain,backgroundSubstrain,donorId,transplantationDonorId,animalModelOfManifestation,animalModelGeneticDisorder,transplantationType,animalState,generation,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
bd587153-f0ac-4a3d-9656-4ed197526d81,Nf1+/- mice,,,,,,,,,,PMID:29847659,,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,methods,1.0,"Nf1 mice were obtained from Tyler Jacks (Massachusetts Institute of Technology, Cambridge, MA, USA) and backcrossed 13 generations into the C57BL/6J strain",Mouse strain nomenclature with genetic modification not captured,,AI validation - Sonnet 4.5,0,0,,True
d43d5c29-648c-451d-8670-f6332170013a,Nf1flox/flox mice,,,,,,,,,,PMID:29847659,,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,methods,1.0,"Nf1 mice were obtained from Luis Parada (University of Texas Southwestern Medical Center, Dallas, TX, USA) and maintained on C57BL/6J background",Conditional knockout mouse strain nomenclature not captured,,AI validation - Sonnet 4.5,0,0,,True
3b3621af-aef6-4c89-bc6f-b2b86fe1d090,Tie2cre mice,,,,,,,,,,PMID:29847659,,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,methods,1.0,"Tie2cre (4128) and VE-cadherin cre (VEcre, 6137) mice were purchased from The Jackson Laboratory",Cre recombinase mouse strain with catalog number not captured,,AI validation - Sonnet 4.5,0,0,,True
ad5216bb-7c89-440b-896a-292f2f373820,VE-cadherin cre (VEcre) mice,,,,,,,,,,PMID:29847659,,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,methods,1.0,"Tie2cre (4128) and VE-cadherin cre (VEcre, 6137) mice were purchased from The Jackson Laboratory",Cre recombinase mouse strain with catalog number not captured,,AI validation - Sonnet 4.5,0,0,,True
18bfafc3-64ed-445e-bea1-d871610e4a59,PostnCre; Nf2^flox/flox,,,,,,,,,,PMID:29897904,,Traditional and systems biology based drug discovery for the rare tumor syndrome neurofibromatosis type 2.,results,1.0,"genetically-engineered mouse (GEM) model of NF2, PostnCre; Nf2^flox/flox, that develops schwannoma of the dorsal root ganglia",Mouse strain nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
7568b147-b23c-49b6-af68-044e6fe49f43,NF1+/ex42del miniswine,,,,,,,,,,PMID:29925695,,A porcine model of neurofibromatosis type 1 that mimics the human disease.,abstract,0.98,We describe a potentially novel Yucatan miniswine model bearing a heterozygotic mutation in NF1 (exon 42 deletion) orthologous to a mutation found in NF1 patients. NF1+/ex42del miniswine phenocopy the wide range of manifestations,This is the primary animal model developed and characterized in this study - a genetically modified porcine model with NF1 exon 42 deletion,,AI validation - Sonnet 4.5,0,0,,True
52b4c6ee-61aa-4bba-bc13-f113f32948de,Yucatan miniswine,,,,,,,,,,PMID:29925695,,A porcine model of neurofibromatosis type 1 that mimics the human disease.,abstract,0.9,We describe a potentially novel Yucatan miniswine model bearing a heterozygotic mutation in NF1,This is the background strain/breed used for the genetic modification - a specific pig breed commonly used in research,,AI validation - Sonnet 4.5,0,0,,True
235adeac-17a1-49e0-b667-e2fef873fe2d,orthotopic meningioma model,,,,,,,,,,PMID:29982664,,EPH receptor signaling as a novel therapeutic target in NF2-deficient meningioma.,methods,0.85,Antitumor drug efficacy was tested in an orthotopic meningioma model.,Animal model description was not recognized - may need patterns for 'orthotopic model' terminology,,AI validation - Sonnet 4.5,0,0,,True
259f40b5-a626-45ae-a83d-8abef4aa5f2b,SHO mice,,,,,,,,,,PMID:30055648,,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,methods,1.0,"SHO® (SCID Hairless Outbred, Crl:SHO-PrkdcscidHrhr, Charles River) and Shorn (ShrN NOD SCID, NOD.Cg-PrkdcscidHrhr/NCrHsd, Harlan)",Specialized mouse strain abbreviations not recognized,,AI validation - Sonnet 4.5,0,0,,True
c443c716-9b95-487d-9e1a-f811df974347,Shorn mice,,,,,,,,,,PMID:30055648,,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,methods,1.0,"Shorn (ShrN NOD SCID, NOD.Cg-PrkdcscidHrhr/NCrHsd, Harlan) mice were scheduled for xenotransplantations",Specialized mouse strain abbreviations not recognized,,AI validation - Sonnet 4.5,0,0,,True
6b4d71e7-fcc8-4e49-a016-3a3a2f308024,NF2 transgenic mouse model,,,,,,,,,,PMID:30615146,,Preclinical assessment of MEK1/2 inhibitors for neurofibromatosis type 2-associated schwannomas reveals differences in efficacy and drug resistance development.,methods,0.95,Efficacious drugs were tested in orthotopic allograft and NF2 transgenic mouse models,Transgenic mouse model phrase not captured by patterns,,AI validation - Sonnet 4.5,0,0,,True
3df46ef4-6f83-4c5e-9e67-ec9ca9937147,orthotopic allograft model,,,,,,,,,,PMID:30615146,,Preclinical assessment of MEK1/2 inhibitors for neurofibromatosis type 2-associated schwannomas reveals differences in efficacy and drug resistance development.,methods,0.9,Efficacious drugs were tested in orthotopic allograft and NF2 transgenic mouse models,Allograft model terminology not recognized,,AI validation - Sonnet 4.5,0,0,,True
7d95674f-38f5-42fc-8991-393ded629ddf,mouse brain cerebellopontine angle (CPA) model,,,,,,,,,,PMID:30617350,,"A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function in NF2-related vestibular schwannoma.",abstract,0.9,"...A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function...",Animal model described as main subject of protocol but not captured,,AI validation - Sonnet 4.5,0,0,,True
a21120e6-6631-4899-b8ec-e32b0fc3ec13,129T2/SvEmsJ::C57Bl/6NTac Nf1+/- mice,,,,,,,,,,PMID:31545171,,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,methods,1.0,Experimental subjects were 8–12 week old 129T2/SvEmsJ::C57Bl/6NTac Nf1+/+ and Nf1+/- male and female mice,Specific mouse strain with genetic modification - should have been captured,,AI validation - Sonnet 4.5,0,0,,True
46bbc9ef-d91b-4436-a28e-bb80280fa582,NF1+/ex42del minipig model,,,,,,,,,,PMID:32193437,,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,abstract,1.0,...we studied a NF1 minipig model (NF1+/ex42del) for the first 12 months of life to evaluate phenotype development...,This is the primary animal model used throughout the study - a genetically modified Yucatan minipig with NF1 exon 42 deletion,,AI validation - Sonnet 4.5,0,0,,True
fd515042-14b9-44a9-bc7a-dddea76f0889,Yucatan minipigs,,,,,,,,,,PMID:32193437,,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,methods,0.9,"...12 Yucatan minipigs (6 female, 6 male), 8 heterozygous for NF1 (NF1+/ex42del) and 4 littermate wildtypes...",Specific strain/breed of minipig used as the animal model system,,AI validation - Sonnet 4.5,0,0,,True
3944d8c9-48b9-4fde-bebc-f03169ee05d8,Nf2-null animals,,,,,,,,,,PMID:32438526,,Effects of Neurod1 Expression on Mouse and Human Schwannoma Cells.,results,0.9,Deletion of the neurofibromatosis type 2 (Nf2) tumor-suppressor gene via Cre expression in SCs led to increased intraganglionic SC proliferation...Nf2-null animals,Nf2-null mouse model not recognized as distinct from disease gene reference,,AI validation - Sonnet 4.5,0,0,,True
d3c37bc9-46c0-462e-8f2f-f2100b728f90,Nf1flox/flox;PostnCre+ mice,,,,,,,,,,PMID:32471868,,Genetic disruption of the small GTPase RAC1 prevents plexiform neurofibroma formation in mice with neurofibromatosis type 1.,abstract,0.95,"...Genetically engineered Nf1flox/flox;PostnCre+ mice, which develop multiple PNs, also exhibited increased RAC1-GTP...",Genetically engineered mouse strain with specific nomenclature - should be caught by animal model patterns,,AI validation - Sonnet 4.5,0,0,,True
3b680c0f-4b5b-4fc7-a374-d84114ebd918,Nf1flox/floxRac1flox/flox;PostnCre+ mice,,,,,,,,,,PMID:32471868,,Genetic disruption of the small GTPase RAC1 prevents plexiform neurofibroma formation in mice with neurofibromatosis type 1.,abstract,0.95,...mice in which both Nf1 and Rac1 loci were disrupted (Nf1flox/floxRac1flox/flox;PostnCre+) were completely free of tumors...,Double knockout mouse strain with complex genetic nomenclature - should be captured by animal model patterns,,AI validation - Sonnet 4.5,0,0,,True
f8c56cb6-60c6-4f9b-8e20-18511b696e06,Nf1flox/flox;PostnCre- mice,,,,,,,,,,PMID:32471868,,Genetic disruption of the small GTPase RAC1 prevents plexiform neurofibroma formation in mice with neurofibromatosis type 1.,abstract,0.9,...also exhibited increased RAC1-GTP and phospho-ERK levels compared with Nf1flox/flox;PostnCre- littermates...,Control mouse strain (Cre-negative) - should be captured as part of the genetic model system,,AI validation - Sonnet 4.5,0,0,,True
201965f2-a84f-4d41-a951-560dce5ceb32,Nf1+/- mice,,,,,,,,,,PMID:32781282,,Nf1 heterozygous mice recapitulate the anthropometric and metabolic features of human neurofibromatosis type 1.,abstract,0.98,"...Nf1 heterozygous (Nf1+/-) mice accurately reflect the dominant inheritance of NF1 and are regularly employed as a model of NF1. Here, we sought to identify whether Nf1+/- mice recapitulate the anthropometric...",Animal model notation (Nf1+/-) not recognized by mining patterns. This is a standard genetic nomenclature for heterozygous knockout mice.,,AI validation - Sonnet 4.5,0,0,,True
eb34637d-6403-488d-b8b6-f7ac8bfeb233,C57B/6J mice,,,,,,,,,,PMID:32781282,,Nf1 heterozygous mice recapitulate the anthropometric and metabolic features of human neurofibromatosis type 1.,abstract,0.95,"...Littermate 16-20 week-old male wildtype (WT) and Nf1+/- C57B/6J mice underwent nuclear magnetic resonance (NMR), indirect calorimetry...",Standard mouse strain nomenclature not captured. C57B/6J is a widely used inbred mouse strain.,,AI validation - Sonnet 4.5,0,0,,True
c86261a8-c0cc-44ba-bd21-a415512e7c59,Plp-Cre mice,,,,,,,,,,PMID:32839340,,Brain-wide structural and functional disruption in mice with oligodendrocyte-specific Nf1 deletion is rescued by inhibition of nitric oxide synthase,methods,1.0,Inducible Plp-Cre (66) and Nf1fl/+ (67) mice were maintained on a pure C57BL/6 background and genotyped by PCR,Standard mouse strain nomenclature not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
4a6436f9-d3e6-41bf-9eb7-34bcc64f7bd0,Nf1fl/+ mice,,,,,,,,,,PMID:32839340,,Brain-wide structural and functional disruption in mice with oligodendrocyte-specific Nf1 deletion is rescued by inhibition of nitric oxide synthase,methods,1.0,Inducible Plp-Cre (66) and Nf1fl/+ (67) mice were maintained on a pure C57BL/6 background and genotyped by PCR,Floxed allele nomenclature not recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
c86a20e0-1f45-4969-b686-d84e1c1d0baa,Plp-Nf1fl/+ mice,,,,,,,,,,PMID:32839340,,Brain-wide structural and functional disruption in mice with oligodendrocyte-specific Nf1 deletion is rescued by inhibition of nitric oxide synthase,methods,1.0,oligodendrocyte-specific Nf1 deletion (Plp-Nf1fl/+ mice) results in a motor coordination deficit,Compound genotype nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
2cb8e49d-8786-43e8-9400-8e85eace011f,Nf1Lbx1 mice,,,,,,,,,,PMID:33078583,,Cell autonomous requirement of neurofibromin (Nf1) for postnatal muscle hypertrophic growth and metabolic homeostasis.,methods,1.0,"we created muscle-specific knockout mouse models for NF1, inactivating Nf1 in the prenatal myogenic lineage either under the Lbx1 promoter",Mouse model naming convention not captured,,AI validation - Sonnet 4.5,0,0,,True
6c187b8a-4319-4844-8d67-dcf0b64ed43b,Nf1Myf5 mice,,,,,,,,,,PMID:33078583,,Cell autonomous requirement of neurofibromin (Nf1) for postnatal muscle hypertrophic growth and metabolic homeostasis.,methods,1.0,"we created muscle-specific knockout mouse models for NF1, inactivating Nf1 in the prenatal myogenic lineage either under the Lbx1 promoter or under the Myf5 promoter",Mouse model naming convention not captured,,AI validation - Sonnet 4.5,0,0,,True
595aa473-cd59-4630-8199-013065b1281b,genetically engineered mice,,,,,,,,,,PMID:33080011,,"Temporal, spatial, and genetic constraints contribute to the patterning and penetrance of murine neurofibromatosis-1 optic glioma.",methods,0.9,The impact of different germline Nf1 mutations on TVZ NPC properties was analyzed using genetically engineered mice.,Generic term 'genetically engineered mice' not caught by specific strain name patterns,,AI validation - Sonnet 4.5,0,0,,True
45e41d18-6165-4e33-894c-a9bc3d89c447,Nf1 mutant mice,,,,,,,,,,PMID:33080011,,"Temporal, spatial, and genetic constraints contribute to the patterning and penetrance of murine neurofibromatosis-1 optic glioma.",abstract,0.85,mutations in the neurofibromatosis type 1 [NF1] gene...germline Nf1 mutations differentially increase TVZ NPC proliferation,Nf1 mutations mentioned but not recognized as referring to mouse models with Nf1 genetic modifications,,AI validation - Sonnet 4.5,0,0,,True
47caba7f-6cd0-4f37-8609-ae692e6cd6d9,transgenic zebrafish lines with nf1 deletion,,,,,,,,,,PMID:33279959,,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",abstract,0.9,"several transgenic zebrafish lines with single or multiple deletions of nf1, tp53 and rb1 in astrocytes, were established to genetically induce gliomagenesis",Specific transgenic zebrafish lines described as research models but not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
a63db373-6397-4a94-8ac1-0cc4deeb6f59,nf1;tp53 combined knockout fish,,,,,,,,,,PMID:33279959,,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",abstract,0.95,"Combination of mutations, nf1;tp53 and rb1;tp53 combined knockout fish, showed much higher tumour incidences",Double knockout zebrafish model specifically mentioned but not captured,,AI validation - Sonnet 4.5,0,0,,True
d085c3ea-9beb-4e40-91b8-404210cf4028,rb1;tp53 combined knockout fish,,,,,,,,,,PMID:33279959,,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",abstract,0.95,"Combination of mutations, nf1;tp53 and rb1;tp53 combined knockout fish, showed much higher tumour incidences",Double knockout zebrafish model specifically mentioned but not captured,,AI validation - Sonnet 4.5,0,0,,True
58a10876-a291-412a-813d-1be6aebed3b5,Nf1 optic glioma mice,,,,,,,,,,PMID:34043012,,RNA sequence analysis reveals ITGAL/CD11A as a stromal regulator of murine low-grade glioma growth.,abstract,0.95,...antibody treatment of Neurofibromatosis type 1 (Nf1) optic glioma mice in vivo. RESULTS: We identified...,Specific mouse model name not detected - may need patterns for 'gene + disease/tissue + mice' format,,AI validation - Sonnet 4.5,0,0,,True
32a50856-e8e2-41fb-b6fc-defd04906d07,NF2 genetically engineered mouse model (GEMM),,,,,,,,,,PMID:34075397,,PAK1 inhibition reduces tumor size and extends the lifespan of mice in a genetically engineered mouse model of Neurofibromatosis Type 2 (NF2).,abstract,0.95,...in a genetically engineered mouse model (GEMM) that develops spontaneous vestibular and spinal schwannomas...,GEMM terminology and NF2 mouse model not captured by current patterns,,AI validation - Sonnet 4.5,0,0,,True
c6a61f0f-03ca-45ff-bf8f-8d9c1702e644,Pak1 knockout mice,,,,,,,,,,PMID:34075397,,PAK1 inhibition reduces tumor size and extends the lifespan of mice in a genetically engineered mouse model of Neurofibromatosis Type 2 (NF2).,abstract,0.9,"...genetic ablation of Pak1 but not Pak2 reduced tumor formation in our NF2 GEMM. Moreover, germline genetic deletion of Pak1...",Genetic ablation/deletion terminology not captured for mouse models,,AI validation - Sonnet 4.5,0,0,,True
209e7bfc-2c93-4ad5-987d-f3a3dabfa089,Pak2 conditional knockout mice,,,,,,,,,,PMID:34075397,,PAK1 inhibition reduces tumor size and extends the lifespan of mice in a genetically engineered mouse model of Neurofibromatosis Type 2 (NF2).,abstract,0.9,...while conditional deletion of Pak2 in Schwann cells resulted in significant morbidity and mortality...,Conditional deletion terminology not captured for mouse models,,AI validation - Sonnet 4.5,0,0,,True
e23686f8-edf6-4336-87b3-759c9cfbf0dd,Nf1 P1,,,,,,,,,,PMID:34257279,,Neurofibromin regulates metabolic rate via neuronal mechanisms in Drosophila.,methods,0.95,The Nf1 P1 mutation was backcrossed six generations into the w CS10 genetic background,Drosophila strain nomenclature not recognized - specific mutant allele designation,,AI validation - Sonnet 4.5,0,0,,True
93372d29-cc57-4175-8968-f164fa1c7ad2,w CS10,,,,,,,,,,PMID:34257279,,Neurofibromin regulates metabolic rate via neuronal mechanisms in Drosophila.,methods,0.95,backcrossed six generations into the w CS10 genetic background and w CS10 flies were used as controls,Drosophila strain nomenclature not recognized - standard control strain,,AI validation - Sonnet 4.5,0,0,,True
1cf7039b-ab0c-4e45-9ccb-3bd7f70738e8,Mapk1 A172V mice,,,,,,,,,,PMID:34428430,,Treatment during a developmental window prevents NF1-associated optic pathway gliomas by targeting Erk-dependent migrating glial progenitors.,methods,1.0,Mapk1 A172V mice were generated by the CCHMC Transgenic Animal and Genome Editing Core using CRISPR technology to introduce the A172V mutation plus a Sal1 site for genotyping.,Specific genetically modified mouse strain with detailed generation method described,,AI validation - Sonnet 4.5,0,0,,True
32908ef6-3cda-42b7-b6f5-e526d496c099,CD1 mice,,,,,,,,,,PMID:34428430,,Treatment during a developmental window prevents NF1-associated optic pathway gliomas by targeting Erk-dependent migrating glial progenitors.,methods,0.9,The correctly edited mutant allele founder mice (confirmed via Sanger sequencing) were bred to CD1 mice and maintained on this background.,Standard laboratory mouse strain used as breeding background,,AI validation - Sonnet 4.5,0,0,,True
d69bd462-a411-4ceb-ad31-f4985184df77,NF1 porcine model,,,,,,,,,,PMID:34630515,,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and TP53 Porcine Models,methods,1.0,Our process for creating genetically engineered NF1 porcine models is summarized in Figure 1,Genetically engineered animal model not detected by animal model patterns,,AI validation - Sonnet 4.5,0,0,,True
e7e001f2-0bda-461c-af65-e7605bb55197,TP53 porcine model,,,,,,,,,,PMID:34630515,,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and TP53 Porcine Models,methods,1.0,"The injection solution contained gRNAs, S. pyogenes Cas9 mRNA and single-stranded donors (when necessary) to create the NF1 or TP53 mutations",Genetically engineered animal model not detected by animal model patterns,,AI validation - Sonnet 4.5,0,0,,True
27b028ed-800e-4388-952d-8063a9319227,Nf1Prx1-/-,,,,,,,,,,PMID:34935315,,Analysis of muscle tissue in vivo using fiber-optic autofluorescence and diffuse reflectance spectroscopy.,abstract,0.98,...two mouse models of genetic muscle disease: a type 1 neurofibromatosis (NF1) limb-mesenchyme knockout (Nf1Prx1−/−) and a muscular dystrophy mouse (mdx)...,Genetic mouse model notation not recognized - specific knockout strain designation,,AI validation - Sonnet 4.5,0,0,,True
b02dd8be-bdc3-4360-a354-50f56b8a4afc,mdx mice,,,,,,,,,,PMID:34935315,,Analysis of muscle tissue in vivo using fiber-optic autofluorescence and diffuse reflectance spectroscopy.,abstract,0.99,...two mouse models of genetic muscle disease: a type 1 neurofibromatosis (NF1) limb-mesenchyme knockout (Nf1Prx1−/−) and a muscular dystrophy mouse (mdx)...,Standard mouse model name not captured by patterns,,AI validation - Sonnet 4.5,0,0,,True
c1ac5ff6-ab82-4c32-95c9-ad32243be9a8,rat model of spinal cord injury,,,,,,,,,,PMID:36241865,,Transplanting neurofibromatosis-1 gene knockout neural stem cells improve functional recovery in rats with spinal cord injury by enhancing the mTORC2 pathway.,abstract,0.85,NF-1+Ricotr knockout neural stem cells were transplanted at the lesion site in a rat model of spinal cord injury (SCI),Specific animal model terminology may not have been captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
a2f49133-4489-4aa7-9d4b-63aac7d57c79,NPcis genetically engineered mouse model,,,,,,,,,,PMID:36730269,,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,methods,1.0,"Mouse NF1-HGG cell lines 17, 5653, and 5746 were derived from three distinct high-grade murine brain tumors sporadically developed by the NPcis genetically engineered mouse model. The germline of these mice is heterozygous for Nf1 and Tp53; mutant alleles are located in cis.",Genetically engineered mouse model with specific genetic modifications,,AI validation - Sonnet 4.5,0,0,,True
94a11c09-fe89-42fb-b1e5-a23c619f31b9,Nf1+/- mice,,,,,,,,,,PMID:36890585,,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,abstract,0.95,"...heterozygous germline knockout mouse model of Neurofibromatosis type 1 (Nf1± mice), in which only microglia from male Nf1± mice exhibited defects...",Standard mouse strain nomenclature with +/- notation indicating heterozygous knockout,,AI validation - Sonnet 4.5,0,0,,True
3c7f94b5-90b1-4cd9-8d2e-14af4d9b2020,MacGreen (Csf1r-eGFP) mice,,,,,,,,,,PMID:36890585,,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,methods,0.9,...mice used in this study were either bred onto a wild type or MacGreen (Csf1r-eGFP; [58] C57/BL6 background...,Transgenic reporter mouse strain with specific gene construct,,AI validation - Sonnet 4.5,0,0,,True
85510cd6-e712-445e-a7fa-1dcef67c2abe,CX3CR1-CreER mice,,,,,,,,,,PMID:36890585,,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,methods,0.95,...CX3CR1-CreER [71] were intercrossed with Nf1flox/flox [1] and R26R-EYFP mice...,Conditional Cre recombinase mouse strain for cell-specific knockouts,,AI validation - Sonnet 4.5,0,0,,True
0df0f2da-30b3-4f55-bbff-c261c70f1ff4,Nf1flox/flox mice,,,,,,,,,,PMID:36890585,,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,methods,0.95,...CX3CR1-CreER [71] were intercrossed with Nf1flox/flox [1] and R26R-EYFP mice...,Conditional knockout mouse strain with floxed alleles,,AI validation - Sonnet 4.5,0,0,,True
cb803361-183b-4118-96d7-73b587020766,R26R-EYFP mice,,,,,,,,,,PMID:36890585,,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,methods,0.9,...intercrossed with Nf1flox/flox [1] and R26R-EYFP mice [63] to generate litters...,Reporter mouse strain with conditional fluorescent protein expression,,AI validation - Sonnet 4.5,0,0,,True
58c3f34d-d058-41ba-a69d-a30f120c1187,hGFAP-Cre mice,,,,,,,,,,PMID:36890585,,Neurofibromatosis type 1-dependent alterations in mouse microglia function are not cell-intrinsic.,methods,0.9,...hGFAP-Cre+/+ were intercrossed with Nf1flox/flox [1] to generate litters heterozygous for CreER expression...,GFAP-specific Cre recombinase mouse strain,,AI validation - Sonnet 4.5,0,0,,True
f644a1a8-13e9-425e-b8dc-679ab89fef7f,NF1 R1947/+ minipigs,,,,,,,,,,PMID:37520682,,Combining nonsense mutation suppression therapy with nonsense-mediated decay inhibition in neurofibromatosis type 1.,methods,1.0,Generation of NF1 NS/+ minipigs Generation of a swine nonsense mutation model of NF1 followed a similar strategy as previously described. Recurrent nonsense mutation 9 NF1 is located within exon 41,Animal model name not captured by standard naming patterns,,AI validation - Sonnet 4.5,0,0,,True
5495607d-8dbc-494f-afde-d212861cb1a3,porcine NF1 model,,,,,,,,,,PMID:37817770,,Single-cell RNA sequencing of neurofibromas reveals a tumor microenvironment favorable for neural regeneration and immune suppression in a neurofibromatosis type 1 porcine model.,abstract,0.9,"...insights into the cellular composition and signaling within mature neurofibromas, contrasting with normal adjacent tissue, in a porcine model of NF1 using single-cell RNA sequencing...",Animal model mentioned in title and abstract but not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
1a9cfa79-3b30-4078-8165-b7557b6abecf,Nf1-IF rats,,,,,,,,,,PMID:38216123,,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,methods,1.0,The Nf1 inframe indel (Nf1-IF) rats have a 54bp deletion in exon 20,Genetically modified animal model should have been detected,,AI validation - Sonnet 4.5,0,0,,True
25a679a0-d1ed-4dd1-9bb3-d7195e95b001,Nf1-PS rats,,,,,,,,,,PMID:38216123,,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,methods,1.0,The Nf1 premature stop indel (Nf1-PS) rats have an 8-bp deletion in exon 20,Genetically modified animal model should have been detected,,AI validation - Sonnet 4.5,0,0,,True
5d385dc2-107a-445f-b70e-f2ff271a2645,Nf1-IFPS rats,,,,,,,,,,PMID:38216123,,NF1 deficiency drives metabolic reprogramming in ER+ breast cancer.,methods,1.0,The Nf1 in-frame premature stop indel (Nf1-IFPS) rats have a 57-bp deletion in exon 20,Genetically modified animal model should have been detected,,AI validation - Sonnet 4.5,0,0,,True
c42f7dfd-4126-4750-ad1a-b901a83e743c,NPcis mice,,,,,,,,,,PMID:38900740,,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,methods,1.0,NPcis and Hoxb7-cre Nf1 f/f mice were rederived on C57bl/6 background. Genotyping was performed by PCR as reported elsewhere,Animal model name not recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
9f1086f2-3887-41ed-9263-c40c623b6d41,Hoxb7-cre Nf1 f/f mice,,,,,,,,,,PMID:38900740,,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,methods,1.0,NPcis and Hoxb7-cre Nf1 f/f mice were rederived on C57bl/6 background,Complex genetic nomenclature not captured by patterns,,AI validation - Sonnet 4.5,0,0,,True
87bb6ace-4f98-43ef-9ad3-25c9c6b3e6bf,"Trp53, Nf1, Suz12 triple mutant mice",,,,,,,,,,PMID:38931352,,PET Imaging of Neurofibromatosis Type 1 with a Fluorine-18 Labeled Tryptophan Radiotracer.,methods,1.0,"The NF1 mice were purchased from The Jackson Laboratory (Bar Harbor, ME, USA) and bred at Nemours. The triple mutant line from the vendor carries Trp53, Nf1, Suz12 mutations on chromosome 11 and develops tumors at approximately four months",Complex multi-gene mutation nomenclature not captured by standard animal model patterns,,AI validation - Sonnet 4.5,0,0,,True
fa97ff42-5443-4179-9316-99a18d25df01,NF1 patient-derived nonsense mutation mouse model,,,,,,,,,,PMID:39106942,,Investigating therapeutic nonsense suppression in a neurofibromatosis mouse model.,abstract,0.95,...we evaluated its therapeutic effects using three treatment regimens in a previously established NF1 patient-derived (c.2041C > T; p.Arg681X) nonsense mutation mouse model...,This is a specific genetically modified mouse model with a defined mutation (c.2041C>T; p.Arg681X) that should have been captured as an animal model tool,,AI validation - Sonnet 4.5,0,0,,True
7c5ce43a-0a3e-48e0-8cb5-5c7a40dc7545,Tg(-7.2kb-sox10:mRFP),,,,,,,,,,PMID:39415595,,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,methods,1.0,"Transgenic lines used in this study were the ABWT (Zebrafish International Resource Center), Tg(HOTCre:Cas9) (a kind gift from Dr Wenbiao Chen, Vanderbilt University School of Medicine, Nashville, TN, USA), Tg(−7.2kb-sox10:mRFP)",Transgenic zebrafish line name not recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
522d63fb-6a6c-491e-93a3-2b2c9f412b49,Tg(U6x:nf2a/b-4sgRNA),,,,,,,,,,PMID:39415595,,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,methods,1.0,"Transgenic lines used in this study were the ABWT (Zebrafish International Resource Center), Tg(HOTCre:Cas9) (a kind gift from Dr Wenbiao Chen, Vanderbilt University School of Medicine, Nashville, TN, USA), Tg(−7.2kb-sox10:mRFP) and Tg(U6x:nf2a/b-4sgRNA) (generated at the Bronner laboratory, Caltech) lines.",Transgenic zebrafish line name not recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
